t,seg,active_gate,thrust,thrust_cmd,base_thrust,vtrim,descent_on,desc_leg,descent_bias,descent_gain,v_up_auth,v_down_auth,gate_v_ok,v_committed,floor_on,gate_found,u_err,v_err,size_frac,cy,u_f,u_f2,du_lat,v_f,sz_f,sig_k,live,far_rej,gate_cmd_deg,committed,commit_k,steer,bank_seg,ff_bank_deg,trim_deg,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,tube_solid,u_tube_f,curv_f,rail_k,rail_auth,rail_cmd_deg,v_converge,rail_sep,fit_rms,rail_rows,rail_ylook,rail_merged,rail_ok,rail_v_f,rail_v_tgt,rail_v_trim,rail_v_auth,rail_v_live,loop_hz,det_hz,encap_hex,post_gate_hold_active,hold_bank_cmd,gate2_size_frac,ag2_auth,gate2_exit_k,leg2_arrest,commit_latched,commit_align_count,gate3_flare_on,gate3_flare_thr,gate3_flare_uncl,gate3_desc_on,gate3_desc_raw,du_f,rate_ok,align_ok,commit_stable_s,g3hold_armed,g3hold_on,g3hold_elapsed,g3_last_vf,g3_last_sz,g3_loss_t,g3_delta_app,race_fin
0.010872,0,0,0.283808,0.283808,0.2800,+0.00381,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01540,-0.02380,0.08589,175.72,+0.01540,+0.01540,+0.00000,-0.02380,0.08589,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-17.803,+0.00000,+0.00,+0.00000,1,+0.00055,+0.00331,0.00969,-0.008,0,1,+0.00055,+0.00331,1.0000,0.0000,+0.000,-0.35613,0.44171,0.394,88,135.0,0,1,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,01210e000000000000de0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.08589,1.0000,1.0000,0.00000,0,0,0,0.285,0.001,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.029932,0,0,0.283808,0.283808,0.2800,+0.00381,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01540,-0.02380,0.08589,175.72,+0.01540,+0.01540,+0.00000,-0.02380,0.08589,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-17.803,+0.00000,+0.00,+0.00000,1,+0.02100,-0.02075,0.03790,-0.008,0,1,+0.00233,+0.00121,1.0000,0.0000,+0.000,-0.43472,0.42122,3.538,90,135.0,0,0,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,01210e000000000000de0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.08589,1.0000,1.0000,0.00000,0,0,0,0.285,0.001,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.044568,0,0,0.283808,0.283808,0.2800,+0.00381,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01540,-0.02380,0.08589,175.72,+0.01540,+0.01540,+0.00000,-0.02380,0.08589,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-17.812,-0.01446,+0.00,+0.00000,1,+0.03118,-0.04753,0.07944,-0.002,0,1,+0.00429,-0.00211,1.0000,0.0000,+0.000,-0.50924,0.38874,3.411,78,135.0,0,0,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,01210e000000000000de0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.08589,1.0000,1.0000,0.00000,0,0,0,0.285,0.001,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.060480,0,0,0.283808,0.283808,0.2800,+0.00381,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01540,-0.02380,0.08589,175.72,+0.01540,+0.01540,+0.00000,-0.02380,0.08589,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-17.808,-0.00588,+0.00,+0.00000,1,+0.03118,-0.04753,0.07944,-0.002,0,1,+0.00628,-0.00546,1.0000,0.0000,+0.000,-0.50924,0.38874,3.411,78,135.0,0,0,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,01210e000000000000de0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.08589,1.0000,1.0000,0.00000,0,0,0,0.285,0.001,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.075370,0,0,0.283808,0.283808,0.2800,+0.00381,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01559,-0.02380,0.08589,175.72,+0.01542,+0.01540,+0.00000,-0.02380,0.08589,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-17.767,-0.00696,+0.00,+0.00000,1,+0.02706,-0.03880,0.08967,+0.002,0,1,+0.00772,-0.00777,1.0000,0.0000,+0.000,-0.36424,0.38563,3.770,80,135.0,0,0,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,01210e000000000000de0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.08589,1.0000,1.0000,0.00000,0,0,0,0.285,0.001,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.091154,0,0,0.283808,0.283808,0.2800,+0.00381,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01559,-0.02380,0.08589,175.72,+0.01543,+0.01541,+0.00000,-0.02380,0.08589,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-17.472,+0.00007,+0.00,+0.00000,1,+0.02706,-0.03880,0.08967,-0.002,0,1,+0.00913,-0.01004,1.0000,0.0000,+0.000,-0.36424,0.38563,3.770,80,135.0,0,0,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,01210e000000000000de0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.08589,1.0000,1.0000,0.00000,0,0,0,0.285,0.001,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.105337,0,0,0.283808,0.283808,0.2800,+0.00381,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01559,-0.02380,0.08589,175.72,+0.01544,+0.01541,+0.00000,-0.02380,0.08589,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.962,-0.00023,+0.00,+0.00000,1,+0.02706,-0.03880,0.08967,-0.003,0,1,+0.01032,-0.01194,1.0000,0.0000,+0.000,-0.36424,0.38563,3.770,80,135.0,0,0,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,01210e000000000000de0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.08589,1.0000,1.0000,0.00000,0,0,0,0.285,0.001,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.120994,0,0,0.283653,0.283653,0.2800,+0.00365,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01587,-0.02037,0.08389,176.33,+0.01547,+0.01541,+0.00000,-0.02355,0.08574,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.337,+0.00890,+0.00,+0.00000,1,+0.01030,-0.00687,0.07710,+0.000,0,1,+0.01032,-0.01157,1.0000,0.0000,+0.000,-0.24054,0.41147,3.735,97,135.0,0,0,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,01210e000000000000de0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.08389,1.0000,1.0000,0.00000,0,0,0,0.285,0.001,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.135535,0,0,0.283526,0.283526,0.2800,+0.00353,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01587,-0.02037,0.08389,176.33,+0.01550,+0.01542,+0.00000,-0.02334,0.08562,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-15.737,+0.01664,+0.00,+0.00000,1,+0.01030,-0.00687,0.07710,-0.002,0,1,+0.01032,-0.01125,1.0000,0.0000,+0.000,-0.24054,0.41147,3.735,97,135.0,0,0,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,01210e000000000000de0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.08389,1.0000,1.0000,0.00000,0,0,0,0.285,0.001,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.150732,0,0,0.283041,0.283041,0.2800,+0.00304,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01424,-0.01202,0.08012,177.84,+0.01541,+0.01542,+0.00000,-0.02254,0.08523,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-15.408,+0.01374,+0.00,+0.00000,1,+0.00548,+0.00126,0.04767,-0.003,0,1,+0.00997,-0.01037,1.0000,0.0000,+0.000,-0.21678,0.43283,2.983,93,135.0,0,0,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,01210e000000000000de0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.08012,1.0000,1.0000,0.00000,0,0,0,0.285,0.002,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
