t,seg,active_gate,thrust,thrust_cmd,base_thrust,vtrim,descent_on,desc_leg,descent_bias,descent_gain,v_up_auth,v_down_auth,gate_v_ok,v_committed,floor_on,gate_found,u_err,v_err,size_frac,cy,u_f,u_f2,du_lat,v_f,sz_f,sig_k,live,far_rej,gate_cmd_deg,committed,commit_k,steer,bank_seg,ff_bank_deg,trim_deg,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,tube_solid,u_tube_f,curv_f,rail_k,rail_auth,rail_cmd_deg,v_converge,rail_sep,fit_rms,rail_rows,rail_ylook,rail_merged,rail_ok,rail_v_f,rail_v_tgt,rail_v_trim,rail_v_auth,rail_v_live,loop_hz,det_hz,encap_hex,post_gate_hold_active,hold_bank_cmd,gate2_size_frac,ag2_auth,gate2_exit_k,leg2_arrest,commit_latched,commit_align_count,gate3_flare_on,gate3_flare_thr,gate3_flare_uncl,gate3_desc_on,gate3_desc_raw,du_f,rate_ok,align_ok,commit_stable_s,g3hold_armed,g3hold_on,g3hold_elapsed,g3_last_vf,g3_last_sz,g3_loss_t,g3_delta_app,race_fin
0.024044,0,0,0.283083,0.283083,0.2800,+0.00308,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01916,-0.01927,0.08625,176.53,+0.01916,+0.01916,+0.00000,-0.01927,0.08625,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-17.802,+0.00000,+0.00,+0.00000,1,+0.00231,+0.00257,0.00911,+0.015,0,1,+0.00231,+0.00257,1.0000,0.0000,+0.000,-0.35971,0.44235,0.376,80,135.0,0,1,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,014b0d000000000000df0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.08625,1.0000,1.0000,0.00000,0,0,0,0.285,0.002,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.043590,0,0,0.283083,0.283083,0.2800,+0.00308,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01916,-0.01927,0.08625,176.53,+0.01916,+0.01916,+0.00000,-0.01927,0.08625,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-17.802,+0.00000,+0.00,+0.00000,1,+0.00231,+0.00257,0.00911,+0.015,0,1,+0.00231,+0.00257,1.0000,0.0000,+0.000,-0.35971,0.44235,0.376,80,135.0,0,1,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,014b0d000000000000df0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.08625,1.0000,1.0000,0.00000,0,0,0,0.285,0.002,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.060074,0,0,0.283068,0.283068,0.2800,+0.00307,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01911,-0.01894,0.08607,176.59,+0.01916,+0.01916,+0.00000,-0.01925,0.08623,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-17.758,-0.00520,+0.00,+0.00000,1,+0.00232,+0.00281,0.00898,+0.022,0,1,+0.00231,+0.00259,1.0000,0.0000,+0.000,-0.36048,0.44235,0.376,79,135.0,0,1,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,014b0d000000000000df0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.08607,1.0000,1.0000,0.00000,0,0,0,0.285,0.002,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.075275,0,0,0.283055,0.283055,0.2800,+0.00305,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01911,-0.01894,0.08607,176.59,+0.01916,+0.01916,+0.00000,-0.01922,0.08622,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-17.732,-0.00531,+0.00,+0.00000,1,+0.00232,+0.00281,0.00898,+0.018,0,1,+0.00231,+0.00261,1.0000,0.0000,+0.000,-0.36048,0.44235,0.376,79,135.0,0,1,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,014b0d000000000000df0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.08607,1.0000,1.0000,0.00000,0,0,0,0.285,0.002,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.090495,0,0,0.283022,0.283022,0.2800,+0.00302,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01859,-0.01846,0.08589,176.68,+0.01912,+0.01916,+0.00000,-0.01917,0.08620,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-17.469,-0.00078,+0.00,+0.00000,1,+0.00213,+0.00338,0.00917,+0.023,0,1,+0.00230,+0.00266,1.0000,0.0000,+0.000,-0.36102,0.44219,0.367,76,135.0,0,1,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,014b0d000000000000df0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.08589,1.0000,1.0000,0.00000,0,0,0,0.285,0.002,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.105047,0,0,0.282995,0.282995,0.2800,+0.00300,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01859,-0.01846,0.08589,176.68,+0.01908,+0.01916,+0.00000,-0.01912,0.08618,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-17.138,-0.00007,+0.00,+0.00000,1,+0.00213,+0.00338,0.00917,+0.025,0,1,+0.00229,+0.00271,1.0000,0.0000,+0.000,-0.36102,0.44219,0.367,76,135.0,0,1,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,014b0d000000000000df0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.08589,1.0000,1.0000,0.00000,0,0,0,0.285,0.002,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.119639,0,0,0.282978,0.282978,0.2800,+0.00298,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01820,-0.01861,0.08553,176.65,+0.01902,+0.01915,+0.00000,-0.01909,0.08613,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.858,-0.00038,+0.00,+0.00000,1,+0.00233,+0.00170,0.00927,+0.024,0,1,+0.00229,+0.00264,1.0000,0.0000,+0.000,-0.36006,0.44249,0.361,79,135.0,0,1,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,014b0d000000000000df0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.08553,1.0000,1.0000,0.00000,0,0,0,0.285,0.002,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.134152,0,0,0.282963,0.282963,0.2800,+0.00296,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01820,-0.01861,0.08553,176.65,+0.01897,+0.01913,+0.00000,-0.01905,0.08609,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.170,+0.00546,+0.00,+0.00000,1,+0.00233,+0.00170,0.00927,+0.024,0,1,+0.00229,+0.00258,1.0000,0.0000,+0.000,-0.36006,0.44249,0.361,79,135.0,0,1,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,014b0d000000000000df0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.08553,1.0000,1.0000,0.00000,0,0,0,0.285,0.002,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.149347,0,0,0.282968,0.282968,0.2800,+0.00297,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01849,-0.01904,0.08625,176.57,+0.01893,+0.01912,+0.00000,-0.01905,0.08610,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-15.919,+0.00699,+0.00,+0.00000,1,+0.00275,+0.00146,0.00951,+0.024,0,1,+0.00232,+0.00250,1.0000,0.0000,+0.000,-0.36207,0.44429,0.372,85,135.0,0,1,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,014b0d000000000000df0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.08625,1.0000,1.0000,0.00000,0,0,0,0.285,0.002,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.167622,0,0,0.282974,0.282974,0.2800,+0.00297,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01849,-0.01904,0.08625,176.57,+0.01890,+0.01910,+0.00000,-0.01905,0.08611,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-15.028,+0.00341,+0.00,+0.00000,1,+0.00275,+0.00146,0.00951,+0.025,0,1,+0.00236,+0.00241,1.0000,0.0000,+0.000,-0.36207,0.44429,0.372,85,135.0,0,1,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,014b0d000000000000df0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.08625,1.0000,1.0000,0.00000,0,0,0,0.285,0.002,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.181175,0,0,0.282979,0.282979,0.2800,+0.00298,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01849,-0.01904,0.08625,176.57,+0.01887,+0.01909,+0.00000,-0.01905,0.08612,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-14.706,+0.00341,+0.00,+0.00000,1,+0.00275,+0.00146,0.00951,+0.025,0,1,+0.00239,+0.00235,1.0000,0.0000,+0.000,-0.36207,0.44429,0.372,85,135.0,0,1,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,014b0d000000000000df0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.08625,1.0000,1.0000,0.00000,0,0,0,0.285,0.002,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.198985,0,0,0.282987,0.282987,0.2800,+0.00299,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01859,-0.01911,0.08589,176.56,+0.01885,+0.01907,+0.00000,-0.01906,0.08610,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-14.117,+0.00140,+0.00,+0.00000,1,+0.00305,+0.00298,0.01569,+0.024,0,1,+0.00244,+0.00240,1.0000,0.0000,+0.000,-0.35757,0.44764,0.599,80,135.0,0,1,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,014b0d000000000000df0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.08589,1.0000,1.0000,0.00000,0,0,0,0.285,0.002,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.213586,0,0,0.282993,0.282993,0.2800,+0.00299,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01859,-0.01911,0.08589,176.56,+0.01883,+0.01905,+0.00000,-0.01906,0.08609,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-13.618,+0.00147,+0.00,+0.00000,1,+0.00305,+0.00298,0.01569,+0.024,0,1,+0.00248,+0.00244,1.0000,0.0000,+0.000,-0.35757,0.44764,0.599,80,135.0,0,1,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,014b0d000000000000df0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.08589,1.0000,1.0000,0.00000,0,0,0,0.285,0.002,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.229269,0,0,0.283060,0.283060,0.2800,+0.00306,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01986,-0.02043,0.08749,176.32,+0.01890,+0.01904,+0.00000,-0.01916,0.08619,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-13.020,+0.00190,+0.00,+0.00000,1,+0.02984,-0.03693,0.06774,+0.023,0,1,+0.00447,-0.00042,1.0000,0.0000,+0.000,-0.47423,0.41182,2.888,61,135.0,0,0,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,014b0d000000000000df0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.08749,1.0000,1.0000,0.00000,0,0,0,0.285,0.002,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
