t,seg,active_gate,thrust,thrust_cmd,base_thrust,vtrim,descent_on,gate_v_ok,gate_found,u_err,v_err,size_frac,cy,u_f,v_f,sz_f,sig_k,live,far_rej,steer,bank_seg,ff_bank_deg,trim_deg,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
0.320076,0,0,0.282271,0.282271,0.2750,+0.00727,0,1,1,+0.01945,-0.07915,0.05241,165.75,+0.01831,-0.02650,0.08125,1.0000,0,1,0,0,+0.000,+0.000,+0.000,+0.00000,-10.602,+0.00038,0.00,+0.00000,1,-0.00961,+0.00702,0.13027,-0.012,0,0.0,0.0
0.347809,0,0,0.287362,0.287362,0.2750,+0.01236,0,1,1,+0.01975,-0.06214,0.05906,168.81,+0.01849,-0.03084,0.07855,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-9.742,+0.00035,0.00,+0.00000,1,-0.01027,+0.00557,0.10304,-0.011,0,0.0,0.0
0.375058,0,0,0.288924,0.288924,0.2750,+0.01392,0,1,1,+0.02242,-0.04707,0.06359,171.53,+0.01896,-0.03279,0.07676,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-9.331,+0.00032,0.00,+0.00000,1,-0.01508,+0.00838,0.08676,-0.011,0,0.0,0.0
0.401723,0,0,0.289781,0.289781,0.2750,+0.01478,0,1,1,+0.02177,-0.04543,0.06736,171.82,+0.01929,-0.03427,0.07565,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-8.705,+0.00027,0.00,+0.00000,1,-0.01796,+0.01158,0.07753,-0.010,0,0.0,0.0
0.432720,0,0,0.287740,0.287740,0.2750,+0.01274,0,1,1,+0.02174,-0.02951,0.06961,174.69,+0.01962,-0.03363,0.07484,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-8.332,+0.00024,0.00,+0.00000,1,-0.01251,+0.00349,0.07042,-0.010,0,0.0,0.0
0.460519,0,0,0.285325,0.285325,0.2750,+0.01033,0,1,1,+0.01860,-0.02375,0.07179,175.72,+0.01949,-0.03243,0.07447,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-7.736,+0.00021,0.00,+0.00000,1,-0.02581,+0.01051,0.06647,-0.010,0,0.0,0.0
0.489399,0,0,0.283306,0.283306,0.2750,+0.00831,0,1,1,+0.01860,-0.02375,0.07179,175.72,+0.01938,-0.03133,0.07413,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-7.306,+0.00019,0.00,+0.00000,1,-0.02581,+0.01051,0.06647,-0.009,0,0.0,0.0
0.522079,0,0,0.281084,0.281084,0.2750,+0.00608,0,1,1,+0.01576,-0.02118,0.07495,176.19,+0.01887,-0.02991,0.07425,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-6.767,+0.00016,0.00,+0.00000,1,-0.03287,+0.00442,0.06041,-0.009,0,0.0,0.0
0.552380,0,0,0.277937,0.277937,0.2750,+0.00294,0,1,1,+0.01408,-0.01175,0.08032,177.89,+0.01824,-0.02752,0.07504,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-6.371,+0.00014,0.00,+0.00000,1,-0.04474,+0.01273,0.05487,-0.008,0,0.0,0.0
0.581261,0,0,0.275456,0.275456,0.2750,+0.00046,0,1,1,+0.01405,-0.01064,0.08127,178.08,+0.01771,-0.02539,0.07583,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-5.949,+0.00012,0.00,+0.00000,1,-0.04769,+0.01586,0.04904,-0.008,0,0.0,0.0
0.608803,0,0,0.273432,0.273432,0.2750,-0.00157,0,1,1,+0.01165,-0.00924,0.08127,178.34,+0.01698,-0.02344,0.07649,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-5.714,+0.00011,0.00,+0.00000,1,-0.04833,+0.01791,0.04553,-0.007,0,0.0,0.0
0.638849,0,0,0.272977,0.272977,0.2750,-0.00202,0,1,1,+0.01462,-0.01637,0.08696,177.05,+0.01667,-0.02251,0.07786,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-5.443,+0.00010,0.00,+0.00000,1,-0.04791,+0.01642,0.04454,-0.007,0,0.0,0.0
0.668392,0,0,0.272929,0.272929,0.2750,-0.00207,0,1,1,+0.01673,-0.01772,0.08854,176.81,+0.01668,-0.02190,0.07923,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-5.102,+0.00008,0.00,+0.00000,1,-0.04170,+0.01283,0.04563,-0.007,0,0.0,0.0
0.698766,0,0,0.273077,0.273077,0.2750,-0.00192,0,1,1,+0.01670,-0.01832,0.08889,176.70,+0.01668,-0.02142,0.08050,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.857,+0.00008,0.00,+0.00000,1,-0.04702,+0.02313,0.04812,-0.006,0,0.0,0.0
0.730522,0,0,0.273593,0.273593,0.2750,-0.00141,0,1,1,+0.01660,-0.02014,0.08992,176.37,+0.01667,-0.02125,0.08180,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.571,+0.00006,0.00,+0.00000,1,-0.05785,+0.04010,0.04967,-0.006,0,0.0,0.0
0.760379,0,0,0.274038,0.274038,0.2750,-0.00096,0,1,1,+0.01660,-0.02014,0.08992,176.37,+0.01666,-0.02110,0.08285,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.307,+0.00006,0.00,+0.00000,1,-0.05785,+0.04010,0.04967,-0.006,0,0.0,0.0
0.790613,0,0,0.274558,0.274558,0.2750,-0.00044,0,1,1,+0.01618,-0.02080,0.09044,176.26,+0.01660,-0.02106,0.08385,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.060,+0.00005,0.00,+0.00000,1,-0.09978,+0.07730,0.04575,-0.005,0,0.0,0.0
0.823420,0,0,0.275048,0.275048,0.2750,+0.00005,0,1,1,+0.01618,-0.02080,0.09044,176.26,+0.01654,-0.02103,0.08478,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.962,+0.00004,0.00,+0.00000,1,-0.09978,+0.07730,0.04575,-0.005,0,0.0,0.0
0.854549,0,0,0.275442,0.275442,0.2750,+0.00044,0,1,1,+0.01568,-0.02071,0.09044,176.27,+0.01642,-0.02098,0.08554,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.786,+0.00004,0.00,+0.00000,1,-0.11640,+0.09223,0.02996,-0.005,0,0.0,0.0
0.885694,0,0,0.275783,0.275783,0.2750,+0.00078,0,1,1,+0.01575,-0.02067,0.09044,176.28,+0.01633,-0.02094,0.08620,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.668,+0.00003,0.00,+0.00000,1,-0.10000,+0.07190,0.01189,-0.004,0,0.0,0.0
0.915192,0,0,0.276124,0.276124,0.2750,+0.00112,0,1,1,+0.01532,-0.02101,0.09061,176.22,+0.01620,-0.02095,0.08677,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.505,+0.00003,0.00,+0.00000,1,-0.15821,+0.11538,0.00628,-0.004,0,0.0,0.0
0.943073,0,0,0.276274,0.276274,0.2750,+0.00127,0,1,1,+0.01545,-0.02015,0.09010,176.37,+0.01611,-0.02085,0.08717,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.342,+0.00003,0.00,+0.00000,0,+0.00000,+0.00000,0.00391,-0.004,0,0.0,0.0
0.972367,0,0,0.276391,0.276391,0.2750,+0.00139,0,1,1,+0.01552,-0.01994,0.09010,176.41,+0.01604,-0.02074,0.08755,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.244,+0.00002,0.00,+0.00000,0,+0.00000,+0.00000,0.00173,-0.004,0,0.0,0.0
1.001404,0,0,0.276571,0.276571,0.2750,+0.00157,0,1,1,+0.01567,-0.02033,0.09027,176.34,+0.01599,-0.02068,0.08789,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.174,+0.00002,0.00,+0.00000,0,+0.00000,+0.00000,0.00146,-0.003,0,0.0,0.0
1.030019,0,0,0.276733,0.276733,0.2750,+0.00173,0,1,1,+0.01567,-0.02033,0.09027,176.34,+0.01595,-0.02064,0.08819,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.143,+0.00002,0.00,+0.00000,0,+0.00000,+0.00000,0.00146,-0.003,0,34.0,33.1
1.058825,0,0,0.277816,0.277816,0.2750,+0.00282,0,1,1,+0.01542,-0.02626,0.09263,175.27,+0.01588,-0.02135,0.08875,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.019,+0.00002,0.00,+0.00000,0,+0.00000,+0.00000,0.00140,-0.003,0,34.0,33.1
1.084792,0,0,0.278622,0.278622,0.2750,+0.00362,0,1,1,+0.01492,-0.02641,0.09230,175.25,+0.01577,-0.02193,0.08916,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-2.985,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00138,-0.003,0,34.0,33.1
1.111294,0,0,0.279712,0.279712,0.2750,+0.00471,0,1,1,+0.01474,-0.02939,0.09280,174.71,+0.01565,-0.02280,0.08958,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-2.971,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00131,-0.003,0,34.0,33.1
1.141008,0,0,0.280438,0.280438,0.2750,+0.00544,0,1,1,+0.01553,-0.02815,0.09061,174.93,+0.01564,-0.02349,0.08971,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-2.973,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00129,-0.003,0,34.0,33.1
1.168979,0,0,0.281117,0.281117,0.2750,+0.00612,0,1,1,+0.01501,-0.02923,0.09146,174.74,+0.01556,-0.02420,0.08993,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-2.945,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00127,-0.002,0,34.0,33.1
1.196191,0,0,0.281608,0.281608,0.2750,+0.00661,0,1,1,+0.01501,-0.02923,0.09146,174.74,+0.01549,-0.02480,0.09011,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-2.930,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00127,-0.002,0,34.0,33.1
1.223887,0,0,0.281831,0.281831,0.2750,+0.00683,0,1,1,+0.01490,-0.02836,0.09095,174.90,+0.01542,-0.02523,0.09021,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-2.917,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00137,-0.002,0,34.0,33.1
1.252886,0,0,0.281973,0.281973,0.2750,+0.00697,0,1,1,+0.01490,-0.02836,0.09095,174.90,+0.01536,-0.02563,0.09031,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-2.937,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00137,-0.002,0,34.0,33.1
1.284067,0,0,0.281941,0.281941,0.2750,+0.00694,0,1,1,+0.01479,-0.02776,0.09078,175.00,+0.01528,-0.02592,0.09037,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-2.945,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00484,-0.002,0,34.0,33.1
1.311735,0,0,0.281730,0.281730,0.2750,+0.00673,0,1,1,+0.01859,-0.02675,0.09246,175.18,+0.01568,-0.02602,0.09062,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-2.957,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01482,-0.002,0,34.0,33.1
1.342052,0,0,0.280731,0.280731,0.2750,+0.00573,0,1,1,+0.01858,-0.02199,0.09395,176.04,+0.01606,-0.02549,0.09106,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.001,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.02513,-0.002,0,34.0,33.1
1.371192,0,0,0.280249,0.280249,0.2750,+0.00525,0,1,1,+0.02082,-0.02378,0.09510,175.72,+0.01667,-0.02527,0.09158,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.022,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.02954,-0.001,0,34.0,33.1
1.401542,0,0,0.279395,0.279395,0.2750,+0.00440,0,1,1,+0.02028,-0.02104,0.09313,176.21,+0.01715,-0.02471,0.09178,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.039,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.02625,-0.001,0,34.0,33.1
1.430870,0,0,0.278127,0.278127,0.2750,+0.00313,0,1,1,+0.02044,-0.01713,0.09179,176.92,+0.01757,-0.02374,0.09178,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.087,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.02103,-0.001,0,34.0,33.1
1.461969,0,0,0.277113,0.277113,0.2750,+0.00211,0,1,1,+0.02044,-0.01713,0.09179,176.92,+0.01795,-0.02285,0.09178,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.147,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.02103,-0.001,0,34.0,33.1
1.489619,0,0,0.275581,0.275581,0.2750,+0.00058,0,1,1,+0.02038,-0.01160,0.09179,177.91,+0.01825,-0.02149,0.09178,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.213,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01877,-0.001,0,34.0,33.1
1.517724,0,0,0.273395,0.273395,0.2750,-0.00161,0,1,1,+0.02106,-0.00509,0.08958,179.08,+0.01859,-0.01947,0.09151,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.294,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01777,-0.001,0,34.0,33.1
1.546625,0,0,0.271019,0.271019,0.2750,-0.00398,0,1,1,+0.02076,-0.00067,0.08767,179.88,+0.01887,-0.01709,0.09103,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.369,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01549,-0.001,0,34.0,33.1
1.575645,0,0,0.269435,0.269435,0.2750,-0.00556,0,1,1,+0.01528,-0.00174,0.09095,179.69,+0.01841,-0.01515,0.09102,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.437,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01466,-0.001,0,34.0,33.1
1.604201,0,0,0.268379,0.268379,0.2750,-0.00662,0,1,1,+0.01576,-0.00203,0.09095,179.63,+0.01808,-0.01351,0.09101,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.518,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01436,-0.001,0,34.0,33.1
1.632849,0,0,0.268006,0.268006,0.2750,-0.00699,0,1,1,+0.01554,-0.00413,0.09112,179.26,+0.01776,-0.01233,0.09102,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.606,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01352,-0.001,0,34.0,33.1
1.662826,0,0,0.268188,0.268188,0.2750,-0.00681,0,1,1,+0.01668,-0.00626,0.09362,178.87,+0.01762,-0.01154,0.09136,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.730,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01341,-0.001,0,34.0,33.1
1.690207,0,0,0.268429,0.268429,0.2750,-0.00657,0,1,1,+0.01668,-0.00626,0.09362,178.87,+0.01751,-0.01091,0.09163,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.828,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01341,-0.001,0,34.0,33.1
1.723583,0,0,0.269561,0.269561,0.2750,-0.00544,0,1,1,+0.01644,-0.01058,0.09493,178.10,+0.01736,-0.01086,0.09211,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.972,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01263,-0.001,0,34.0,33.1
1.755386,0,0,0.271279,0.271279,0.2750,-0.00372,0,1,1,+0.01839,-0.01517,0.09766,177.27,+0.01750,-0.01145,0.09287,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.100,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01213,-0.001,0,34.0,33.1
1.788104,0,0,0.274600,0.274600,0.2750,-0.00040,0,1,1,+0.01931,-0.02609,0.10184,175.30,+0.01775,-0.01351,0.09413,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.228,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01170,-0.001,0,34.0,33.1
1.817410,0,0,0.277275,0.277275,0.2750,+0.00227,0,1,1,+0.01827,-0.02820,0.10274,174.92,+0.01782,-0.01539,0.09523,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.341,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01151,-0.001,0,34.0,33.1
1.845665,0,0,0.279103,0.279103,0.2750,+0.00410,0,1,1,+0.01860,-0.02701,0.10229,175.14,+0.01792,-0.01683,0.09610,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.422,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01116,-0.001,0,34.0,33.1
1.875345,0,0,0.281023,0.281023,0.2750,+0.00602,0,1,1,+0.01873,-0.02985,0.10364,174.63,+0.01802,-0.01851,0.09708,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.559,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01075,-0.001,0,34.0,33.1
1.905347,0,0,0.282665,0.282665,0.2750,+0.00767,0,1,1,+0.01871,-0.03106,0.10423,174.41,+0.01811,-0.02015,0.09801,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.654,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01060,-0.000,0,34.0,33.1
1.935786,0,0,0.283864,0.283864,0.2750,+0.00886,0,1,1,+0.01978,-0.03101,0.10512,174.42,+0.01833,-0.02158,0.09895,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.767,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01059,-0.000,0,34.0,33.1
1.965085,0,0,0.284678,0.284678,0.2750,+0.00968,0,1,1,+0.01978,-0.03101,0.10512,174.42,+0.01852,-0.02278,0.09974,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.869,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01059,-0.000,0,34.0,33.1
1.999524,0,0,0.286510,0.286510,0.2750,+0.01151,0,1,1,+0.02286,-0.03787,0.11027,173.18,+0.01915,-0.02500,0.10128,1.0000,1,0,1,0,+0.000,-1.097,-1.097,-0.00479,-5.011,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01035,-0.000,0,34.0,33.1
2.033925,0,0,0.287347,0.287347,0.2750,+0.01235,0,1,1,+0.02196,-0.03577,0.10744,173.56,+0.01957,-0.02658,0.10219,1.0000,1,0,1,0,+0.000,-1.121,-1.121,-0.00489,-5.145,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01013,-0.000,0,33.9,33.9
2.065331,0,0,0.287831,0.287831,0.2750,+0.01283,0,1,1,+0.01839,-0.03599,0.11139,173.52,+0.01941,-0.02786,0.10344,1.0000,1,0,1,0,+0.000,-1.112,-1.112,-0.00446,-5.256,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00995,-0.043,0,33.9,33.9
2.094050,0,0,0.288059,0.288059,0.2750,+0.01306,0,1,1,+0.01839,-0.03599,0.11139,173.52,+0.01928,-0.02888,0.10444,1.0000,1,0,1,0,+0.000,-1.105,-1.105,-0.00396,-5.375,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00995,-0.141,0,33.9,33.9
2.124954,0,0,0.287954,0.287954,0.2750,+0.01295,0,1,1,+0.01774,-0.03504,0.11249,173.69,+0.01907,-0.02970,0.10551,1.0000,1,0,1,0,+0.000,-1.093,-1.093,-0.00362,-5.469,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00990,-0.214,0,33.9,33.9
2.155283,0,0,0.287684,0.287684,0.2750,+0.01268,0,1,1,+0.01851,-0.03464,0.11345,173.76,+0.01900,-0.03035,0.10656,1.0000,1,0,1,0,+0.000,-1.089,-1.089,-0.00338,-5.611,-0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00987,-0.272,0,33.9,33.9
2.186077,0,0,0.287414,0.287414,0.2750,+0.01241,0,1,1,+0.01888,-0.03502,0.11667,173.70,+0.01898,-0.03098,0.10791,1.0000,1,0,1,0,+0.000,-1.088,-1.088,-0.00316,-5.738,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00973,-0.325,0,33.9,33.9
2.214258,0,0,0.287086,0.287086,0.2750,+0.01209,0,1,1,+0.01939,-0.03480,0.11640,173.74,+0.01903,-0.03145,0.10896,1.0000,1,0,1,0,+0.000,-1.091,-1.091,-0.00304,-5.848,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00972,-0.358,0,33.9,33.9
2.243063,0,0,0.286738,0.286738,0.2750,+0.01174,0,1,1,+0.01760,-0.03487,0.11560,173.72,+0.01885,-0.03188,0.10979,1.0000,1,0,1,0,+0.000,-1.080,-1.080,-0.00285,-5.932,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00966,-0.393,0,33.9,33.9
2.274630,0,0,0.285906,0.285906,0.2750,+0.01091,0,1,1,+0.01753,-0.03231,0.11876,174.18,+0.01867,-0.03194,0.11102,1.0000,1,0,1,0,+0.000,-1.070,-1.070,-0.00267,-6.034,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00970,-0.426,0,33.9,33.9
2.307285,0,0,0.284766,0.284766,0.2750,+0.00977,0,1,1,+0.01721,-0.03006,0.11798,174.59,+0.01847,-0.03167,0.11199,1.0000,1,0,1,0,+0.000,-1.058,-1.058,-0.00253,-6.154,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00976,-0.448,0,33.9,33.9
2.341729,0,0,0.284697,0.284697,0.2750,+0.00970,0,1,1,+0.01912,-0.03512,0.12006,173.68,+0.01856,-0.03218,0.11318,1.0000,1,0,1,0,+0.000,-1.064,-1.064,-0.00246,-6.299,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01009,-0.470,0,33.9,33.9
2.372831,0,0,0.284931,0.284931,0.2750,+0.00993,0,1,1,+0.01811,-0.03725,0.12134,173.30,+0.01850,-0.03286,0.11428,1.0000,1,0,1,0,+0.000,-1.060,-1.060,-0.00239,-6.454,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01131,-0.485,0,33.9,33.9
2.401943,0,0,0.285034,0.285034,0.2750,+0.01003,0,1,1,+0.01811,-0.03725,0.12134,173.30,+0.01845,-0.03342,0.11517,1.0000,1,0,1,0,+0.000,-1.057,-1.057,-0.00234,-6.621,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01131,-0.493,0,33.9,33.9
2.436407,0,0,0.284881,0.284881,0.2750,+0.00988,0,1,1,+0.01575,-0.03639,0.12310,173.45,+0.01805,-0.03386,0.11634,1.0000,1,0,1,0,+0.000,-1.034,-1.034,-0.00220,-6.764,-0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.02214,-0.504,0,33.9,33.9
2.466277,0,0,0.283766,0.283766,0.2750,+0.00877,0,1,1,+0.01381,-0.03056,0.12435,174.50,+0.01750,-0.03343,0.11738,1.0000,1,0,1,0,+0.000,-1.003,-1.003,-0.00200,-6.884,-0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.04162,-0.517,0,33.9,33.9
