t,seg,active_gate,thrust,thrust_cmd,base_thrust,vtrim,descent_on,gate_v_ok,gate_found,u_err,v_err,size_frac,cy,u_f,u_f2,du_lat,v_f,sz_f,sig_k,live,far_rej,steer,bank_seg,ff_bank_deg,trim_deg,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
0.359425,0,0,0.281938,0.281938,0.2750,+0.00694,0,1,1,+0.01984,-0.02551,0.08607,175.41,+0.01905,+0.01928,+0.00000,-0.02184,0.08334,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-10.221,+0.00055,+0.00,+0.00000,1,-0.02712,+0.00017,0.02722,+0.000,0,0.0,0.0
0.387772,0,0,0.282352,0.282352,0.2750,+0.00735,0,1,1,+0.01980,-0.02724,0.08589,175.10,+0.01914,+0.01926,+0.00000,-0.02251,0.08365,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-9.603,+0.00048,+0.00,+0.00000,1,-0.03196,+0.00347,0.02715,+0.000,0,0.0,0.0
0.416180,0,0,0.282602,0.282602,0.2750,+0.00760,0,1,1,+0.01970,-0.02710,0.08425,175.12,+0.01921,+0.01925,+0.00000,-0.02308,0.08373,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-9.027,+0.00042,+0.00,+0.00000,1,-0.03061,+0.00258,0.02693,+0.000,0,0.0,0.0
0.444973,0,0,0.282892,0.282892,0.2750,+0.00789,0,1,1,+0.01932,-0.02804,0.08407,174.95,+0.01923,+0.01925,+0.00000,-0.02371,0.08377,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-8.513,+0.00039,+0.00,+0.00000,1,-0.03540,+0.01081,0.02652,+0.001,0,0.0,0.0
0.474541,0,0,0.283200,0.283200,0.2750,+0.00820,0,1,1,+0.01938,-0.02890,0.08389,174.80,+0.01925,+0.01925,+0.00000,-0.02438,0.08379,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-7.847,+0.00033,+0.00,+0.00000,1,-0.03701,+0.00990,0.02815,+0.001,0,0.0,0.0
0.501385,0,0,0.283548,0.283548,0.2750,+0.00855,0,1,1,+0.02012,-0.03012,0.08389,174.58,+0.01935,+0.01926,+0.00000,-0.02505,0.08380,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-7.529,+0.00029,+0.00,+0.00000,1,-0.10252,+0.06709,0.03884,+0.001,0,0.0,0.0
0.531199,0,0,0.283779,0.283779,0.2750,+0.00878,0,1,1,+0.02012,-0.03012,0.08389,174.58,+0.01945,+0.01929,+0.00000,-0.02571,0.08381,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-7.104,+0.00026,+0.00,+0.00000,1,-0.10252,+0.06709,0.03884,+0.001,0,0.0,0.0
0.560237,0,0,0.284278,0.284278,0.2750,+0.00928,0,1,1,+0.02016,-0.03258,0.08278,174.14,+0.01954,+0.01932,+0.00000,-0.02658,0.08368,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-6.659,+0.00023,+0.00,+0.00000,1,-0.01000,-0.01757,0.17799,+0.001,0,0.0,0.0
0.590280,0,0,0.286060,0.286060,0.2750,+0.01106,0,1,1,+0.02116,-0.04156,0.07857,172.52,+0.01975,+0.01937,+0.00000,-0.02854,0.08301,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-6.191,+0.00020,+0.00,+0.00000,1,-0.00367,+0.00211,0.22630,+0.001,0,0.0,0.0
0.620077,0,0,0.289000,0.289000,0.2750,+0.01400,0,1,1,+0.02058,-0.05192,0.07328,170.66,+0.01986,+0.01944,+0.00000,-0.03157,0.08175,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-5.855,+0.00017,+0.00,+0.00000,1,-0.00519,+0.00662,0.24931,+0.001,0,0.0,0.0
0.648171,0,0,0.290225,0.290225,0.2750,+0.01523,0,1,1,+0.01947,-0.04661,0.07115,171.61,+0.01981,+0.01948,+0.00000,-0.03342,0.08044,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-5.387,+0.00015,+0.00,+0.00000,1,-0.00752,+0.00969,0.25996,+0.001,0,0.0,0.0
0.676785,0,0,0.287746,0.287746,0.2750,+0.01275,0,1,1,+0.01984,-0.02550,0.07857,175.41,+0.01982,+0.01953,+0.00000,-0.03243,0.08021,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-5.087,+0.00013,+0.00,+0.00000,1,-0.00630,+0.00815,0.22776,+0.001,0,0.0,0.0
0.705833,0,0,0.284564,0.284564,0.2750,+0.00956,0,1,1,+0.01975,-0.01842,0.08333,176.68,+0.01981,+0.01956,+0.00000,-0.03065,0.08061,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.806,+0.00012,+0.00,+0.00000,1,-0.00339,+0.00248,0.18331,+0.001,0,0.0,0.0
0.735620,0,0,0.282064,0.282064,0.2750,+0.00706,0,1,1,+0.01990,-0.01893,0.08480,176.59,+0.01982,+0.01959,+0.00000,-0.02913,0.08115,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.548,+0.00011,+0.00,+0.00000,1,+0.00042,-0.00128,0.15006,+0.001,0,0.0,0.0
0.766805,0,0,0.280031,0.280031,0.2750,+0.00503,0,1,1,+0.01990,-0.01893,0.08480,176.59,+0.01983,+0.01963,+0.00000,-0.02776,0.08164,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.273,+0.00009,+0.00,+0.00000,1,+0.00042,-0.00128,0.15006,+0.001,0,0.0,0.0
0.797845,0,0,0.277937,0.277937,0.2750,+0.00294,0,1,1,+0.02062,-0.01568,0.08444,177.18,+0.01994,+0.01967,+0.00000,-0.02614,0.08202,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.059,+0.00008,+0.00,+0.00000,1,-0.04513,+0.03996,0.12522,+0.001,0,0.0,0.0
0.826821,0,0,0.275995,0.275995,0.2750,+0.00099,0,1,1,+0.02082,-0.01288,0.08352,177.68,+0.02005,+0.01972,+0.00000,-0.02446,0.08221,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.862,+0.00007,+0.00,+0.00000,1,-0.06266,+0.02830,0.11305,+0.001,0,0.0,0.0
0.856203,0,0,0.273688,0.273688,0.2750,-0.00131,0,1,1,+0.02021,-0.00771,0.07974,178.61,+0.02007,+0.01976,+0.00000,-0.02231,0.08189,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.754,+0.00006,+0.00,+0.00000,1,-0.12014,+0.06896,0.06224,+0.001,0,0.0,0.0
0.885259,0,0,0.271989,0.271989,0.2750,-0.00301,0,1,1,+0.02021,-0.00771,0.07974,178.61,+0.02009,+0.01980,+0.00000,-0.02046,0.08162,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.577,+0.00005,+0.00,+0.00000,1,-0.12014,+0.06896,0.06224,+0.001,0,0.0,0.0
0.914708,0,0,0.270102,0.270102,0.2750,-0.00490,0,1,1,+0.01909,-0.00367,0.07857,179.34,+0.01996,+0.01982,+0.00000,-0.01831,0.08123,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.460,+0.00005,+0.00,+0.00000,1,-0.16470,+0.11323,0.01431,+0.001,0,0.0,0.0
0.943098,0,0,0.269203,0.269203,0.2750,-0.00580,0,1,1,+0.01406,-0.00630,0.08184,178.87,+0.01923,+0.01975,+0.00000,-0.01681,0.08130,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.358,+0.00004,+0.00,+0.00000,1,-0.15484,+0.10707,0.00761,+0.001,0,0.0,0.0
0.970482,0,0,0.268687,0.268687,0.2750,-0.00631,0,1,1,+0.01422,-0.00668,0.08203,178.80,+0.01862,+0.01961,+0.00000,-0.01559,0.08139,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.296,+0.00004,+0.00,+0.00000,1,-0.27292,+0.21948,0.00481,+0.001,0,0.0,0.0
1.001105,0,0,0.268384,0.268384,0.2750,-0.00662,0,1,1,+0.01422,-0.00668,0.08203,178.80,+0.01804,+0.01940,+0.00000,-0.01441,0.08147,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.211,+0.00003,+0.00,+0.00000,1,-0.27292,+0.21948,0.00481,+0.001,0,0.0,0.0
1.028446,0,0,0.268422,0.268422,0.2750,-0.00658,0,1,1,+0.01395,-0.00758,0.08240,178.64,+0.01755,+0.01918,+0.00000,-0.01359,0.08159,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.177,+0.00003,+0.00,+0.00000,0,+0.00000,+0.00000,0.00312,+0.001,0,34.7,33.7
1.056101,0,0,0.268992,0.268992,0.2750,-0.00601,0,1,1,+0.01457,-0.01036,0.08296,178.13,+0.01719,+0.01894,+0.00000,-0.01320,0.08175,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.156,+0.00003,+0.00,+0.00000,0,+0.00000,+0.00000,0.00198,+0.001,0,34.7,33.7
1.083189,0,0,0.270038,0.270038,0.2750,-0.00496,0,1,1,+0.01561,-0.01371,0.08370,177.53,+0.01700,+0.01871,+0.00000,-0.01326,0.08199,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.142,+0.00002,+0.00,+0.00000,0,+0.00000,+0.00000,0.00200,+0.001,0,34.7,33.7
1.111696,0,0,0.270509,0.270509,0.2750,-0.00449,0,1,1,+0.01593,-0.01062,0.08749,178.09,+0.01686,+0.01848,+0.00000,-0.01293,0.08267,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.097,+0.00002,+0.00,+0.00000,0,+0.00000,+0.00000,0.00194,+0.001,0,34.7,33.7
1.138114,0,0,0.272795,0.272795,0.2750,-0.00220,0,1,1,+0.01552,-0.02324,0.09179,175.82,+0.01671,+0.01827,+0.00000,-0.01413,0.08374,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.184,+0.00002,+0.00,+0.00000,0,+0.00000,+0.00000,0.00189,+0.001,0,34.7,33.7
1.182617,0,0,0.274945,0.274945,0.2750,-0.00005,0,1,1,+0.01668,-0.02034,0.09362,176.34,+0.01670,+0.01798,+0.00000,-0.01526,0.08554,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-2.965,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.00184,+0.001,0,34.7,33.7
1.209994,0,0,0.276515,0.276515,0.2750,+0.00152,0,1,1,+0.01779,-0.02363,0.09493,175.75,+0.01683,+0.01785,+0.00000,-0.01627,0.08667,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-2.950,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.00188,+0.000,0,34.7,33.7
1.234941,0,0,0.277674,0.277674,0.2750,+0.00267,0,1,1,+0.01779,-0.02363,0.09493,175.75,+0.01694,+0.01775,+0.00000,-0.01709,0.08758,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-2.998,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.00188,+0.001,0,34.7,33.7
1.263010,0,0,0.278627,0.278627,0.2750,+0.00363,0,1,1,+0.01671,-0.02320,0.09526,175.82,+0.01691,+0.01764,+0.00000,-0.01784,0.08853,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.008,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.00182,+0.000,0,34.7,33.7
1.289829,0,0,0.279239,0.279239,0.2750,+0.00424,0,1,1,+0.01943,-0.02255,0.09670,175.94,+0.01721,+0.01759,+0.00000,-0.01840,0.08950,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.011,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.00184,+0.000,0,34.7,33.7
1.312485,0,0,0.279726,0.279726,0.2750,+0.00473,0,1,1,+0.01910,-0.02313,0.09702,175.84,+0.01740,+0.01757,+0.00000,-0.01888,0.09026,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.017,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.00176,+0.000,0,34.7,33.7
1.338594,0,0,0.280108,0.280108,0.2750,+0.00511,0,1,1,+0.01904,-0.02284,0.09686,175.89,+0.01759,+0.01757,+0.00000,-0.01934,0.09102,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.038,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.00175,+0.000,0,34.7,33.7
1.366116,0,0,0.280414,0.280414,0.2750,+0.00541,0,1,1,+0.01908,-0.02295,0.09734,175.87,+0.01777,+0.01760,+0.00000,-0.01977,0.09179,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.058,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.00162,+0.000,0,34.7,33.7
1.393116,0,0,0.280623,0.280623,0.2750,+0.00562,0,1,1,+0.01908,-0.02295,0.09734,175.87,+0.01792,+0.01764,+0.00000,-0.02015,0.09245,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.084,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.00162,+0.000,0,34.7,33.7
1.424514,0,0,0.280467,0.280467,0.2750,+0.00547,0,1,1,+0.01855,-0.02116,0.09844,176.19,+0.01801,+0.01769,+0.00000,-0.02029,0.09326,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.121,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00198,+0.000,0,34.7,33.7
1.454900,0,0,0.279920,0.279920,0.2750,+0.00492,0,1,1,+0.01852,-0.01874,0.09670,176.63,+0.01808,+0.01774,+0.00000,-0.02008,0.09372,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.160,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00213,+0.000,0,34.7,33.7
1.484425,0,0,0.280348,0.280348,0.2750,+0.00535,0,1,1,+0.01849,-0.02411,0.09907,175.66,+0.01813,+0.01779,+0.00000,-0.02060,0.09440,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.208,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00319,+0.000,0,34.7,33.7
1.511724,0,0,0.280596,0.280596,0.2750,+0.00560,0,1,1,+0.01808,-0.02387,0.09782,175.70,+0.01813,+0.01783,+0.00000,-0.02099,0.09481,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.302,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00503,+0.000,0,34.7,33.7
1.544315,0,0,0.280953,0.280953,0.2750,+0.00595,0,1,1,+0.01815,-0.02487,0.09860,175.52,+0.01813,+0.01787,+0.00000,-0.02154,0.09535,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.374,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00714,+0.000,0,34.7,33.7
1.575299,0,0,0.281289,0.281289,0.2750,+0.00629,0,1,1,+0.01807,-0.02557,0.09813,175.40,+0.01812,+0.01791,+0.00000,-0.02208,0.09572,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.433,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00894,+0.000,0,34.7,33.7
1.606111,0,0,0.281412,0.281412,0.2750,+0.00641,0,1,1,+0.02025,-0.02503,0.09938,175.49,+0.01841,+0.01797,+0.00000,-0.02247,0.09621,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.541,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00966,+0.000,0,34.7,33.7
1.635950,0,0,0.281543,0.281543,0.2750,+0.00654,0,1,1,+0.02090,-0.02554,0.10015,175.40,+0.01873,+0.01807,+0.00000,-0.02287,0.09672,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.608,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.01107,+0.000,0,34.7,33.7
1.666662,0,0,0.281509,0.281509,0.2750,+0.00651,0,1,1,+0.02230,-0.02498,0.10031,175.50,+0.01921,+0.01822,+0.00000,-0.02315,0.09720,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.719,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.03083,+0.000,0,34.7,33.7
1.695780,0,0,0.281453,0.281453,0.2750,+0.00645,0,1,1,+0.02252,-0.02504,0.10046,175.49,+0.01963,+0.01840,+0.00000,-0.02339,0.09761,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.035,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.06058,+0.000,0,34.7,33.7
1.724452,0,0,0.281372,0.281372,0.2750,+0.00637,0,1,1,+0.02252,-0.02504,0.10046,175.49,+0.01999,+0.01860,+0.00000,-0.02360,0.09797,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.131,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.06058,+0.001,0,34.7,33.7
1.761550,0,0,0.281191,0.281191,0.2750,+0.00619,0,1,1,+0.01913,-0.02478,0.10289,175.54,+0.01985,+0.01880,+0.00000,-0.02378,0.09874,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.258,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.06943,+0.000,0,34.7,33.7
1.791683,0,0,0.282200,0.282200,0.2750,+0.00720,0,1,1,+0.01918,-0.03188,0.10541,174.26,+0.01977,+0.01892,+0.00000,-0.02484,0.09961,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.327,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.07313,+0.000,0,34.7,33.7
1.822672,0,0,0.282882,0.282882,0.2750,+0.00788,0,1,1,+0.01878,-0.03153,0.10599,174.32,+0.01963,+0.01902,-0.00308,-0.02574,0.10047,1.0000,1,0,1,0,+0.000,-1.125,-1.125,-0.00491,-4.446,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.07312,+0.000,0,34.7,33.7
1.851596,0,0,0.283111,0.283111,0.2750,+0.00811,0,1,1,+0.01837,-0.03019,0.10556,174.57,+0.01947,+0.01908,-0.00199,-0.02630,0.10111,1.0000,1,0,1,0,+0.000,-1.116,-1.116,-0.00487,-4.521,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.07048,+0.000,0,34.7,33.7
1.881687,0,0,0.282611,0.282611,0.2750,+0.00761,0,1,1,+0.01811,-0.02637,0.10408,175.25,+0.01930,+0.01910,-0.00096,-0.02631,0.10150,1.0000,1,0,1,0,+0.000,-1.106,-1.106,-0.00442,-4.638,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.06378,-0.044,0,34.7,33.7
1.910741,0,0,0.281221,0.281221,0.2750,+0.00622,0,1,1,+0.02108,-0.02027,0.10092,176.35,+0.01952,+0.01916,-0.00182,-0.02555,0.10143,1.0000,1,0,1,0,+0.000,-1.119,-1.119,-0.00406,-4.725,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.05528,-0.129,0,34.7,33.7
1.939042,0,0,0.278991,0.278991,0.2750,+0.00399,0,1,1,+0.02044,-0.01292,0.09844,177.68,+0.01964,+0.01922,-0.00210,-0.02398,0.10106,1.0000,1,0,1,0,+0.000,-1.125,-1.125,-0.00386,-4.838,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.04565,-0.194,0,34.7,33.7
1.965794,0,0,0.275766,0.275766,0.2750,+0.00077,0,1,1,+0.02102,-0.00245,0.09750,179.56,+0.01980,+0.01929,-0.00257,-0.02144,0.10064,1.0000,1,0,1,0,+0.000,-1.134,-1.134,-0.00368,-4.950,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.03422,-0.249,0,34.7,33.7
1.993534,0,0,0.273182,0.273182,0.2750,-0.00182,0,1,1,+0.02102,-0.00245,0.09750,179.56,+0.01995,+0.01937,-0.00291,-0.01913,0.10026,1.0000,1,0,1,0,+0.000,-1.143,-1.143,-0.00350,-5.046,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.03422,-0.299,0,34.7,33.7
2.022881,0,0,0.269793,0.269793,0.2750,-0.00521,0,1,1,+0.02161,+0.00596,0.09860,181.07,+0.02016,+0.01947,-0.00346,-0.01592,0.10004,1.0000,1,0,1,0,+0.000,-1.155,-1.155,-0.00341,-5.255,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.02878,-0.334,0,34.7,33.7
2.051340,0,0,0.268323,0.268323,0.2750,-0.00668,0,1,1,+0.01725,-0.00032,0.10274,179.94,+0.01980,+0.01951,-0.00145,-0.01398,0.10038,1.0000,1,0,1,0,+0.000,-1.134,-1.134,-0.00313,-5.535,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.02259,-0.379,0,34.2,34.2
2.085144,0,0,0.268577,0.268577,0.2750,-0.00642,0,1,1,+0.01747,-0.00816,0.10556,178.53,+0.01946,+0.01950,+0.00020,-0.01313,0.10113,1.0000,1,0,1,0,+0.000,-1.115,-1.115,-0.00285,-5.620,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.02034,-0.425,0,34.2,34.2
2.112979,0,0,0.269405,0.269405,0.2750,-0.00559,0,1,1,+0.01714,-0.01175,0.10657,177.89,+0.01918,+0.01946,+0.00143,-0.01296,0.10179,1.0000,1,0,1,0,+0.000,-1.099,-1.099,-0.00267,-5.742,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.01759,-0.453,0,34.2,34.2
2.141442,0,0,0.270797,0.270797,0.2750,-0.00420,0,1,1,+0.01826,-0.01576,0.10730,177.16,+0.01906,+0.01941,+0.00175,-0.01331,0.10248,1.0000,1,0,1,0,+0.000,-1.092,-1.092,-0.00256,-5.865,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.01604,-0.474,0,34.2,34.2
2.168331,0,0,0.271914,0.271914,0.2750,-0.00309,0,1,1,+0.01826,-0.01576,0.10730,177.16,+0.01897,+0.01936,+0.00196,-0.01360,0.10305,1.0000,1,0,1,0,+0.000,-1.087,-1.087,-0.00242,-5.980,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.01604,-0.502,0,34.2,34.2
2.197707,0,0,0.274275,0.274275,0.2750,-0.00073,0,1,1,+0.01875,-0.02414,0.10858,175.65,+0.01894,+0.01931,+0.00183,-0.01495,0.10376,1.0000,1,0,1,0,+0.000,-1.085,-1.085,-0.00236,-6.126,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.01395,-0.516,0,34.2,34.2
2.226705,0,0,0.276126,0.276126,0.2750,+0.00113,0,1,1,+0.01875,-0.02414,0.10858,175.65,+0.01892,+0.01926,+0.00170,-0.01612,0.10437,1.0000,1,0,1,0,+0.000,-1.084,-1.084,-0.00234,-6.329,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.01395,-0.520,0,34.2,34.2
2.256290,0,0,0.278934,0.278934,0.2750,+0.00393,0,1,1,+0.01660,-0.03240,0.11480,174.17,+0.01862,+0.01918,+0.00278,-0.01821,0.10571,1.0000,1,0,1,0,+0.000,-1.067,-1.067,-0.00226,-6.461,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.01334,-0.523,0,34.2,34.2
