t,seg,active_gate,thrust,thrust_cmd,base_thrust,vtrim,descent_on,gate_v_ok,gate_found,u_err,v_err,size_frac,cy,u_f,u_f2,du_lat,v_f,sz_f,sig_k,live,far_rej,steer,bank_seg,ff_bank_deg,trim_deg,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
0.021175,0,0,0.277632,0.277632,0.2750,+0.00263,0,1,1,+0.01991,-0.01645,0.07935,177.04,+0.01991,+0.01991,+0.00000,-0.01645,0.07935,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-17.802,+0.00000,+0.00,+0.00000,1,-0.01763,-0.00224,0.02776,+0.016,0,0.0,0.0
0.056806,0,0,0.278305,0.278305,0.2750,+0.00330,0,1,1,+0.01945,-0.02009,0.08127,176.38,+0.01984,+0.01990,+0.00000,-0.01700,0.07964,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-17.802,+0.00000,+0.00,+0.00000,1,-0.01677,-0.00469,0.02733,+0.016,0,0.0,0.0
0.088293,0,0,0.278747,0.278747,0.2750,+0.00375,0,1,1,+0.01945,-0.02009,0.08127,176.38,+0.01979,+0.01989,+0.00000,-0.01742,0.07986,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-17.867,-0.00782,+0.00,+0.00000,1,-0.01677,-0.00469,0.02733,-0.006,0,0.0,0.0
0.120336,0,0,0.279025,0.279025,0.2750,+0.00402,0,1,1,+0.01769,-0.01982,0.08108,176.43,+0.01950,+0.01983,+0.00000,-0.01775,0.08003,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-17.229,-0.00205,+0.00,+0.00000,1,-0.01519,-0.00577,0.02727,-0.004,0,0.0,0.0
0.149785,0,0,0.279289,0.279289,0.2750,+0.00429,0,1,1,+0.01812,-0.02035,0.08221,176.34,+0.01932,+0.01977,+0.00000,-0.01809,0.08031,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-16.370,+0.00265,+0.00,+0.00000,1,-0.01855,-0.00368,0.02697,-0.004,0,0.0,0.0
0.178450,0,0,0.279503,0.279503,0.2750,+0.00450,0,1,1,+0.01816,-0.02056,0.08259,176.30,+0.01918,+0.01970,+0.00000,-0.01840,0.08060,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-15.441,+0.00459,+0.00,+0.00000,1,-0.01509,-0.00847,0.02717,-0.003,0,0.0,0.0
0.207834,0,0,0.279797,0.279797,0.2750,+0.00480,0,1,1,+0.01842,-0.02148,0.08333,176.13,+0.01908,+0.01962,+0.00000,-0.01879,0.08095,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-14.290,+0.00048,+0.00,+0.00000,1,-0.01999,-0.00430,0.02724,-0.002,0,0.0,0.0
0.239495,0,0,0.280270,0.280270,0.2750,+0.00527,0,1,1,+0.01779,-0.02303,0.08517,175.86,+0.01890,+0.01952,+0.00000,-0.01937,0.08152,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-13.229,+0.00087,+0.00,+0.00000,1,-0.01909,-0.00621,0.02760,-0.001,0,0.0,0.0
0.270267,0,0,0.280786,0.280786,0.2750,+0.00579,0,1,1,+0.01883,-0.02423,0.08571,175.64,+0.01889,+0.01944,+0.00000,-0.02002,0.08208,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-12.507,+0.00095,+0.00,+0.00000,1,-0.01345,-0.01041,0.02740,-0.001,0,0.0,0.0
0.302113,0,0,0.281148,0.281148,0.2750,+0.00615,0,1,1,+0.01883,-0.02423,0.08571,175.64,+0.01889,+0.01936,+0.00000,-0.02060,0.08258,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-11.514,+0.00068,+0.00,+0.00000,1,-0.01345,-0.01041,0.02740,-0.001,0,0.0,0.0
0.331681,0,0,0.281698,0.281698,0.2750,+0.00670,0,1,1,+0.01933,-0.02630,0.08553,175.27,+0.01894,+0.01931,+0.00000,-0.02133,0.08296,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-11.127,+0.00063,+0.00,+0.00000,1,-0.02579,-0.00142,0.02730,-0.000,0,0.0,0.0
