t,seg,active_gate,thrust,thrust_cmd,base_thrust,vtrim,descent_on,desc_leg,descent_bias,gate_v_ok,gate_found,u_err,v_err,size_frac,cy,u_f,u_f2,du_lat,v_f,sz_f,sig_k,live,far_rej,tube_solid,rail_on,rail_auth,u_tube_f,curv_f,rail_k,rail_deg,gate_cmd_deg,gate_auth,committed,commit_k,steer,bank_seg,ff_bank_deg,trim_deg,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
0.310693,0,0,0.280405,0.280405,0.2750,+0.00541,0,0,0.0000,1,1,+0.02242,-0.01535,0.08389,177.24,+0.02099,+0.02061,+0.00000,-0.00944,0.08083,1.0000,1,0,1,0,0.0000,-0.01587,-0.00311,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-11.411,+0.00047,+0.00,+0.00000,1,-0.01548,-0.00852,0.01800,+0.008,0,0.0,0.0
0.338241,0,0,0.280835,0.280835,0.2750,+0.00583,0,0,0.0000,1,1,+0.02242,-0.01535,0.08389,177.24,+0.02117,+0.02068,+0.00000,-0.01015,0.08120,1.0000,1,0,1,0,0.0000,-0.01582,-0.00376,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-10.704,+0.00040,+0.00,+0.00000,1,-0.01548,-0.00852,0.01800,+0.008,0,0.0,0.0
0.368952,0,0,0.281081,0.281081,0.2750,+0.00608,0,0,0.0000,1,1,+0.02241,-0.01503,0.08370,177.30,+0.02133,+0.02077,+0.00000,-0.01080,0.08154,1.0000,1,0,1,0,0.0000,-0.01549,-0.00443,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-10.181,+0.00038,+0.00,+0.00000,1,-0.01331,-0.00879,0.01789,+0.007,0,0.0,0.0
0.400480,0,0,0.281600,0.281600,0.2750,+0.00660,0,0,0.0000,1,1,+0.02217,-0.01739,0.08462,176.87,+0.02145,+0.02086,+0.00000,-0.01170,0.08196,1.0000,1,0,1,0,0.0000,-0.01531,-0.00489,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-9.367,+0.00032,+0.00,+0.00000,1,-0.01419,-0.00776,0.01822,+0.007,0,0.0,0.0
0.429276,0,0,0.282100,0.282100,0.2750,+0.00710,0,0,0.0000,1,1,+0.02169,-0.01864,0.08535,176.64,+0.02148,+0.02094,+0.00000,-0.01257,0.08238,1.0000,1,0,1,0,0.0000,-0.01694,-0.00353,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-8.836,+0.00028,+0.00,+0.00000,1,-0.02829,+0.00592,0.01853,+0.007,0,0.0,0.0
0.456836,0,0,0.282245,0.282245,0.2750,+0.00725,0,0,0.0000,1,1,+0.02110,-0.01757,0.08498,176.84,+0.02143,+0.02100,+0.00000,-0.01318,0.08270,1.0000,1,0,1,0,0.0000,-0.01812,-0.00294,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-8.286,+0.00024,+0.00,+0.00000,1,-0.02667,+0.00131,0.01943,+0.006,0,0.0,0.0
0.484546,0,0,0.282388,0.282388,0.2750,+0.00739,0,0,0.0000,1,1,+0.02189,-0.01819,0.08553,176.73,+0.02149,+0.02106,+0.00000,-0.01379,0.08304,1.0000,1,0,1,0,0.0000,-0.04042,+0.01785,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-7.787,+0.00022,+0.00,+0.00000,1,-0.20137,+0.16793,0.03598,+0.006,0,0.0,0.0
0.513975,0,0,0.282228,0.282228,0.2750,+0.00723,0,0,0.0000,1,1,+0.02004,-0.01694,0.08370,176.95,+0.02130,+0.02109,+0.00000,-0.01419,0.08313,1.0000,1,0,1,0,0.0000,-0.03802,+0.01090,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-7.197,+0.00019,+0.00,+0.00000,1,-0.02170,-0.03637,0.12072,+0.006,0,0.0,0.0
0.540104,0,0,0.280902,0.280902,0.2750,+0.00590,0,0,0.0000,1,1,+0.02086,-0.00904,0.07935,178.37,+0.02125,+0.02111,+0.00000,-0.01360,0.08269,1.0000,1,0,1,0,0.0000,-0.03486,+0.01082,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-6.777,+0.00017,+0.00,+0.00000,1,-0.01070,+0.01019,0.17955,+0.006,0,0.0,0.0
0.569336,0,0,0.277410,0.277410,0.2750,+0.00241,0,0,0.0000,1,1,+0.01902,+0.00532,0.07136,180.96,+0.02097,+0.02109,+0.00000,-0.01118,0.08125,1.0000,1,0,1,0,0.0000,-0.03149,+0.01065,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-6.432,+0.00015,+0.00,+0.00000,1,-0.00844,+0.00951,0.19603,+0.005,0,0.0,0.0
0.600212,0,0,0.274584,0.274584,0.2750,-0.00042,0,0,0.0000,1,1,+0.01902,+0.00532,0.07136,180.96,+0.02071,+0.02104,+0.00000,-0.00898,0.07992,1.0000,1,0,1,0,0.0000,-0.02841,+0.01050,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-5.994,+0.00013,+0.00,+0.00000,1,-0.00844,+0.00951,0.19603,+0.005,0,0.0,0.0
0.629821,0,0,0.270815,0.270815,0.2750,-0.00418,0,0,0.0000,1,1,+0.01496,+0.01591,0.06383,182.86,+0.01996,+0.02090,+0.00000,-0.00577,0.07785,1.0000,1,0,1,0,0.0000,-0.02634,+0.01100,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-5.712,+0.00012,+0.00,+0.00000,1,-0.01233,+0.01442,0.18556,+0.005,0,0.0,0.0
0.658662,0,0,0.266533,0.266533,0.2750,-0.00847,0,0,0.0000,1,1,+0.01741,+0.02544,0.06111,184.58,+0.01964,+0.02074,+0.00000,-0.00184,0.07574,1.0000,1,0,1,0,0.0000,-0.02542,+0.01216,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-5.393,+0.00010,+0.00,+0.00000,1,-0.01909,+0.02021,0.15279,+0.005,0,0.0,0.0
0.685259,0,0,0.264857,0.264857,0.2750,-0.01014,0,0,0.0000,1,1,+0.01905,+0.01640,0.06736,182.95,+0.01957,+0.02060,+0.00000,+0.00031,0.07476,1.0000,1,0,1,0,0.0000,-0.02192,+0.01015,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.971,+0.00009,+0.00,+0.00000,1,+0.00442,-0.00502,0.11121,+0.004,0,0.0,0.0
0.712359,0,0,0.262651,0.262651,0.2750,-0.01235,0,0,0.0000,1,1,+0.01951,+0.02297,0.06759,184.14,+0.01957,+0.02048,+0.00000,+0.00301,0.07390,1.0000,1,0,1,0,0.0000,-0.02954,+0.01910,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.772,+0.00008,+0.00,+0.00000,1,-0.08576,+0.08522,0.08798,+0.004,0,0.0,0.0
0.742405,0,0,0.262619,0.262619,0.2750,-0.01238,0,0,0.0000,1,1,+0.02108,+0.01273,0.07286,182.29,+0.01976,+0.02039,+0.00000,+0.00428,0.07376,1.0000,1,0,1,0,0.0000,-0.04316,+0.03392,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.548,+0.00007,+0.00,+0.00000,1,-0.13381,+0.13253,0.06135,+0.004,0,0.0,0.0
0.770637,0,0,0.262754,0.262754,0.2750,-0.01225,0,0,0.0000,1,1,+0.02108,+0.01273,0.07286,182.29,+0.01992,+0.02033,+0.00000,+0.00532,0.07365,1.0000,1,0,1,0,0.0000,-0.05437,+0.04612,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.442,+0.00006,+0.00,+0.00000,1,-0.13381,+0.13253,0.06135,+0.004,0,0.0,0.0
0.798544,0,0,0.264620,0.264620,0.2750,-0.01038,0,0,0.0000,1,1,+0.02100,+0.00227,0.07577,180.41,+0.02006,+0.02030,+0.00000,+0.00495,0.07391,1.0000,1,0,1,0,0.0000,-0.06045,+0.05242,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.313,+0.00006,+0.00,+0.00000,1,-0.10404,+0.09761,0.04537,+0.004,0,0.0,0.0
0.826718,0,0,0.266228,0.266228,0.2750,-0.00877,0,0,0.0000,1,1,+0.02186,+0.00221,0.07678,180.40,+0.02028,+0.02029,+0.00000,+0.00461,0.07427,1.0000,1,0,1,0,0.0000,-0.06478,+0.05400,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.130,+0.00005,+0.00,+0.00000,1,-0.09550,+0.06522,0.03780,+0.003,0,0.0,0.0
0.854882,0,0,0.268229,0.268229,0.2750,-0.00677,0,0,0.0000,1,1,+0.02101,-0.00190,0.07837,179.66,+0.02037,+0.02030,+0.00000,+0.00381,0.07477,1.0000,1,0,1,0,0.0000,-0.07326,+0.05873,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.019,+0.00004,+0.00,+0.00000,1,-0.13346,+0.09229,0.02642,+0.003,0,0.0,0.0
0.886646,0,0,0.269601,0.269601,0.2750,-0.00540,0,0,0.0000,1,1,+0.02043,+0.00070,0.07954,180.13,+0.02038,+0.02031,+0.00000,+0.00338,0.07543,1.0000,1,0,1,0,0.0000,-0.09677,+0.07936,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.115,+0.00004,+0.00,+0.00000,1,-0.24478,+0.20931,0.01704,+0.003,0,0.0,0.0
0.914136,0,0,0.271171,0.271171,0.2750,-0.00383,0,0,0.0000,1,1,+0.01935,-0.00308,0.08032,179.44,+0.02025,+0.02031,+0.00000,+0.00260,0.07602,1.0000,1,0,0,0,0.0000,-0.09677,+0.07936,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.026,+0.00003,+0.00,+0.00000,0,+0.00000,+0.00000,0.01281,+0.003,0,0.0,0.0
0.944673,0,0,0.273278,0.273278,0.2750,-0.00172,0,0,0.0000,1,1,+0.01440,-0.00744,0.08480,178.66,+0.01948,+0.02020,+0.00000,+0.00127,0.07718,1.0000,1,0,0,0,0.0000,-0.09677,+0.07936,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.876,+0.00003,+0.00,+0.00000,0,+0.00000,+0.00000,0.01095,+0.003,0,0.0,0.0
0.970649,0,0,0.274721,0.274721,0.2750,-0.00028,0,0,0.0000,1,1,+0.01440,-0.00744,0.08480,178.66,+0.01890,+0.02005,+0.00000,+0.00027,0.07806,1.0000,1,0,0,0,0.0000,-0.09677,+0.07936,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.824,+0.00003,+0.00,+0.00000,0,+0.00000,+0.00000,0.01095,+0.003,0,0.0,0.0
0.998387,0,0,0.276832,0.276832,0.2750,+0.00183,0,0,0.0000,1,1,+0.01530,-0.01332,0.08625,177.60,+0.01846,+0.01985,+0.00000,-0.00139,0.07905,1.0000,1,0,0,0,0.0000,-0.09677,+0.07936,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.755,+0.00002,+0.00,+0.00000,0,+0.00000,+0.00000,0.00867,+0.003,0,0.0,0.0
1.027574,0,0,0.278295,0.278295,0.2750,+0.00330,0,0,0.0000,1,1,+0.01605,-0.01186,0.08571,177.87,+0.01815,+0.01964,+0.00000,-0.00272,0.07990,1.0000,1,0,0,0,0.0000,-0.09677,+0.07936,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.786,+0.00002,+0.00,+0.00000,0,+0.00000,+0.00000,0.00496,+0.003,0,35.6,34.6
1.055310,0,0,0.279802,0.279802,0.2750,+0.00480,0,0,0.0000,1,1,+0.01617,-0.01483,0.08696,177.33,+0.01791,+0.01943,+0.00000,-0.00419,0.08076,1.0000,1,0,0,0,0.0000,-0.09677,+0.07936,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.776,+0.00002,+0.00,+0.00000,0,+0.00000,+0.00000,0.00217,+0.003,0,35.6,34.6
1.080994,0,0,0.281380,0.281380,0.2750,+0.00638,0,0,0.0000,1,1,+0.01625,-0.01839,0.08872,176.69,+0.01772,+0.01923,+0.00000,-0.00581,0.08167,1.0000,1,0,0,0,0.0000,-0.09677,+0.07936,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.731,+0.00002,+0.00,+0.00000,0,+0.00000,+0.00000,0.00220,+0.002,0,35.6,34.6
1.111858,0,0,0.282978,0.282978,0.2750,+0.00798,0,0,0.0000,1,1,+0.01500,-0.01981,0.09010,176.43,+0.01736,+0.01898,+0.00000,-0.00768,0.08279,1.0000,1,0,0,0,0.0000,-0.09677,+0.07936,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.706,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.00211,+0.002,0,35.6,34.6
1.139293,0,0,0.284007,0.284007,0.2750,+0.00901,0,0,0.0000,1,1,+0.01500,-0.01981,0.09010,176.43,+0.01707,+0.01875,+0.00000,-0.00915,0.08367,1.0000,1,0,0,0,0.0000,-0.09677,+0.07936,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.627,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.00211,+0.002,0,35.6,34.6
1.165814,0,0,0.285591,0.285591,0.2750,+0.01059,0,0,0.0000,1,1,+0.01467,-0.02582,0.08837,175.35,+0.01679,+0.01852,+0.00000,-0.01110,0.08422,1.0000,1,0,0,0,0.0000,-0.09677,+0.07936,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.582,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.00213,+0.002,0,35.6,34.6
1.192388,0,0,0.287864,0.287864,0.2750,+0.01286,0,0,0.0000,1,1,+0.01496,-0.03341,0.09246,173.99,+0.01658,+0.01829,+0.00000,-0.01372,0.08519,1.0000,1,0,0,0,0.0000,-0.09677,+0.07936,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.525,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.00215,+0.002,0,35.6,34.6
1.216805,0,0,0.289267,0.289267,0.2750,+0.01427,0,0,0.0000,1,1,+0.01707,-0.03221,0.09412,174.20,+0.01663,+0.01811,+0.00000,-0.01573,0.08616,1.0000,1,0,0,0,0.0000,-0.09677,+0.07936,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.508,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.00219,+0.002,0,35.6,34.6
1.244527,0,0,0.290898,0.290898,0.2750,+0.01590,0,0,0.0000,1,1,+0.01719,-0.03573,0.09428,173.57,+0.01670,+0.01794,+0.00000,-0.01816,0.08715,1.0000,1,0,0,0,0.0000,-0.09677,+0.07936,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.443,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.00253,+0.002,0,35.6,34.6
1.272818,0,0,0.292604,0.292604,0.2750,+0.01760,0,0,0.0000,1,1,+0.01875,-0.03948,0.09510,172.89,+0.01695,+0.01782,+0.00000,-0.02080,0.08813,1.0000,1,0,0,0,0.0000,-0.09677,+0.07936,1.0000,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.418,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.00372,+0.002,0,35.6,34.6
1.303668,0,0,0.293798,0.293798,0.2750,+0.01880,0,0,0.0000,1,1,+0.01875,-0.03948,0.09510,172.89,+0.01719,+0.01773,+0.00000,-0.02330,0.08906,1.0000,1,0,0,0,0.0000,-0.09353,+0.07671,0.9665,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.429,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.00372,+0.002,0,35.6,34.6
1.332246,0,0,0.294429,0.294429,0.2750,+0.01943,0,0,0.0000,1,1,+0.01849,-0.03935,0.09493,172.92,+0.01736,+0.01769,+0.00000,-0.02531,0.08980,1.0000,1,0,0,0,0.0000,-0.08833,+0.07245,0.9128,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.438,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.00636,+0.002,0,35.6,34.6
1.359987,0,0,0.294715,0.294715,0.2750,+0.01971,0,0,0.0000,1,1,+0.01879,-0.03940,0.09510,172.91,+0.01753,+0.01767,+0.00000,-0.02702,0.09044,1.0000,1,0,0,0,0.0000,-0.08356,+0.06854,0.8636,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.418,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00830,+0.001,0,35.6,34.6
1.392477,0,0,0.294279,0.294279,0.2750,+0.01928,0,0,0.0000,1,1,+0.01868,-0.03696,0.09329,173.35,+0.01769,+0.01767,+0.00000,-0.02841,0.09084,1.0000,1,0,0,0,0.0000,-0.07831,+0.06422,0.8092,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.403,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00886,+0.001,0,35.6,34.6
1.423507,0,0,0.293720,0.293720,0.2750,+0.01872,0,0,0.0000,1,1,+0.01902,-0.03692,0.09329,173.35,+0.01787,+0.01770,+0.00000,-0.02955,0.09117,1.0000,1,0,0,0,0.0000,-0.07359,+0.06036,0.7605,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.459,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00918,+0.001,0,35.6,34.6
1.451713,0,0,0.294180,0.294180,0.2750,+0.01918,0,0,0.0000,1,1,+0.01881,-0.04366,0.09606,172.14,+0.01799,+0.01773,+0.00000,-0.03130,0.09178,1.0000,1,0,0,0,0.0000,-0.06956,+0.05705,0.7188,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.502,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00916,+0.001,0,35.6,34.6
1.479741,0,0,0.294423,0.294423,0.2750,+0.01942,0,0,0.0000,1,1,+0.01858,-0.04415,0.09623,172.05,+0.01806,+0.01777,+0.00000,-0.03288,0.09232,1.0000,1,0,0,0,0.0000,-0.06577,+0.05394,0.6796,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.509,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00898,+0.001,0,35.6,34.6
1.508781,0,0,0.294415,0.294415,0.2750,+0.01942,0,0,0.0000,1,1,+0.01858,-0.04415,0.09623,172.05,+0.01813,+0.01782,+0.00000,-0.03431,0.09282,1.0000,1,0,0,0,0.0000,-0.06206,+0.05090,0.6413,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.584,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00898,+0.001,0,35.6,34.6
1.540149,0,0,0.293832,0.293832,0.2750,+0.01883,0,0,0.0000,1,1,+0.01883,-0.04206,0.09750,172.43,+0.01822,+0.01787,+0.00000,-0.03536,0.09345,1.0000,1,0,0,0,0.0000,-0.05828,+0.04780,0.6023,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.649,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00879,+0.001,0,35.6,34.6
1.567888,0,0,0.293100,0.293100,0.2750,+0.01810,0,0,0.0000,1,1,+0.01865,-0.04105,0.09750,172.61,+0.01827,+0.01792,+0.00000,-0.03605,0.09395,1.0000,1,0,0,0,0.0000,-0.05514,+0.04522,0.5698,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.782,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00917,+0.001,0,35.6,34.6
1.596165,0,0,0.292350,0.292350,0.2750,+0.01735,0,0,0.0000,1,1,+0.01865,-0.04105,0.09750,172.61,+0.01832,+0.01797,+0.00000,-0.03667,0.09439,1.0000,1,0,0,0,0.0000,-0.05210,+0.04273,0.5385,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.956,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00917,+0.001,0,35.6,34.6
1.623900,0,0,0.290879,0.290879,0.2750,+0.01588,0,0,0.0000,1,1,+0.01956,-0.03620,0.10031,173.48,+0.01847,+0.01803,+0.00000,-0.03661,0.09511,1.0000,1,0,0,0,0.0000,-0.04929,+0.04043,0.5094,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.116,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.01393,+0.001,0,35.6,34.6
1.652914,0,0,0.289667,0.289667,0.2750,+0.01467,0,0,0.0000,1,1,+0.01966,-0.03698,0.09985,173.34,+0.01862,+0.01811,+0.00000,-0.03666,0.09571,1.0000,1,0,0,0,0.0000,-0.04651,+0.03815,0.4807,+0.000,+0.000,1.0000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.203,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.02878,+0.001,0,35.6,34.6
