t,seg,active_gate,thrust,thrust_cmd,base_thrust,vtrim,descent_on,desc_leg,descent_bias,gate_v_ok,gate_found,u_err,v_err,size_frac,cy,u_f,u_f2,du_lat,v_f,sz_f,sig_k,live,far_rej,tube_solid,u_tube_f,curv_f,rail_k,gate_cmd_deg,committed,commit_k,steer,bank_seg,ff_bank_deg,trim_deg,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
11.902556,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.06304,+0.52667,0.05958,274.80,-0.07322,-0.09398,+0.00000,+0.49073,0.06201,1.0000,1,0,0,+0.00000,+0.00000,0.0036,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.449,+0.00000,+0.00,+0.00000,1,-0.37381,-0.49531,0.00630,+10.074,0,32.4,32.4
11.929567,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.06255,+0.52712,0.06035,274.88,-0.07195,-0.09136,+0.00000,+0.49506,0.06182,1.0000,1,0,0,+0.00000,+0.00000,0.0034,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.449,+0.00000,+0.00,+0.00000,1,-0.37023,-0.50064,0.00641,+10.074,0,32.4,32.4
11.956028,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.06192,+0.52708,0.06060,274.87,-0.07078,-0.08895,+0.00000,+0.49880,0.06167,1.0000,1,0,0,+0.00000,+0.00000,0.0033,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.563,+0.00000,+0.00,+0.00000,1,-0.37451,-0.49248,0.00649,+9.588,0,32.4,32.4
11.983687,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.06069,+0.52801,0.06111,275.04,-0.06955,-0.08659,+0.00000,+0.50235,0.06161,1.0000,1,0,0,+0.00000,+0.00000,0.0031,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.563,+0.00000,+0.00,+0.00000,1,-0.37569,-0.49222,0.00663,+9.588,0,32.4,32.4
12.014450,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.05932,+0.52841,0.06186,275.11,-0.06819,-0.08414,+0.00000,+0.50583,0.06164,1.0000,1,0,0,+0.00000,+0.00000,0.0029,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.563,+0.00000,+0.00,+0.00000,1,-0.39053,-0.47775,0.00707,+9.588,0,32.4,32.4
12.044467,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.05932,+0.52841,0.06186,275.11,-0.06703,-0.08191,+0.00000,+0.50877,0.06167,1.0000,1,0,0,+0.00000,+0.00000,0.0027,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.563,+0.00000,+0.00,+0.00000,1,-0.39053,-0.47775,0.00707,+9.588,0,32.4,32.4
12.073050,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.05872,+0.53002,0.06186,275.40,-0.06599,-0.07992,+0.00000,+0.51143,0.06169,1.0000,1,0,0,+0.00000,+0.00000,0.0026,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.622,+0.00000,+0.00,+0.00000,1,-0.39523,-0.47318,0.00734,+9.360,0,32.4,32.4
12.100148,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.05790,+0.52942,0.06211,275.30,-0.06503,-0.07814,+0.00000,+0.51358,0.06174,1.0000,1,0,0,+0.00000,+0.00000,0.0024,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.622,+0.00000,+0.00,+0.00000,1,-0.40072,-0.47453,0.00727,+9.360,0,32.4,32.4
12.125768,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.05694,+0.53045,0.06261,275.48,-0.06411,-0.07655,+0.00000,+0.51549,0.06184,1.0000,1,0,0,+0.00000,+0.00000,0.0023,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.622,+0.00000,+0.00,+0.00000,1,-0.40139,-0.47314,0.00756,+9.360,0,32.4,32.4
12.152915,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.05525,+0.53147,0.06359,275.66,-0.06305,-0.07493,+0.00000,+0.51740,0.06205,1.0000,1,0,0,+0.00000,+0.00000,0.0022,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.673,+0.00000,+0.00,+0.00000,1,-0.40055,-0.47169,0.00777,+9.120,0,32.4,32.4
12.179445,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.05412,+0.53131,0.06383,275.64,-0.06200,-0.07342,+0.00000,+0.51903,0.06226,1.0000,1,0,0,+0.00000,+0.00000,0.0021,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.673,+0.00000,+0.00,+0.00000,1,-0.39464,-0.47302,0.00809,+9.120,0,32.4,32.4
12.206211,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.05412,+0.53131,0.06383,275.64,-0.06107,-0.07196,+0.00000,+0.52048,0.06244,1.0000,1,0,0,+0.00000,+0.00000,0.0020,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.722,+0.00000,+0.00,+0.00000,1,-0.39464,-0.47302,0.00809,+8.881,0,36.5,36.5
12.232378,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.05326,+0.53085,0.06431,275.55,-0.06017,-0.07060,+0.00000,+0.52168,0.06266,1.0000,1,0,0,+0.00000,+0.00000,0.0019,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.769,+0.00000,+0.00,+0.00000,1,-0.39046,-0.47442,0.00804,+8.646,0,36.5,36.5
12.256676,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.05156,+0.52900,0.06479,275.22,-0.05924,-0.06937,+0.00000,+0.52247,0.06289,1.0000,1,0,0,+0.00000,+0.00000,0.0018,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.769,+0.00000,+0.00,+0.00000,1,-0.39262,-0.47118,0.00825,+8.646,0,36.5,36.5
12.284514,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.05071,+0.52939,0.06597,275.29,-0.05819,-0.06800,+0.00000,+0.52332,0.06327,1.0000,1,0,0,+0.00000,+0.00000,0.0017,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.769,+0.00000,+0.00,+0.00000,1,-0.39181,-0.47184,0.00855,+8.646,0,36.5,36.5
12.311605,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.05071,+0.52939,0.06597,275.29,-0.05730,-0.06673,+0.00000,+0.52404,0.06359,1.0000,1,0,0,+0.00000,+0.00000,0.0016,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.769,+0.00000,+0.00,+0.00000,1,-0.39181,-0.47184,0.00855,+8.646,0,36.5,36.5
12.338830,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.04943,+0.52950,0.06620,275.31,-0.05636,-0.06548,+0.00000,+0.52470,0.06390,1.0000,1,0,0,+0.00000,+0.00000,0.0015,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.769,+0.00000,+0.00,+0.00000,1,-0.39283,-0.47197,0.00861,+8.646,0,36.5,36.5
12.367176,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.04745,+0.52817,0.06620,275.07,-0.05525,-0.06421,+0.00000,+0.52513,0.06419,1.0000,1,0,0,+0.00000,+0.00000,0.0014,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.769,+0.00000,+0.00,+0.00000,1,-0.38020,-0.47585,0.00910,+8.646,0,36.5,36.5
12.394884,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.04586,+0.52650,0.06759,274.77,-0.05411,-0.06298,+0.00000,+0.52529,0.06460,1.0000,1,0,0,+0.00000,+0.00000,0.0014,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.769,+0.00000,+0.00,+0.00000,1,-0.37473,-0.47550,0.00936,+8.646,0,36.5,36.5
12.422831,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.04337,+0.52575,0.06759,274.64,-0.05279,-0.06173,+0.00000,+0.52535,0.06497,1.0000,1,0,0,+0.00000,+0.00000,0.0013,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.769,+0.00000,+0.00,+0.00000,1,-0.36625,-0.48044,0.00952,+8.646,0,36.5,36.5
12.451372,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.04250,+0.52481,0.06804,274.47,-0.05151,-0.06046,+0.00000,+0.52528,0.06535,1.0000,1,0,0,+0.00000,+0.00000,0.0012,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.769,-0.00000,+0.00,+0.00000,1,-0.35867,-0.48607,0.00983,+8.646,0,36.5,36.5
12.477978,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.04250,+0.52481,0.06804,274.47,-0.05045,-0.05928,+0.00000,+0.52523,0.06567,1.0000,1,0,0,+0.00000,+0.00000,0.0011,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.818,-0.00000,+0.00,+0.00000,1,-0.35867,-0.48607,0.00983,+8.422,0,36.5,36.5
12.506411,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.05135,+0.47625,0.07915,265.72,-0.05056,-0.05820,+0.00000,+0.51913,0.06735,1.0000,1,0,0,+0.00000,+0.00000,0.0011,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.818,-0.00000,+0.00,+0.00000,1,-0.35116,-0.48841,0.00973,+8.422,0,36.5,36.5
12.531109,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.03860,+0.52280,0.06894,274.10,-0.04925,-0.05721,+0.00000,+0.51953,0.06752,1.0000,1,0,0,+0.00000,+0.00000,0.0010,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.818,-0.00000,+0.00,+0.00000,1,-0.34639,-0.48603,0.00980,+8.422,0,36.5,36.5
12.561301,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.03666,+0.51823,0.06939,273.28,-0.04760,-0.05595,+0.00000,+0.51936,0.06777,1.0000,1,0,0,+0.00000,+0.00000,0.0010,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.862,-0.00000,+0.00,+0.00000,1,-0.33934,-0.48687,0.01001,+8.193,0,36.5,36.5
12.589541,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.03566,+0.51701,0.07027,273.06,-0.04612,-0.05474,+0.00000,+0.51907,0.06808,1.0000,1,0,0,+0.00000,+0.00000,0.0009,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.862,-0.00000,+0.00,+0.00000,1,-0.33546,-0.48620,0.01002,+8.193,0,36.5,36.5
12.618427,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.04360,+0.47441,0.08012,265.39,-0.04580,-0.05361,+0.00000,+0.51344,0.06960,1.0000,1,0,0,+0.00000,+0.00000,0.0009,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.862,-0.00000,+0.00,+0.00000,1,-0.32874,-0.49572,0.01003,+8.193,0,36.5,36.5
12.644873,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.04360,+0.47441,0.08012,265.39,-0.04554,-0.05267,+0.00000,+0.50888,0.07083,1.0000,1,0,0,+0.00000,+0.00000,0.0008,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.862,-0.00000,+0.00,+0.00000,1,-0.32874,-0.49572,0.01003,+8.193,0,36.5,36.5
12.674162,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.04197,+0.46904,0.08070,264.43,-0.04509,-0.05170,+0.00000,+0.50379,0.07209,1.0000,1,0,0,+0.00000,+0.00000,0.0008,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.862,-0.00000,+0.00,+0.00000,1,-0.32484,-0.49401,0.00999,+8.193,0,36.5,36.5
12.704612,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.03958,+0.46646,0.08165,263.96,-0.04436,-0.05073,+0.00000,+0.49886,0.07335,1.0000,1,0,0,+0.00000,+0.00000,0.0007,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.862,-0.00000,+0.00,+0.00000,1,-0.31833,-0.49643,0.01006,+8.193,0,36.5,36.5
12.732673,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.03778,+0.46376,0.08278,263.48,-0.04355,-0.04985,+0.00000,+0.49454,0.07451,1.0000,1,0,0,+0.00000,+0.00000,0.0007,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.862,-0.00000,+0.00,+0.00000,1,-0.31602,-0.48743,0.01030,+8.193,0,36.5,36.5
12.761584,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.03572,+0.46257,0.08389,263.26,-0.04256,-0.04893,+0.00000,+0.49050,0.07569,1.0000,1,0,0,+0.00000,+0.00000,0.0007,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.862,-0.00000,+0.00,+0.00000,1,-0.30671,-0.47896,0.01015,+8.193,0,36.5,36.5
12.791013,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.03348,+0.45710,0.08425,262.28,-0.04140,-0.04796,+0.00000,+0.48622,0.07679,1.0000,1,0,0,+0.00000,+0.00000,0.0006,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.862,-0.00000,+0.00,+0.00000,1,-0.29962,-0.45024,0.01057,+8.193,0,36.5,36.5
12.820056,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.03112,+0.45522,0.08498,261.94,-0.04009,-0.04696,+0.00000,+0.48229,0.07783,1.0000,1,0,0,+0.00000,+0.00000,0.0006,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.862,-0.00000,+0.00,+0.00000,1,-0.29226,-0.42943,0.01086,+8.193,0,36.5,36.5
12.849206,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.02917,+0.45461,0.08498,261.83,-0.03870,-0.04591,+0.00000,+0.47877,0.07874,1.0000,1,0,0,+0.00000,+0.00000,0.0005,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.862,-0.00000,+0.00,+0.00000,1,-0.28690,-0.39752,0.01087,+8.193,0,36.5,36.5
12.877610,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.02917,+0.45461,0.08498,261.83,-0.03752,-0.04487,+0.00000,+0.47576,0.07952,1.0000,1,0,0,+0.00000,+0.00000,0.0005,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.862,-0.00000,+0.00,+0.00000,1,-0.28690,-0.39752,0.01087,+8.193,0,36.5,36.5
12.907956,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.02644,+0.45093,0.08571,261.17,-0.03606,-0.04371,+0.00000,+0.47249,0.08033,1.0000,1,0,0,+0.00000,+0.00000,0.0005,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.916,-0.00000,+0.00,+0.00000,1,-0.27702,-0.35691,0.01088,+7.997,0,36.5,36.5
12.932981,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.02397,+0.44504,0.08660,260.11,-0.03471,-0.04271,+0.00000,+0.46944,0.08103,1.0000,1,0,0,+0.00000,+0.00000,0.0005,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.916,-0.00000,+0.00,+0.00000,1,-0.26882,-0.34195,0.01137,+7.997,0,36.5,36.5
12.964524,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.02237,+0.44026,0.08731,259.25,-0.03303,-0.04139,+0.00000,+0.46546,0.08189,1.0000,1,0,0,+0.00000,+0.00000,0.0004,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.916,-0.00000,+0.00,+0.00000,1,-0.25998,-0.33594,0.01147,+7.997,0,36.5,36.5
12.993824,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.01875,+0.43816,0.08802,258.87,-0.03121,-0.04009,+0.00000,+0.46197,0.08267,1.0000,1,0,0,+0.00000,+0.00000,0.0004,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-17.969,-0.00000,+0.00,+0.00000,1,-0.25114,-0.34043,0.01214,+7.809,0,36.5,36.5
13.021309,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.01509,+0.43713,0.08767,258.68,-0.02926,-0.03878,+0.00000,+0.45897,0.08327,1.0000,1,0,0,+0.00000,+0.00000,0.0004,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-18.033,-0.00000,+0.00,+0.00000,1,-0.23822,-0.34365,0.01322,+7.352,0,36.5,36.5
13.050167,2,1,0.204000,0.204000,0.2490,-0.04500,1,1,0.0260,1,1,-0.01295,+0.43160,0.09010,257.69,-0.02720,-0.03732,+0.00000,+0.45552,0.08413,1.0000,1,0,0,+0.00000,+0.00000,0.0004,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-18.136,-0.00000,+0.00,+0.00000,1,-0.22971,-0.34238,0.01475,+7.004,0,36.5,36.5
13.082160,2,1,0.205141,0.205141,0.2490,-0.04386,1,1,0.0260,1,1,-0.01071,+0.42545,0.08992,256.58,-0.02493,-0.03561,+0.00000,+0.45137,0.08493,1.0000,1,0,1,-0.03033,-0.04604,1.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-18.136,+0.00000,+0.00,+0.00000,1,-0.21992,-0.33387,0.02120,+7.004,0,36.5,36.5
13.112868,2,1,0.206274,0.206274,0.2490,-0.04273,1,1,0.0260,1,1,-0.00759,+0.42172,0.09044,255.91,-0.02262,-0.03388,+0.00000,+0.44743,0.08566,1.0000,1,0,1,-0.05436,-0.08224,1.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-18.136,-0.00000,+0.00,+0.00000,1,-0.21091,-0.31798,0.02554,+7.004,0,36.5,36.5
13.144065,2,1,0.206686,0.206686,0.2490,-0.04231,1,1,0.0260,1,1,-0.00759,+0.42172,0.09044,255.91,-0.02059,-0.03209,+0.00000,+0.44396,0.08631,1.0000,1,0,1,-0.07549,-0.11405,1.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-18.175,+0.00000,+0.00,+0.00000,1,-0.21091,-0.31798,0.02554,+6.810,0,36.5,36.5
13.175608,2,1,0.207095,0.207095,0.2490,-0.04190,1,1,0.0260,1,1,-0.00314,+0.41836,0.09044,255.31,-0.01822,-0.03020,+0.00000,+0.44047,0.08687,1.0000,1,0,1,-0.09202,-0.13969,1.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-18.221,+0.00000,+0.00,+0.00000,1,-0.19683,-0.30227,0.02699,+6.641,0,36.5,36.5
13.205081,2,1,0.210334,0.210334,0.2490,-0.03867,1,1,0.0260,1,1,+0.00098,+0.39742,0.09510,251.54,-0.01575,-0.02834,+0.00000,+0.43494,0.08793,1.0000,1,0,1,-0.10414,-0.15763,1.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-18.357,+0.00001,+0.00,+0.00000,1,-0.18638,-0.27935,0.02879,+6.169,0,36.5,36.5
13.234837,2,1,0.210784,0.210784,0.2490,-0.03822,1,1,0.0260,1,1,+0.00277,+0.40738,0.09296,253.33,-0.01335,-0.02640,+0.00000,+0.43137,0.08858,1.0000,1,0,1,-0.11317,-0.17229,1.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-18.491,+0.00001,+0.00,+0.00000,1,-0.17385,-0.27084,0.03026,+5.738,0,35.0,35.0
13.263601,2,1,0.211927,0.211927,0.2490,-0.03707,1,1,0.0260,1,1,+0.00601,+0.39953,0.09379,251.92,-0.01092,-0.02445,+0.00000,+0.42737,0.08923,1.0000,1,0,1,-0.11937,-0.18289,1.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-18.563,+0.00001,+0.00,+0.00000,1,-0.16249,-0.25661,0.03194,+5.206,0,35.0,35.0
13.294317,2,1,0.212933,0.212933,0.2490,-0.03607,1,1,0.0260,1,1,+0.00946,+0.39611,0.09395,251.30,-0.00820,-0.02229,+0.00000,+0.42321,0.08986,1.0000,1,0,1,-0.12339,-0.19182,1.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-18.707,+0.00003,+0.00,+0.00000,1,-0.14954,-0.24995,0.03293,+4.697,0,35.0,35.0
13.325035,2,1,0.216058,0.216058,0.2490,-0.03294,1,1,0.0260,1,1,+0.01363,+0.37889,0.09782,248.20,-0.00530,-0.02003,+0.00000,+0.41731,0.09092,1.0000,1,0,1,-0.12490,-0.19817,1.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-18.800,+0.00004,+0.00,+0.00000,1,-0.13472,-0.23954,0.03357,+4.329,0,35.0,35.0
13.356963,2,1,0.219185,0.219185,0.2490,-0.02982,1,1,0.0260,1,1,+0.01777,+0.37163,0.09938,246.89,-0.00212,-0.01756,+0.00000,+0.41102,0.09209,1.0000,1,0,1,-0.12437,-0.20219,1.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-18.904,-0.00006,+0.00,+0.00000,1,-0.12110,-0.22736,0.03369,+3.847,0,35.0,35.0
13.387817,2,1,0.221110,0.221110,0.2490,-0.02789,1,1,0.0260,1,1,+0.02341,+0.37051,0.09907,246.69,+0.00129,-0.01504,+0.00000,+0.40561,0.09302,1.0000,1,0,1,-0.12185,-0.20425,1.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-18.988,+0.00006,+0.00,+0.00000,1,-0.10549,-0.21759,0.03431,+3.387,0,35.0,35.0
13.418369,2,1,0.221993,0.221993,0.2490,-0.02701,1,1,0.0260,1,1,+0.02341,+0.37051,0.09907,246.69,+0.00422,-0.01249,+0.00000,+0.40095,0.09382,1.0000,1,0,1,-0.11968,-0.20602,1.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-19.006,-0.00004,+0.00,+0.00000,1,-0.10549,-0.21759,0.03431,+2.969,0,35.0,35.0
13.450723,2,1,0.224100,0.224100,0.2490,-0.02490,1,1,0.0260,1,1,+0.03305,+0.35866,0.09923,244.56,+0.00824,-0.00960,+0.00000,+0.39506,0.09457,1.0000,1,0,1,-0.11359,-0.20473,1.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-19.057,+0.00004,+0.00,+0.00000,1,-0.07596,-0.19673,0.03452,+2.576,0,35.0,35.0
13.481527,2,1,0.225862,0.225862,0.2490,-0.02314,1,1,0.0260,1,1,+0.03666,+0.35363,0.10077,243.65,+0.01203,-0.00672,+0.00000,+0.38953,0.09540,1.0000,1,0,1,-0.10698,-0.20190,1.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-19.085,+0.00002,+0.00,+0.00000,1,-0.06404,-0.18354,0.03428,+2.194,0,35.0,35.0
13.509763,2,1,0.226590,0.226590,0.2490,-0.02241,1,1,0.0260,1,1,+0.03666,+0.35363,0.10077,243.65,+0.01508,-0.00402,+0.00000,+0.38509,0.09606,1.0000,1,0,1,-0.10167,-0.19963,1.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-19.091,+0.00004,+0.00,+0.00000,1,-0.06404,-0.18354,0.03428,+1.902,0,35.0,35.0
13.539615,3,1,0.227853,0.227853,0.2490,-0.02115,1,1,0.0260,1,1,+0.03970,+0.34588,0.10031,242.26,+0.01828,-0.00112,+0.00000,+0.38000,0.09662,1.0000,1,0,1,-0.09447,-0.19619,1.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-19.089,-0.00001,+0.00,+0.00000,1,-0.04622,-0.17316,0.03354,+1.629,0,35.0,35.0
13.568264,3,1,0.229397,0.229397,0.2490,-0.01960,1,1,0.0260,1,1,+0.04443,+0.33853,0.10244,240.94,+0.02155,+0.00172,+0.00000,+0.37480,0.09735,1.0000,1,0,0,-0.09447,-0.19619,1.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-19.076,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.03253,+1.277,0,35.0,35.0
13.596400,3,1,0.231129,0.231129,0.2490,-0.01787,1,1,0.0260,1,1,+0.04672,+0.33148,0.10438,239.67,+0.02466,+0.00455,+0.00000,+0.36946,0.09821,1.0000,1,0,0,-0.09447,-0.19619,1.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-19.062,-0.00021,+0.00,+0.00000,0,+0.00000,+0.00000,0.03198,+1.037,0,35.0,35.0
13.626710,3,1,0.233606,0.233606,0.2490,-0.01539,1,1,0.0260,1,1,+0.05029,+0.32124,0.10570,237.82,+0.02803,+0.00764,+0.00000,+0.36311,0.09920,1.0000,1,0,0,-0.09447,-0.19619,1.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,+0.00000,-19.035,-0.00011,+0.00,+0.00000,0,+0.00000,+0.00000,0.03140,+0.737,0,35.0,35.0
13.652733,3,1,0.236099,0.236099,0.2490,-0.01290,1,1,0.0260,1,1,+0.05318,+0.31228,0.10686,236.21,+0.03093,+0.01032,-0.10304,+0.35726,0.10008,1.0000,1,0,0,-0.09447,-0.19619,1.0000,-1.772,0,1.0000,1,1,+0.000,-1.772,-1.772,-0.01031,-19.018,+0.00023,+0.00,+0.00000,0,+0.00000,+0.00000,0.02996,+0.590,0,35.0,35.0
13.679605,3,1,0.237579,0.237579,0.2490,-0.01142,1,1,0.0260,1,1,+0.05318,+0.31228,0.10686,236.21,+0.03356,+0.01307,-0.10245,+0.35193,0.10088,1.0000,1,0,0,-0.09447,-0.19619,1.0000,-1.923,0,1.0000,1,1,+0.000,-1.923,-1.923,-0.01002,-18.986,+0.00023,+0.00,+0.00000,0,+0.00000,+0.00000,0.02996,+0.373,0,35.0,35.0
13.708398,3,1,0.240042,0.240042,0.2490,-0.00896,1,1,0.0260,1,1,+0.06396,+0.30048,0.10730,234.09,+0.03739,+0.01613,-0.10628,+0.34546,0.10169,1.0000,1,0,0,-0.09447,-0.19619,1.0000,-2.142,0,1.0000,1,1,+0.000,-2.142,-2.142,-0.00955,-18.932,-0.00036,+0.00,+0.00000,0,+0.00000,+0.00000,0.02759,+0.079,0,35.0,35.0
