t,seg,active_gate,thrust,thrust_cmd,base_thrust,vtrim,descent_on,desc_leg,descent_bias,gate_v_ok,gate_found,u_err,v_err,size_frac,cy,u_f,u_f2,du_lat,v_f,sz_f,sig_k,live,far_rej,tube_solid,u_tube_f,curv_f,rail_k,gate_cmd_deg,committed,commit_k,steer,bank_seg,ff_bank_deg,trim_deg,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
0.304920,0,0,0.287021,0.287021,0.2750,+0.01202,0,0,0.0000,1,1,+0.02055,-0.01923,0.08012,176.54,+0.01820,+0.01628,+0.00000,-0.00600,0.07321,1.0000,1,0,1,-0.01640,+0.00464,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-10.962,+0.00059,+0.00,+0.00000,1,-0.00494,-0.01616,0.02757,+0.008,0,0.0,0.0
0.334256,0,0,0.287576,0.287576,0.2750,+0.01258,0,0,0.0000,1,1,+0.02025,-0.01832,0.08012,176.70,+0.01847,+0.01656,+0.00000,-0.00758,0.07409,1.0000,1,0,1,-0.01545,+0.00233,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-10.093,+0.00053,+0.00,+0.00000,1,-0.00896,-0.01339,0.02772,+0.008,0,0.0,0.0
0.363626,0,0,0.288137,0.288137,0.2750,+0.01314,0,0,0.0000,1,1,+0.02022,-0.02017,0.08184,176.37,+0.01869,+0.01683,+0.00000,-0.00919,0.07508,1.0000,1,0,1,-0.01517,+0.00073,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-9.454,+0.00049,+0.00,+0.00000,1,-0.01324,-0.01019,0.02760,+0.008,0,0.0,0.0
0.392776,0,0,0.288703,0.288703,0.2750,+0.01370,0,0,0.0000,1,1,+0.01943,-0.02207,0.08278,176.03,+0.01878,+0.01708,+0.00000,-0.01083,0.07606,1.0000,1,0,1,-0.01510,-0.00067,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-9.023,+0.00043,+0.00,+0.00000,1,-0.01467,-0.01025,0.02805,+0.008,0,0.0,0.0
0.419818,0,0,0.289077,0.289077,0.2750,+0.01408,0,0,0.0000,1,1,+0.01946,-0.02280,0.08407,175.90,+0.01886,+0.01729,+0.00000,-0.01225,0.07702,1.0000,1,0,1,-0.01632,-0.00079,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-8.279,+0.00037,+0.00,+0.00000,1,-0.02533,-0.00169,0.02813,+0.007,0,0.0,0.0
0.450170,0,0,0.289210,0.289210,0.2750,+0.01421,0,0,0.0000,1,1,+0.01991,-0.02280,0.08462,175.90,+0.01900,+0.01752,+0.00000,-0.01364,0.07802,1.0000,1,0,1,-0.01740,-0.00105,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-7.834,+0.00032,+0.00,+0.00000,1,-0.02447,-0.00273,0.02870,+0.007,0,0.0,0.0
0.479943,0,0,0.289132,0.289132,0.2750,+0.01413,0,0,0.0000,1,1,+0.01991,-0.02280,0.08462,175.90,+0.01912,+0.01773,+0.00000,-0.01483,0.07887,1.0000,1,0,1,-0.01831,-0.00126,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-7.301,+0.00030,+0.00,+0.00000,1,-0.02447,-0.00273,0.02870,+0.006,0,0.0,0.0
0.509356,0,0,0.288952,0.288952,0.2750,+0.01395,0,0,0.0000,1,1,+0.01978,-0.02312,0.08535,175.84,+0.01920,+0.01792,+0.00000,-0.01589,0.07970,1.0000,1,0,1,-0.02076,+0.00034,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-6.707,+0.00025,+0.00,+0.00000,1,-0.03743,+0.01123,0.02969,+0.006,0,0.0,0.0
0.537483,0,0,0.288351,0.288351,0.2750,+0.01335,0,0,0.0000,1,1,+0.02057,-0.02110,0.08731,176.20,+0.01937,+0.01809,+0.00000,-0.01653,0.08064,1.0000,1,0,1,-0.02392,+0.00294,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-6.369,+0.00022,+0.00,+0.00000,1,-0.04637,+0.02145,0.02890,+0.006,0,0.0,0.0
0.566730,0,0,0.287714,0.287714,0.2750,+0.01271,0,0,0.0000,1,1,+0.02057,-0.02110,0.08731,176.20,+0.01953,+0.01828,+0.00000,-0.01712,0.08149,1.0000,1,0,1,-0.02696,+0.00531,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-5.995,+0.00020,+0.00,+0.00000,1,-0.04773,+0.02149,0.02826,+0.005,0,0.0,0.0
0.595563,0,0,0.287205,0.287205,0.2750,+0.01221,0,0,0.0000,1,1,+0.02013,-0.02186,0.08696,176.07,+0.01960,+0.01844,+0.00000,-0.01771,0.08218,1.0000,1,0,1,-0.02925,+0.00708,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-5.838,+0.00018,+0.00,+0.00000,1,-0.04515,+0.01939,0.02722,+0.005,0,0.0,0.0
0.622624,0,0,0.286644,0.286644,0.2750,+0.01164,0,0,0.0000,1,1,+0.02005,-0.02141,0.08714,176.15,+0.01965,+0.01859,+0.00000,-0.01815,0.08277,1.0000,1,0,1,-0.03135,+0.00842,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-5.392,+0.00015,+0.00,+0.00000,1,-0.04685,+0.01834,0.02668,+0.005,0,0.0,0.0
0.650283,0,0,0.286264,0.286264,0.2750,+0.01126,0,0,0.0000,1,1,+0.02015,-0.02261,0.08872,175.93,+0.01971,+0.01873,+0.00000,-0.01870,0.08349,1.0000,1,0,1,-0.03258,+0.00878,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-5.085,+0.00013,+0.00,+0.00000,1,-0.04150,+0.01133,0.02770,+0.005,0,0.0,0.0
0.681499,0,0,0.285818,0.285818,0.2750,+0.01082,0,0,0.0000,1,1,+0.02044,-0.02270,0.08872,175.91,+0.01981,+0.01887,+0.00000,-0.01924,0.08420,1.0000,1,0,1,-0.03545,+0.01071,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-5.165,+0.00012,+0.00,+0.00000,1,-0.05384,+0.02308,0.02993,+0.005,0,0.0,0.0
0.711183,0,0,0.285377,0.285377,0.2750,+0.01038,0,0,0.0000,1,1,+0.02044,-0.02270,0.08872,175.91,+0.01989,+0.01900,+0.00000,-0.01968,0.08478,1.0000,1,0,1,-0.03783,+0.01231,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.876,+0.00010,+0.00,+0.00000,1,-0.05384,+0.02308,0.02993,+0.004,0,0.0,0.0
0.746285,0,0,0.284745,0.284745,0.2750,+0.00975,0,0,0.0000,1,1,+0.02013,-0.02213,0.08837,176.02,+0.01993,+0.01914,+0.00000,-0.02005,0.08532,1.0000,1,0,1,-0.04030,+0.01418,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.624,+0.00009,+0.00,+0.00000,1,-0.05439,+0.02485,0.03358,+0.004,0,0.0,0.0
0.774983,0,0,0.284321,0.284321,0.2750,+0.00932,0,0,0.0000,1,1,+0.01968,-0.02257,0.08872,175.94,+0.01990,+0.01924,+0.00000,-0.02037,0.08574,1.0000,1,0,1,-0.04215,+0.01562,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.287,+0.00008,+0.00,+0.00000,1,-0.05506,+0.02568,0.03776,+0.004,0,0.0,0.0
0.802666,0,0,0.284020,0.284020,0.2750,+0.00902,0,0,0.0000,1,1,+0.01999,-0.02322,0.08906,175.82,+0.01991,+0.01932,+0.00000,-0.02071,0.08615,1.0000,1,0,1,-0.05197,+0.01584,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.086,+0.00007,+0.00,+0.00000,1,-0.12289,+0.01744,0.11779,+0.004,0,0.0,0.0
0.828983,0,0,0.283794,0.283794,0.2750,+0.00879,0,0,0.0000,1,1,+0.02018,-0.02369,0.08924,175.74,+0.01994,+0.01939,+0.00000,-0.02106,0.08651,1.0000,1,0,1,-0.04748,+0.01385,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.947,+0.00006,+0.00,+0.00000,1,-0.01338,-0.00128,0.22297,+0.003,0,0.0,0.0
0.856170,0,0,0.282422,0.282422,0.2750,+0.00742,0,0,0.0000,1,1,+0.01889,-0.01627,0.09010,177.07,+0.01982,+0.01944,+0.00000,-0.02049,0.08694,1.0000,1,0,1,-0.04259,+0.01344,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.744,+0.00006,+0.00,+0.00000,1,-0.00659,+0.01042,0.26955,+0.003,0,0.0,0.0
0.883643,0,0,0.281181,0.281181,0.2750,+0.00618,0,0,0.0000,1,1,+0.01757,-0.01562,0.08854,177.19,+0.01954,+0.01945,+0.00000,-0.01990,0.08713,1.0000,1,0,1,-0.03812,+0.01313,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.636,+0.00005,+0.00,+0.00000,1,-0.00562,+0.01088,0.28019,+0.003,0,0.0,0.0
0.912827,0,0,0.280117,0.280117,0.2750,+0.00512,0,0,0.0000,1,1,+0.01757,-0.01562,0.08854,177.19,+0.01929,+0.01943,+0.00000,-0.01935,0.08731,1.0000,1,0,1,-0.03399,+0.01284,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.506,+0.00004,+0.00,+0.00000,1,-0.00562,+0.01088,0.28019,+0.003,0,0.0,0.0
0.942699,0,0,0.279524,0.279524,0.2750,+0.00452,0,0,0.0000,1,1,+0.01526,-0.01731,0.09078,176.88,+0.01877,+0.01935,+0.00000,-0.01909,0.08776,1.0000,1,0,1,-0.03148,+0.01396,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.442,+0.00004,+0.00,+0.00000,1,-0.01474,+0.02147,0.25534,+0.003,0,0.0,0.0
0.970498,0,0,0.279679,0.279679,0.2750,+0.00468,0,0,0.0000,1,1,+0.01428,-0.02127,0.09078,176.17,+0.01822,+0.01921,+0.00000,-0.01935,0.08813,1.0000,1,0,1,-0.03287,+0.01794,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.360,+0.00003,+0.00,+0.00000,1,-0.04287,+0.04651,0.18187,+0.003,0,0.0,0.0
0.999145,0,0,0.278687,0.278687,0.2750,+0.00369,0,0,0.0000,1,1,+0.01472,-0.01430,0.09329,177.43,+0.01778,+0.01903,+0.00000,-0.01872,0.08878,1.0000,1,0,1,-0.04605,+0.03200,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.215,+0.00003,+0.00,+0.00000,1,-0.13806,+0.13016,0.09160,+0.002,0,0.0,0.0
1.030092,0,0,0.277246,0.277246,0.2750,+0.00225,0,0,0.0000,1,1,+0.01506,-0.01062,0.09146,178.09,+0.01742,+0.01881,+0.00000,-0.01763,0.08913,1.0000,1,0,1,-0.05633,+0.04068,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.189,+0.00003,+0.00,+0.00000,1,-0.12275,+0.09682,0.04462,+0.002,0,35.2,34.2
1.060896,0,0,0.276153,0.276153,0.2750,+0.00115,0,0,0.0000,1,1,+0.01475,-0.01058,0.08837,178.09,+0.01706,+0.01858,+0.00000,-0.01669,0.08903,1.0000,1,0,1,-0.07382,+0.05391,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.158,+0.00002,+0.00,+0.00000,1,-0.18734,+0.13980,0.01646,+0.002,0,35.2,34.2
1.089418,0,0,0.274844,0.274844,0.2750,-0.00016,0,0,0.0000,1,1,+0.01464,-0.00712,0.08642,178.72,+0.01676,+0.01835,+0.00000,-0.01550,0.08871,1.0000,1,0,0,-0.07382,+0.05391,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.128,+0.00002,+0.00,+0.00000,0,+0.00000,+0.00000,0.00566,+0.002,0,35.2,34.2
1.117648,0,0,0.273868,0.273868,0.2750,-0.00113,0,0,0.0000,1,1,+0.01464,-0.00712,0.08642,178.72,+0.01650,+0.01812,+0.00000,-0.01446,0.08842,1.0000,1,0,0,-0.07382,+0.05391,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.151,+0.00002,+0.00,+0.00000,0,+0.00000,+0.00000,0.00566,+0.002,0,35.2,34.2
1.148717,0,0,0.272761,0.272761,0.2750,-0.00224,0,0,0.0000,1,1,+0.01436,-0.00506,0.08517,179.09,+0.01621,+0.01787,+0.00000,-0.01320,0.08799,1.0000,1,0,0,-0.07382,+0.05391,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.105,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.00340,+0.002,0,35.2,34.2
1.176789,0,0,0.271601,0.271601,0.2750,-0.00340,0,0,0.0000,1,1,+0.01541,-0.00223,0.08498,179.60,+0.01611,+0.01765,+0.00000,-0.01185,0.08762,1.0000,1,0,0,-0.07382,+0.05391,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.094,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.00201,+0.002,0,35.2,34.2
1.205031,0,0,0.271283,0.271283,0.2750,-0.00372,0,0,0.0000,1,1,+0.01878,-0.00558,0.08767,179.00,+0.01644,+0.01750,+0.00000,-0.01107,0.08762,1.0000,1,0,0,-0.07382,+0.05391,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.103,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.00179,+0.002,0,35.2,34.2
1.233558,0,0,0.270745,0.270745,0.2750,-0.00426,0,0,0.0000,1,1,+0.01795,-0.00326,0.09061,179.41,+0.01663,+0.01739,+0.00000,-0.01010,0.08800,1.0000,1,0,0,-0.07382,+0.05391,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.142,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.00185,+0.002,0,35.2,34.2
1.260085,0,0,0.270585,0.270585,0.2750,-0.00441,0,0,0.0000,1,1,+0.01992,-0.00437,0.09246,179.21,+0.01702,+0.01735,+0.00000,-0.00943,0.08852,1.0000,1,0,0,-0.07382,+0.05391,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.140,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.00197,+0.002,0,35.2,34.2
1.285412,0,0,0.270270,0.270270,0.2750,-0.00473,0,0,0.0000,1,1,+0.01940,-0.00256,0.09412,179.54,+0.01728,+0.01734,+0.00000,-0.00865,0.08915,1.0000,1,0,0,-0.07382,+0.05391,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.147,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.00204,+0.001,0,35.2,34.2
1.313908,0,0,0.270079,0.270079,0.2750,-0.00492,0,0,0.0000,1,1,+0.01940,-0.00256,0.09412,179.54,+0.01755,+0.01737,+0.00000,-0.00789,0.08977,1.0000,1,0,0,-0.07382,+0.05391,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.193,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.00204,+0.001,0,35.2,34.2
1.340662,0,0,0.270557,0.270557,0.2750,-0.00444,0,0,0.0000,1,1,+0.01873,-0.00621,0.09606,178.88,+0.01769,+0.01740,+0.00000,-0.00769,0.09051,1.0000,1,0,0,-0.07382,+0.05391,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.210,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.00223,+0.001,0,35.2,34.2
1.368812,0,0,0.271355,0.271355,0.2750,-0.00364,0,0,0.0000,1,1,+0.01895,-0.00832,0.09734,178.50,+0.01784,+0.01746,+0.00000,-0.00777,0.09135,1.0000,1,0,0,-0.07382,+0.05391,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.266,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.00222,+0.001,0,35.2,34.2
1.397774,0,0,0.272173,0.272173,0.2750,-0.00283,0,0,0.0000,1,1,+0.01887,-0.00903,0.09782,178.37,+0.01797,+0.01752,+0.00000,-0.00793,0.09217,1.0000,1,0,0,-0.07382,+0.05391,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.325,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00208,+0.001,0,35.2,34.2
1.422438,0,0,0.272843,0.272843,0.2750,-0.00216,0,0,0.0000,1,1,+0.01909,-0.00951,0.09813,178.29,+0.01810,+0.01759,+0.00000,-0.00810,0.09283,1.0000,1,0,0,-0.07382,+0.05391,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.388,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00209,+0.001,0,35.2,34.2
1.448317,0,0,0.273442,0.273442,0.2750,-0.00156,0,0,0.0000,1,1,+0.01909,-0.00951,0.09813,178.29,+0.01821,+0.01766,+0.00000,-0.00827,0.09343,1.0000,1,0,0,-0.07382,+0.05391,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.443,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00209,+0.001,0,35.2,34.2
1.475723,0,0,0.274120,0.274120,0.2750,-0.00088,0,0,0.0000,1,1,+0.01897,-0.01044,0.09876,178.12,+0.01830,+0.01774,+0.00000,-0.00853,0.09407,1.0000,1,0,0,-0.07166,+0.05234,0.9708,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.533,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00204,+0.001,0,35.2,34.2
1.500110,0,0,0.274618,0.274618,0.2750,-0.00038,0,0,0.0000,1,1,+0.01839,-0.01036,0.09813,178.13,+0.01831,+0.01780,+0.00000,-0.00873,0.09452,1.0000,1,0,0,-0.06825,+0.04984,0.9246,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.558,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00197,+0.001,0,35.2,34.2
1.526197,0,0,0.275135,0.275135,0.2750,+0.00014,0,0,0.0000,1,1,+0.01839,-0.01086,0.09829,178.04,+0.01832,+0.01786,+0.00000,-0.00897,0.09495,1.0000,1,0,0,-0.06478,+0.04731,0.8776,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.660,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00191,+0.001,0,35.2,34.2
1.552632,0,0,0.275678,0.275678,0.2750,+0.00068,0,0,0.0000,1,1,+0.01791,-0.01162,0.09702,177.91,+0.01827,+0.01791,+0.00000,-0.00928,0.09519,1.0000,1,0,0,-0.06144,+0.04487,0.8324,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.706,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00182,+0.001,0,35.2,34.2
1.578224,0,0,0.276106,0.276106,0.2750,+0.00111,0,0,0.0000,1,1,+0.01791,-0.01162,0.09702,177.91,+0.01823,+0.01794,+0.00000,-0.00955,0.09540,1.0000,1,0,0,-0.05838,+0.04264,0.7908,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.738,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00182,+0.001,0,35.2,34.2
1.605799,0,0,0.276281,0.276281,0.2750,+0.00128,0,0,0.0000,1,1,+0.01939,-0.01036,0.09813,178.13,+0.01837,+0.01800,+0.00000,-0.00965,0.09573,1.0000,1,0,0,-0.05524,+0.04035,0.7484,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.793,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00172,+0.001,0,35.2,34.2
1.632603,0,0,0.277402,0.277402,0.2750,+0.00240,0,0,0.0000,1,1,+0.01986,-0.01696,0.10046,176.95,+0.01855,+0.01806,+0.00000,-0.01051,0.09629,1.0000,1,0,0,-0.05236,+0.03824,0.7093,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.854,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00181,+0.001,0,35.2,34.2
1.658614,0,0,0.278056,0.278056,0.2750,+0.00306,0,0,0.0000,1,1,+0.02220,-0.01556,0.10274,177.20,+0.01897,+0.01817,+0.00000,-0.01109,0.09703,1.0000,1,0,0,-0.04971,+0.03630,0.6734,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.906,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00169,+0.001,0,35.2,34.2
1.684766,0,0,0.278562,0.278562,0.2750,+0.00356,0,0,0.0000,1,1,+0.02220,-0.01556,0.10274,177.20,+0.01934,+0.01830,+0.00000,-0.01161,0.09769,1.0000,1,0,0,-0.04717,+0.03445,0.6391,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.951,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00169,+0.001,0,35.2,34.2
1.711811,0,0,0.277983,0.277983,0.2750,+0.00298,0,0,0.0000,1,1,+0.02076,-0.00911,0.10379,178.36,+0.01951,+0.01845,+0.00000,-0.01131,0.09842,1.0000,1,0,0,-0.04469,+0.03264,0.6054,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.093,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00171,+0.001,0,35.2,34.2
1.743520,0,0,0.277772,0.277772,0.2750,+0.00277,0,0,0.0000,1,1,+0.01933,-0.01102,0.10497,178.02,+0.01949,+0.01859,+0.00000,-0.01127,0.09931,1.0000,1,0,0,-0.04194,+0.03063,0.5682,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.185,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00173,+0.001,0,35.2,34.2
