t,seg,active_gate,thrust,thrust_cmd,base_thrust,vtrim,descent_on,gate_v_ok,gate_found,u_err,v_err,size_frac,cy,u_f,v_f,sz_f,sig_k,live,far_rej,steer,bank_seg,ff_bank_deg,trim_deg,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
1.260343,0,0,0.291559,0.291559,0.2750,+0.01656,0,1,1,+0.01828,-0.03387,0.09477,173.90,+0.01702,-0.03017,0.08916,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.394,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00798,+0.002,0,35.4,34.5
1.293138,0,0,0.291961,0.291961,0.2750,+0.01696,0,1,1,+0.01907,-0.04199,0.09813,172.44,+0.01731,-0.03183,0.09043,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.347,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00884,+0.002,0,35.4,34.5
1.321447,0,0,0.292070,0.292070,0.2750,+0.01707,0,1,1,+0.01907,-0.04199,0.09813,172.44,+0.01753,-0.03309,0.09138,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.468,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00884,+0.002,0,35.4,34.5
1.348983,0,0,0.292154,0.292154,0.2750,+0.01715,0,1,1,+0.01889,-0.04300,0.09860,172.26,+0.01769,-0.03429,0.09226,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.573,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00954,+0.002,0,35.4,34.5
1.379755,0,0,0.291935,0.291935,0.2750,+0.01693,0,1,1,+0.01913,-0.04235,0.09829,172.38,+0.01789,-0.03536,0.09306,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.559,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.01306,+0.002,0,35.4,34.5
1.408333,0,0,0.291634,0.291634,0.2750,+0.01663,0,1,1,+0.01871,-0.04244,0.09782,172.36,+0.01799,-0.03625,0.09365,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.574,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.03396,+0.002,0,35.4,34.5
1.436276,0,0,0.291296,0.291296,0.2750,+0.01630,0,1,1,+0.01879,-0.04268,0.09844,172.32,+0.01809,-0.03704,0.09424,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.683,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.05315,+0.002,0,35.4,34.5
1.467730,0,0,0.290837,0.290837,0.2750,+0.01584,0,1,1,+0.01879,-0.04268,0.09844,172.32,+0.01818,-0.03780,0.09481,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.735,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.05950,+0.001,0,35.4,34.5
1.497009,0,0,0.290346,0.290346,0.2750,+0.01535,0,1,1,+0.01754,-0.04256,0.09718,172.34,+0.01810,-0.03841,0.09512,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.741,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.06521,+0.001,0,35.4,34.5
1.528026,0,0,0.289802,0.289802,0.2750,+0.01480,0,1,1,+0.01754,-0.04256,0.09718,172.34,+0.01803,-0.03897,0.09539,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.830,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.06521,+0.001,0,35.4,34.5
1.555811,0,0,0.289275,0.289275,0.2750,+0.01428,0,1,1,+0.01785,-0.04235,0.09734,172.38,+0.01801,-0.03938,0.09563,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.841,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.06595,+0.001,0,35.4,34.5
1.584335,0,0,0.288801,0.288801,0.2750,+0.01380,0,1,1,+0.01777,-0.04271,0.09639,172.31,+0.01798,-0.03979,0.09572,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.897,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.06103,+0.001,0,35.4,34.5
1.616689,0,0,0.288247,0.288247,0.2750,+0.01325,0,1,1,+0.01822,-0.04259,0.09702,172.33,+0.01801,-0.04018,0.09591,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.936,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.05537,+0.001,0,35.4,34.5
1.645557,0,0,0.287763,0.287763,0.2750,+0.01276,0,1,1,+0.01999,-0.04257,0.09750,172.34,+0.01826,-0.04048,0.09611,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.982,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.05138,+0.001,0,35.4,34.5
1.672949,0,0,0.286640,0.286640,0.2750,+0.01164,0,1,1,+0.02214,-0.03807,0.09923,173.15,+0.01873,-0.04019,0.09648,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.061,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.03697,+0.001,0,35.4,34.5
1.698446,0,0,0.285202,0.285202,0.2750,+0.01020,0,1,1,+0.02230,-0.03427,0.09558,173.83,+0.01913,-0.03952,0.09638,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.168,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.03003,+0.001,0,35.4,34.5
1.727347,0,0,0.283882,0.283882,0.2750,+0.00888,0,1,1,+0.02230,-0.03427,0.09558,173.83,+0.01953,-0.03886,0.09628,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.449,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.03003,+0.001,0,35.4,34.5
1.756638,0,0,0.281166,0.281166,0.2750,+0.00617,0,1,1,+0.01838,-0.02399,0.09750,175.68,+0.01938,-0.03696,0.09644,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.520,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.02306,+0.001,0,35.4,34.5
1.785168,0,0,0.278425,0.278425,0.2750,+0.00343,0,1,1,+0.01875,-0.01966,0.09461,176.46,+0.01930,-0.03480,0.09621,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.721,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01931,+0.001,0,35.4,34.5
1.811095,0,0,0.276353,0.276353,0.2750,+0.00135,0,1,1,+0.01798,-0.01885,0.09510,176.61,+0.01915,-0.03297,0.09608,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.794,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01707,+0.001,0,35.4,34.5
1.838421,0,0,0.274942,0.274942,0.2750,-0.00006,0,1,1,+0.01751,-0.02054,0.09574,176.30,+0.01896,-0.03148,0.09604,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.824,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01503,+0.001,0,35.4,34.5
1.864447,0,0,0.274376,0.274376,0.2750,-0.00062,0,1,1,+0.01721,-0.02357,0.09702,175.76,+0.01875,-0.03057,0.09615,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.906,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01398,+0.001,0,35.4,34.5
1.891585,0,0,0.273981,0.273981,0.2750,-0.00102,0,1,1,+0.01721,-0.02357,0.09702,175.76,+0.01857,-0.02973,0.09626,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-5.032,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01398,+0.001,0,35.4,34.5
1.918444,0,0,0.274532,0.274532,0.2750,-0.00047,0,1,1,+0.02002,-0.02884,0.09923,174.81,+0.01874,-0.02962,0.09661,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-5.161,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01324,+0.001,0,35.4,34.5
1.949058,0,0,0.275836,0.275836,0.2750,+0.00084,0,1,1,+0.02316,-0.03333,0.10289,174.00,+0.01933,-0.03012,0.09744,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-5.375,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01277,+0.001,0,35.4,34.5
1.980500,0,0,0.277010,0.277010,0.2750,+0.00201,0,1,1,+0.02282,-0.03388,0.10672,173.90,+0.01980,-0.03063,0.09870,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-5.451,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01196,+0.001,0,35.4,34.5
2.008581,0,0,0.277504,0.277504,0.2750,+0.00250,0,1,1,+0.02309,-0.03152,0.10915,174.33,+0.02021,-0.03074,0.09999,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-5.599,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01132,+0.001,0,35.4,34.5
2.036946,0,0,0.278268,0.278268,0.2750,+0.00327,0,1,1,+0.02207,-0.03372,0.10773,173.93,+0.02044,-0.03111,0.10095,1.0000,1,0,1,0,+0.000,-1.171,-1.171,-0.00511,-5.646,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01079,+0.001,0,35.3,35.3
2.065772,0,0,0.280150,0.280150,0.2750,+0.00515,0,1,1,+0.02167,-0.04167,0.11111,172.50,+0.02059,-0.03244,0.10223,1.0000,1,0,1,0,+0.000,-1.180,-1.180,-0.00515,-5.761,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01047,+0.001,0,35.3,35.3
2.094727,0,0,0.281569,0.281569,0.2750,+0.00657,0,1,1,+0.02255,-0.04137,0.11180,172.55,+0.02084,-0.03357,0.10344,1.0000,1,0,1,0,+0.000,-1.194,-1.194,-0.00477,-5.888,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01036,-0.046,0,35.3,35.3
2.126770,0,0,0.282737,0.282737,0.2750,+0.00774,0,1,1,+0.02255,-0.04137,0.11180,172.55,+0.02108,-0.03465,0.10460,1.0000,1,0,1,0,+0.000,-1.208,-1.208,-0.00441,-5.870,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01036,-0.134,0,35.3,35.3
2.156976,0,0,0.283707,0.283707,0.2750,+0.00871,0,1,1,+0.01974,-0.04234,0.11413,172.38,+0.02090,-0.03565,0.10585,1.0000,1,0,1,0,+0.000,-1.198,-1.198,-0.00399,-6.081,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01011,-0.233,0,35.3,35.3
2.187964,0,0,0.284399,0.284399,0.2750,+0.00940,0,1,1,+0.01887,-0.04222,0.11453,172.40,+0.02063,-0.03654,0.10701,1.0000,1,0,1,0,+0.000,-1.182,-1.182,-0.00368,-6.258,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00998,-0.294,0,35.3,35.3
2.216399,0,0,0.284446,0.284446,0.2750,+0.00945,0,1,1,+0.02114,-0.03967,0.11746,172.86,+0.02069,-0.03693,0.10831,1.0000,1,0,1,0,+0.000,-1.186,-1.186,-0.00349,-6.471,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00984,-0.343,0,35.3,35.3
2.246784,0,0,0.283654,0.283654,0.2750,+0.00865,0,1,1,+0.02067,-0.03495,0.11850,173.71,+0.02069,-0.03666,0.10966,1.0000,1,0,1,0,+0.000,-1.185,-1.185,-0.00332,-6.564,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00995,-0.385,0,35.3,35.3
2.278974,0,0,0.282765,0.282765,0.2750,+0.00776,0,1,1,+0.02254,-0.03373,0.11759,173.93,+0.02095,-0.03626,0.11076,1.0000,1,0,1,0,+0.000,-1.200,-1.200,-0.00323,-6.772,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00993,-0.422,0,35.3,35.3
2.307472,0,0,0.282502,0.282502,0.2750,+0.00750,0,1,1,+0.01919,-0.03614,0.12006,173.49,+0.02073,-0.03624,0.11192,1.0000,1,0,1,0,+0.000,-1.188,-1.188,-0.00300,-6.820,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01000,-0.463,0,35.3,35.3
2.336683,0,0,0.282892,0.282892,0.2750,+0.00789,0,1,1,+0.01935,-0.04005,0.12247,172.79,+0.02055,-0.03673,0.11326,1.0000,1,0,1,0,+0.000,-1.178,-1.178,-0.00289,-7.069,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01013,-0.480,0,35.3,35.3
2.365545,0,0,0.283267,0.283267,0.2750,+0.00827,0,1,1,+0.01881,-0.04071,0.12348,172.67,+0.02033,-0.03723,0.11455,1.0000,1,0,1,0,+0.000,-1.165,-1.165,-0.00278,-7.172,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01020,-0.496,0,35.3,35.3
