t,seg,active_gate,thrust,thrust_cmd,base_thrust,vtrim,descent_on,gate_v_ok,gate_found,u_err,v_err,size_frac,cy,u_f,u_f2,du_lat,v_f,sz_f,sig_k,live,far_rej,steer,bank_seg,ff_bank_deg,trim_deg,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
7.748300,1,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.00848,+0.52106,0.08425,273.79,-0.00096,-0.01107,+0.00000,+0.44633,0.09075,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+9.999,-0.20755,-15.00,-0.01745,1,+0.01209,+0.01121,0.01562,+0.212,0,30.5,30.5
7.784422,1,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.01036,+0.53683,0.08165,276.63,+0.00077,-0.00926,+0.00000,+0.46018,0.08936,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+10.655,-0.20760,-15.00,-0.01745,1,+0.01545,+0.00982,0.01515,+0.148,0,30.5,30.5
7.819508,1,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.01292,+0.55203,0.08012,279.37,+0.00258,-0.00749,+0.00000,+0.47388,0.08798,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+11.197,-0.20764,-15.00,-0.01745,1,+0.01708,+0.01069,0.01410,+0.089,0,30.5,30.5
7.856762,1,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.01575,+0.56389,0.08012,281.50,+0.00465,-0.00559,+0.00000,+0.48802,0.08675,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+11.890,-0.20767,-15.00,-0.01745,1,+0.01861,+0.01180,0.01359,-0.005,0,30.5,30.5
7.893651,1,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.01739,+0.58102,0.07896,284.58,+0.00663,-0.00368,+0.00000,+0.50250,0.08553,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+12.414,-0.20770,-15.00,-0.01745,1,+0.02120,+0.01106,0.01230,-0.050,0,30.5,30.5
7.931217,1,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.01944,+0.60733,0.07678,289.32,+0.00866,-0.00173,+0.00000,+0.51908,0.08415,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+13.043,-0.20757,-15.00,-0.01745,1,+0.02491,+0.01250,0.01168,-0.094,0,30.5,30.5
7.966701,1,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.02112,+0.62064,0.07658,291.72,+0.01054,+0.00012,+0.00000,+0.53438,0.08301,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+13.483,-0.20747,-15.00,-0.01745,1,+0.02707,+0.01284,0.01133,-0.114,0,30.5,30.5
8.002721,1,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.02112,+0.62064,0.07658,291.72,+0.01215,+0.00195,+0.00000,+0.54755,0.08203,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+14.082,-0.20744,-15.00,-0.01745,1,+0.02707,+0.01284,0.01133,-0.180,0,30.5,30.5
8.036270,1,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.02608,+0.64696,0.07915,296.45,+0.01415,+0.00371,+0.00000,+0.56183,0.08161,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+14.573,-0.20737,-15.00,-0.01745,1,+0.03142,+0.01398,0.01073,-0.209,0,30.5,30.5
8.068929,1,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.02725,+0.66396,0.07638,299.51,+0.01599,+0.00543,+0.00000,+0.57616,0.08088,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+15.002,-0.20734,-15.00,-0.01745,1,+0.03351,+0.01649,0.01072,-0.253,0,30.5,30.5
8.103003,1,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.02801,+0.67504,0.07758,301.51,+0.01774,+0.00722,+0.00000,+0.59056,0.08040,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+15.514,-0.20730,-15.00,-0.01745,1,+0.03564,+0.01626,0.01135,-0.299,0,30.5,30.5
8.139160,1,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.02992,+0.68866,0.07698,303.96,+0.01960,+0.00912,+0.00000,+0.60558,0.07988,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+16.157,-0.20726,-15.00,-0.01745,1,+0.03784,+0.01626,0.01250,-0.341,0,28.6,28.6
8.173755,1,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.02173,+0.01098,+0.00000,+0.62066,0.07936,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+16.655,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.375,0,28.6,28.6
8.208455,1,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.02354,+0.01283,+0.00000,+0.63356,0.07892,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+17.168,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.443,0,28.6,28.6
8.252734,1,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.02544,+0.01512,+0.00000,+0.64703,0.07846,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+18.068,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.569,0,28.6,28.6
8.288189,1,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.02672,+0.01687,+0.00000,+0.65619,0.07814,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+18.649,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.647,0,28.6,28.6
8.292661,1,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.02688,+0.01709,+0.00000,+0.65732,0.07811,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+18.649,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.647,0,28.6,28.6
8.297026,1,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.02703,+0.01730,+0.00000,+0.65840,0.07807,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+18.788,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.665,0,28.6,28.6
8.301616,1,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.02719,+0.01752,+0.00000,+0.65951,0.07803,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+18.788,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.665,0,28.6,28.6
8.305999,1,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.02734,+0.01773,+0.00000,+0.66055,0.07800,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+18.915,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.683,0,28.6,28.6
8.310226,1,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.02747,+0.01793,+0.00000,+0.66153,0.07796,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+18.915,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.683,0,28.6,28.6
8.314375,1,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.02761,+0.01813,+0.00000,+0.66247,0.07793,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+19.044,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.701,0,28.6,28.6
8.318944,1,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.02775,+0.01834,+0.00000,+0.66349,0.07789,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+19.044,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.701,0,28.6,28.6
8.326214,1,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.02797,+0.01868,+0.00000,+0.66504,0.07784,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+19.162,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.718,0,28.6,28.6
8.331408,1,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.02812,+0.01892,+0.00000,+0.66613,0.07780,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+19.274,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.736,0,28.6,28.6
8.336230,1,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.02826,+0.01914,+0.00000,+0.66711,0.07777,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+19.274,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.736,0,28.6,28.6
8.340748,1,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.02839,+0.01934,+0.00000,+0.66801,0.07774,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+19.407,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.753,0,28.6,28.6
8.345328,1,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.02851,+0.01955,+0.00000,+0.66890,0.07771,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+19.407,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.753,0,28.6,28.6
8.349970,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.02864,+0.01976,+0.00000,+0.66979,0.07768,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+19.520,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.769,0,28.6,28.6
8.354960,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.02877,+0.01997,+0.00000,+0.67071,0.07765,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+19.642,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.786,0,28.6,28.6
8.359244,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.02888,+0.02016,+0.00000,+0.67149,0.07762,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+19.642,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.786,0,28.6,28.6
8.363772,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.02899,+0.02036,+0.00000,+0.67230,0.07759,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+19.768,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.802,0,28.6,28.6
8.368978,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.02912,+0.02058,+0.00000,+0.67320,0.07756,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+19.768,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.802,0,28.6,28.6
8.374204,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.02924,+0.02080,+0.00000,+0.67408,0.07753,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+19.882,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.817,0,28.6,28.6
8.378661,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.02934,+0.02099,+0.00000,+0.67482,0.07751,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+19.882,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.817,0,28.6,28.6
8.383856,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.02946,+0.02120,+0.00000,+0.67566,0.07748,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+19.999,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.833,0,28.6,28.6
8.388519,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.02957,+0.02139,+0.00000,+0.67639,0.07745,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+20.113,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.848,0,28.6,28.6
8.396620,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.02974,+0.02172,+0.00000,+0.67762,0.07741,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+20.220,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.863,0,28.6,28.6
8.402707,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.02986,+0.02196,+0.00000,+0.67851,0.07738,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+20.220,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.863,0,28.6,28.6
8.407310,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.02996,+0.02214,+0.00000,+0.67917,0.07736,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+20.321,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.878,0,28.6,28.6
8.412109,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03005,+0.02232,+0.00000,+0.67984,0.07734,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+20.321,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.878,0,28.6,28.6
8.416515,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03014,+0.02249,+0.00000,+0.68045,0.07731,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+20.428,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.892,0,28.6,28.6
8.421145,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03022,+0.02267,+0.00000,+0.68107,0.07729,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+20.428,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.892,0,28.6,28.6
8.425668,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03031,+0.02283,+0.00000,+0.68166,0.07727,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+20.528,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.906,0,28.6,28.6
8.430523,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03039,+0.02301,+0.00000,+0.68228,0.07725,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+20.528,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.906,0,28.6,28.6
8.437440,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03051,+0.02326,+0.00000,+0.68314,0.07722,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+20.616,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.920,0,28.6,28.6
8.442109,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03059,+0.02343,+0.00000,+0.68370,0.07720,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+20.716,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.934,0,28.6,28.6
8.446709,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03067,+0.02359,+0.00000,+0.68425,0.07718,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+20.716,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.934,0,28.6,28.6
8.451622,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03075,+0.02377,+0.00000,+0.68481,0.07717,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+20.807,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.947,0,28.6,28.6
8.455900,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03082,+0.02391,+0.00000,+0.68530,0.07715,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+20.807,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.947,0,28.6,28.6
8.460454,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03089,+0.02407,+0.00000,+0.68580,0.07713,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+20.896,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.960,0,28.6,28.6
8.465789,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03097,+0.02425,+0.00000,+0.68637,0.07711,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+20.989,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.973,0,28.6,28.6
8.470292,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03104,+0.02440,+0.00000,+0.68685,0.07710,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+20.989,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.973,0,28.6,28.6
8.474934,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03110,+0.02455,+0.00000,+0.68732,0.07708,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+21.080,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.986,0,28.6,28.6
8.479491,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03117,+0.02470,+0.00000,+0.68778,0.07706,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+21.080,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.986,0,28.6,28.6
8.484165,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03123,+0.02485,+0.00000,+0.68824,0.07705,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+21.158,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.998,0,28.6,28.6
8.488455,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03129,+0.02498,+0.00000,+0.68865,0.07703,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+21.158,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-0.998,0,28.6,28.6
8.493549,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03136,+0.02514,+0.00000,+0.68913,0.07702,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+21.232,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-1.011,0,28.6,28.6
8.498320,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03142,+0.02529,+0.00000,+0.68957,0.07700,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+21.232,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-1.011,0,28.6,28.6
8.504094,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03149,+0.02546,+0.00000,+0.69008,0.07699,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+21.310,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-1.023,0,28.6,28.6
8.508674,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03155,+0.02560,+0.00000,+0.69048,0.07697,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+21.310,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-1.023,0,28.6,28.6
8.513147,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03160,+0.02573,+0.00000,+0.69086,0.07696,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+21.392,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-1.034,0,28.6,28.6
8.517714,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03165,+0.02586,+0.00000,+0.69124,0.07695,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+21.392,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-1.034,0,28.6,28.6
8.522225,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03171,+0.02599,+0.00000,+0.69161,0.07693,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+21.468,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-1.046,0,28.6,28.6
8.526756,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03176,+0.02612,+0.00000,+0.69197,0.07692,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+21.468,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-1.046,0,28.6,28.6
8.531110,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03180,+0.02624,+0.00000,+0.69231,0.07691,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+21.540,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-1.057,0,28.6,28.6
8.535716,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03185,+0.02636,+0.00000,+0.69266,0.07690,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+21.540,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-1.057,0,28.6,28.6
8.540329,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03190,+0.02649,+0.00000,+0.69300,0.07689,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+21.619,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-1.069,0,28.6,28.6
8.545075,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03195,+0.02662,+0.00000,+0.69334,0.07687,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+21.619,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-1.069,0,28.6,28.6
8.549610,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03200,+0.02674,+0.00000,+0.69367,0.07686,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+21.699,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-1.080,0,28.6,28.6
8.554325,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03204,+0.02686,+0.00000,+0.69399,0.07685,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+21.699,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-1.080,0,28.6,28.6
8.559203,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03209,+0.02698,+0.00000,+0.69432,0.07684,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+21.748,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-1.090,0,28.6,28.6
8.563646,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03213,+0.02709,+0.00000,+0.69462,0.07683,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+21.748,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-1.090,0,28.6,28.6
8.568168,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03217,+0.02721,+0.00000,+0.69491,0.07682,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+21.828,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-1.101,0,28.6,28.6
8.572820,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03221,+0.02732,+0.00000,+0.69521,0.07681,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+21.828,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-1.101,0,28.6,28.6
8.589931,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03235,+0.02772,+0.00000,+0.69621,0.07678,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+21.993,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-1.122,0,28.6,28.6
8.594382,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03239,+0.02782,+0.00000,+0.69646,0.07677,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+22.046,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-1.132,0,28.6,28.6
8.598640,2,0,0.230000,0.230000,0.2750,-0.04500,0,1,1,+0.03399,+0.70788,0.07638,307.42,+0.03242,+0.02791,+0.00000,+0.69670,0.07676,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,+22.046,-0.20723,-15.00,-0.01745,1,+0.04039,+0.01663,0.01355,-1.132,0,28.6,28.6
