t,seg,active_gate,thrust,thrust_cmd,base_thrust,vtrim,descent_on,gate_v_ok,gate_found,u_err,v_err,size_frac,cy,u_f,v_f,sz_f,sig_k,live,steer,bank_seg,ff_bank_deg,trim_deg,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
12.564204,2,1,0.216448,0.216448,0.2400,-0.02355,1,0,1,+0.26984,+0.28836,0.04410,231.90,+0.24796,+0.28920,0.04303,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.00321,-17.310,+0.00000,0.00,+0.00000,1,+0.91881,+0.00000,0.00266,+4.219,0,36.0,36.0
12.592479,2,1,0.216888,0.216888,0.2400,-0.02311,1,0,1,+0.27433,+0.28701,0.04479,231.66,+0.25123,+0.28893,0.04325,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.00402,-17.373,+0.00000,0.00,+0.00000,1,+0.92735,+0.00000,0.00225,+4.041,0,36.0,36.0
12.619572,2,1,0.217302,0.217302,0.2400,-0.02270,1,0,1,+0.27692,+0.28530,0.04374,231.35,+0.25429,+0.28850,0.04331,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.00587,-17.478,+0.00000,0.00,+0.00000,1,+0.93477,+0.00000,0.00184,+3.620,0,36.0,36.0
12.646965,2,1,0.217713,0.217713,0.2400,-0.02229,1,0,1,+0.28296,+0.28423,0.04374,231.16,+0.25774,+0.28798,0.04336,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.00760,-17.584,+0.00000,0.00,+0.00000,1,+0.94546,+0.00000,0.00142,+3.215,0,36.0,36.0
12.677813,2,1,0.218166,0.218166,0.2400,-0.02183,1,0,1,+0.28750,+0.28456,0.04267,231.22,+0.26172,+0.28752,0.04327,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.01005,-17.741,+0.00000,0.00,+0.00000,1,+0.95072,+0.00000,0.00109,+2.636,0,36.0,36.0
12.706052,2,1,0.218574,0.218574,0.2400,-0.02143,1,0,1,+0.29191,+0.28270,0.04339,230.89,+0.26546,+0.28693,0.04328,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.01211,-17.909,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00076,+2.147,0,36.0,36.0
12.734806,2,1,0.218980,0.218980,0.2400,-0.02102,1,0,1,+0.29191,+0.28270,0.04339,230.89,+0.26878,+0.28640,0.04330,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.01363,-18.067,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00076,+1.775,0,36.0,36.0
12.763108,2,1,0.219373,0.219373,0.2400,-0.02063,1,0,1,+0.29922,+0.28095,0.04157,230.57,+0.27255,+0.28572,0.04308,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.01427,-18.167,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00041,+1.598,0,36.0,36.0
12.790289,2,1,0.219744,0.219744,0.2400,-0.02026,1,0,1,+0.30347,+0.27963,0.04082,230.33,+0.27625,+0.28499,0.04281,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.01569,-18.310,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00028,+1.262,0,36.0,36.0
12.815617,2,1,0.220083,0.220083,0.2400,-0.01992,1,0,1,+0.30795,+0.27737,0.04120,229.93,+0.27982,+0.28414,0.04263,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.01712,-18.431,-0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00023,+0.925,0,36.0,36.0
12.841299,2,1,0.220421,0.220421,0.2400,-0.01958,1,0,1,+0.31348,+0.27843,0.03967,230.12,+0.28365,+0.28349,0.04230,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.01832,-18.551,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00015,+0.641,0,36.0,36.0
12.866450,2,1,0.220746,0.220746,0.2400,-0.01925,1,0,1,+0.31707,+0.27650,0.04006,229.77,+0.28738,+0.28271,0.04205,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.01919,-18.667,-0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00005,+0.424,0,36.0,36.0
12.896296,2,1,0.221126,0.221126,0.2400,-0.01887,1,0,1,+0.31707,+0.27650,0.04006,229.77,+0.29124,+0.28190,0.04179,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.02044,-18.807,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00005,+0.122,0,36.0,36.0
12.922596,2,1,0.221454,0.221454,0.2400,-0.01855,1,0,1,+0.32387,+0.27511,0.03928,229.52,+0.29503,+0.28111,0.04150,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.02120,-18.904,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00002,-0.066,0,36.0,36.0
12.955189,2,1,0.221852,0.221852,0.2400,-0.01815,1,0,1,+0.33125,+0.27821,0.04006,230.08,+0.30010,+0.28070,0.04130,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.02203,-19.021,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-0.269,0,36.0,36.0
12.983420,2,1,0.222191,0.222191,0.2400,-0.01781,1,0,1,+0.33526,+0.27883,0.04045,230.19,+0.30445,+0.28047,0.04119,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.02266,-19.095,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-0.422,0,36.0,36.0
13.012405,2,1,0.222532,0.222532,0.2400,-0.01747,1,0,1,+0.34086,+0.28313,0.04082,230.96,+0.30906,+0.28081,0.04114,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.02309,-19.173,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-0.530,0,36.0,36.0
13.040555,2,1,0.222856,0.222856,0.2400,-0.01714,1,0,1,+0.34587,+0.28373,0.04157,231.07,+0.31360,+0.28117,0.04120,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.02354,-19.238,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-0.638,0,36.0,36.0
13.066744,2,1,0.223153,0.223153,0.2400,-0.01685,1,0,1,+0.35271,+0.28595,0.04045,231.47,+0.31813,+0.28172,0.04111,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.02438,-19.287,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-0.835,0,36.0,36.0
13.095478,2,1,0.223473,0.223473,0.2400,-0.01653,1,0,1,+0.35271,+0.28595,0.04045,231.47,+0.32247,+0.28225,0.04103,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.02487,-19.365,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-0.955,0,36.0,36.0
13.125549,2,1,0.223801,0.223801,0.2400,-0.01620,1,0,1,+0.36108,+0.28931,0.04045,232.08,+0.32752,+0.28318,0.04095,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.02510,-19.418,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-1.018,0,36.0,36.0
13.154260,2,1,0.224108,0.224108,0.2400,-0.01589,1,0,1,+0.36944,+0.29218,0.04082,232.59,+0.33278,+0.28431,0.04094,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.02532,-19.469,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-1.074,0,36.0,36.0
13.181493,2,1,0.224394,0.224394,0.2400,-0.01561,1,0,1,+0.37696,+0.29651,0.03967,233.37,+0.33808,+0.28577,0.04078,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.02571,-19.515,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-1.167,0,36.0,36.0
13.211875,2,1,0.224707,0.224707,0.2400,-0.01529,1,0,1,+0.38413,+0.30133,0.03928,234.24,+0.34415,+0.28782,0.04059,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.02643,-19.556,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-1.335,0,36.0,36.0
13.238795,2,1,0.224979,0.224979,0.2400,-0.01502,1,0,1,+0.39089,+0.30324,0.03849,234.58,+0.34970,+0.28965,0.04034,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.02683,-19.592,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-1.428,0,36.0,36.0
13.267833,2,1,0.225267,0.225267,0.2400,-0.01473,1,0,1,+0.39089,+0.30324,0.03849,234.58,+0.35492,+0.29137,0.04010,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.02712,-19.625,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-1.502,0,35.5,35.5
13.297111,2,1,0.225552,0.225552,0.2400,-0.01445,1,0,1,+0.39961,+0.30833,0.03849,235.50,+0.36062,+0.29354,0.03990,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.02716,-19.668,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-1.517,0,35.5,35.5
13.329139,2,1,0.225857,0.225857,0.2400,-0.01414,1,0,1,+0.40833,+0.31296,0.03849,236.33,+0.36721,+0.29622,0.03970,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.02696,-19.718,-0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-1.478,0,35.5,35.5
13.356123,2,1,0.226109,0.226109,0.2400,-0.01389,1,0,1,+0.41556,+0.31753,0.03727,237.16,+0.37296,+0.29875,0.03941,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.02721,-19.745,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-1.535,0,35.5,35.5
13.385098,2,1,0.226375,0.226375,0.2400,-0.01363,1,0,1,+0.42622,+0.32343,0.03768,238.22,+0.37970,+0.30188,0.03919,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.02798,-19.773,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-1.709,0,35.5,35.5
13.414216,2,1,0.226637,0.226637,0.2400,-0.01336,1,0,1,+0.43347,+0.32988,0.03727,239.38,+0.38653,+0.30544,0.03895,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.02786,-19.803,-0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-1.683,0,35.5,35.5
13.442951,2,1,0.226890,0.226890,0.2400,-0.01311,1,0,1,+0.44615,+0.33675,0.03469,240.62,+0.38653,+0.30544,0.03895,1.0000,0,0,1,+5.000,+0.000,+5.000,+0.02822,-19.818,-0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-1.774,0,35.5,35.5
13.469449,2,1,0.227120,0.227120,0.2400,-0.01288,1,0,1,+0.44615,+0.33675,0.03469,240.62,+0.38653,+0.30544,0.03895,1.0000,0,0,1,+5.000,+0.000,+5.000,+0.02865,-19.832,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-1.875,0,35.5,35.5
13.496213,3,1,0.227348,0.227348,0.2400,-0.01265,1,0,1,+0.45595,+0.34417,0.03557,241.95,+0.39472,+0.31001,0.03855,1.0000,1,0,1,+5.000,+0.000,+5.000,+0.02843,-19.853,-0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-1.825,0,35.5,35.5
13.525106,3,1,0.227589,0.227589,0.2400,-0.01241,1,0,1,+0.46597,+0.35000,0.03333,243.00,+0.39472,+0.31001,0.03855,1.0000,0,0,1,+5.000,+0.000,+5.000,+0.02863,-19.865,-0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-1.877,0,35.5,35.5
13.552664,3,1,0.227815,0.227815,0.2400,-0.01219,1,0,1,+0.49144,+0.36626,0.02887,245.93,+0.39472,+0.31001,0.03855,1.0000,0,0,1,+5.000,+0.000,+5.000,+0.02938,-19.876,-0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-2.049,0,35.5,35.5
13.576277,3,1,0.228005,0.228005,0.2400,-0.01199,1,0,1,+0.50240,+0.37393,0.02833,247.31,+0.39472,+0.31001,0.03855,1.0000,0,0,1,+5.000,+0.000,+5.000,+0.02974,-19.880,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-2.132,0,35.5,35.5
13.600232,3,1,0.228195,0.228195,0.2400,-0.01180,1,0,1,+0.51141,+0.38164,0.02664,248.70,+0.39472,+0.31001,0.03855,1.0000,0,0,1,+5.000,+0.000,+5.000,+0.03041,-19.886,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-2.288,0,35.5,35.5
13.624405,3,1,0.228384,0.228384,0.2400,-0.01162,1,0,1,+0.51141,+0.38164,0.02664,248.70,+0.39472,+0.31001,0.03855,1.0000,0,0,1,+5.000,+0.000,+5.000,+0.03081,-19.890,-0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-2.389,0,35.5,35.5
13.647781,3,1,0.228564,0.228564,0.2400,-0.01144,1,0,1,+0.52039,+0.38713,0.02422,249.68,+0.39472,+0.31001,0.03855,1.0000,0,0,1,+5.000,+0.000,+5.000,+0.03136,-19.893,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-2.523,0,35.5,35.5
13.672057,3,1,0.228747,0.228747,0.2400,-0.01125,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.39472,+0.31001,0.03855,1.0000,0,0,1,+5.000,+0.000,+5.000,+0.03228,-19.893,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-2.739,0,35.5,35.5
13.695930,3,1,0.228925,0.228925,0.2400,-0.01108,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.39472,+0.31001,0.03855,1.0000,0,0,1,+5.000,+0.000,+5.000,+0.03302,-19.894,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-2.910,0,35.5,35.5
13.718120,3,1,0.229087,0.229087,0.2400,-0.01091,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.39472,+0.31001,0.03855,1.0000,0,0,1,+5.000,+0.000,+5.000,+0.03368,-19.895,-0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-3.068,0,35.5,35.5
13.739513,3,1,0.229242,0.229242,0.2400,-0.01076,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.39472,+0.31001,0.03855,1.0000,0,0,1,+5.000,+0.000,+5.000,+0.03387,-19.894,-0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-3.125,0,35.5,35.5
13.761851,3,1,0.229401,0.229401,0.2400,-0.01060,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.39472,+0.31001,0.03855,1.0000,0,0,1,+5.000,+0.000,+5.000,+0.03449,-19.894,-0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-3.276,0,35.5,35.5
13.783929,3,1,0.229556,0.229556,0.2400,-0.01044,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.39472,+0.31001,0.03855,1.0000,0,0,1,+5.000,+0.000,+5.000,+0.03485,-19.894,-0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-3.361,0,35.5,35.5
13.807532,3,1,0.229719,0.229719,0.2400,-0.01028,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.39472,+0.31001,0.03855,1.0000,0,0,1,+5.000,+0.000,+5.000,+0.03543,-19.893,-0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-3.500,0,35.5,35.5
13.831153,3,1,0.229880,0.229880,0.2400,-0.01012,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.39472,+0.31001,0.03855,1.0000,0,0,1,+5.000,+0.000,+5.000,+0.03585,-19.892,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-3.599,0,35.5,35.5
13.853057,3,1,0.230026,0.230026,0.2400,-0.00997,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.39472,+0.31001,0.03855,1.0000,0,0,1,+5.000,+0.000,+5.000,+0.03611,-19.891,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-3.665,0,35.5,35.5
13.874779,3,1,0.230170,0.230170,0.2400,-0.00983,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.39472,+0.31001,0.03855,1.0000,0,0,1,+5.000,+0.000,+5.000,+0.03639,-19.889,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-3.735,0,35.5,35.5
13.897021,3,1,0.230314,0.230314,0.2400,-0.00969,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.39409,+0.30951,0.03849,0.9984,0,0,1,+5.000,+0.000,+5.000,+0.03685,-19.890,-0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-3.844,0,35.5,35.5
13.921808,3,1,0.230473,0.230473,0.2400,-0.00953,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.37503,+0.29454,0.03663,0.9501,0,0,1,+5.000,+0.000,+5.000,+0.03726,-19.890,-0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-3.942,0,35.5,35.5
13.944953,3,1,0.230619,0.230619,0.2400,-0.00938,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.35806,+0.28121,0.03497,0.9071,0,0,1,+5.000,+0.000,+5.000,+0.03771,-19.889,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.050,0,35.5,35.5
13.968221,3,1,0.230763,0.230763,0.2400,-0.00924,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.34178,+0.26843,0.03338,0.8659,0,0,1,+5.000,+0.000,+5.000,+0.03767,-19.885,-0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.045,0,35.5,35.5
13.993842,3,1,0.230920,0.230920,0.2400,-0.00908,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.32471,+0.25502,0.03171,0.8226,0,0,1,+5.000,+0.000,+5.000,+0.03791,-19.885,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.103,0,35.5,35.5
14.019302,3,1,0.231073,0.231073,0.2400,-0.00893,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.30859,+0.24236,0.03014,0.7818,0,0,1,+5.000,+0.000,+5.000,+0.03846,-19.888,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.233,0,35.5,35.5
14.041039,3,1,0.231201,0.231201,0.2400,-0.00880,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.29546,+0.23205,0.02886,0.7485,0,0,1,+5.000,+0.000,+5.000,+0.03926,-19.896,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.416,0,35.5,35.5
14.061491,3,1,0.231320,0.231320,0.2400,-0.00868,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.28362,+0.22275,0.02770,0.7185,0,0,1,+5.000,+0.000,+5.000,+0.03982,-19.901,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.544,0,35.5,35.5
14.090415,3,1,0.231486,0.231486,0.2400,-0.00851,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.26768,+0.21023,0.02614,0.6781,0,0,1,+5.000,+0.000,+5.000,+0.04054,-19.907,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.710,0,35.5,35.5
14.111632,3,1,0.231606,0.231606,0.2400,-0.00839,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.25656,+0.20149,0.02506,0.6500,0,0,1,+5.000,+0.000,+5.000,+0.04118,-19.911,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.855,0,35.5,35.5
14.131064,3,1,0.231714,0.231714,0.2400,-0.00829,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.24678,+0.19381,0.02410,0.6252,0,0,1,+5.000,+0.000,+5.000,+0.04177,-19.915,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.991,0,35.5,35.5
14.135314,3,1,0.231737,0.231737,0.2400,-0.00826,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.24469,+0.19217,0.02390,0.6199,0,0,1,+5.000,+0.000,+5.000,+0.04212,-19.917,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-5.070,0,35.5,35.5
14.139740,3,1,0.231761,0.231761,0.2400,-0.00824,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.24253,+0.19048,0.02369,0.6144,0,0,1,+5.000,+0.000,+5.000,+0.04212,-19.917,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-5.070,0,35.5,35.5
14.144297,3,1,0.231786,0.231786,0.2400,-0.00821,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.24033,+0.18875,0.02347,0.6089,0,0,1,+5.000,+0.000,+5.000,+0.04242,-19.919,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-5.139,0,35.5,35.5
14.163818,3,1,0.231893,0.231893,0.2400,-0.00811,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.23113,+0.18152,0.02257,0.5855,0,0,1,+5.000,+0.000,+5.000,+0.04126,-19.911,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.874,0,35.5,35.5
14.168618,3,1,0.231918,0.231918,0.2400,-0.00808,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.22892,+0.17979,0.02236,0.5800,0,0,1,+5.000,+0.000,+5.000,+0.04126,-19.911,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.874,0,35.5,35.5
14.173151,3,1,0.231943,0.231943,0.2400,-0.00806,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.22686,+0.17817,0.02216,0.5747,0,0,1,+5.000,+0.000,+5.000,+0.04182,-19.915,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-5.002,0,35.5,35.5
14.178053,3,1,0.231969,0.231969,0.2400,-0.00803,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.22464,+0.17643,0.02194,0.5691,0,0,1,+5.000,+0.000,+5.000,+0.04182,-19.915,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-5.002,0,35.5,35.5
14.182512,3,1,0.231993,0.231993,0.2400,-0.00801,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.22265,+0.17486,0.02174,0.5641,0,0,1,+5.000,+0.000,+5.000,+0.04207,-19.916,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-5.061,0,35.5,35.5
14.187118,3,1,0.232018,0.232018,0.2400,-0.00798,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.22061,+0.17326,0.02155,0.5589,0,0,1,+5.000,+0.000,+5.000,+0.04207,-19.916,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-5.061,0,35.5,35.5
14.191622,3,1,0.232041,0.232041,0.2400,-0.00796,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.21863,+0.17170,0.02135,0.5539,0,0,1,+5.000,+0.000,+5.000,+0.04219,-19.917,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-5.086,0,35.5,35.5
14.195880,3,1,0.232064,0.232064,0.2400,-0.00794,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.21677,+0.17025,0.02117,0.5492,0,0,1,+5.000,+0.000,+5.000,+0.04219,-19.917,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-5.086,0,35.5,35.5
14.200391,3,1,0.232088,0.232088,0.2400,-0.00791,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.21483,+0.16872,0.02098,0.5442,0,0,1,+5.000,+0.000,+5.000,+0.04234,-19.917,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-5.122,0,35.5,35.5
14.204664,3,1,0.232110,0.232110,0.2400,-0.00789,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.21300,+0.16728,0.02080,0.5396,0,0,1,+5.000,+0.000,+5.000,+0.04234,-19.917,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-5.122,0,35.5,35.5
14.209594,3,1,0.232136,0.232136,0.2400,-0.00786,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.21091,+0.16564,0.02060,0.5343,0,0,1,+5.000,+0.000,+5.000,+0.04264,-19.919,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-5.190,0,35.5,35.5
14.214175,3,1,0.232160,0.232160,0.2400,-0.00784,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.20899,+0.16413,0.02041,0.5294,0,0,1,+5.000,+0.000,+5.000,+0.04291,-19.921,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-5.253,0,35.5,35.5
14.218534,3,1,0.232183,0.232183,0.2400,-0.00782,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.20717,+0.16271,0.02023,0.5248,0,0,1,+5.000,+0.000,+5.000,+0.04291,-19.921,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-5.253,0,35.5,35.5
14.223193,3,1,0.232207,0.232207,0.2400,-0.00779,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.20525,+0.16120,0.02005,0.5200,0,0,1,+5.000,+0.000,+5.000,+0.04309,-19.921,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-5.294,0,35.5,35.5
14.227444,3,1,0.232229,0.232229,0.2400,-0.00777,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.20351,+0.15983,0.01988,0.5156,0,0,1,+5.000,+0.000,+5.000,+0.04309,-19.921,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-5.294,0,35.5,35.5
14.233348,3,1,0.232260,0.232260,0.2400,-0.00774,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.20112,+0.15796,0.01964,0.5095,0,0,1,+5.000,+0.000,+5.000,+0.04319,-19.921,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-5.316,0,35.5,35.5
14.237684,3,1,0.232282,0.232282,0.2400,-0.00772,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.19939,+0.15659,0.01947,0.5051,0,0,1,+5.000,+0.000,+5.000,+0.04319,-19.921,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-5.316,0,35.5,35.5
14.242229,3,1,0.232305,0.232305,0.2400,-0.00769,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.19758,+0.15518,0.01930,0.5006,0,0,1,+5.000,+0.000,+5.000,+0.04345,-19.923,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-5.376,0,35.5,35.5
14.246823,3,1,0.232329,0.232329,0.2400,-0.00767,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.19578,+0.15376,0.01912,0.4960,0,0,1,+5.000,+0.000,+5.000,+0.04345,-19.923,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-5.376,0,35.5,35.5
14.251506,3,1,0.232353,0.232353,0.2400,-0.00765,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.19395,+0.15232,0.01894,0.4914,0,0,1,+5.000,+0.000,+5.000,+0.04376,-19.924,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-5.446,0,35.5,35.5
14.257473,3,1,0.232383,0.232383,0.2400,-0.00762,1,0,0,+0.00000,+0.00000,0.00000,0.00,+0.19165,+0.15052,0.01872,0.4855,0,0,1,+5.000,+0.000,+5.000,+0.04397,-19.925,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-5.494,0,35.5,35.5
