t,seg,active_gate,thrust,thrust_cmd,base_thrust,vtrim,descent_on,gate_v_ok,gate_found,u_err,v_err,size_frac,cy,u_f,v_f,sz_f,sig_k,live,steer,bank_seg,ff_bank_deg,trim_deg,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
0.011762,0,0,0.275505,0.275505,0.2750,+0.00051,0,1,1,+0.02094,-0.00316,0.07798,179.43,+0.02094,-0.00316,0.07798,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-17.800,+0.00000,0.00,+0.00000,1,-0.01615,-0.00192,0.01934,+0.016,0,0.0,0.0
0.044690,0,0,0.275928,0.275928,0.2750,+0.00093,0,1,1,+0.02027,-0.00558,0.07876,179.00,+0.02085,-0.00350,0.07809,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-17.800,+0.00000,0.00,+0.00000,1,-0.01233,-0.00664,0.01919,+0.016,0,0.0,0.0
0.075370,0,0,0.276667,0.276667,0.2750,+0.00167,0,1,1,+0.02014,-0.00827,0.07993,178.51,+0.02075,-0.00413,0.07833,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-17.802,-0.01380,0.00,+0.00000,1,-0.01272,-0.00512,0.01893,+0.021,0,0.0,0.0
0.102669,0,0,0.277388,0.277388,0.2750,+0.00239,0,1,1,+0.01999,-0.00970,0.08089,178.25,+0.02066,-0.00480,0.07864,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-17.520,-0.00446,0.00,+0.00000,1,-0.01750,+0.00144,0.01866,+0.037,0,0.0,0.0
0.131334,0,0,0.277920,0.277920,0.2750,+0.00292,0,1,1,+0.02041,-0.00948,0.08070,178.29,+0.02063,-0.00539,0.07890,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-16.856,-0.00100,0.00,+0.00000,1,-0.01785,+0.00048,0.01846,+0.034,0,0.0,0.0
0.160796,0,0,0.278312,0.278312,0.2750,+0.00331,0,1,1,+0.02041,-0.00948,0.08070,178.29,+0.02060,-0.00591,0.07913,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-15.631,+0.00551,0.00,+0.00000,1,-0.01785,+0.00048,0.01846,+0.032,0,0.0,0.0
0.192742,0,0,0.278721,0.278721,0.2750,+0.00372,0,1,1,+0.02138,-0.01023,0.08127,178.16,+0.02071,-0.00651,0.07942,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-14.698,+0.00154,0.00,+0.00000,1,-0.01960,-0.00119,0.01829,+0.031,0,0.0,0.0
0.220777,0,0,0.279228,0.279228,0.2750,+0.00423,0,1,1,+0.02172,-0.01192,0.08221,177.85,+0.02083,-0.00717,0.07977,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-13.829,+0.00032,0.00,+0.00000,1,-0.01887,-0.00299,0.01828,+0.029,0,0.0,0.0
0.249412,0,0,0.279738,0.279738,0.2750,+0.00474,0,1,1,+0.02207,-0.01288,0.08240,177.68,+0.02099,-0.00789,0.08010,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-12.738,+0.00085,0.00,+0.00000,1,-0.01442,-0.00554,0.01816,+0.027,0,0.0,0.0
0.281226,0,0,0.280125,0.280125,0.2750,+0.00512,0,1,1,+0.02268,-0.01297,0.08259,177.67,+0.02122,-0.00859,0.08044,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-11.926,+0.00081,0.00,+0.00000,1,-0.00428,-0.01628,0.01809,+0.026,0,0.0,0.0
0.312787,0,0,0.280765,0.280765,0.2750,+0.00576,0,1,1,+0.02242,-0.01540,0.08389,177.23,+0.02138,-0.00951,0.08091,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-10.986,+0.00061,0.00,+0.00000,1,-0.01278,-0.01004,0.01793,+0.024,0,0.0,0.0
0.341556,0,0,0.281064,0.281064,0.2750,+0.00606,0,1,1,+0.02257,-0.01480,0.08352,177.34,+0.02153,-0.01018,0.08124,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-10.298,+0.00054,0.00,+0.00000,1,-0.01605,-0.00666,0.01789,+0.022,0,0.0,0.0
0.372926,0,0,0.281448,0.281448,0.2750,+0.00645,0,1,1,+0.02283,-0.01604,0.08425,177.11,+0.02171,-0.01097,0.08165,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-9.512,+0.00048,0.00,+0.00000,1,-0.02567,+0.00271,0.01817,+0.021,0,0.0,0.0
0.405256,0,0,0.282106,0.282106,0.2750,+0.00711,0,1,1,+0.02153,-0.01860,0.08535,176.65,+0.02168,-0.01203,0.08216,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-8.767,+0.00041,0.00,+0.00000,1,-0.02495,+0.00058,0.01859,+0.019,0,0.0,0.0
0.435831,0,0,0.282502,0.282502,0.2750,+0.00750,0,1,1,+0.02153,-0.01860,0.08535,176.65,+0.02166,-0.01290,0.08258,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-8.227,+0.00038,0.00,+0.00000,1,-0.02495,+0.00058,0.01859,+0.018,0,0.0,0.0
0.466081,0,0,0.282640,0.282640,0.2750,+0.00764,0,1,1,+0.02082,-0.01811,0.08571,176.74,+0.02155,-0.01359,0.08299,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-7.743,+0.00033,0.00,+0.00000,1,-0.02385,-0.00301,0.01923,+0.017,0,0.0,0.0
0.494655,0,0,0.282756,0.282756,0.2750,+0.00776,0,1,1,+0.02147,-0.01869,0.08589,176.64,+0.02154,-0.01423,0.08336,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-7.154,+0.00028,0.00,+0.00000,1,-0.10205,+0.07139,0.02319,+0.016,0,0.0,0.0
0.522423,0,0,0.282619,0.282619,0.2750,+0.00762,0,1,1,+0.02071,-0.01769,0.08480,176.82,+0.02144,-0.01465,0.08353,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-6.784,+0.00025,0.00,+0.00000,1,-0.02337,-0.03264,0.12272,+0.015,0,0.0,0.0
0.548324,0,0,0.281394,0.281394,0.2750,+0.00639,0,1,1,+0.02149,-0.01038,0.08089,178.13,+0.02145,-0.01416,0.08323,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-6.546,+0.00022,0.00,+0.00000,1,-0.00835,+0.00779,0.17298,+0.014,0,0.0,0.0
0.577099,0,0,0.278113,0.278113,0.2750,+0.00311,0,1,1,+0.01807,+0.00337,0.07136,180.61,+0.02102,-0.01195,0.08174,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-6.112,+0.00020,0.00,+0.00000,1,-0.01037,+0.01150,0.19637,+0.013,0,0.0,0.0
0.606909,0,0,0.273524,0.273524,0.2750,-0.00148,0,1,1,+0.01469,+0.01544,0.06359,182.78,+0.02020,-0.00840,0.07938,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-5.701,+0.00017,0.00,+0.00000,1,-0.01227,+0.01418,0.18605,+0.012,0,0.0,0.0
0.638064,0,0,0.268253,0.268253,0.2750,-0.00675,0,1,1,+0.01708,+0.02537,0.06086,184.57,+0.01978,-0.00385,0.07689,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-5.381,+0.00015,0.00,+0.00000,1,-0.01795,+0.01983,0.15957,+0.012,0,0.0,0.0
0.667509,0,0,0.264990,0.264990,0.2750,-0.01001,0,1,1,+0.01974,+0.02239,0.06407,184.03,+0.01978,-0.00048,0.07524,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-5.114,+0.00013,0.00,+0.00000,1,+0.00128,-0.00203,0.11767,+0.011,0,0.0,0.0
0.696510,0,0,0.262642,0.262642,0.2750,-0.01236,0,1,1,+0.01974,+0.02239,0.06407,184.03,+0.01977,+0.00241,0.07383,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-4.849,+0.00012,0.00,+0.00000,1,+0.00128,-0.00203,0.11767,+0.010,0,0.0,0.0
0.725924,0,0,0.262596,0.262596,0.2750,-0.01240,0,1,1,+0.02124,+0.01228,0.07265,182.21,+0.01996,+0.00368,0.07368,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-4.722,+0.00010,0.00,+0.00000,1,-0.10517,+0.10358,0.06648,+0.010,0,0.0,0.0
0.753573,0,0,0.262716,0.262716,0.2750,-0.01228,0,1,1,+0.02124,+0.01228,0.07265,182.21,+0.02011,+0.00472,0.07355,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-4.528,+0.00009,0.00,+0.00000,1,-0.10517,+0.10358,0.06648,+0.009,0,0.0,0.0
0.781909,0,0,0.263798,0.263798,0.2750,-0.01120,0,1,1,+0.02176,+0.00697,0.07556,181.25,+0.02032,+0.00500,0.07380,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-4.383,+0.00008,0.00,+0.00000,1,-0.09688,+0.08886,0.04733,+0.009,0,0.0,0.0
0.811465,0,0,0.265409,0.265409,0.2750,-0.00959,0,1,1,+0.02064,+0.00331,0.07617,180.60,+0.02036,+0.00478,0.07411,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-4.217,+0.00007,0.00,+0.00000,1,-0.11540,+0.08642,0.03921,+0.008,0,0.0,0.0
0.843464,0,0,0.267654,0.267654,0.2750,-0.00735,0,1,1,+0.02137,-0.00123,0.07817,179.78,+0.02050,+0.00395,0.07467,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-4.062,+0.00006,0.00,+0.00000,1,-0.08797,+0.04385,0.02888,+0.008,0,0.0,0.0
0.873537,0,0,0.268864,0.268864,0.2750,-0.00614,0,1,1,+0.01959,+0.00191,0.07577,180.34,+0.02038,+0.00369,0.07481,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-3.911,+0.00005,0.00,+0.00000,1,-0.23388,+0.19935,0.01790,+0.007,0,0.0,0.0
0.901914,0,0,0.270289,0.270289,0.2750,-0.00471,0,1,1,+0.02015,-0.00103,0.07954,179.81,+0.02035,+0.00310,0.07540,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-3.737,+0.00005,0.00,+0.00000,0,+0.00000,+0.00000,0.01331,+0.007,0,0.0,0.0
0.930135,0,0,0.271451,0.271451,0.2750,-0.00355,0,1,1,+0.02015,-0.00103,0.07954,179.81,+0.02033,+0.00259,0.07591,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-3.616,+0.00004,0.00,+0.00000,0,+0.00000,+0.00000,0.01331,+0.006,0,0.0,0.0
0.959721,0,0,0.273035,0.273035,0.2750,-0.00197,0,1,1,+0.01664,-0.00474,0.08333,179.15,+0.01985,+0.00165,0.07687,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-3.550,+0.00004,0.00,+0.00000,0,+0.00000,+0.00000,0.01103,+0.006,0,0.0,0.0
0.987698,0,0,0.275518,0.275518,0.2750,+0.00052,0,1,1,+0.01496,-0.01311,0.08498,177.64,+0.01925,-0.00016,0.07786,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-3.442,+0.00003,0.00,+0.00000,0,+0.00000,+0.00000,0.00970,+0.006,0,0.0,0.0
1.014249,0,0,0.277301,0.277301,0.2750,+0.00230,0,1,1,+0.01586,-0.01259,0.08607,177.73,+0.01885,-0.00162,0.07883,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-3.327,+0.00003,0.00,+0.00000,0,+0.00000,+0.00000,0.00528,+0.005,0,34.9,33.9
1.042914,0,0,0.279612,0.279612,0.2750,+0.00461,0,1,1,+0.01559,-0.01796,0.08837,176.77,+0.01844,-0.00367,0.08002,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-3.309,+0.00003,0.00,+0.00000,0,+0.00000,+0.00000,0.00215,+0.005,0,34.9,33.9
1.069059,0,0,0.281379,0.281379,0.2750,+0.00638,0,1,1,+0.01633,-0.01892,0.08889,176.59,+0.01820,-0.00543,0.08105,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-3.311,+0.00002,0.00,+0.00000,0,+0.00000,+0.00000,0.00212,+0.005,0,34.9,33.9
1.096920,0,0,0.282779,0.282779,0.2750,+0.00778,0,1,1,+0.01633,-0.01892,0.08889,176.59,+0.01797,-0.00708,0.08201,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-3.246,+0.00002,0.00,+0.00000,0,+0.00000,+0.00000,0.00212,+0.005,0,34.9,33.9
1.125608,0,0,0.284014,0.284014,0.2750,+0.00901,0,1,1,+0.01487,-0.02024,0.09027,176.36,+0.01758,-0.00873,0.08304,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-3.241,+0.00002,0.00,+0.00000,0,+0.00000,+0.00000,0.00220,+0.004,0,34.9,33.9
1.153409,0,0,0.285059,0.285059,0.2750,+0.01006,0,1,1,+0.01439,-0.02160,0.09095,176.11,+0.01719,-0.01030,0.08401,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-3.214,+0.00002,0.00,+0.00000,0,+0.00000,+0.00000,0.00211,+0.004,0,34.9,33.9
1.178690,0,0,0.287603,0.287603,0.2750,+0.01260,0,1,1,+0.01487,-0.03478,0.09246,173.74,+0.01693,-0.01305,0.08496,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-3.165,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00206,+0.004,0,34.9,33.9
1.205814,0,0,0.289229,0.289229,0.2750,+0.01423,0,1,1,+0.01811,-0.03220,0.09510,174.20,+0.01707,-0.01534,0.08617,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-3.095,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00220,+0.004,0,34.9,33.9
1.235382,0,0,0.290425,0.290425,0.2750,+0.01542,0,1,1,+0.01811,-0.03220,0.09510,174.20,+0.01721,-0.01751,0.08732,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-3.110,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00220,+0.003,0,34.9,33.9
1.262982,0,0,0.291730,0.291730,0.2750,+0.01673,0,1,1,+0.01724,-0.03609,0.09461,173.50,+0.01721,-0.01976,0.08820,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-3.112,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00244,+0.003,0,34.9,33.9
1.290927,0,0,0.292696,0.292696,0.2750,+0.01770,0,1,1,+0.01888,-0.03683,0.09606,173.37,+0.01741,-0.02185,0.08916,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-3.086,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00313,+0.003,0,34.9,33.9
1.318430,0,0,0.293586,0.293586,0.2750,+0.01859,0,1,1,+0.01866,-0.03898,0.09477,172.98,+0.01757,-0.02392,0.08984,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-3.129,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00593,+0.003,0,34.9,33.9
1.344913,0,0,0.294200,0.294200,0.2750,+0.01920,0,1,1,+0.01864,-0.03976,0.09526,172.84,+0.01769,-0.02578,0.09048,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-3.132,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00799,+0.003,0,34.9,33.9
1.372597,0,0,0.294451,0.294451,0.2750,+0.01945,0,1,1,+0.01879,-0.03940,0.09510,172.91,+0.01783,-0.02743,0.09104,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-3.159,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00889,+0.002,0,34.9,33.9
1.400569,0,0,0.294449,0.294449,0.2750,+0.01945,0,1,1,+0.01879,-0.03940,0.09510,172.91,+0.01794,-0.02890,0.09154,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-3.295,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00889,+0.002,0,34.9,33.9
1.429271,0,0,0.294791,0.294791,0.2750,+0.01979,0,1,1,+0.01886,-0.04291,0.09574,172.28,+0.01806,-0.03066,0.09206,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-3.361,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00905,+0.002,0,34.9,33.9
1.457591,0,0,0.294852,0.294852,0.2750,+0.01985,0,1,1,+0.01886,-0.04291,0.09574,172.28,+0.01816,-0.03218,0.09252,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-3.512,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00905,+0.002,0,34.9,33.9
1.488957,0,0,0.294654,0.294654,0.2750,+0.01965,0,1,1,+0.01912,-0.04285,0.09734,172.29,+0.01829,-0.03363,0.09317,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-3.520,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00896,+0.002,0,34.9,33.9
1.517319,0,0,0.294140,0.294140,0.2750,+0.01914,0,1,1,+0.01859,-0.04170,0.09686,172.49,+0.01832,-0.03463,0.09363,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-3.567,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00897,+0.002,0,34.9,33.9
1.548033,0,0,0.293416,0.293416,0.2750,+0.01842,0,1,1,+0.01867,-0.04119,0.09686,172.59,+0.01837,-0.03550,0.09406,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-3.579,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00895,+0.002,0,34.9,33.9
1.575267,0,0,0.293016,0.293016,0.2750,+0.01802,0,1,1,+0.01840,-0.04296,0.09623,172.27,+0.01837,-0.03640,0.09432,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-3.675,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00938,+0.002,0,34.9,33.9
1.603788,0,0,0.291467,0.291467,0.2750,+0.01647,0,1,1,+0.01951,-0.03622,0.10046,173.48,+0.01852,-0.03637,0.09509,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-3.738,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01240,+0.002,0,34.9,33.9
1.633970,0,0,0.290046,0.290046,0.2750,+0.01505,0,1,1,+0.01951,-0.03622,0.10046,173.48,+0.01865,-0.03635,0.09579,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-3.830,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01240,+0.002,0,34.9,33.9
1.663134,0,0,0.289039,0.289039,0.2750,+0.01404,0,1,1,+0.01933,-0.03741,0.09969,173.27,+0.01873,-0.03649,0.09629,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-3.915,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.03126,+0.002,0,34.9,33.9
1.690415,0,0,0.288112,0.288112,0.2750,+0.01311,0,1,1,+0.02263,-0.03687,0.10092,173.36,+0.01920,-0.03653,0.09684,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-3.996,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.04651,+0.001,0,34.9,33.9
1.716725,0,0,0.287240,0.287240,0.2750,+0.01224,0,1,1,+0.02268,-0.03635,0.10062,173.46,+0.01961,-0.03651,0.09728,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-4.042,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.05519,+0.001,0,34.9,33.9
1.747769,0,0,0.286623,0.286623,0.2750,+0.01162,0,1,1,+0.01915,-0.03797,0.10319,173.17,+0.01954,-0.03671,0.09808,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-4.136,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.05922,+0.001,0,34.9,33.9
1.777001,0,0,0.285875,0.285875,0.2750,+0.01087,0,1,1,+0.02030,-0.03661,0.10229,173.41,+0.01964,-0.03670,0.09861,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-4.244,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.06020,+0.001,0,34.9,33.9
1.803606,0,0,0.285505,0.285505,0.2750,+0.01050,0,1,1,+0.01978,-0.03816,0.10319,173.13,+0.01966,-0.03687,0.09915,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-4.309,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.05931,+0.001,0,34.9,33.9
1.832518,0,0,0.285651,0.285651,0.2750,+0.01065,0,1,1,+0.01858,-0.04147,0.10526,172.53,+0.01952,-0.03745,0.09992,1.0000,1,0,0,+0.000,+0.000,+0.000,+0.00000,-4.387,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.05646,+0.001,0,34.9,33.9
1.861057,0,0,0.285700,0.285700,0.2750,+0.01070,0,1,1,+0.01858,-0.04147,0.10526,172.53,+0.01940,-0.03795,0.10059,1.0000,1,1,0,+0.000,-1.112,-1.112,-0.00486,-4.499,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.05646,+0.001,0,34.9,33.9
1.890339,0,0,0.284039,0.284039,0.2750,+0.00904,0,1,1,+0.01829,-0.03126,0.10438,174.37,+0.01926,-0.03710,0.10107,1.0000,1,1,0,+0.000,-1.104,-1.104,-0.00482,-4.608,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.04865,+0.001,0,34.9,33.9
1.919481,0,0,0.281004,0.281004,0.2750,+0.00600,0,1,1,+0.01943,-0.02050,0.10364,176.31,+0.01928,-0.03499,0.10140,1.0000,1,1,0,+0.000,-1.105,-1.105,-0.00456,-4.689,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.03953,-0.018,0,34.9,33.9
1.950099,0,0,0.277326,0.277326,0.2750,+0.00233,0,1,1,+0.02144,-0.01305,0.10046,177.65,+0.01957,-0.03207,0.10128,1.0000,1,1,0,+0.000,-1.121,-1.121,-0.00416,-4.772,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.03188,-0.111,0,34.9,33.9
1.979667,0,0,0.273870,0.273870,0.2750,-0.00113,0,1,1,+0.02139,-0.00834,0.09702,178.50,+0.01980,-0.02902,0.10073,1.0000,1,1,0,+0.000,-1.135,-1.135,-0.00389,-4.960,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.02681,-0.195,0,34.9,33.9
2.012086,0,0,0.271539,0.271539,0.2750,-0.00346,0,1,1,+0.02239,-0.01082,0.09766,178.05,+0.02017,-0.02648,0.10030,1.0000,1,1,0,+0.000,-1.155,-1.155,-0.00377,-5.080,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.02228,-0.248,0,34.9,33.9
2.041848,0,0,0.270824,0.270824,0.2750,-0.00418,0,1,1,+0.01817,-0.01589,0.10168,177.14,+0.01991,-0.02511,0.10048,1.0000,1,1,0,+0.000,-1.141,-1.141,-0.00343,-5.195,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01797,-0.314,0,35.0,35.0
2.070230,0,0,0.271139,0.271139,0.2750,-0.00386,0,1,1,+0.01843,-0.02059,0.10364,176.29,+0.01972,-0.02455,0.10087,1.0000,1,1,0,+0.000,-1.130,-1.130,-0.00319,-5.395,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01604,-0.358,0,35.0,35.0
2.100314,0,0,0.271513,0.271513,0.2750,-0.00349,0,1,1,+0.01843,-0.02059,0.10364,176.29,+0.01955,-0.02403,0.10123,1.0000,1,1,0,+0.000,-1.120,-1.120,-0.00297,-5.585,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01604,-0.404,0,35.0,35.0
2.132829,0,0,0.271531,0.271531,0.2750,-0.00347,0,1,1,+0.01701,-0.01820,0.10887,176.72,+0.01920,-0.02321,0.10230,1.0000,1,1,0,+0.000,-1.100,-1.100,-0.00274,-5.694,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01405,-0.438,0,35.0,35.0
2.160862,0,0,0.271640,0.271640,0.2750,-0.00336,0,1,1,+0.01701,-0.01820,0.10887,176.72,+0.01893,-0.02260,0.10311,1.0000,1,1,0,+0.000,-1.085,-1.085,-0.00257,-5.861,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01405,-0.464,0,35.0,35.0
2.188587,0,0,0.272349,0.272349,0.2750,-0.00265,0,1,1,+0.01851,-0.02169,0.11013,176.10,+0.01888,-0.02249,0.10396,1.0000,1,1,0,+0.000,-1.082,-1.082,-0.00249,-5.991,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01333,-0.480,0,35.0,35.0
2.221679,0,0,0.274875,0.274875,0.2750,-0.00012,0,1,1,+0.02017,-0.03185,0.11493,174.27,+0.01906,-0.02382,0.10552,1.0000,1,1,0,+0.000,-1.092,-1.092,-0.00247,-6.182,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01269,-0.499,0,35.0,35.0
2.251431,0,0,0.277530,0.277530,0.2750,+0.00253,0,1,1,+0.01709,-0.03709,0.11824,173.32,+0.01881,-0.02553,0.10717,1.0000,1,1,0,+0.000,-1.078,-1.078,-0.00236,-6.298,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01218,-0.508,0,35.0,35.0
2.281199,0,0,0.278784,0.278784,0.2750,+0.00378,0,1,1,+0.01582,-0.03205,0.12006,174.23,+0.01842,-0.02638,0.10884,1.0000,1,1,0,+0.000,-1.055,-1.055,-0.00222,-6.468,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01182,-0.519,0,35.0,35.0
2.313450,0,0,0.279752,0.279752,0.2750,+0.00475,0,1,1,+0.01761,-0.03166,0.12070,174.30,+0.01831,-0.02711,0.11048,1.0000,1,1,0,+0.000,-1.049,-1.049,-0.00220,-6.743,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01125,-0.517,0,35.0,35.0
2.347233,0,0,0.280449,0.280449,0.2750,+0.00545,0,1,1,+0.01793,-0.03137,0.12197,174.35,+0.01825,-0.02773,0.11214,1.0000,1,1,0,+0.000,-1.046,-1.046,-0.00220,-6.933,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01109,-0.518,0,35.0,35.0
2.379650,0,0,0.280758,0.280758,0.2750,+0.00576,0,1,1,+0.01866,-0.03034,0.12197,174.54,+0.01831,-0.02809,0.11351,1.0000,1,1,0,+0.000,-1.049,-1.049,-0.00220,-7.068,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01107,-0.520,0,35.0,35.0
2.411283,0,0,0.281408,0.281408,0.2750,+0.00641,0,1,1,+0.01799,-0.03295,0.12410,174.07,+0.01827,-0.02876,0.11496,1.0000,1,1,0,+0.000,-1.047,-1.047,-0.00215,-7.146,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01106,-0.530,0,35.0,35.0
2.443794,0,0,0.282508,0.282508,0.2750,+0.00751,0,1,1,+0.01716,-0.03659,0.12693,173.41,+0.01811,-0.02985,0.11663,1.0000,1,1,0,+0.000,-1.038,-1.038,-0.00211,-7.285,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01114,-0.529,0,35.0,35.0
2.473805,0,0,0.282894,0.282894,0.2750,+0.00789,0,1,1,+0.01640,-0.03441,0.12850,173.81,+0.01789,-0.03045,0.11818,1.0000,1,1,0,+0.000,-1.025,-1.025,-0.00204,-7.361,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01116,-0.533,0,35.0,35.0
