t,seg,active_gate,thrust,thrust_cmd,base_thrust,vtrim,descent_on,gate_v_ok,gate_found,u_err,v_err,size_frac,cy,u_f,v_f,sz_f,sig_k,live,far_rej,steer,bank_seg,ff_bank_deg,trim_deg,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
0.394269,0,0,0.280589,0.280589,0.2750,+0.00559,0,1,1,+0.01910,-0.01654,0.08146,177.02,+0.02062,-0.01579,0.08347,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-9.075,+0.00038,0.00,+0.00000,1,-0.00587,+0.00364,0.17181,+0.006,0,0.0,0.0
0.425312,0,0,0.280303,0.280303,0.2750,+0.00530,0,1,1,+0.01910,-0.01654,0.08146,177.02,+0.02042,-0.01589,0.08320,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-8.357,+0.00031,0.00,+0.00000,1,-0.00587,+0.00364,0.17181,+0.005,0,0.0,0.0
0.457785,0,0,0.277098,0.277098,0.2750,+0.00210,0,1,1,+0.01531,+0.00045,0.06781,180.08,+0.01970,-0.01361,0.08105,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-7.846,+0.00027,0.00,+0.00000,1,-0.00316,+0.00368,0.18566,+0.005,0,0.0,0.0
0.489527,0,0,0.269276,0.269276,0.2750,-0.00572,0,1,1,+0.01406,+0.03256,0.05556,185.86,+0.01893,-0.00728,0.07756,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-7.219,+0.00024,0.00,+0.00000,1,-0.00618,+0.00711,0.17674,+0.005,0,0.0,0.0
0.518061,0,0,0.263761,0.263761,0.2750,-0.01124,0,1,1,+0.01468,+0.03344,0.05638,186.02,+0.01840,-0.00220,0.07491,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-6.828,+0.00022,0.00,+0.00000,1,-0.01049,+0.01105,0.14718,+0.005,0,0.0,0.0
0.549351,0,0,0.261890,0.261890,0.2750,-0.01311,0,1,1,+0.01688,+0.01829,0.06261,183.29,+0.01819,+0.00057,0.07325,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-6.320,+0.00018,0.00,+0.00000,1,-0.01117,+0.00973,0.10823,+0.004,0,0.0,0.0
0.581756,0,0,0.262853,0.262853,0.2750,-0.01215,0,1,1,+0.01918,+0.00552,0.06690,180.99,+0.01833,+0.00126,0.07236,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-6.001,+0.00016,0.00,+0.00000,1,-0.00410,+0.00148,0.08664,+0.004,0,0.0,0.0
0.611820,0,0,0.263703,0.263703,0.2750,-0.01130,0,1,1,+0.02148,+0.00562,0.07027,181.01,+0.01874,+0.00183,0.07209,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-5.626,+0.00014,0.00,+0.00000,1,-0.10851,+0.10499,0.06672,+0.004,0,0.0,0.0
0.647286,0,0,0.264828,0.264828,0.2750,-0.01017,0,1,1,+0.02299,+0.00473,0.07328,180.85,+0.01938,+0.00227,0.07227,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-5.279,+0.00012,0.00,+0.00000,1,-0.05893,+0.05429,0.04681,+0.004,0,0.0,0.0
0.675960,0,0,0.264998,0.264998,0.2750,-0.01000,0,1,1,+0.02257,+0.00902,0.07349,181.62,+0.01978,+0.00311,0.07242,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-5.289,+0.00011,0.00,+0.00000,1,-0.04635,+0.03593,0.04008,+0.004,0,0.0,0.0
0.704143,0,0,0.265158,0.265158,0.2750,-0.00984,0,1,1,+0.02115,+0.00965,0.07658,181.74,+0.01995,+0.00392,0.07294,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.964,+0.00009,0.00,+0.00000,1,-0.06328,+0.04106,0.03469,+0.004,0,0.0,0.0
0.735322,0,0,0.266169,0.266169,0.2750,-0.00883,0,1,1,+0.02067,+0.00530,0.07837,180.95,+0.02005,+0.00411,0.07367,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.732,+0.00008,0.00,+0.00000,1,-0.10395,+0.06434,0.02931,+0.003,0,0.0,0.0
0.764552,0,0,0.267328,0.267328,0.2750,-0.00767,0,1,1,+0.02169,+0.00338,0.07935,180.61,+0.02026,+0.00401,0.07439,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.451,+0.00007,0.00,+0.00000,1,-0.10821,+0.05998,0.02394,+0.003,0,0.0,0.0
0.793635,0,0,0.268322,0.268322,0.2750,-0.00668,0,1,1,+0.02169,+0.00338,0.07935,180.61,+0.02044,+0.00393,0.07502,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.266,+0.00006,0.00,+0.00000,1,-0.10821,+0.05998,0.02394,+0.003,0,0.0,0.0
0.825190,0,0,0.269908,0.269908,0.2750,-0.00509,0,1,1,+0.02115,-0.00058,0.08070,179.90,+0.02054,+0.00332,0.07580,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.047,+0.00005,0.00,+0.00000,1,-0.10693,+0.06904,0.01768,+0.003,0,0.0,0.0
0.857161,0,0,0.273524,0.273524,0.2750,-0.00148,0,1,1,+0.02064,-0.01419,0.08571,177.45,+0.02055,+0.00091,0.07716,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.889,+0.00005,0.00,+0.00000,0,+0.00000,+0.00000,0.01001,+0.003,0,0.0,0.0
0.890302,0,0,0.277132,0.277132,0.2750,+0.00213,0,1,1,+0.01971,-0.01861,0.08498,176.65,+0.02043,-0.00187,0.07827,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.698,+0.00004,0.00,+0.00000,0,+0.00000,+0.00000,0.00919,+0.003,0,0.0,0.0
0.919478,0,0,0.279565,0.279565,0.2750,+0.00457,0,1,1,+0.01971,-0.01861,0.08498,176.65,+0.02034,-0.00400,0.07913,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.568,+0.00004,0.00,+0.00000,0,+0.00000,+0.00000,0.00919,+0.002,0,0.0,0.0
0.948190,0,0,0.282444,0.282444,0.2750,+0.00744,0,1,1,+0.01609,-0.02544,0.08767,175.42,+0.01981,-0.00669,0.08020,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.534,+0.00003,0.00,+0.00000,0,+0.00000,+0.00000,0.00572,+0.002,0,0.0,0.0
0.975738,0,0,0.285210,0.285210,0.2750,+0.01021,0,1,1,+0.01604,-0.02991,0.08607,174.62,+0.01935,-0.00950,0.08091,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.422,+0.00003,0.00,+0.00000,0,+0.00000,+0.00000,0.00343,+0.002,0,0.0,0.0
1.004186,0,0,0.287471,0.287471,0.2750,+0.01247,0,1,1,+0.01668,-0.03090,0.08642,174.44,+0.01902,-0.01217,0.08160,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.319,+0.00003,0.00,+0.00000,0,+0.00000,+0.00000,0.00194,+0.002,0,0.0,0.0
1.030756,0,0,0.289133,0.289133,0.2750,+0.01413,0,1,1,+0.01565,-0.03172,0.08749,174.29,+0.01862,-0.01446,0.08229,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.227,+0.00002,0.00,+0.00000,0,+0.00000,+0.00000,0.00205,+0.002,0,33.3,32.3
1.060127,0,0,0.290383,0.290383,0.2750,+0.01538,0,1,1,+0.01565,-0.03172,0.08749,174.29,+0.01824,-0.01667,0.08295,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.136,+0.00002,0.00,+0.00000,0,+0.00000,+0.00000,0.00205,+0.002,0,33.3,32.3
1.090239,0,0,0.292175,0.292175,0.2750,+0.01718,0,1,1,+0.01618,-0.03786,0.08958,173.18,+0.01797,-0.01944,0.08382,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.073,+0.00002,0.00,+0.00000,0,+0.00000,+0.00000,0.00198,+0.002,0,33.3,32.3
1.118364,0,0,0.293382,0.293382,0.2750,+0.01838,0,1,1,+0.01475,-0.03844,0.09129,173.08,+0.01757,-0.02179,0.08474,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.031,+0.00002,0.00,+0.00000,0,+0.00000,+0.00000,0.00205,+0.002,0,33.3,32.3
1.149582,0,0,0.294189,0.294189,0.2750,+0.01919,0,1,1,+0.01428,-0.03860,0.09129,173.05,+0.01713,-0.02406,0.08563,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-2.960,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00216,+0.001,0,33.3,32.3
1.178594,0,0,0.294466,0.294466,0.2750,+0.01947,0,1,1,+0.01395,-0.03806,0.09095,173.15,+0.01673,-0.02583,0.08630,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-2.949,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00231,+0.001,0,33.3,32.3
1.207410,0,0,0.294525,0.294525,0.2750,+0.01953,0,1,1,+0.01470,-0.03845,0.09230,173.08,+0.01647,-0.02742,0.08705,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-2.913,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00268,+0.001,0,33.3,32.3
1.238895,0,0,0.294022,0.294022,0.2750,+0.01902,0,1,1,+0.01714,-0.03664,0.09493,173.40,+0.01656,-0.02867,0.08813,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-2.894,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00465,+0.001,0,33.3,32.3
1.271572,0,0,0.293316,0.293316,0.2750,+0.01832,0,1,1,+0.01688,-0.03629,0.09263,173.47,+0.01661,-0.02974,0.08876,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-2.894,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00712,+0.001,0,33.3,32.3
1.305541,0,0,0.292596,0.292596,0.2750,+0.01760,0,1,1,+0.01877,-0.03674,0.09461,173.39,+0.01692,-0.03076,0.08961,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-2.894,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00838,+0.001,0,33.3,32.3
1.337882,0,0,0.292801,0.292801,0.2750,+0.01780,0,1,1,+0.01889,-0.04221,0.09670,172.40,+0.01720,-0.03235,0.09060,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-2.911,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00868,+0.001,0,33.3,32.3
1.377986,0,0,0.292624,0.292624,0.2750,+0.01762,0,1,1,+0.01871,-0.04198,0.09655,172.44,+0.01745,-0.03396,0.09159,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.048,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00911,+0.001,0,33.3,32.3
1.409461,0,0,0.292481,0.292481,0.2750,+0.01748,0,1,1,+0.01842,-0.04294,0.09670,172.27,+0.01758,-0.03518,0.09229,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.071,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00917,+0.001,0,33.3,32.3
1.442132,0,0,0.292161,0.292161,0.2750,+0.01716,0,1,1,+0.01885,-0.04294,0.09670,172.27,+0.01776,-0.03627,0.09291,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.105,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01220,+0.001,0,33.3,32.3
1.472389,0,0,0.291691,0.291691,0.2750,+0.01669,0,1,1,+0.01869,-0.04251,0.09702,172.35,+0.01788,-0.03709,0.09345,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.137,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.03083,+0.001,0,33.3,32.3
1.503523,0,0,0.291332,0.291332,0.2750,+0.01633,0,1,1,+0.01895,-0.04361,0.09718,172.15,+0.01803,-0.03797,0.09395,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.233,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.04895,+0.001,0,33.3,32.3
1.536400,0,0,0.290877,0.290877,0.2750,+0.01588,0,1,1,+0.01811,-0.04367,0.09670,172.14,+0.01804,-0.03877,0.09434,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.275,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.05838,+0.001,0,33.3,32.3
1.565968,0,0,0.290420,0.290420,0.2750,+0.01542,0,1,1,+0.01811,-0.04367,0.09670,172.14,+0.01805,-0.03941,0.09464,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.357,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.05838,+0.001,0,33.3,32.3
1.596103,0,0,0.289746,0.289746,0.2750,+0.01475,0,1,1,+0.01818,-0.04259,0.09718,172.33,+0.01806,-0.03982,0.09498,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.439,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.06421,+0.001,0,33.3,32.3
1.627270,0,0,0.289333,0.289333,0.2750,+0.01433,0,1,1,+0.01794,-0.04410,0.09510,172.06,+0.01805,-0.04040,0.09499,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.525,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.06453,+0.001,0,33.3,32.3
1.657179,0,0,0.288658,0.288658,0.2750,+0.01366,0,1,1,+0.02044,-0.04255,0.09606,172.34,+0.01836,-0.04068,0.09513,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.587,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.06163,+0.001,0,33.3,32.3
1.689545,0,0,0.287143,0.287143,0.2750,+0.01214,0,1,1,+0.02153,-0.03766,0.09829,173.22,+0.01880,-0.04026,0.09557,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.674,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.05582,+0.001,0,33.3,32.3
1.716556,0,0,0.285659,0.285659,0.2750,+0.01066,0,1,1,+0.02283,-0.03489,0.09969,173.72,+0.01928,-0.03962,0.09606,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.750,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.05019,+0.001,0,33.3,32.3
1.747132,0,0,0.283869,0.283869,0.2750,+0.00887,0,1,1,+0.01948,-0.03224,0.10031,174.20,+0.01931,-0.03864,0.09662,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.983,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.04206,+0.001,0,33.3,32.3
1.780392,0,0,0.281784,0.281784,0.2750,+0.00678,0,1,1,+0.02055,-0.02895,0.09813,174.79,+0.01948,-0.03726,0.09684,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.201,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.03008,+0.001,0,33.3,32.3
1.812959,0,0,0.279207,0.279207,0.2750,+0.00421,0,1,1,+0.01770,-0.02302,0.09702,175.86,+0.01923,-0.03527,0.09687,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.282,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.02457,+0.001,0,33.3,32.3
1.844382,0,0,0.276670,0.276670,0.2750,+0.00167,0,1,1,+0.01711,-0.01905,0.09526,176.57,+0.01895,-0.03306,0.09665,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.399,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.02041,+0.001,0,33.3,32.3
1.874512,0,0,0.274624,0.274624,0.2750,-0.00038,0,1,1,+0.01672,-0.01762,0.09493,176.83,+0.01865,-0.03104,0.09642,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.538,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01763,+0.001,0,33.3,32.3
1.909820,0,0,0.272330,0.272330,0.2750,-0.00267,0,1,1,+0.02045,-0.01417,0.09766,177.45,+0.01892,-0.02851,0.09661,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.726,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01568,+0.001,0,33.3,32.3
1.947076,0,0,0.271489,0.271489,0.2750,-0.00351,0,1,1,+0.02066,-0.01814,0.09954,176.74,+0.01920,-0.02688,0.09707,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.871,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01449,+0.001,0,33.3,32.3
1.977239,0,0,0.271123,0.271123,0.2750,-0.00388,0,1,1,+0.02164,-0.01837,0.10168,176.69,+0.01952,-0.02577,0.09767,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-5.041,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01375,+0.000,0,33.3,32.3
2.012326,0,0,0.272298,0.272298,0.2750,-0.00270,0,1,1,+0.02200,-0.02566,0.10423,175.38,+0.01989,-0.02575,0.09865,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-5.195,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01291,+0.000,0,33.3,32.3
2.044668,0,0,0.274447,0.274447,0.2750,-0.00055,0,1,1,+0.02234,-0.03272,0.10570,174.11,+0.02023,-0.02672,0.09963,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-5.400,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01219,+0.001,0,31.6,31.6
2.076078,0,0,0.276252,0.276252,0.2750,+0.00125,0,1,1,+0.02151,-0.03355,0.10570,173.96,+0.02040,-0.02765,0.10046,1.0000,1,0,1,0,+0.000,-1.169,-1.169,-0.00510,-5.543,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01150,+0.000,0,31.6,31.6
2.104746,0,0,0.277879,0.277879,0.2750,+0.00288,0,1,1,+0.02176,-0.03548,0.10657,173.61,+0.02057,-0.02863,0.10122,1.0000,1,0,1,0,+0.000,-1.179,-1.179,-0.00515,-5.645,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01104,+0.000,0,31.6,31.6
2.135192,0,0,0.278764,0.278764,0.2750,+0.00376,0,1,1,+0.02311,-0.03264,0.10887,174.12,+0.02091,-0.02916,0.10223,1.0000,1,0,1,0,+0.000,-1.198,-1.198,-0.00479,-5.780,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01089,-0.053,0,31.6,31.6
2.167468,0,0,0.281039,0.281039,0.2750,+0.00604,0,1,1,+0.02102,-0.04167,0.11560,172.50,+0.02092,-0.03090,0.10409,1.0000,1,0,1,0,+0.000,-1.199,-1.199,-0.00426,-5.921,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01062,-0.163,0,31.6,31.6
2.200091,0,0,0.281544,0.281544,0.2750,+0.00654,0,1,1,+0.02113,-0.03470,0.11954,173.75,+0.02095,-0.03143,0.10626,1.0000,1,0,1,0,+0.000,-1.200,-1.200,-0.00395,-6.020,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01040,-0.242,0,31.6,31.6
2.233258,0,0,0.281997,0.281997,0.2750,+0.00700,0,1,1,+0.02161,-0.03524,0.11980,173.66,+0.02105,-0.03197,0.10818,1.0000,1,0,1,0,+0.000,-1.206,-1.206,-0.00370,-6.150,-0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01034,-0.311,0,31.6,31.6
2.263942,0,0,0.282171,0.282171,0.2750,+0.00717,0,1,1,+0.02165,-0.03454,0.11928,173.78,+0.02113,-0.03231,0.10966,1.0000,1,0,1,0,+0.000,-1.210,-1.210,-0.00349,-6.278,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01030,-0.368,0,31.6,31.6
2.297739,0,0,0.282277,0.282277,0.2750,+0.00728,0,1,1,+0.02165,-0.03454,0.11928,173.78,+0.02120,-0.03264,0.11105,1.0000,1,0,1,0,+0.000,-1.215,-1.215,-0.00335,-6.375,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01030,-0.407,0,31.6,31.6
2.331998,0,0,0.282474,0.282474,0.2750,+0.00747,0,1,1,+0.01827,-0.03541,0.12184,173.63,+0.02077,-0.03304,0.11263,1.0000,1,0,1,0,+0.000,-1.190,-1.190,-0.00302,-6.513,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01039,-0.460,0,31.6,31.6
2.368218,0,0,0.282142,0.282142,0.2750,+0.00714,0,1,1,+0.01857,-0.03306,0.12184,174.05,+0.02044,-0.03304,0.11404,1.0000,1,0,1,0,+0.000,-1.171,-1.171,-0.00280,-6.742,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01042,-0.493,0,31.6,31.6
2.400206,0,0,0.281995,0.281995,0.2750,+0.00700,0,1,1,+0.02035,-0.03368,0.12509,173.94,+0.02042,-0.03313,0.11557,1.0000,1,0,1,0,+0.000,-1.170,-1.170,-0.00271,-6.835,-0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01076,-0.516,0,31.6,31.6
2.432169,0,0,0.282201,0.282201,0.2750,+0.00720,0,1,1,+0.01989,-0.03571,0.12546,173.57,+0.02035,-0.03349,0.11693,1.0000,1,0,1,0,+0.000,-1.166,-1.166,-0.00263,-6.966,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01061,-0.532,0,31.6,31.6
2.473456,0,0,0.282379,0.282379,0.2750,+0.00738,0,1,1,+0.02096,-0.03590,0.12717,173.54,+0.02045,-0.03390,0.11868,1.0000,1,0,1,0,+0.000,-1.172,-1.172,-0.00256,-7.039,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01074,-0.555,0,31.6,31.6
2.507407,0,0,0.282263,0.282263,0.2750,+0.00726,0,1,1,+0.01734,-0.03484,0.13064,173.73,+0.02000,-0.03404,0.12042,1.0000,1,0,1,0,+0.000,-1.146,-1.146,-0.00240,-7.185,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01046,-0.566,0,31.6,31.6
2.540814,0,0,0.281567,0.281567,0.2750,+0.00657,0,1,1,+0.01813,-0.03156,0.13194,174.32,+0.01973,-0.03368,0.12207,1.0000,1,0,1,0,+0.000,-1.131,-1.131,-0.00232,-7.351,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01062,-0.571,0,31.6,31.6
2.573114,0,0,0.280431,0.280431,0.2750,+0.00543,0,1,1,+0.01890,-0.02803,0.13287,174.95,+0.01962,-0.03290,0.12357,1.0000,1,0,1,0,+0.000,-1.124,-1.124,-0.00227,-7.493,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01065,-0.578,0,31.6,31.6
2.605136,0,0,0.279960,0.279960,0.2750,+0.00496,0,1,1,+0.02067,-0.03027,0.13182,174.55,+0.01976,-0.03253,0.12471,1.0000,1,0,1,0,+0.000,-1.132,-1.132,-0.00230,-7.638,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01144,-0.581,0,31.6,31.6
