t,seg,active_gate,thrust,thrust_cmd,base_thrust,vtrim,descent_on,gate_v_ok,gate_found,u_err,v_err,size_frac,cy,u_f,v_f,sz_f,sig_k,live,far_rej,steer,bank_seg,ff_bank_deg,trim_deg,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
12.157957,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.48998,+0.65512,0.06894,297.92,+0.46382,+0.57743,0.07357,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.448,-0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00333,-10.574,0,23.4,23.4
12.188885,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.49971,+0.66550,0.07265,299.79,+0.46863,+0.58922,0.07345,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.448,-0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00343,-10.575,0,23.4,23.4
12.213976,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.50501,+0.67380,0.06827,301.28,+0.47268,+0.59865,0.07287,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.448,-0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00372,-10.576,0,23.4,23.4
12.239682,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.51742,+0.67249,0.07115,301.05,+0.47778,+0.60706,0.07268,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.448,-0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00383,-10.577,0,37.4,37.4
12.266502,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.52432,+0.68526,0.06939,303.35,+0.48328,+0.61631,0.07229,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.448,-0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00391,-10.578,0,37.4,37.4
12.295354,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.52432,+0.68526,0.06939,303.35,+0.48845,+0.62500,0.07192,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.448,-0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00391,-10.578,0,37.4,37.4
12.321260,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.53313,+0.69598,0.07093,305.28,+0.49358,+0.63314,0.07181,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.448,+0.00000,0.00,+0.00000,1,+0.37350,+0.00000,0.00401,-10.579,0,37.4,37.4
12.350155,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.53978,+0.69797,0.07244,305.64,+0.49941,+0.64132,0.07189,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.448,-0.00000,0.00,+0.00000,1,+0.38228,+0.00000,0.00406,-10.580,0,37.4,37.4
12.377883,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.55061,+0.70623,0.07115,307.12,+0.50564,+0.64923,0.07180,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.448,-0.00000,0.00,+0.00000,1,+0.39082,+0.00000,0.00388,-10.580,0,37.4,37.4
12.405024,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.55900,+0.71390,0.07349,308.50,+0.51202,+0.65696,0.07200,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.642,+0.00000,0.00,+0.00000,1,+0.40566,+0.00000,0.00367,-10.262,0,37.4,37.4
12.432379,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.56971,+0.72092,0.07244,309.76,+0.51896,+0.66465,0.07205,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.642,+0.00000,0.00,+0.00000,1,+0.41285,+0.00000,0.00355,-10.262,0,37.4,37.4
12.458698,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.57821,+0.73564,0.07515,312.42,+0.52585,+0.67291,0.07241,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.642,-0.00000,0.00,+0.00000,1,+0.41977,+0.00000,0.00335,-10.262,0,37.4,37.4
12.486304,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.57821,+0.73564,0.07515,312.42,+0.53220,+0.68052,0.07275,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.734,-0.00000,0.00,+0.00000,1,+0.41977,+0.00000,0.00335,-10.105,0,37.4,37.4
12.511396,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.58945,+0.74127,0.07638,313.43,+0.53858,+0.68729,0.07315,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,-0.00000,0.00,+0.00000,1,+0.42441,+0.00000,0.00315,-9.950,0,37.4,37.4
12.538705,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.59990,+0.74763,0.07698,314.57,+0.54595,+0.69454,0.07361,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,+0.00000,0.00,+0.00000,1,+0.42699,+0.00000,0.00304,-9.950,0,37.4,37.4
12.566832,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.60651,+0.75261,0.07778,315.47,+0.55342,+0.70170,0.07412,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,+0.00000,0.00,+0.00000,1,+0.43002,+0.00000,0.00282,-9.950,0,37.4,37.4
12.595334,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.60651,+0.75261,0.07778,315.47,+0.56004,+0.70805,0.07458,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,-0.00000,0.00,+0.00000,1,+0.43002,+0.00000,0.00282,-9.950,0,37.4,37.4
12.623951,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.61913,+0.76617,0.07857,317.91,+0.56743,+0.71532,0.07508,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,+0.00000,0.00,+0.00000,1,+0.43082,+0.00000,0.00260,-9.950,0,37.4,37.4
12.649963,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.63125,+0.77475,0.08032,319.45,+0.57478,+0.72216,0.07568,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,+0.00000,0.00,+0.00000,1,+0.43440,+0.00000,0.00250,-9.951,0,37.4,37.4
12.677005,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.64115,+0.77839,0.08221,320.11,+0.58268,+0.72886,0.07646,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,+0.00000,0.00,+0.00000,1,+0.43903,+0.00000,0.00237,-9.951,0,37.4,37.4
12.704495,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.65189,+0.78810,0.08089,321.86,+0.59105,+0.73602,0.07700,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,+0.00000,0.00,+0.00000,1,+0.44213,+0.00000,0.00238,-9.951,0,37.4,37.4
12.731644,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.65842,+0.79348,0.08425,322.83,+0.59910,+0.74289,0.07786,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,+0.00000,0.00,+0.00000,1,+0.44582,+0.00000,0.00219,-9.951,0,37.4,37.4
12.760033,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.65842,+0.79348,0.08425,322.83,+0.60647,+0.74917,0.07866,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,+0.00000,0.00,+0.00000,1,+0.44582,+0.00000,0.00219,-9.951,0,37.4,37.4
12.791185,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.67348,+0.80482,0.08642,324.87,+0.61550,+0.75667,0.07970,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,+0.00000,0.00,+0.00000,1,+0.44785,+0.00000,0.00225,-9.951,0,37.4,37.4
12.820674,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.68427,+0.80408,0.08498,324.74,+0.62434,+0.76277,0.08038,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,+0.00000,0.00,+0.00000,1,+0.45151,+0.00000,0.00218,-9.951,0,37.4,37.4
12.848644,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.69749,+0.81561,0.08370,326.81,+0.63332,+0.76925,0.08079,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,+0.00000,0.00,+0.00000,1,+0.45548,+0.00000,0.00221,-9.951,0,37.4,37.4
12.874129,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.70841,+0.82156,0.08819,327.88,+0.64180,+0.77516,0.08163,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,+0.00000,0.00,+0.00000,1,+0.45912,+0.00000,0.00242,-9.951,0,37.4,37.4
12.899055,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.70841,+0.82156,0.08819,327.88,+0.64918,+0.78030,0.08235,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,+0.00000,0.00,+0.00000,1,+0.45912,+0.00000,0.00242,-9.951,0,37.4,37.4
12.930653,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.71875,+0.82974,0.08678,329.35,+0.65867,+0.78705,0.08296,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,+0.00000,0.00,+0.00000,1,+0.46126,+0.00000,0.00210,-9.951,0,37.4,37.4
12.957498,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.73223,+0.83240,0.08992,329.83,+0.66738,+0.79242,0.08378,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,+0.00000,0.00,+0.00000,1,+0.46203,+0.00000,0.00230,-9.951,0,37.4,37.4
12.982832,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.74476,+0.84461,0.09179,332.03,+0.67608,+0.79828,0.08468,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,+0.00000,0.00,+0.00000,1,+0.46427,+0.00000,0.00238,-9.952,0,37.4,37.4
13.008337,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.75841,+0.84887,0.09362,332.80,+0.68539,+0.80400,0.08569,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,+0.00000,0.00,+0.00000,1,+0.47061,+0.00000,0.00247,-9.952,0,37.4,37.4
13.035732,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.77148,+0.85379,0.09246,333.68,+0.69576,+0.81000,0.08651,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,+0.00000,0.00,+0.00000,1,+0.47257,+0.00000,0.00256,-9.952,0,37.4,37.4
13.063699,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.78113,+0.86030,0.09655,334.85,+0.70623,+0.81617,0.08774,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,+0.00000,0.00,+0.00000,1,+0.47403,+0.00000,0.00258,-9.952,0,37.4,37.4
13.091827,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.78113,+0.86030,0.09655,334.85,+0.71547,+0.82161,0.08883,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,-0.00000,0.00,+0.00000,1,+0.47403,+0.00000,0.00258,-9.952,0,37.4,37.4
13.119247,2,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.79354,+0.86989,0.09623,336.58,+0.72488,+0.82743,0.08972,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,-0.00000,0.00,+0.00000,1,+0.47733,+0.00000,0.00257,-9.952,0,37.4,37.4
13.150111,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.80528,+0.87201,0.09782,336.96,+0.73563,+0.83339,0.09080,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,-0.00000,0.00,+0.00000,1,+0.48283,+0.00000,0.00252,-9.952,0,37.4,37.4
13.180140,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.82492,+0.88066,0.09702,338.52,+0.74729,+0.83956,0.09161,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,+0.00000,0.00,+0.00000,1,+0.49109,+0.00000,0.00242,-9.952,0,37.4,37.4
13.209217,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.83928,+0.88160,0.09655,338.69,+0.75896,+0.84490,0.09224,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,+0.00000,0.00,+0.00000,1,+0.49727,+0.00000,0.00254,-9.952,0,37.4,37.4
13.237844,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.85433,+0.88224,0.09766,338.80,+0.77090,+0.84957,0.09292,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,-0.00000,0.00,+0.00000,1,+0.50421,+0.00000,0.00250,-9.952,0,37.4,37.4
13.268324,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.86592,+0.88425,0.09493,339.16,+0.78347,+0.85416,0.09318,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,-0.00000,0.00,+0.00000,1,+0.50701,+0.00000,0.00253,-9.952,0,36.0,36.0
13.298524,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.88331,+0.87709,0.09477,337.88,+0.79657,+0.85717,0.09339,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,-0.00000,0.00,+0.00000,1,+0.51238,+0.00000,0.00277,-9.952,0,36.0,36.0
13.330684,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.89710,+0.88317,0.09196,338.97,+0.81050,+0.86077,0.09319,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,-0.00000,0.00,+0.00000,1,+0.51655,+0.00000,0.00292,-9.952,0,36.0,36.0
13.362883,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.89710,+0.88317,0.09196,338.97,+0.82250,+0.86388,0.09302,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,-0.00000,0.00,+0.00000,1,+0.51655,+0.00000,0.00292,-9.952,0,36.0,36.0
13.391981,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.91207,+0.88160,0.09179,338.69,+0.83388,+0.86613,0.09287,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,-0.00000,0.00,+0.00000,1,+0.52675,+0.00000,0.00317,-9.952,0,36.0,36.0
13.421763,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.92431,+0.87981,0.09280,338.37,+0.84560,+0.86790,0.09286,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.825,-0.00000,0.00,+0.00000,1,+0.52533,+0.00000,0.00351,-9.952,0,36.0,36.0
13.453382,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.92860,+0.88087,0.07954,338.56,+0.85693,+0.86967,0.09104,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.907,-0.00000,0.00,+0.00000,1,+0.52934,+0.00000,0.00348,-9.787,0,36.0,36.0
13.484730,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.92421,+0.87610,0.07158,337.70,+0.86605,+0.87054,0.08840,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.907,-0.00000,0.00,+0.00000,1,+0.53323,+0.00000,0.00359,-9.787,0,36.0,36.0
13.513532,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.93836,+0.88056,0.06849,338.50,+0.87515,+0.87180,0.08590,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.907,-0.00000,0.00,+0.00000,1,+0.54488,+0.00000,0.00396,-9.787,0,36.0,36.0
13.543147,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.94705,+0.89111,0.06573,340.40,+0.88442,+0.87429,0.08330,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.907,-0.00000,0.00,+0.00000,1,+0.55487,+0.00000,0.00387,-9.787,0,36.0,36.0
13.572806,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.96047,+0.89912,0.06236,341.84,+0.89424,+0.87750,0.08059,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.988,-0.00000,0.00,+0.00000,1,+0.56475,+0.00000,0.00378,-9.626,0,36.0,36.0
13.600669,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.97577,+0.90713,0.05720,343.28,+0.90421,+0.88112,0.07773,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.988,-0.00000,0.00,+0.00000,1,+0.58076,+0.00000,0.00387,-9.626,0,36.0,36.0
13.627570,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.97577,+0.90713,0.05720,343.28,+0.91270,+0.88421,0.07530,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-18.988,-0.00000,0.00,+0.00000,1,+0.58076,+0.00000,0.00387,-9.626,0,36.0,36.0
13.655422,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.98458,+0.90824,0.04374,343.48,+0.91270,+0.88421,0.07530,1.0000,0,1,0,2,+0.000,+0.000,+0.000,+0.00000,-18.988,-0.00000,0.00,+0.00000,1,+0.58535,+0.00000,0.00395,-9.626,0,36.0,36.0
13.681693,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.36060,+0.43575,0.04615,258.43,+0.91270,+0.88421,0.07530,1.0000,0,1,0,2,+0.000,+0.000,+0.000,+0.00000,-18.988,-0.00000,0.00,+0.00000,1,+0.59270,+0.00000,0.00412,-9.626,0,36.0,36.0
13.708080,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.36263,+0.43298,0.05415,257.94,+0.91270,+0.88421,0.07530,1.0000,0,1,0,2,+0.000,+0.000,+0.000,+0.00000,-18.988,-0.00000,0.00,+0.00000,1,+0.60018,+0.00000,0.00434,-9.626,0,36.0,36.0
13.735172,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.36910,+0.43446,0.05241,258.20,+0.91270,+0.88421,0.07530,1.0000,0,1,0,2,+0.000,+0.000,+0.000,+0.00000,-18.988,-0.00000,0.00,+0.00000,1,+0.60714,+0.00000,0.00416,-9.626,0,36.0,36.0
13.762288,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.36756,+0.43408,0.05241,258.13,+0.91270,+0.88421,0.07530,1.0000,0,1,0,2,+0.000,+0.000,+0.000,+0.00000,-18.988,-0.00000,0.00,+0.00000,1,+0.61643,+0.00000,0.00408,-9.626,0,36.0,36.0
13.791917,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.36756,+0.43408,0.05241,258.13,+0.91270,+0.88421,0.07530,1.0000,0,1,0,2,+0.000,+0.000,+0.000,+0.00000,-18.988,-0.00000,0.00,+0.00000,1,+0.61643,+0.00000,0.00408,-9.626,0,36.0,36.0
13.820598,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.37542,+0.43571,0.05241,258.43,+0.91270,+0.88421,0.07530,1.0000,0,1,0,2,+0.000,+0.000,+0.000,+0.00000,-18.988,-0.00000,0.00,+0.00000,1,+0.62201,+0.00000,0.00398,-9.626,0,36.0,36.0
13.852161,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.38031,+0.42847,0.04969,257.12,+0.91270,+0.88421,0.07530,1.0000,0,1,0,2,+0.000,+0.000,+0.000,+0.00000,-18.988,-0.00000,0.00,+0.00000,1,+0.63551,+0.00000,0.00387,-9.626,0,36.0,36.0
13.881028,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.38028,+0.42050,0.05092,255.69,+0.91270,+0.88421,0.07530,1.0000,0,1,0,2,+0.000,+0.000,+0.000,+0.00000,-18.988,-0.00000,0.00,+0.00000,1,+0.63876,+0.00000,0.00385,-9.626,0,36.0,36.0
13.907613,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.38814,+0.42071,0.05212,255.73,+0.91270,+0.88421,0.07530,1.0000,0,1,0,2,+0.000,+0.000,+0.000,+0.00000,-18.988,-0.00000,0.00,+0.00000,1,+0.64208,+0.00000,0.00379,-9.626,0,36.0,36.0
13.934662,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.39193,+0.42130,0.05443,255.83,+0.91270,+0.88421,0.07530,1.0000,0,1,0,2,+0.000,+0.000,+0.000,+0.00000,-18.988,-0.00000,0.00,+0.00000,1,+0.64823,+0.00000,0.00373,-9.626,0,36.0,36.0
13.962481,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.39193,+0.42130,0.05443,255.83,+0.91270,+0.88421,0.07530,1.0000,0,1,0,2,+0.000,+0.000,+0.000,+0.00000,-19.069,-0.00000,0.00,+0.00000,1,+0.64823,+0.00000,0.00373,-9.472,0,36.0,36.0
13.987464,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.39417,+0.42622,0.05241,256.72,+0.91270,+0.88421,0.07530,1.0000,0,1,0,2,+0.000,+0.000,+0.000,+0.00000,-19.069,-0.00000,0.00,+0.00000,1,+0.65462,+0.00000,0.00359,-9.472,0,36.0,36.0
14.013353,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.40019,+0.41661,0.05528,254.99,+0.85396,+0.83061,0.07300,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-19.069,-0.00000,0.00,+0.00000,1,+0.66083,+0.00000,0.00352,-9.472,0,36.0,36.0
14.042927,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.40406,+0.40875,0.05386,253.57,+0.85396,+0.83061,0.07300,1.0000,0,1,0,2,+0.000,+0.000,+0.000,+0.00000,-19.069,-0.00000,0.00,+0.00000,1,+0.67026,+0.00000,0.00340,-9.472,0,36.0,36.0
14.069872,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.40708,+0.41123,0.05270,254.02,+0.85396,+0.83061,0.07300,1.0000,0,1,0,2,+0.000,+0.000,+0.000,+0.00000,-19.153,-0.00000,0.00,+0.00000,1,+0.67819,+0.00000,0.00324,-9.327,0,36.0,36.0
14.098080,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.40708,+0.41123,0.05270,254.02,+0.85396,+0.83061,0.07300,1.0000,0,1,0,2,+0.000,+0.000,+0.000,+0.00000,-19.235,-0.00000,0.00,+0.00000,1,+0.67819,+0.00000,0.00324,-9.185,0,36.0,36.0
14.126247,3,2,0.204000,0.204000,0.2490,-0.04500,1,1,1,+0.41303,+0.40910,0.05386,253.64,+0.85396,+0.83061,0.07300,1.0000,0,1,0,2,+0.000,+0.000,+0.000,+0.00000,-19.235,-0.00000,0.00,+0.00000,1,+0.68862,+0.00000,0.00314,-9.185,0,36.0,36.0
14.152911,3,2,0.210254,0.210254,0.2490,-0.03875,1,1,1,+0.41595,+0.40582,0.05747,253.05,+0.80243,+0.78064,0.07118,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-19.235,+0.00000,0.00,+0.00000,1,+0.69987,+0.00000,0.00300,-9.185,0,36.0,36.0
14.181967,3,2,0.227687,0.259439,0.2490,+0.01044,1,1,1,+0.42077,+0.40196,0.05611,252.35,+0.75402,+0.73261,0.06926,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-19.235,+0.00000,0.00,+0.00000,1,+0.71240,+0.00000,0.00290,-9.185,0,36.0,36.0
14.211285,3,2,0.245278,0.259439,0.2490,+0.01044,1,1,1,+0.42795,+0.40137,0.05241,252.25,+0.75402,+0.73261,0.06926,1.0000,0,1,0,2,+0.000,+0.000,+0.000,+0.00000,-19.320,+0.00000,0.00,+0.00000,1,+0.72300,+0.00000,0.00288,-9.056,0,36.0,36.0
14.240920,3,2,0.263059,0.297458,0.2490,+0.04846,1,1,1,+0.42812,+0.39444,0.05774,251.00,+0.71196,+0.68897,0.06778,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-19.583,-0.00000,0.00,+0.00000,1,+0.73589,+0.00000,0.00258,-8.516,0,36.0,36.0
14.266794,3,2,0.278584,0.322020,0.2490,+0.07302,1,1,1,+0.43438,+0.39444,0.05774,251.00,+0.68016,+0.65523,0.06663,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-19.707,-0.00000,0.00,+0.00000,1,+0.74483,+0.00000,0.00249,-8.116,0,36.0,36.0
14.296387,3,2,0.296339,0.340000,0.2490,+0.09207,1,1,1,+0.43438,+0.39444,0.05774,251.00,+0.64848,+0.62162,0.06548,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-19.747,-0.00000,0.00,+0.00000,1,+0.74483,+0.00000,0.00249,-7.713,0,35.0,35.0
14.324232,3,2,0.313046,0.340000,0.2490,+0.09207,1,1,1,+0.44075,+0.38571,0.05500,249.43,+0.64848,+0.62162,0.06548,1.0000,0,1,0,2,+0.000,+0.000,+0.000,+0.00000,-19.674,+0.00000,0.00,+0.00000,1,+0.75588,+0.00000,0.00253,-7.270,0,35.0,35.0
14.352161,3,2,0.329804,0.340000,0.2490,+0.10000,1,1,1,+0.44511,+0.38172,0.05827,248.71,+0.62356,+0.59222,0.06460,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-19.639,-0.00000,0.00,+0.00000,1,+0.76940,+0.00000,0.00227,-7.127,0,35.0,35.0
14.378981,3,2,0.340000,0.340000,0.2490,+0.10000,1,1,1,+0.44889,+0.38370,0.05747,249.07,+0.60291,+0.56756,0.06375,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-19.639,-0.00000,0.00,+0.00000,1,+0.77538,+0.00000,0.00227,-7.127,0,35.0,35.0
14.403673,3,2,0.340000,0.340000,0.2490,+0.10000,1,1,1,+0.45204,+0.37466,0.05747,247.44,+0.58633,+0.54636,0.06306,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-19.639,-0.00000,0.00,+0.00000,1,+0.78677,+0.00000,0.00227,-7.127,0,35.0,35.0
14.429987,3,2,0.340000,0.340000,0.2490,+0.10000,1,1,1,+0.45742,+0.37014,0.05879,246.62,+0.57134,+0.52587,0.06257,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-19.639,-0.00000,0.00,+0.00000,1,+0.79731,+0.00000,0.00210,-7.127,0,35.0,35.0
14.457202,3,2,0.340000,0.340000,0.2490,+0.10000,1,1,1,+0.45742,+0.37014,0.05879,246.62,+0.55770,+0.50722,0.06211,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-19.639,-0.00000,0.00,+0.00000,1,+0.79731,+0.00000,0.00210,-7.127,0,35.0,35.0
14.482302,3,2,0.340000,0.340000,0.2490,+0.10000,1,1,1,+0.46283,+0.37237,0.05906,247.03,+0.54712,+0.49218,0.06177,1.0000,1,0,0,2,+0.000,+0.000,+0.000,+0.00000,-19.639,-0.00000,0.00,+0.00000,1,+0.80072,+0.00000,0.00214,-7.127,0,35.0,35.0
