t,seg,active_gate,thrust,base_thrust,vtrim,gate_v_ok,gate_found,u_err,v_err,size_frac,cy,steer,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
0.0144,0,0,0.2743,0.2750,-0.00070,1,1,+0.02030,+0.00438,0.07556,180.79,1,-1.163,-0.00515,-17.802,+0.00000,-17.80,+0.00000,1,-0.01555,-0.00393,0.02230,+0.016,0,0.0,0.0
0.0495,0,0,0.2758,0.2750,+0.00084,1,1,+0.02084,+0.00219,0.07617,180.39,1,-1.194,-0.00528,-17.802,+0.00000,-17.80,+0.00000,1,-0.02012,+0.00108,0.02149,+0.016,0,0.0,0.0
0.0784,0,0,0.2770,0.2750,+0.00201,1,1,+0.02113,+0.00029,0.07698,180.05,1,-1.210,-0.00535,-17.832,-0.01695,-17.80,+0.00000,1,-0.01850,+0.00004,0.02043,+0.017,0,0.0,0.0
0.1044,0,0,0.2767,0.2750,+0.00171,1,1,+0.02113,+0.00029,0.07698,180.05,1,-1.210,-0.00542,-17.580,-0.00621,-17.80,+0.00000,1,-0.01850,+0.00004,0.02043,+0.030,0,0.0,0.0
0.1331,0,0,0.2791,0.2750,+0.00412,1,1,+0.02016,-0.00346,0.07837,179.38,1,-1.155,-0.00492,-16.722,-0.00098,-17.80,+0.00000,1,-0.01534,-0.00390,0.01971,-0.010,0,0.0,0.0
0.1664,0,0,0.2794,0.2750,+0.00437,1,1,+0.02126,-0.00473,0.07896,179.15,1,-1.218,-0.00391,-15.535,+0.00283,-17.80,+0.00000,1,-0.01314,-0.00574,0.01946,-0.208,0,0.0,0.0
0.1925,0,0,0.2804,0.2750,+0.00543,1,1,+0.01826,-0.00692,0.07678,178.75,1,-1.046,-0.00270,-14.681,+0.00381,-17.80,+0.00000,1,-0.01515,-0.00131,0.01952,-0.344,0,0.0,0.0
0.2223,0,0,0.2811,0.2750,+0.00612,1,1,+0.01448,-0.00889,0.07954,178.40,1,-0.830,-0.00167,-13.828,+0.00068,-17.80,+0.00000,1,-0.00938,-0.00782,0.01919,-0.402,0,0.0,0.0
0.2507,0,0,0.2814,0.2750,+0.00642,1,1,+0.01340,-0.01034,0.08146,178.14,1,-0.768,-0.00130,-12.973,+0.00075,-17.80,+0.00000,1,-0.00591,-0.01244,0.01882,-0.432,0,0.0,0.0
0.2788,0,0,0.2812,0.2750,+0.00622,1,1,+0.01296,-0.01111,0.08184,178.00,1,-0.743,-0.00110,-11.834,+0.00094,-17.80,+0.00000,1,-0.00538,-0.01398,0.01881,-0.463,0,0.0,0.0
0.3031,0,0,0.2806,0.2750,+0.00561,1,1,+0.01296,-0.01111,0.08184,178.00,1,-0.743,-0.00110,-11.295,+0.00081,-17.80,+0.00000,1,-0.00538,-0.01398,0.01881,-0.469,0,0.0,0.0
0.3312,0,0,0.2795,0.2750,+0.00452,1,1,+0.01349,-0.01044,0.08146,178.12,1,-0.773,-0.00128,-10.395,+0.00067,-17.80,+0.00000,1,-0.00160,-0.01850,0.01863,-0.461,0,0.0,0.0
0.3615,0,0,0.2809,0.2750,+0.00590,1,1,+0.01390,-0.01304,0.08221,177.65,1,-0.796,-0.00141,-9.810,+0.00061,-17.80,+0.00000,1,-0.01246,-0.01009,0.01886,-0.457,0,0.0,0.0
0.3911,0,0,0.2798,0.2750,+0.00482,1,1,+0.01539,-0.01242,0.08089,177.76,1,-0.882,-0.00180,-8.997,+0.00052,-17.80,+0.00000,1,-0.01280,-0.01154,0.01874,-0.451,0,0.0,0.0
0.4195,0,0,0.2795,0.2750,+0.00448,1,1,+0.01408,-0.01257,0.08108,177.74,1,-0.807,-0.00146,-8.433,+0.00047,-17.80,+0.00000,1,-0.01399,-0.01068,0.01862,-0.452,0,0.0,0.0
0.4479,0,0,0.2808,0.2750,+0.00584,1,1,+0.01352,-0.01500,0.08240,177.30,1,-0.775,-0.00130,-7.982,+0.00041,-17.80,+0.00000,1,-0.01649,-0.00723,0.01854,-0.454,0,0.0,0.0
0.4766,0,0,0.2803,0.2750,+0.00529,1,1,+0.01352,-0.01500,0.08240,177.30,1,-0.775,-0.00132,-7.402,+0.00035,-17.80,+0.00000,1,-0.01649,-0.00723,0.01854,-0.453,0,0.0,0.0
0.5060,0,0,0.2810,0.2750,+0.00601,1,1,+0.01468,-0.01667,0.08352,177.00,1,-0.841,-0.00164,-7.037,+0.00032,-17.80,+0.00000,1,-0.02048,-0.00518,0.01854,-0.448,0,0.0,0.0
0.5341,0,0,0.2796,0.2750,+0.00462,1,1,+0.01507,-0.01548,0.08315,177.21,1,-0.863,-0.00176,-6.686,+0.00029,-17.80,+0.00000,1,-0.03052,+0.00277,0.01886,-0.442,0,0.0,0.0
0.5643,0,0,0.2796,0.2750,+0.00458,1,1,+0.01463,-0.01591,0.08407,177.14,1,-0.838,-0.00166,-6.241,+0.00024,-17.80,+0.00000,1,-0.03775,+0.00744,0.01946,-0.437,0,0.0,0.0
0.5930,0,0,0.2791,0.2750,+0.00412,1,1,+0.01548,-0.01573,0.08444,177.17,1,-0.887,-0.00185,-5.900,+0.00021,-17.80,+0.00000,1,-0.05348,+0.02044,0.02043,-0.442,0,0.0,0.0
0.6237,0,0,0.2772,0.2750,+0.00216,1,1,+0.01607,-0.01337,0.08352,177.59,1,-0.921,-0.00201,-5.679,+0.00019,-17.80,+0.00000,1,-0.06744,+0.02590,0.02185,-0.441,0,0.0,0.0
0.6528,0,0,0.2776,0.2750,+0.00262,1,1,+0.01518,-0.01401,0.08352,177.48,1,-0.870,-0.00176,-5.233,+0.00016,-17.80,+0.00000,1,-0.17712,+0.08141,0.07643,-0.444,0,0.0,0.0
0.6787,0,0,0.2755,0.2750,+0.00052,1,1,+0.01491,-0.01121,0.08203,177.98,1,-0.854,-0.00166,-4.915,+0.00015,-17.80,+0.00000,1,-0.03972,+0.02685,0.17473,-0.450,0,0.0,0.0
0.7041,0,0,0.2757,0.2750,+0.00071,1,1,+0.01491,-0.01121,0.08203,177.98,1,-0.854,-0.00166,-4.768,+0.00014,-17.80,+0.00000,1,-0.03972,+0.02685,0.17473,-0.451,0,0.0,0.0
0.7317,0,0,0.2653,0.2750,-0.00974,1,1,+0.01246,+0.00347,0.07370,180.62,1,-0.714,-0.00108,-4.599,+0.00012,-17.80,+0.00000,1,-0.03831,+0.02729,0.19870,-0.448,0,0.0,0.0
0.7578,0,0,0.2567,0.2750,-0.01833,1,1,+0.01118,+0.01714,0.06827,183.09,1,-0.640,-0.00076,-4.381,+0.00011,-17.80,+0.00000,1,-0.04025,+0.02790,0.18785,-0.447,0,0.0,0.0
0.7842,0,0,0.2589,0.2750,-0.01611,1,1,+0.00966,+0.01730,0.07179,183.11,1,-0.553,-0.00039,-4.159,+0.00009,-17.80,+0.00000,1,-0.05889,+0.04223,0.16307,-0.448,0,0.0,0.0
0.8127,0,0,0.2655,0.2750,-0.00948,1,1,+0.00976,+0.01105,0.07556,181.99,1,-0.559,-0.00049,-4.060,+0.00008,-17.80,+0.00000,1,-0.16938,+0.14743,0.11512,-0.437,0,0.0,0.0
0.8418,0,0,0.2745,0.2750,-0.00052,1,1,+0.00942,+0.00032,0.08032,180.06,1,-0.540,-0.00041,-3.958,+0.00007,-17.80,+0.00000,1,-0.20380,+0.17612,0.07732,-0.439,0,0.0,0.0
0.8692,0,0,0.2746,0.2750,-0.00044,1,1,+0.00942,+0.00032,0.08032,180.06,1,-0.540,-0.00050,-3.889,+0.00006,-17.80,+0.00000,1,-0.20380,+0.17612,0.07732,-0.418,0,0.0,0.0
0.8933,0,0,0.2819,0.2750,+0.00693,1,1,+0.00916,-0.00965,0.08535,178.26,1,-0.525,-0.00052,-3.804,+0.00006,-17.80,+0.00000,1,+0.04714,-0.11676,0.05144,-0.399,0,0.0,0.0
0.9168,0,0,0.2828,0.2750,+0.00781,1,1,+0.00995,-0.01184,0.08696,177.87,1,-0.570,-0.00076,-3.681,+0.00006,-17.80,+0.00000,0,+0.00000,+0.00000,0.02868,-0.391,0,0.0,0.0
0.9421,0,0,0.2843,0.2750,+0.00928,1,1,+0.01080,-0.01502,0.08837,177.30,1,-0.619,-0.00107,-3.673,+0.00005,-17.80,+0.00000,0,+0.00000,+0.00000,0.01858,-0.368,0,0.0,0.0
0.9708,0,0,0.2832,0.2750,+0.00818,1,1,+0.01080,-0.01502,0.08837,177.30,1,-0.619,-0.00116,-3.589,+0.00004,-17.80,+0.00000,0,+0.00000,+0.00000,0.01858,-0.346,0,0.0,0.0
1.0002,0,0,0.2803,0.2750,+0.00527,1,1,+0.01099,-0.01229,0.08696,177.79,1,-0.630,-0.00125,-3.610,+0.00004,-17.80,+0.00000,0,+0.00000,+0.00000,0.01375,-0.332,0,0.0,0.0
1.0261,0,0,0.2785,0.2750,+0.00347,1,1,+0.01212,-0.01049,0.08462,178.11,1,-0.695,-0.00156,-3.589,+0.00003,-17.80,+0.00000,0,+0.00000,+0.00000,0.00964,-0.323,0,36.5,35.5
1.0541,0,0,0.2767,0.2750,+0.00165,1,1,+0.01139,-0.00836,0.08425,178.50,1,-0.652,-0.00138,-3.460,+0.00003,-17.80,+0.00000,0,+0.00000,+0.00000,0.00462,-0.323,0,36.5,35.5
1.0794,0,0,0.2766,0.2750,+0.00161,1,1,+0.01139,-0.00836,0.08425,178.50,1,-0.652,-0.00140,-3.442,+0.00003,-17.80,+0.00000,0,+0.00000,+0.00000,0.00462,-0.317,0,36.5,35.5
1.1106,0,0,0.2783,0.2750,+0.00325,1,1,+0.01018,-0.01073,0.08498,178.07,1,-0.583,-0.00108,-3.392,+0.00002,-17.80,+0.00000,0,+0.00000,+0.00000,0.00303,-0.320,0,36.5,35.5
1.1383,0,0,0.2780,0.2750,+0.00301,1,1,+0.01018,-0.01073,0.08498,178.07,1,-0.583,-0.00107,-3.349,+0.00002,-17.80,+0.00000,0,+0.00000,+0.00000,0.00303,-0.324,0,36.5,35.5
1.1656,0,0,0.2789,0.2750,+0.00389,1,1,+0.00786,-0.01222,0.08625,177.80,1,-0.450,-0.00052,-3.331,+0.00002,-17.80,+0.00000,0,+0.00000,+0.00000,0.00291,-0.318,0,36.5,35.5
1.1923,0,0,0.2800,0.2750,+0.00499,1,1,+0.00694,-0.01414,0.08837,177.45,1,-0.398,-0.00030,-3.252,+0.00002,-17.80,+0.00000,0,+0.00000,+0.00000,0.00265,-0.319,0,36.5,35.5
1.2179,0,0,0.2804,0.2750,+0.00536,1,1,+0.00632,-0.01519,0.09027,177.27,1,-0.362,-0.00021,-3.264,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.00243,-0.306,0,36.5,35.5
1.2436,0,0,0.2799,0.2750,+0.00493,1,1,+0.00632,-0.01519,0.09027,177.27,1,-0.362,-0.00028,-3.232,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.00243,-0.294,0,36.5,35.5
1.2728,0,0,0.2840,0.2750,+0.00903,1,1,+0.00585,-0.02147,0.09296,176.14,1,-0.335,-0.00026,-3.281,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.00251,-0.272,0,36.5,35.5
1.3002,0,0,0.2844,0.2750,+0.00945,1,1,+0.00596,-0.02324,0.09362,175.82,1,-0.342,-0.00035,-3.296,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.00267,-0.257,0,36.5,35.5
1.3279,0,0,0.2865,0.2750,+0.01151,1,1,+0.00478,-0.02732,0.09526,175.08,1,-0.274,-0.00012,-3.314,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.00324,-0.243,0,36.5,35.5
1.3547,0,0,0.2855,0.2750,+0.01053,1,1,+0.00559,-0.02747,0.09493,175.05,1,-0.320,-0.00040,-3.353,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.00499,-0.224,0,36.5,35.5
1.3854,0,0,0.2845,0.2750,+0.00949,1,1,+0.00559,-0.02747,0.09493,175.05,1,-0.320,-0.00045,-3.356,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.00499,-0.214,0,36.5,35.5
1.4149,0,0,0.2864,0.2750,+0.01142,1,1,+0.00487,-0.03133,0.09606,174.36,1,-0.279,-0.00033,-3.365,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.00737,-0.200,0,36.5,35.5
1.4459,0,0,0.2853,0.2750,+0.01032,1,1,+0.00487,-0.03133,0.09606,174.36,1,-0.279,-0.00046,-3.646,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.00737,-0.168,0,36.5,35.5
1.4761,0,0,0.2851,0.2750,+0.01015,1,1,+0.00373,-0.03233,0.09782,174.18,1,-0.214,-0.00020,-3.651,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00857,-0.163,0,36.5,35.5
1.5064,0,0,0.2828,0.2750,+0.00777,1,1,+0.00225,-0.03018,0.09891,174.57,1,-0.129,+0.00008,-3.796,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00866,-0.143,0,36.5,35.5
1.5358,0,0,0.2823,0.2750,+0.00729,1,1,+0.00225,-0.03018,0.09891,174.57,1,-0.129,+0.00004,-3.843,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00866,-0.135,0,36.5,35.5
1.5596,0,0,0.2829,0.2750,+0.00793,1,1,+0.00262,-0.03151,0.09891,174.33,1,-0.150,-0.00017,-4.029,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00871,-0.111,0,36.5,35.5
1.5873,0,0,0.2832,0.2750,+0.00820,1,1,+0.00274,-0.03250,0.09923,174.15,1,-0.157,-0.00028,-4.115,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00885,-0.093,0,36.5,35.5
1.6134,0,0,0.2842,0.2750,+0.00918,1,1,+0.00239,-0.03447,0.10000,173.80,1,-0.137,-0.00022,-4.141,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00866,-0.087,0,36.5,35.5
1.6428,0,0,0.2836,0.2750,+0.00858,1,1,+0.00239,-0.03447,0.10000,173.80,1,-0.137,-0.00025,-4.229,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00866,-0.077,0,36.5,35.5
1.6708,0,0,0.2832,0.2750,+0.00820,1,1,+0.00243,-0.03461,0.09969,173.77,1,-0.139,-0.00028,-4.301,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00891,-0.071,0,36.5,35.5
1.6998,0,0,0.2843,0.2750,+0.00926,1,1,+0.00064,-0.03668,0.10123,173.40,1,-0.037,+0.00013,-4.398,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00881,-0.063,0,36.5,35.5
1.7262,0,0,0.2834,0.2750,+0.00839,1,1,+0.00000,-0.03618,0.10244,173.49,1,-0.000,+0.00026,-4.490,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00894,-0.056,0,36.5,35.5
1.7573,0,0,0.2822,0.2750,+0.00722,1,1,-0.00044,-0.03517,0.10229,173.67,1,+0.025,+0.00032,-4.569,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00922,-0.049,0,36.5,35.5
1.7867,0,0,0.2806,0.2750,+0.00560,1,1,-0.00173,-0.03327,0.10349,174.01,1,+0.099,+0.00058,-4.643,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01138,-0.038,0,36.5,35.5
1.8169,0,0,0.2830,0.2750,+0.00795,1,1,-0.00019,-0.03663,0.10453,173.41,1,+0.011,+0.00014,-4.734,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02664,-0.024,0,36.5,35.5
1.8468,0,0,0.2824,0.2750,+0.00740,1,1,-0.00045,-0.03635,0.10614,173.46,1,+0.026,+0.00011,-4.861,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.04646,-0.006,0,36.5,35.5
1.8752,0,0,0.2822,0.2750,+0.00715,1,1,-0.00045,-0.03635,0.10614,173.46,1,+0.026,+0.00007,-4.942,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.04646,+0.005,0,36.5,35.5
1.9032,0,0,0.2846,0.2750,+0.00962,1,1,-0.00189,-0.04005,0.10787,172.79,1,+0.108,+0.00041,-5.050,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.05641,+0.013,0,36.5,35.5
1.9317,0,0,0.2829,0.2750,+0.00794,1,1,-0.00361,-0.03844,0.11083,173.08,1,+0.207,+0.00082,-5.149,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.06678,+0.018,0,36.5,35.5
1.9568,0,0,0.2817,0.2750,+0.00665,1,1,-0.00368,-0.03703,0.10985,173.34,1,+0.211,+0.00078,-5.270,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.07168,+0.029,0,36.5,35.5
1.9864,0,0,0.2819,0.2750,+0.00685,1,1,-0.00313,-0.03747,0.10999,173.26,1,+0.179,+0.00060,-5.320,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.07105,+0.035,0,36.5,35.5
2.0154,0,0,0.2817,0.2750,+0.00671,1,1,-0.00313,-0.03747,0.10999,173.26,1,+0.179,+0.00052,-5.389,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.07105,+0.051,0,36.5,35.5
2.0439,0,0,0.2785,0.2750,+0.00349,1,1,-0.00133,-0.03316,0.10787,174.03,1,+0.076,+0.00003,-5.507,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.06512,+0.063,0,35.4,35.4
2.0709,0,0,0.2743,0.2750,-0.00074,1,1,-0.00055,-0.02693,0.10556,175.15,1,+0.032,-0.00019,-5.589,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.05979,+0.070,0,35.4,35.4
2.0983,0,0,0.2688,0.2750,-0.00617,1,1,-0.00212,-0.01836,0.10408,176.70,1,+0.121,+0.00019,-5.722,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.05025,+0.078,0,35.4,35.4
2.1242,0,0,0.2662,0.2750,-0.00875,1,1,+0.00077,-0.01297,0.10244,177.66,1,-0.044,-0.00054,-5.860,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.04014,+0.080,0,35.4,35.4
2.1520,0,0,0.2653,0.2750,-0.00967,1,1,+0.00225,-0.00936,0.10184,178.32,1,-0.129,-0.00091,-5.989,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.03001,+0.079,0,35.4,35.4
2.1800,0,0,0.2697,0.2750,-0.00529,1,1,+0.00117,-0.01299,0.10453,177.66,1,-0.067,-0.00063,-6.153,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02562,+0.081,0,35.4,35.4
2.2115,0,0,0.2710,0.2750,-0.00401,1,1,+0.00117,-0.01299,0.10453,177.66,1,-0.067,-0.00059,-6.412,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02562,+0.077,0,35.4,35.4
2.2399,0,0,0.2759,0.2750,+0.00089,1,1,-0.00309,-0.01845,0.10915,176.68,1,+0.177,+0.00053,-6.524,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02168,+0.062,0,35.4,35.4
2.2703,0,0,0.2766,0.2750,+0.00162,1,1,-0.00358,-0.01899,0.11041,176.58,1,+0.205,+0.00069,-6.681,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02001,+0.053,0,35.4,35.4
2.2982,0,0,0.2807,0.2750,+0.00570,1,1,-0.00428,-0.02432,0.11208,175.62,1,+0.245,+0.00080,-6.805,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01882,+0.058,0,35.4,35.4
2.3295,0,0,0.2831,0.2750,+0.00808,1,1,-0.00814,-0.02811,0.11600,174.94,1,+0.467,+0.00167,-6.922,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01744,+0.075,0,35.4,35.4
2.3579,0,0,0.2847,0.2750,+0.00967,1,1,-0.00940,-0.03110,0.11889,174.40,1,+0.539,+0.00192,-7.056,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01659,+0.090,0,35.4,35.4
2.3909,0,0,0.2859,0.2750,+0.01088,1,1,-0.01073,-0.03401,0.12095,173.88,1,+0.615,+0.00213,-7.151,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01521,+0.111,0,35.4,35.4
2.4228,0,0,0.2867,0.2750,+0.01169,1,1,-0.01447,-0.03650,0.12360,173.43,1,+0.829,+0.00287,-7.293,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01416,+0.149,0,35.4,35.4
2.4508,0,0,0.2830,0.2750,+0.00804,1,1,-0.01276,-0.03271,0.12447,174.11,1,+0.731,+0.00234,-7.363,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01362,+0.173,0,35.4,35.4
2.4796,0,0,0.2828,0.2750,+0.00784,1,1,-0.01271,-0.03307,0.12534,174.05,1,+0.728,+0.00209,-7.501,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01342,+0.219,0,35.4,35.4
2.5069,0,0,0.2856,0.2750,+0.01060,1,1,-0.01440,-0.03742,0.12729,173.26,1,+0.825,+0.00236,-7.615,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01332,+0.258,0,35.4,35.4
2.5362,0,0,0.2848,0.2750,+0.00984,1,1,-0.01440,-0.03742,0.12729,173.26,1,+0.825,+0.00222,-7.770,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01332,+0.293,0,35.4,35.4
2.5631,0,0,0.2848,0.2750,+0.00980,1,1,-0.01649,-0.03817,0.13041,173.13,1,+0.945,+0.00264,-7.872,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01393,+0.317,0,35.4,35.4
2.5945,0,0,0.2827,0.2750,+0.00774,1,1,-0.01734,-0.03617,0.13112,173.49,1,+0.993,+0.00273,-7.990,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01367,+0.344,0,35.4,35.4
2.6245,0,0,0.2789,0.2750,+0.00388,1,1,-0.02008,-0.03124,0.13414,174.38,1,+1.150,+0.00331,-8.039,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01398,+0.366,0,35.4,35.4
2.6536,0,0,0.2776,0.2750,+0.00262,1,1,-0.01738,-0.02923,0.13437,174.74,1,+0.996,+0.00249,-8.164,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01406,+0.396,0,35.4,35.4
2.6840,0,0,0.2787,0.2750,+0.00365,1,1,-0.01748,-0.03019,0.13449,174.57,1,+1.002,+0.00234,-8.291,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01461,+0.429,0,35.4,35.4
2.7173,0,0,0.2803,0.2750,+0.00528,1,1,-0.01944,-0.03219,0.13732,174.21,1,+1.114,+0.00271,-8.435,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01495,+0.465,0,35.4,35.4
2.7455,0,0,0.2803,0.2750,+0.00526,1,1,-0.01944,-0.03219,0.13732,174.21,1,+1.114,+0.00263,-8.579,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01495,+0.485,0,35.4,35.4
2.7766,0,0,0.2779,0.2750,+0.00287,1,1,-0.01979,-0.02886,0.13878,174.80,1,+1.134,+0.00261,-8.704,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01530,+0.506,0,35.4,35.4
2.8071,0,0,0.2773,0.2750,+0.00231,1,1,-0.02296,-0.02766,0.14022,175.02,1,+1.315,+0.00331,-8.800,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01565,+0.527,0,35.4,35.4
2.8338,0,0,0.2748,0.2750,-0.00024,1,1,-0.02157,-0.02371,0.14153,175.73,1,+1.236,+0.00288,-8.926,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01582,+0.548,0,35.4,35.4
2.8636,0,0,0.2767,0.2750,+0.00175,1,1,-0.02597,-0.02555,0.14814,175.40,1,+1.488,+0.00384,-9.034,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01638,+0.574,0,35.4,35.4
2.8949,0,0,0.2796,0.2750,+0.00456,1,1,-0.02694,-0.02893,0.15235,174.79,1,+1.544,+0.00398,-9.199,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01676,+0.598,0,35.4,35.4
2.9261,0,0,0.2792,0.2750,+0.00416,1,1,-0.03176,-0.02835,0.15386,174.90,1,+1.819,+0.00504,-9.339,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01851,+0.625,0,35.4,35.4
2.9578,0,0,0.2779,0.2750,+0.00291,1,1,-0.03222,-0.02650,0.15476,175.23,1,+1.846,+0.00495,-9.468,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01954,+0.667,0,35.4,35.4
2.9871,0,0,0.2820,0.2750,+0.00696,1,1,-0.03388,-0.03185,0.16226,174.27,1,+1.941,+0.00518,-9.583,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02161,+0.702,0,35.4,35.4
3.0191,0,0,0.2808,0.2750,+0.00582,1,1,-0.03668,-0.03070,0.16694,174.47,1,+2.102,+0.00562,-9.709,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02543,+0.759,0,35.4,35.4
3.0500,0,0,0.2374,0.2750,-0.03760,1,1,-0.02463,+0.03000,0.17908,185.40,1,+1.411,+0.00240,-9.810,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.04065,+0.807,0,33.8,33.8
3.0831,0,0,0.2490,0.2750,-0.02603,1,1,-0.02876,+0.02201,0.18215,183.96,1,+1.648,+0.00319,-9.943,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.08152,+0.856,0,33.8,33.8
3.1164,0,0,0.2531,0.2750,-0.02194,1,1,-0.02876,+0.02201,0.18215,183.96,1,+1.648,+0.00307,-10.079,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.08152,+0.915,0,33.8,33.8
3.1497,0,0,0.2534,0.2750,-0.02160,1,1,-0.02915,+0.02627,0.18642,184.73,1,+1.670,+0.00290,-10.079,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.10457,+0.974,0,33.8,33.8
3.1829,0,0,0.2512,0.2750,-0.02377,1,1,-0.02927,+0.03381,0.18650,186.09,1,+1.677,+0.00267,-10.157,+0.00000,-17.80,+0.00000,1,+0.01800,-0.31019,0.12544,+1.029,0,33.8,33.8
3.2197,0,0,0.2566,0.2750,-0.01843,1,1,-0.03113,+0.03132,0.18970,185.64,1,+1.784,+0.00314,-10.425,+0.00000,-17.80,+0.00000,1,+0.01815,-0.32116,0.12167,+1.032,0,33.8,33.8
3.2533,0,0,0.2614,0.2750,-0.01357,1,1,-0.02998,+0.02792,0.19019,185.03,1,+1.718,+0.00281,-10.614,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.11696,+1.042,0,33.8,33.8
3.2943,0,0,0.2581,0.2750,-0.01693,1,1,-0.03040,+0.03569,0.19157,186.42,1,+1.742,+0.00294,-10.871,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.11225,+1.033,0,33.8,33.8
3.3706,0,0,0.2688,0.2750,-0.00615,1,1,-0.03248,+0.02407,0.19759,184.33,1,+1.861,+0.00353,-11.324,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.10549,+1.022,0,33.8,33.8
3.4082,0,0,0.2733,0.2750,-0.00170,1,1,-0.04077,+0.01830,0.20950,183.29,1,+2.336,+0.00567,-11.564,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.07740,+1.003,0,33.8,33.8
