t,seg,active_gate,thrust,base_thrust,vtrim,gate_v_ok,gate_found,u_err,v_err,size_frac,cy,steer,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
10.1031,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02579,-12.728,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.006,0,214.0,0.0
10.1077,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02575,-12.728,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.014,0,214.0,0.0
10.1134,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02575,-12.728,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.014,0,214.0,0.0
10.1182,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02577,-12.729,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.010,0,214.0,0.0
10.1227,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02577,-12.729,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.010,0,214.0,0.0
10.1277,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02576,-12.729,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.013,0,214.0,0.0
10.1323,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02576,-12.729,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.013,0,214.0,0.0
10.1370,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02575,-12.730,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.015,0,214.0,0.0
10.1415,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02575,-12.730,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.015,0,214.0,0.0
10.1457,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02574,-12.730,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.016,0,212.3,0.0
10.1503,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02574,-12.730,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.016,0,212.3,0.0
10.1548,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02572,-12.731,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.020,0,212.3,0.0
10.1613,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02571,-12.731,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.023,0,212.3,0.0
10.1811,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02571,-12.731,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.023,0,212.3,0.0
10.1872,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02571,-12.731,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.023,0,212.3,0.0
10.1942,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02534,-12.733,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.108,0,212.3,0.0
10.1985,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02530,-12.734,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.116,0,212.3,0.0
10.2031,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02530,-12.734,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.116,0,212.3,0.0
10.2077,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02536,-12.734,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.103,0,212.3,0.0
10.2127,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02539,-12.734,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.097,0,212.3,0.0
10.2172,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02539,-12.734,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.097,0,212.3,0.0
10.2225,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02538,-12.735,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.098,0,212.3,0.0
10.2273,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02538,-12.735,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.098,0,212.3,0.0
10.2321,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02543,-12.735,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.086,0,212.3,0.0
10.2369,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02545,-12.736,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.083,0,212.3,0.0
10.2414,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02545,-12.736,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.083,0,212.3,0.0
10.2460,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02545,-12.736,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.083,0,212.3,0.0
10.2505,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02541,-12.736,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.091,0,212.3,0.0
10.2548,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02541,-12.736,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.091,0,212.3,0.0
10.2598,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02543,-12.736,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.088,0,212.3,0.0
10.2643,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02543,-12.737,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.086,0,212.3,0.0
10.2692,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02543,-12.737,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.086,0,212.3,0.0
10.2752,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02540,-12.737,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.093,0,212.3,0.0
10.2807,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02548,-12.737,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.075,0,212.3,0.0
10.2862,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02548,-12.737,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.075,0,212.3,0.0
10.2906,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02549,-12.738,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.074,0,212.3,0.0
10.3005,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02549,-12.738,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.074,0,212.3,0.0
10.3077,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02535,-12.739,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.106,0,212.3,0.0
10.3146,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02535,-12.739,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.106,0,212.3,0.0
10.3224,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02527,-12.739,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.125,0,212.3,0.0
10.3279,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02532,-12.740,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.112,0,212.3,0.0
10.3331,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02534,-12.740,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.109,0,212.3,0.0
10.3377,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02534,-12.740,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.109,0,212.3,0.0
10.3423,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02535,-12.740,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.106,0,212.3,0.0
10.3469,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02535,-12.740,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.106,0,212.3,0.0
10.3518,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02534,-12.741,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.107,0,212.3,0.0
10.3563,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02534,-12.741,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.107,0,212.3,0.0
10.3607,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02539,-12.741,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.097,0,212.3,0.0
10.3664,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02539,-12.741,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.097,0,212.3,0.0
10.3713,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02538,-12.741,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.098,0,212.3,0.0
10.3757,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02541,-12.741,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.092,0,212.3,0.0
10.3808,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02541,-12.741,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.092,0,212.3,0.0
10.3856,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02543,-12.742,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.088,0,212.3,0.0
10.3904,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02543,-12.742,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.088,0,212.3,0.0
10.3963,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02544,-12.742,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.086,0,212.3,0.0
10.4025,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02544,-12.742,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.084,0,212.3,0.0
10.4070,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02544,-12.742,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.084,0,212.3,0.0
10.4117,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02547,-12.742,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.079,0,212.3,0.0
10.4163,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02547,-12.742,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.079,0,212.3,0.0
10.4210,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02545,-12.743,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.083,0,212.3,0.0
10.4257,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02548,-12.743,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.076,0,212.3,0.0
10.4307,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02548,-12.743,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.076,0,212.3,0.0
10.4355,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02549,-12.743,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.073,0,212.3,0.0
10.4400,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02549,-12.743,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.073,0,212.3,0.0
10.4443,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02547,-12.744,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.078,0,212.3,0.0
10.4487,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02547,-12.744,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.078,0,212.3,0.0
10.4532,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02550,-12.744,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.071,0,212.3,0.0
10.4575,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02550,-12.744,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.071,0,212.3,0.0
10.4622,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02550,-12.744,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.071,0,212.3,0.0
10.4669,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02550,-12.744,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.071,0,212.3,0.0
10.4716,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02551,-12.744,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.069,0,212.3,0.0
10.4761,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02551,-12.744,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.069,0,212.3,0.0
10.4816,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02551,-12.744,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.070,0,212.3,0.0
10.4870,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02551,-12.745,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.069,0,212.3,0.0
10.4919,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02551,-12.745,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.069,0,212.3,0.0
10.4965,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02556,-12.745,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.057,0,212.3,0.0
10.5021,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02556,-12.745,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.057,0,212.3,0.0
10.5068,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02556,-12.745,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.057,0,212.3,0.0
10.5121,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02556,-12.745,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.057,0,212.3,0.0
10.5168,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02554,-12.745,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.062,0,212.3,0.0
10.5219,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02554,-12.746,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.063,0,212.3,0.0
10.5265,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02554,-12.746,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.063,0,212.3,0.0
10.5311,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02559,-12.746,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.051,0,212.3,0.0
10.5375,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02559,-12.746,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.051,0,212.3,0.0
10.5429,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02555,-12.746,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.061,0,212.3,0.0
10.5476,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02555,-12.746,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.060,0,212.3,0.0
10.5522,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02555,-12.746,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.060,0,212.3,0.0
10.5568,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02557,-12.746,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.056,0,212.3,0.0
10.5613,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02557,-12.746,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.056,0,212.3,0.0
10.5657,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02556,-12.747,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.057,0,212.3,0.0
10.5704,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02556,-12.747,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.057,0,212.3,0.0
10.5747,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02554,-12.747,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.061,0,212.3,0.0
10.5803,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02554,-12.747,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.061,0,212.3,0.0
10.5852,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02556,-12.747,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.057,0,212.3,0.0
10.5895,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02556,-12.747,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.057,0,212.3,0.0
10.5939,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02557,-12.747,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.056,0,212.3,0.0
10.5989,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02559,-12.747,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.052,0,212.3,0.0
10.6034,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02559,-12.747,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.052,0,212.3,0.0
10.6083,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02561,-12.748,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.047,0,212.3,0.0
10.6129,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02561,-12.748,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.047,0,212.3,0.0
10.6176,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02562,-12.748,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.043,0,212.3,0.0
10.6223,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02562,-12.748,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.043,0,212.3,0.0
10.6269,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02559,-12.748,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.050,0,212.3,0.0
10.6317,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02559,-12.748,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.050,0,212.3,0.0
10.6362,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02560,-12.748,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.048,0,212.3,0.0
10.6406,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02560,-12.748,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.048,0,212.3,0.0
10.6453,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02562,-12.748,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.043,0,212.3,0.0
10.6498,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02562,-12.748,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.043,0,212.3,0.0
10.6543,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02561,-12.748,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.047,0,212.3,0.0
10.6600,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02562,-12.749,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.043,0,212.3,0.0
10.6647,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02562,-12.749,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.043,0,212.3,0.0
10.6718,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02558,-12.749,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.052,0,212.3,0.0
10.6770,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02558,-12.749,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.052,0,212.3,0.0
10.6818,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02559,-12.749,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.050,0,212.3,0.0
10.6871,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02560,-12.749,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.048,0,212.3,0.0
10.6915,2,0,0.2164,0.2750,-0.05857,1,1,+0.40218,+0.36608,0.11125,245.90,1,-10.000,-0.02560,-12.749,-0.00000,-17.80,+0.00000,1,+0.62749,+0.00000,0.00651,-4.048,0,212.3,0.0
