t,seg,active_gate,thrust,gate_found,u_err,v_err,size_frac,cy,steer,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
0.0090,0,0,0.2750,1,+0.01719,-0.01485,0.08407,177.33,0,+0.000,+0.00000,-17.802,+0.00000,-17.80,+0.00000,1,-0.01830,+0.01893,0.10908,+0.016,0,0.0,0.0
0.0418,0,0,0.2750,1,+0.01763,-0.01220,0.08315,177.80,0,+0.000,+0.00000,-17.802,+0.00000,-17.80,+0.00000,1,-0.01989,+0.01664,0.07716,+0.016,0,0.0,0.0
0.0707,0,0,0.2750,1,+0.01842,-0.01278,0.08370,177.70,0,+0.000,+0.00000,-17.808,-0.01730,-17.80,+0.00000,1,-0.02551,+0.01968,0.05704,+0.016,0,0.0,0.0
0.0957,0,0,0.2750,1,+0.01842,-0.01278,0.08370,177.70,0,+0.000,+0.00000,-17.582,-0.00228,-17.80,+0.00000,1,-0.02551,+0.01968,0.05704,+0.034,0,0.0,0.0
0.1253,0,0,0.2750,1,+0.01814,-0.01283,0.08352,177.69,0,+0.000,+0.00000,-16.570,-0.00092,-17.80,+0.00000,1,-0.05579,+0.04750,0.04064,+0.031,0,0.0,0.0
0.1526,0,0,0.2750,1,+0.01905,-0.01326,0.08389,177.61,0,+0.000,+0.00000,-15.660,+0.00635,-17.80,+0.00000,1,-0.02356,+0.00375,0.02425,+0.031,0,0.0,0.0
0.1806,0,0,0.2750,1,+0.02006,-0.00822,0.08146,178.52,0,+0.000,+0.00000,-14.831,+0.00389,-17.80,+0.00000,1,-0.03062,+0.00798,0.02033,+0.030,0,0.0,0.0
0.2075,0,0,0.2750,1,+0.02068,-0.00537,0.07993,179.03,0,+0.000,+0.00000,-13.963,+0.00036,-17.80,+0.00000,1,-0.02717,+0.01165,0.01906,+0.028,0,0.0,0.0
0.2376,0,0,0.2750,1,+0.02158,-0.00709,0.08051,178.72,0,+0.000,+0.00000,-13.017,+0.00094,-17.80,+0.00000,1,-0.01912,+0.00189,0.01798,+0.026,0,0.0,0.0
0.2671,0,0,0.2750,1,+0.02109,-0.00662,0.08012,178.81,0,+0.000,+0.00000,-12.244,+0.00098,-17.80,+0.00000,1,-0.02276,+0.01028,0.01742,+0.025,0,0.0,0.0
0.2980,0,0,0.2750,1,+0.02110,-0.00767,0.08051,178.62,0,+0.000,+0.00000,-11.306,+0.00073,-17.80,+0.00000,1,-0.01801,+0.00719,0.01712,+0.023,0,0.0,0.0
0.3257,0,0,0.2750,1,+0.02110,-0.00767,0.08051,178.62,0,+0.000,+0.00000,-10.620,+0.00067,-17.80,+0.00000,1,-0.01801,+0.00719,0.01712,+0.022,0,0.0,0.0
0.3556,0,0,0.2750,1,+0.02096,-0.00808,0.08032,178.55,0,+0.000,+0.00000,-10.042,+0.00059,-17.80,+0.00000,1,-0.02645,+0.01424,0.01671,+0.020,0,0.0,0.0
0.3857,0,0,0.2750,1,+0.01984,-0.00891,0.07993,178.40,0,+0.000,+0.00000,-9.258,+0.00051,-17.80,+0.00000,1,-0.03055,+0.02358,0.01664,+0.019,0,0.0,0.0
0.4155,0,0,0.2750,1,+0.02024,-0.01179,0.08127,177.88,0,+0.000,+0.00000,-8.792,+0.00045,-17.80,+0.00000,1,-0.03238,+0.02552,0.01647,+0.018,0,0.0,0.0
0.4449,0,0,0.2750,1,+0.01952,-0.01289,0.08221,177.68,0,+0.000,+0.00000,-8.405,+0.00040,-17.80,+0.00000,1,-0.03337,+0.02478,0.01668,+0.017,0,0.0,0.0
0.4724,0,0,0.2750,1,+0.02082,-0.01459,0.08425,177.37,0,+0.000,+0.00000,-7.827,+0.00035,-17.80,+0.00000,1,-0.04147,+0.03022,0.01648,+0.016,0,0.0,0.0
0.5008,0,0,0.2750,1,+0.02047,-0.01626,0.08480,177.07,0,+0.000,+0.00000,-7.406,+0.00031,-17.80,+0.00000,1,-0.04871,+0.04187,0.01630,+0.015,0,0.0,0.0
0.5314,0,0,0.2750,1,+0.02101,-0.01498,0.08625,177.30,0,+0.000,+0.00000,-6.872,+0.00026,-17.80,+0.00000,1,-0.05738,+0.04599,0.01677,+0.014,0,0.0,0.0
0.5596,0,0,0.2750,1,+0.02101,-0.01498,0.08625,177.30,0,+0.000,+0.00000,-6.518,+0.00025,-17.80,+0.00000,1,-0.05738,+0.04599,0.01677,+0.013,0,0.0,0.0
0.5891,0,0,0.2750,1,+0.02135,-0.01299,0.08444,177.66,0,+0.000,+0.00000,-6.216,+0.00021,-17.80,+0.00000,1,-0.07269,+0.06255,0.01700,+0.012,0,0.0,0.0
0.6174,0,0,0.2750,1,+0.02112,-0.01369,0.08553,177.54,0,+0.000,+0.00000,-5.835,+0.00018,-17.80,+0.00000,1,-0.06222,+0.05745,0.01727,+0.011,0,0.0,0.0
0.6459,0,0,0.2750,1,+0.02049,-0.01364,0.08553,177.54,0,+0.000,+0.00000,-5.582,+0.00016,-17.80,+0.00000,1,-0.05894,+0.05331,0.01622,+0.011,0,0.0,0.0
0.6749,0,0,0.2750,1,+0.02009,-0.01396,0.08571,177.49,0,+0.000,+0.00000,-5.339,+0.00014,-17.80,+0.00000,1,-0.07181,+0.06467,0.01439,+0.010,0,0.0,0.0
0.7037,0,0,0.2750,1,+0.02015,-0.01406,0.08553,177.47,0,+0.000,+0.00000,-5.101,+0.00013,-17.80,+0.00000,1,-0.09960,+0.09196,0.01213,+0.010,0,0.0,0.0
0.7346,0,0,0.2750,1,+0.01999,-0.01328,0.08625,177.61,0,+0.000,+0.00000,-4.794,+0.00011,-17.80,+0.00000,1,-0.12672,+0.11903,0.01003,+0.009,0,0.0,0.0
0.7637,0,0,0.2750,1,+0.01955,-0.02080,0.08924,176.26,0,+0.000,+0.00000,-4.569,+0.00010,-17.80,+0.00000,1,-0.12634,+0.11450,0.00836,+0.008,0,0.0,0.0
0.7947,0,0,0.2750,1,+0.01973,-0.01990,0.08854,176.42,0,+0.000,+0.00000,-4.372,+0.00008,-17.80,+0.00000,1,-0.17319,+0.15726,0.00648,+0.008,0,0.0,0.0
0.8221,0,0,0.2750,1,+0.01973,-0.01990,0.08854,176.42,0,+0.000,+0.00000,-4.210,+0.00008,-17.80,+0.00000,1,-0.17319,+0.15726,0.00648,+0.007,0,0.0,0.0
0.8521,0,0,0.2750,1,+0.01946,-0.02074,0.08872,176.27,0,+0.000,+0.00000,-4.105,+0.00007,-17.80,+0.00000,0,+0.00000,+0.00000,0.00462,+0.007,0,0.0,0.0
0.8781,0,0,0.2750,1,+0.01890,-0.02305,0.08889,175.85,0,+0.000,+0.00000,-4.008,+0.00006,-17.80,+0.00000,0,+0.00000,+0.00000,0.00484,+0.007,0,0.0,0.0
0.9078,0,0,0.2750,1,+0.01882,-0.02331,0.08889,175.80,0,+0.000,+0.00000,-3.868,+0.00005,-17.80,+0.00000,0,+0.00000,+0.00000,0.02624,+0.006,0,0.0,0.0
0.9370,0,0,0.2750,1,+0.01640,-0.02284,0.09112,175.89,0,+0.000,+0.00000,-3.697,+0.00005,-17.80,+0.00000,0,+0.00000,+0.00000,0.02911,+0.006,0,0.0,0.0
0.9624,0,0,0.2750,1,+0.01554,-0.02308,0.09146,175.85,0,+0.000,+0.00000,-3.626,+0.00004,-17.80,+0.00000,0,+0.00000,+0.00000,0.01773,+0.006,0,0.0,0.0
0.9871,0,0,0.2750,1,+0.01554,-0.02308,0.09146,175.85,0,+0.000,+0.00000,-3.569,+0.00004,-17.80,+0.00000,0,+0.00000,+0.00000,0.01773,+0.005,0,0.0,0.0
1.0145,0,0,0.2750,1,+0.01583,-0.02862,0.08906,174.85,0,+0.000,+0.00000,-3.506,+0.00003,-17.80,+0.00000,0,+0.00000,+0.00000,0.00519,+0.005,0,35.8,34.8
1.0403,0,0,0.2750,1,+0.01566,-0.02836,0.08906,174.89,0,+0.000,+0.00000,-3.406,+0.00003,-17.80,+0.00000,0,+0.00000,+0.00000,0.00364,+0.005,0,35.8,34.8
1.0669,0,0,0.2750,1,+0.01594,-0.02789,0.08802,174.98,0,+0.000,+0.00000,-3.408,+0.00003,-17.80,+0.00000,0,+0.00000,+0.00000,0.00467,+0.004,0,35.8,34.8
1.0932,0,0,0.2750,1,+0.01490,-0.02786,0.08924,174.98,0,+0.000,+0.00000,-3.255,+0.00002,-17.80,+0.00000,0,+0.00000,+0.00000,0.00630,+0.004,0,35.8,34.8
1.1222,0,0,0.2750,1,+0.01490,-0.02786,0.08924,174.98,0,+0.000,+0.00000,-3.255,+0.00002,-17.80,+0.00000,0,+0.00000,+0.00000,0.00630,+0.004,0,35.8,34.8
1.1467,0,0,0.2750,1,+0.01464,-0.02715,0.08906,175.11,0,+0.000,+0.00000,-3.245,+0.00002,-17.80,+0.00000,0,+0.00000,+0.00000,0.00833,+0.004,0,35.8,34.8
1.1706,0,0,0.2750,1,+0.01466,-0.03034,0.08958,174.54,0,+0.000,+0.00000,-3.172,+0.00002,-17.80,+0.00000,0,+0.00000,+0.00000,0.01014,+0.003,0,35.8,34.8
1.1952,0,0,0.2750,1,+0.01466,-0.03034,0.08958,174.54,0,+0.000,+0.00000,-3.236,+0.00002,-17.80,+0.00000,0,+0.00000,+0.00000,0.01014,+0.003,0,35.8,34.8
1.2218,0,0,0.2750,1,+0.01778,-0.02556,0.09010,175.40,0,+0.000,+0.00000,-3.265,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.01082,+0.003,0,35.8,34.8
1.2483,0,0,0.2750,1,+0.01793,-0.01918,0.08696,176.55,0,+0.000,+0.00000,-3.320,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.01076,+0.003,0,35.8,34.8
1.2749,0,0,0.2750,1,+0.01938,-0.01527,0.08571,177.25,0,+0.000,+0.00000,-3.317,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.01079,+0.003,0,35.8,34.8
1.3008,0,0,0.2750,1,+0.01964,-0.01613,0.08589,177.10,0,+0.000,+0.00000,-3.516,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.01264,+0.003,0,35.8,34.8
1.3270,0,0,0.2750,1,+0.01964,-0.01613,0.08589,177.10,0,+0.000,+0.00000,-3.525,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.01264,+0.003,0,35.8,34.8
1.3583,0,0,0.2750,1,+0.01992,-0.01535,0.08625,177.24,0,+0.000,+0.00000,-3.517,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.01417,+0.003,0,35.8,34.8
1.3895,0,0,0.2750,1,+0.01932,-0.01574,0.08607,177.17,0,+0.000,+0.00000,-3.572,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.01509,+0.002,0,35.8,34.8
1.4171,0,0,0.2750,1,+0.01932,-0.01574,0.08607,177.17,0,+0.000,+0.00000,-3.579,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.01509,+0.002,0,35.8,34.8
1.4462,0,0,0.2750,1,+0.01868,-0.02249,0.08802,175.95,0,+0.000,+0.00000,-3.779,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01546,+0.002,0,35.8,34.8
1.4757,0,0,0.2750,1,+0.01901,-0.02651,0.09078,175.23,0,+0.000,+0.00000,-3.760,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01513,+0.002,0,35.8,34.8
1.5052,0,0,0.2750,1,+0.01807,-0.03116,0.09061,174.39,0,+0.000,+0.00000,-3.825,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01513,+0.002,0,35.8,34.8
1.5323,0,0,0.2750,1,+0.01844,-0.03375,0.09061,173.92,0,+0.000,+0.00000,-3.937,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01559,+0.002,0,35.8,34.8
1.5624,0,0,0.2750,1,+0.01844,-0.03375,0.09061,173.92,0,+0.000,+0.00000,-3.988,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01559,+0.002,0,35.8,34.8
1.5923,0,0,0.2750,1,+0.01913,-0.03690,0.09296,173.36,0,+0.000,+0.00000,-4.075,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01641,+0.002,0,35.8,34.8
1.6318,0,0,0.2750,1,+0.02062,-0.03765,0.09428,173.22,0,+0.000,+0.00000,-4.115,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01698,+0.002,0,35.8,34.8
1.6633,0,0,0.2750,1,+0.02062,-0.03765,0.09428,173.22,0,+0.000,+0.00000,-4.195,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01698,+0.002,0,35.8,34.8
1.6911,0,0,0.2750,1,+0.02256,-0.04600,0.09860,171.72,0,+0.000,+0.00000,-4.255,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01782,+0.001,0,35.8,34.8
1.7219,0,0,0.2750,1,+0.02031,-0.04451,0.10015,171.99,1,-1.164,-0.00508,-4.308,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01992,+0.001,0,35.8,34.8
1.7488,0,0,0.2750,1,+0.02031,-0.04451,0.10015,171.99,1,-1.164,-0.00508,-4.404,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01992,+0.001,0,35.8,34.8
1.7778,0,0,0.2750,1,+0.01862,-0.04729,0.10304,171.49,1,-1.067,-0.00426,-4.509,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02169,-0.041,0,35.8,34.8
1.8049,0,0,0.2750,1,+0.01798,-0.04431,0.10153,172.02,1,-1.030,-0.00366,-4.671,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02395,-0.130,0,35.8,34.8
1.8314,0,0,0.2750,1,+0.01867,-0.04331,0.10123,172.20,1,-1.070,-0.00357,-4.754,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02679,-0.202,0,35.8,34.8
1.8630,0,0,0.2750,1,+0.01867,-0.04331,0.10123,172.20,1,-1.070,-0.00338,-4.856,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02679,-0.258,0,35.8,34.8
1.8908,0,0,0.2750,1,+0.01920,-0.05157,0.10334,170.72,1,-1.100,-0.00335,-4.926,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.03068,-0.296,0,35.8,34.8
1.9179,0,0,0.2750,1,+0.01857,-0.05024,0.10319,170.96,1,-1.064,-0.00303,-5.043,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.03705,-0.332,0,35.8,34.8
1.9451,0,0,0.2750,1,+0.01855,-0.05090,0.10304,170.84,1,-1.063,-0.00288,-5.190,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.03359,-0.367,0,35.8,34.8
1.9751,0,0,0.2750,1,+0.01642,-0.05269,0.10497,170.52,1,-0.941,-0.00225,-5.313,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02745,-0.392,0,35.8,34.8
2.0067,0,0,0.2750,1,+0.01530,-0.05191,0.10758,170.66,1,-0.877,-0.00184,-5.437,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02370,-0.425,0,35.8,34.8
2.0338,0,0,0.2750,1,+0.01520,-0.05660,0.11013,169.81,1,-0.871,-0.00175,-5.505,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01888,-0.445,0,35.3,35.3
2.0651,0,0,0.2750,1,+0.01520,-0.05660,0.11013,169.81,1,-0.871,-0.00173,-5.637,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01888,-0.454,0,35.3,35.3
2.0932,0,0,0.2750,1,+0.01827,-0.05332,0.10999,170.40,1,-1.047,-0.00251,-5.753,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.04056,-0.454,0,35.3,35.3
2.1244,0,0,0.2750,1,+0.01827,-0.05332,0.10999,170.40,1,-1.047,-0.00249,-5.865,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.04056,-0.457,0,35.3,35.3
2.1556,0,0,0.2750,1,+0.01843,-0.05142,0.10999,170.74,1,-1.056,-0.00247,-6.018,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.05000,-0.462,0,35.3,35.3
2.1850,0,0,0.2750,1,+0.01923,-0.05943,0.11331,169.30,1,-1.102,-0.00262,-6.146,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.06161,-0.474,0,35.3,35.3
2.2134,0,0,0.2750,1,+0.01623,-0.05954,0.11507,169.28,1,-0.930,-0.00184,-6.348,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.06315,-0.481,0,35.3,35.3
2.2427,0,0,0.2750,1,+0.01468,-0.05643,0.11547,169.84,1,-0.841,-0.00141,-6.474,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.06338,-0.490,0,35.3,35.3
2.2715,0,0,0.2750,1,+0.01437,-0.05154,0.11318,170.72,1,-0.823,-0.00128,-6.573,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.06320,-0.501,0,35.3,35.3
2.3004,0,0,0.2750,1,+0.01511,-0.04678,0.11235,171.58,1,-0.866,-0.00154,-6.690,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.05866,-0.498,0,35.3,35.3
2.3289,0,0,0.2750,1,+0.01487,-0.03662,0.10901,173.41,1,-0.852,-0.00154,-6.823,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.05598,-0.486,0,35.3,35.3
2.3579,0,0,0.2750,1,+0.01487,-0.03662,0.10901,173.41,1,-0.852,-0.00158,-6.955,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.05598,-0.474,0,35.3,35.3
2.3892,0,0,0.2750,1,+0.01544,-0.03634,0.11041,173.46,1,-0.885,-0.00173,-7.080,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.05455,-0.470,0,35.3,35.3
2.4199,0,0,0.2750,1,+0.01460,-0.03893,0.11263,172.99,1,-0.836,-0.00157,-7.268,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.05187,-0.459,0,35.3,35.3
2.4516,0,0,0.2750,1,+0.01333,-0.03960,0.11413,172.87,1,-0.764,-0.00125,-7.384,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.04917,-0.458,0,35.3,35.3
2.4790,0,0,0.2750,1,+0.01401,-0.03944,0.11467,172.90,1,-0.803,-0.00144,-7.480,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.04234,-0.455,0,35.3,35.3
2.5068,0,0,0.2750,1,+0.01582,-0.03872,0.11507,173.03,1,-0.907,-0.00196,-7.665,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.04080,-0.442,0,35.3,35.3
2.5377,0,0,0.2750,1,+0.01599,-0.04012,0.11640,172.78,1,-0.916,-0.00201,-7.747,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.03905,-0.440,0,35.3,35.3
2.5692,0,0,0.2750,1,+0.01491,-0.04410,0.11863,172.06,1,-0.854,-0.00175,-7.911,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.03376,-0.433,0,35.3,35.3
2.6018,0,0,0.2750,1,+0.01398,-0.04583,0.12285,171.75,1,-0.801,-0.00148,-8.010,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02803,-0.438,0,35.3,35.3
2.6319,0,0,0.2750,1,+0.01398,-0.04583,0.12285,171.75,1,-0.801,-0.00149,-8.166,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02803,-0.441,0,35.3,35.3
2.6635,0,0,0.2750,1,+0.01432,-0.05125,0.12583,170.78,1,-0.820,-0.00157,-8.273,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02088,-0.445,0,35.3,35.3
2.6916,0,0,0.2750,1,+0.01519,-0.05465,0.12644,170.16,1,-0.870,-0.00182,-8.402,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02203,-0.438,0,35.3,35.3
2.7196,0,0,0.2750,1,+0.01519,-0.05465,0.12644,170.16,1,-0.870,-0.00184,-8.516,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02203,-0.431,0,35.3,35.3
2.7503,0,0,0.2750,1,+0.01184,-0.05183,0.12946,170.67,1,-0.679,-0.00099,-8.633,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02467,-0.433,0,35.3,35.3
2.7779,0,0,0.2750,1,+0.01220,-0.05073,0.13194,170.87,1,-0.699,-0.00106,-8.755,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02799,-0.435,0,35.3,35.3
2.8076,0,0,0.2750,1,+0.01292,-0.05723,0.13494,169.70,1,-0.740,-0.00129,-8.862,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.03041,-0.431,0,35.3,35.3
2.8396,0,0,0.2750,1,+0.01180,-0.05851,0.13631,169.47,1,-0.676,-0.00107,-8.978,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.03315,-0.419,0,35.3,35.3
2.8705,0,0,0.2750,1,+0.01309,-0.05798,0.13777,169.56,1,-0.750,-0.00141,-9.091,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.03876,-0.412,0,35.3,35.3
2.9024,0,0,0.2750,1,+0.01417,-0.05742,0.14011,169.66,1,-0.812,-0.00174,-9.242,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.04345,-0.400,0,35.3,35.3
2.9325,0,0,0.2750,1,+0.01291,-0.06320,0.14305,168.62,1,-0.739,-0.00147,-9.404,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.03631,-0.386,0,35.3,35.3
2.9630,0,0,0.2750,1,+0.01215,-0.06263,0.14657,168.73,1,-0.696,-0.00129,-9.516,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.03046,-0.383,0,35.3,35.3
2.9935,0,0,0.2750,1,+0.01159,-0.06734,0.14948,167.88,1,-0.664,-0.00117,-9.671,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02715,-0.377,0,35.3,35.3
3.0239,0,0,0.2750,1,+0.01159,-0.06734,0.14948,167.88,1,-0.664,-0.00115,-9.746,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02715,-0.386,0,35.3,35.3
3.0536,0,0,0.2750,1,+0.01193,-0.06607,0.15225,168.11,1,-0.684,-0.00129,-9.865,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02865,-0.375,0,33.3,33.3
3.0824,0,0,0.2750,1,+0.00907,-0.07118,0.15595,167.19,1,-0.520,-0.00065,-10.019,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.03107,-0.358,0,33.3,33.3
3.1134,0,0,0.2750,1,+0.01001,-0.07391,0.15918,166.70,1,-0.574,-0.00092,-10.159,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.03626,-0.349,0,33.3,33.3
3.1432,0,0,0.2750,1,+0.01011,-0.07674,0.16471,166.19,1,-0.579,-0.00102,-10.280,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.04107,-0.335,0,33.3,33.3
3.1765,0,0,0.2750,1,+0.00910,-0.08392,0.17033,164.89,1,-0.521,-0.00084,-10.408,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.04569,-0.320,0,33.3,33.3
3.2098,0,0,0.2750,1,+0.00865,-0.08687,0.17401,164.36,1,-0.495,-0.00074,-10.526,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.05212,-0.313,0,33.3,33.3
3.2462,0,0,0.2750,1,+0.00784,-0.08697,0.17586,164.35,1,-0.449,-0.00058,-10.651,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.05173,-0.306,0,33.3,33.3
3.3270,0,0,0.2750,1,+0.00804,-0.09313,0.18350,163.24,1,-0.461,-0.00078,-10.947,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.05503,-0.275,0,33.3,33.3
3.3648,0,0,0.2750,1,+0.00535,-0.10871,0.20092,160.43,1,-0.307,-0.00019,-11.105,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.06976,-0.256,0,33.3,33.3
3.3964,0,0,0.2750,1,+0.00631,-0.10822,0.20420,160.52,1,-0.362,-0.00049,-11.211,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.07089,-0.243,0,33.3,33.3
3.4330,0,0,0.2750,1,+0.00560,-0.09452,0.20223,162.99,1,-0.321,-0.00040,-11.349,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.07189,-0.227,0,33.3,33.3
3.4688,0,0,0.2750,1,+0.00499,-0.07375,0.19728,166.72,1,-0.286,-0.00031,-11.448,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.07613,-0.211,0,33.3,33.3
3.5059,0,0,0.2750,1,+0.00609,-0.04524,0.19181,171.86,1,-0.349,-0.00064,-11.590,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.07874,-0.196,0,33.3,33.3
3.5434,0,0,0.2750,1,+0.00603,-0.04526,0.19697,171.85,1,-0.345,-0.00069,-11.702,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.08011,-0.184,0,33.3,33.3
3.5843,0,0,0.2750,1,+0.00662,-0.04592,0.20200,171.73,1,-0.379,-0.00090,-11.851,-0.00000,-17.80,+0.00000,1,+0.04878,-0.05134,0.08132,-0.167,0,33.3,33.3
3.6196,0,0,0.2750,1,+0.00543,-0.04801,0.20979,171.36,1,-0.311,-0.00063,-11.972,-0.00000,-17.80,+0.00000,1,+0.04946,-0.05271,0.08170,-0.158,0,33.3,33.3
3.6612,0,0,0.2750,1,+0.00060,-0.10567,0.23662,160.98,1,-0.034,+0.00060,-12.097,-0.00000,-17.80,+0.00000,1,+0.05017,-0.05545,0.08149,-0.161,0,33.3,33.3
3.6991,0,0,0.2750,1,-0.00374,-0.09884,0.27080,162.21,1,+0.214,+0.00168,-12.197,-0.00000,-17.80,+0.00000,1,+0.04822,-0.05899,0.04703,-0.163,0,33.3,33.3
3.7373,0,0,0.2750,1,-0.00374,-0.09884,0.27080,162.21,1,+0.214,+0.00159,-12.275,+0.00000,-17.80,+0.00000,1,+0.04822,-0.05899,0.04703,-0.156,0,33.3,33.3
3.7750,0,0,0.2750,1,-0.00917,-0.11263,0.29308,159.73,1,+0.526,+0.00266,-12.420,+0.00000,-17.80,+0.00000,1,+0.04777,-0.06584,0.02700,-0.100,0,33.3,33.3
3.8196,0,0,0.2750,1,-0.01237,-0.12020,0.30302,158.36,1,+0.708,+0.00321,-12.541,+0.00000,-17.80,+0.00000,1,+0.04711,-0.06951,0.02612,-0.043,0,33.3,33.3
3.8632,0,0,0.2750,1,-0.01412,-0.12448,0.31427,157.59,1,+0.809,+0.00332,-12.661,+0.00000,-17.80,+0.00000,1,+0.05086,-0.07797,0.02600,+0.020,0,33.3,33.3
3.9117,0,0,0.2750,1,-0.01926,-0.13112,0.33993,156.40,1,+1.104,+0.00416,-12.805,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02579,+0.115,0,33.3,33.3
3.9597,0,0,0.2750,1,-0.02548,-0.14380,0.36906,154.12,1,+1.460,+0.00532,-12.940,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.04278,+0.206,0,33.3,33.3
4.0088,0,0,0.2750,1,-0.02548,-0.14380,0.36906,154.12,1,+1.460,+0.00486,-13.082,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.04278,+0.301,0,33.3,33.3
