t,seg,active_gate,thrust,gate_found,u_err,v_err,size_frac,cy,steer,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
12.4641,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.840,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+5.815,0,41.1,41.1
12.4860,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.841,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+5.834,0,41.1,41.1
12.5070,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.842,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+5.846,0,41.1,41.1
12.5296,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.842,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+5.849,0,41.1,41.1
12.5542,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.842,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+5.854,0,41.1,41.1
12.5771,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.843,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+5.866,0,41.1,41.1
12.5990,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.844,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+5.878,0,41.1,41.1
12.6220,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.845,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+5.888,0,41.1,41.1
12.6446,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.846,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+5.897,0,41.1,41.1
12.6676,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.846,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+5.903,0,41.1,41.1
12.6902,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.847,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+5.913,0,41.1,41.1
12.7132,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.848,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+5.924,0,41.1,41.1
12.7346,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.848,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+5.934,0,41.1,41.1
12.7582,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.849,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+5.948,0,41.1,41.1
12.7809,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.851,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+5.962,0,41.1,41.1
12.8034,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.851,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+5.969,0,41.1,41.1
12.8251,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.852,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+5.979,0,41.1,41.1
12.8488,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.853,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+5.993,0,41.1,41.1
12.8708,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.853,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+5.999,0,41.1,41.1
12.8950,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.854,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.011,0,41.1,41.1
12.9204,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.855,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.019,0,41.1,41.1
12.9405,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.855,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.024,0,41.1,41.1
12.9616,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.856,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.034,0,41.1,41.1
12.9848,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.857,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.043,0,41.1,41.1
13.0088,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.857,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.052,0,41.1,41.1
13.0273,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.858,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.058,0,41.1,41.1
13.0440,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.858,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.064,0,41.1,41.1
13.0694,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.859,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.072,0,41.1,41.1
13.0873,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.859,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.077,0,41.1,41.1
13.1042,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.860,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.081,0,41.1,41.1
13.1228,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.860,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.086,0,41.1,41.1
13.1417,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.860,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.091,0,41.1,41.1
13.1630,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.861,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.095,0,41.1,41.1
13.1881,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.861,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.101,0,44.9,44.9
13.2085,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.862,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.107,0,44.9,44.9
13.2308,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.862,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.110,0,44.9,44.9
13.2515,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.862,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.115,0,44.9,44.9
13.2755,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.863,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.119,0,44.9,44.9
13.2974,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.863,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.123,0,44.9,44.9
13.3194,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.863,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.126,0,44.9,44.9
13.3407,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.864,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.131,0,44.9,44.9
13.3610,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.864,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.133,0,44.9,44.9
13.3811,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.864,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.137,0,44.9,44.9
13.4001,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.864,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.139,0,44.9,44.9
13.4207,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.865,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.142,0,44.9,44.9
13.4407,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.865,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.144,0,44.9,44.9
13.4617,2,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.865,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.147,0,44.9,44.9
13.4819,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.865,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.149,0,44.9,44.9
13.5054,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.865,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.152,0,44.9,44.9
13.5256,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.865,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.154,0,44.9,44.9
13.5475,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.866,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.157,0,44.9,44.9
13.5685,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.866,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.160,0,44.9,44.9
13.5928,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.866,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.164,0,44.9,44.9
13.6185,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.866,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.168,0,44.9,44.9
13.6440,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.867,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.174,0,44.9,44.9
13.6662,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.867,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.179,0,44.9,44.9
13.7072,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.868,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.185,0,44.9,44.9
13.7257,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.868,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.191,0,44.9,44.9
13.7469,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.869,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.195,0,44.9,44.9
13.7523,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.869,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.197,0,44.9,44.9
13.7803,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.869,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.203,0,44.9,44.9
13.8304,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.870,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.216,0,44.9,44.9
13.8707,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.871,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.225,0,44.9,44.9
13.8957,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.871,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.232,0,44.9,44.9
13.9192,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.872,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.238,0,44.9,44.9
13.9430,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.872,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.245,0,44.9,44.9
13.9634,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.873,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.249,0,44.9,44.9
13.9850,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.873,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.253,0,44.9,44.9
14.0035,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.874,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.258,0,44.9,44.9
14.0247,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.874,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.264,0,44.9,44.9
14.0454,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.874,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.268,0,44.9,44.9
14.0653,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.875,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.274,0,44.9,44.9
14.0845,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.875,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.279,0,44.9,44.9
14.1068,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.876,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.283,0,44.9,44.9
14.1285,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.876,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.289,0,44.9,44.9
14.1478,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.876,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.294,0,44.9,44.9
14.1668,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.877,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.298,0,44.9,44.9
14.1853,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.877,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.302,0,44.9,44.9
14.2042,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.878,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.311,0,44.3,43.3
14.2273,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.878,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.315,0,44.3,43.3
14.2460,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.879,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.319,0,44.3,43.3
14.2668,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.879,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.326,0,44.3,43.3
14.2866,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.879,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.330,0,44.3,43.3
14.3074,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.880,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.336,0,44.3,43.3
14.3271,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.880,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.340,0,44.3,43.3
14.3486,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.881,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.346,0,44.3,43.3
14.3675,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.881,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.352,0,44.3,43.3
14.3883,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.882,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.356,0,44.3,43.3
14.4084,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.882,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.362,0,44.3,43.3
14.4277,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.883,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.366,0,44.3,43.3
14.4472,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.883,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.370,0,44.3,43.3
14.4692,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.884,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.378,0,44.3,43.3
14.4889,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.884,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.382,0,44.3,43.3
14.5089,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.884,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.385,0,44.3,43.3
14.5289,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.885,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.391,0,44.3,43.3
14.5478,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.885,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.395,0,44.3,43.3
14.5674,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.885,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.399,0,44.3,43.3
14.5876,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.886,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.402,0,44.3,43.3
14.6056,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.886,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.406,0,44.3,43.3
14.6234,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.886,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.410,0,44.3,43.3
14.6443,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.887,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.416,0,44.3,43.3
14.6643,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.887,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.419,0,44.3,43.3
14.6844,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.888,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.425,0,44.3,43.3
14.7045,3,1,0.2750,0,+0.00000,+0.00000,0.00000,0.00,0,+0.000,+0.00000,-17.888,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00000,+6.428,0,44.3,43.3
