t,seg,active_gate,thrust,gate_found,v_err,size_frac,cy,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
0.0084,0,0,0.2750,1,+0.05078,0.05152,189.14,-17.803,+0.00000,-17.80,+0.00000,1,-0.00722,+0.00814,0.14229,+0.015,0,0.0,0.0
0.0418,0,0,0.2750,1,+0.04861,0.05443,188.75,-17.803,+0.00000,-17.80,+0.00000,1,-0.01344,+0.01271,0.10822,+0.015,0,0.0,0.0
0.0699,0,0,0.2750,1,+0.04861,0.05443,188.75,-17.815,-0.02836,-17.80,+0.00000,1,-0.01344,+0.01271,0.10822,+0.016,0,0.0,0.0
0.0972,0,0,0.2750,1,+0.00895,0.06550,181.61,-17.567,-0.00130,-17.80,+0.00000,1,-0.01433,+0.01093,0.08102,+0.003,0,0.0,0.0
0.1266,0,0,0.2750,1,-0.00192,0.06939,179.65,-16.585,-0.00001,-17.80,+0.00000,1,-0.01841,+0.01339,0.06104,+0.002,0,0.0,0.0
0.1580,0,0,0.2750,1,-0.00715,0.07265,178.71,-15.714,+0.00348,-17.80,+0.00000,1,-0.04773,+0.04149,0.04833,+0.057,0,0.0,0.0
0.1841,0,0,0.2750,1,-0.00648,0.07349,178.83,-14.724,+0.00365,-17.80,+0.00000,1,-0.03262,+0.02561,0.03923,+0.110,0,0.0,0.0
0.2124,0,0,0.2750,1,-0.00931,0.07556,178.32,-13.557,+0.00077,-17.80,+0.00000,1,-0.02132,+0.01203,0.03493,+0.198,0,0.0,0.0
0.2444,0,0,0.2750,1,-0.00931,0.07556,178.32,-12.764,+0.00083,-17.80,+0.00000,1,-0.02132,+0.01203,0.03493,+0.280,0,0.0,0.0
0.2718,0,0,0.2750,1,-0.00910,0.07495,178.36,-11.787,+0.00104,-17.80,+0.00000,1,-0.01521,+0.00213,0.03153,+0.327,0,0.0,0.0
0.3000,0,0,0.2750,1,-0.01060,0.07349,178.09,-11.145,+0.00088,-17.80,+0.00000,1,-0.00802,-0.00683,0.02956,+0.345,0,0.0,0.0
0.3284,0,0,0.2750,1,-0.01075,0.07536,178.07,-10.556,+0.00077,-17.80,+0.00000,1,-0.01412,-0.00301,0.02862,+0.360,0,0.0,0.0
0.3558,0,0,0.2750,1,-0.01293,0.07896,177.67,-9.855,+0.00069,-17.80,+0.00000,1,-0.01703,-0.00211,0.02805,+0.349,0,0.0,0.0
0.3861,0,0,0.2750,1,-0.01454,0.07935,177.38,-9.202,+0.00059,-17.80,+0.00000,1,-0.02477,+0.00601,0.02767,+0.284,0,0.0,0.0
0.4154,0,0,0.2750,1,-0.01621,0.08032,177.08,-8.601,+0.00052,-17.80,+0.00000,1,-0.02773,+0.00761,0.02739,+0.241,0,0.0,0.0
0.4469,0,0,0.2750,1,-0.01566,0.08051,177.18,-7.967,+0.00045,-17.80,+0.00000,1,-0.03174,+0.00856,0.02777,+0.201,0,0.0,0.0
0.4764,0,0,0.2750,1,-0.01864,0.08240,176.65,-7.412,+0.00039,-17.80,+0.00000,1,-0.04648,+0.02221,0.02764,+0.165,0,0.0,0.0
0.5048,0,0,0.2750,1,-0.01864,0.08240,176.65,-7.319,+0.00037,-17.80,+0.00000,1,-0.04648,+0.02221,0.02764,+0.137,0,0.0,0.0
0.5350,0,0,0.2750,1,-0.02045,0.08352,176.32,-6.910,+0.00031,-17.80,+0.00000,1,-0.04603,+0.01699,0.02763,+0.118,0,0.0,0.0
0.5640,0,0,0.2750,1,-0.01929,0.08444,176.53,-6.429,+0.00027,-17.80,+0.00000,1,-0.05733,+0.02845,0.02754,+0.097,0,0.0,0.0
0.5920,0,0,0.2750,1,-0.01823,0.08498,176.72,-6.113,+0.00024,-17.80,+0.00000,1,-0.05613,+0.02892,0.02674,+0.084,0,0.0,0.0
0.6216,0,0,0.2750,1,-0.01655,0.08589,177.02,-5.951,+0.00021,-17.80,+0.00000,1,-0.04395,+0.01649,0.02425,+0.069,0,0.0,0.0
0.6505,0,0,0.2750,1,-0.01685,0.08607,176.97,-5.646,+0.00018,-17.80,+0.00000,1,-0.04764,+0.02325,0.02264,+0.056,0,0.0,0.0
0.6795,0,0,0.2750,1,-0.01713,0.08642,176.92,-5.316,+0.00017,-17.80,+0.00000,1,-0.07478,+0.05074,0.02020,+0.049,0,0.0,0.0
0.7071,0,0,0.2750,1,-0.01753,0.08678,176.84,-5.090,+0.00015,-17.80,+0.00000,1,-0.15338,+0.12772,0.01803,+0.041,0,0.0,0.0
0.7362,0,0,0.2750,1,-0.01753,0.08678,176.84,-4.866,+0.00013,-17.80,+0.00000,1,-0.15338,+0.12772,0.01803,+0.035,0,0.0,0.0
0.7681,0,0,0.2750,1,-0.01664,0.08625,177.00,-4.634,+0.00011,-17.80,+0.00000,1,-0.15016,+0.12168,0.01625,+0.028,0,0.0,0.0
0.7993,0,0,0.2750,1,-0.02365,0.08906,175.74,-4.436,+0.00010,-17.80,+0.00000,1,-0.21241,+0.17702,0.01466,+0.021,0,0.0,0.0
0.8285,0,0,0.2750,1,-0.02420,0.08924,175.64,-4.325,+0.00009,-17.80,+0.00000,1,-0.33134,+0.28745,0.01332,+0.017,0,0.0,0.0
0.8562,0,0,0.2750,1,-0.02309,0.08872,175.84,-4.142,+0.00008,-17.80,+0.00000,0,+0.00000,+0.00000,0.01150,+0.014,0,0.0,0.0
0.8844,0,0,0.2750,1,-0.02462,0.08958,175.57,-3.842,+0.00007,-17.80,+0.00000,0,+0.00000,+0.00000,0.02671,+0.014,0,0.0,0.0
0.9134,0,0,0.2750,1,-0.02369,0.08906,175.74,-3.741,+0.00006,-17.80,+0.00000,0,+0.00000,+0.00000,0.05595,+0.011,0,0.0,0.0
0.9400,0,0,0.2750,1,-0.02681,0.09230,175.17,-3.636,+0.00005,-17.80,+0.00000,0,+0.00000,+0.00000,0.05164,+0.009,0,0.0,0.0
0.9668,0,0,0.2750,1,-0.02681,0.09230,175.17,-3.564,+0.00005,-17.80,+0.00000,0,+0.00000,+0.00000,0.05164,+0.007,0,0.0,0.0
0.9942,0,0,0.2750,1,-0.02425,0.09095,175.63,-3.519,+0.00004,-17.80,+0.00000,0,+0.00000,+0.00000,0.02148,+0.005,0,0.0,0.0
1.0242,0,0,0.2750,1,-0.02510,0.09010,175.48,-3.397,+0.00004,-17.80,+0.00000,0,+0.00000,+0.00000,0.00175,+0.004,0,35.4,34.4
1.0514,0,0,0.2750,1,-0.02439,0.09162,175.61,-3.297,+0.00003,-17.80,+0.00000,0,+0.00000,+0.00000,0.00250,+0.003,0,35.4,34.4
1.0773,0,0,0.2750,1,-0.02514,0.09129,175.47,-3.256,+0.00003,-17.80,+0.00000,0,+0.00000,+0.00000,0.00396,+0.002,0,35.4,34.4
1.1038,0,0,0.2750,1,-0.02514,0.09129,175.47,-3.249,+0.00003,-17.80,+0.00000,0,+0.00000,+0.00000,0.00396,+0.001,0,35.4,34.4
1.1307,0,0,0.2750,1,-0.02673,0.09027,175.19,-3.247,+0.00002,-17.80,+0.00000,0,+0.00000,+0.00000,0.00624,+0.000,0,35.4,34.4
1.1618,0,0,0.2750,1,-0.02800,0.09112,174.96,-3.189,+0.00002,-17.80,+0.00000,0,+0.00000,+0.00000,0.00807,-0.000,0,35.4,34.4
1.1930,0,0,0.2750,1,-0.02927,0.08958,174.73,-3.167,+0.00002,-17.80,+0.00000,0,+0.00000,+0.00000,0.00926,-0.000,0,35.4,34.4
1.2205,0,0,0.2750,1,-0.02319,0.08819,175.83,-3.198,+0.00002,-17.80,+0.00000,0,+0.00000,+0.00000,0.00850,-0.001,0,35.4,34.4
1.2488,0,0,0.2750,1,-0.02231,0.08607,175.98,-3.185,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.00831,-0.001,0,35.4,34.4
1.2785,0,0,0.2750,1,-0.01719,0.08498,176.91,-3.176,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.00856,-0.001,0,35.4,34.4
1.3080,0,0,0.2750,1,-0.01361,0.08203,177.55,-3.293,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.01089,-0.003,0,35.4,34.4
1.3383,0,0,0.2750,1,-0.01361,0.08203,177.55,-3.351,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.01089,-0.004,0,35.4,34.4
1.3671,0,0,0.2750,1,-0.01473,0.08203,177.35,-3.433,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.01194,-0.005,0,35.4,34.4
1.3947,0,0,0.2750,1,-0.01792,0.08425,176.77,-3.510,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.01211,-0.006,0,35.4,34.4
1.4232,0,0,0.2750,1,-0.02105,0.08535,176.21,-3.591,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.01177,-0.006,0,35.4,34.4
1.4497,0,0,0.2750,1,-0.02598,0.08906,175.32,-3.641,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.01103,-0.006,0,35.4,34.4
1.4771,0,0,0.2750,1,-0.02943,0.09044,174.70,-3.663,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.01084,-0.005,0,35.4,34.4
1.5041,0,0,0.2750,1,-0.02943,0.09044,174.70,-3.748,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01084,-0.006,0,35.4,34.4
1.5331,0,0,0.2750,1,-0.03697,0.09362,173.35,-3.821,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01086,-0.006,0,35.4,34.4
1.5624,0,0,0.2750,1,-0.03929,0.09444,172.93,-3.860,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01043,-0.005,0,35.4,34.4
1.5900,0,0,0.2750,1,-0.04094,0.09590,172.63,-3.942,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01008,-0.005,0,35.4,34.4
1.6199,0,0,0.2750,1,-0.04281,0.09702,172.30,-3.958,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00971,-0.004,0,35.4,34.4
1.6502,0,0,0.2750,1,-0.04302,0.09829,172.26,-4.030,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00911,-0.003,0,35.4,34.4
1.6785,0,0,0.2750,1,-0.04547,0.10168,171.81,-4.157,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00884,-0.004,0,35.4,34.4
1.7065,0,0,0.2750,1,-0.04547,0.10168,171.81,-4.247,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00884,-0.005,0,35.4,34.4
1.7368,0,0,0.2750,1,-0.04322,0.10319,172.22,-4.385,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00895,-0.005,0,35.4,34.4
1.7639,0,0,0.2750,1,-0.04557,0.10334,171.80,-4.483,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00885,-0.005,0,35.4,34.4
1.7904,0,0,0.2750,1,-0.04521,0.10349,171.86,-4.585,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00872,-0.005,0,35.4,34.4
1.8179,0,0,0.2750,1,-0.04682,0.10408,171.57,-4.654,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00869,-0.005,0,35.4,34.4
1.8481,0,0,0.2750,1,-0.04956,0.10585,171.08,-4.741,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00847,-0.005,0,35.4,34.4
1.8756,0,0,0.2750,1,-0.04956,0.10585,171.08,-4.879,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00847,-0.005,0,35.4,34.4
1.9048,0,0,0.2750,1,-0.05027,0.10657,170.95,-4.943,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00846,-0.004,0,35.4,34.4
1.9363,0,0,0.2750,1,-0.04960,0.10758,171.07,-5.078,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00833,-0.004,0,35.4,34.4
1.9651,0,0,0.2750,1,-0.05055,0.10887,170.90,-5.194,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00830,-0.004,0,35.4,34.4
1.9949,0,0,0.2750,1,-0.05054,0.10943,170.90,-5.334,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00824,-0.005,0,35.4,34.4
2.0218,0,0,0.2750,1,-0.05597,0.10816,169.93,-5.450,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00839,-0.005,0,35.4,34.4
2.0499,0,0,0.2750,1,-0.05615,0.10999,169.89,-5.525,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00878,-0.004,0,35.1,35.1
2.0760,0,0,0.2750,1,-0.05307,0.11013,170.45,-5.673,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01082,-0.005,0,35.1,35.1
2.1079,0,0,0.2750,1,-0.05307,0.11013,170.45,-5.924,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01082,-0.008,0,35.1,35.1
2.1367,0,0,0.2750,1,-0.05305,0.11153,170.45,-6.129,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02322,-0.010,0,35.1,35.1
2.1648,0,0,0.2750,1,-0.05234,0.11167,170.58,-6.246,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.03441,-0.010,0,35.1,35.1
2.1939,0,0,0.2750,1,-0.05638,0.11345,169.85,-6.377,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.04225,-0.009,0,35.1,35.1
2.2229,0,0,0.2750,1,-0.05532,0.11413,170.04,-6.447,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.05368,-0.008,0,35.1,35.1
2.2521,0,0,0.2750,1,-0.04992,0.11277,171.01,-6.411,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.05620,-0.003,0,35.1,35.1
2.2807,0,0,0.2750,1,-0.04959,0.11426,171.07,-6.541,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.05568,-0.003,0,35.1,35.1
2.3107,0,0,0.2750,1,-0.04259,0.11208,172.33,-6.653,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.05449,-0.003,0,35.1,35.1
2.3395,0,0,0.2750,1,-0.03470,0.11083,173.75,-6.833,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.05432,-0.004,0,35.1,35.1
2.3712,0,0,0.2750,1,-0.03470,0.11083,173.75,-6.966,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.05432,-0.005,0,35.1,35.1
2.3986,0,0,0.2750,1,-0.02978,0.11027,174.64,-7.104,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.04863,-0.006,0,35.1,35.1
2.4261,0,0,0.2750,1,-0.03651,0.11194,173.43,-7.228,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.04189,-0.005,0,35.1,35.1
2.4554,0,0,0.2750,1,-0.03675,0.11249,173.39,-7.350,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.03707,-0.005,0,35.1,35.1
2.4863,0,0,0.2750,1,-0.03728,0.11372,173.29,-7.479,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.03054,-0.005,0,35.1,35.1
2.5130,0,0,0.2750,1,-0.03916,0.11733,172.95,-7.482,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02475,-0.001,0,35.1,35.1
2.5436,0,0,0.2750,1,-0.03916,0.11733,172.95,-7.658,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02475,-0.003,0,35.1,35.1
2.5726,0,0,0.2750,1,-0.04675,0.11954,171.59,-7.792,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01951,-0.003,0,35.1,35.1
2.6026,0,0,0.2750,1,-0.04855,0.11915,171.26,-7.925,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01682,-0.004,0,35.1,35.1
2.6328,0,0,0.2750,1,-0.05183,0.12360,170.67,-8.088,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01554,-0.004,0,35.1,35.1
2.6622,0,0,0.2750,1,-0.05979,0.12729,169.24,-8.271,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01533,-0.007,0,35.1,35.1
2.6933,0,0,0.2750,1,-0.06728,0.13182,167.89,-8.446,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01516,-0.009,0,35.1,35.1
2.7245,0,0,0.2750,1,-0.06756,0.13586,167.84,-8.591,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01528,-0.009,0,35.1,35.1
2.7533,0,0,0.2750,1,-0.07709,0.13933,166.12,-8.733,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01525,-0.010,0,35.1,35.1
2.7821,0,0,0.2750,1,-0.07250,0.14142,166.95,-8.815,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01635,-0.008,0,35.1,35.1
2.8120,0,0,0.2750,1,-0.07250,0.14142,166.95,-8.974,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01635,-0.008,0,35.1,35.1
2.8438,0,0,0.2750,1,-0.07861,0.14928,165.85,-9.129,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01731,-0.009,0,35.1,35.1
2.8736,0,0,0.2750,1,-0.07886,0.15092,165.80,-9.218,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02053,-0.008,0,35.1,35.1
2.9054,0,0,0.2750,1,-0.07886,0.15092,165.80,-9.437,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02053,-0.010,0,35.1,35.1
2.9379,0,0,0.2750,1,-0.08962,0.15456,163.87,-9.573,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02304,-0.010,0,35.1,35.1
2.9702,0,0,0.2750,1,-0.08773,0.15694,164.21,-9.675,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02600,-0.010,0,35.1,35.1
3.0002,0,0,0.2750,1,-0.09201,0.16159,163.44,-9.811,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02906,-0.009,0,35.1,35.1
3.0323,0,0,0.2750,1,-0.09039,0.16073,163.73,-9.995,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.03421,-0.011,0,35.1,35.1
3.0630,0,0,0.2750,1,-0.09644,0.16796,162.64,-10.101,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.03870,-0.011,0,33.6,33.6
3.0989,0,0,0.2750,1,-0.09523,0.16833,162.86,-10.223,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.03567,-0.010,0,33.6,33.6
3.1307,0,0,0.2750,1,-0.10188,0.17087,161.66,-10.326,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02928,-0.009,0,33.6,33.6
3.1596,0,0,0.2750,1,-0.09757,0.17365,162.44,-10.407,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02483,-0.007,0,33.6,33.6
3.1905,0,0,0.2750,1,-0.10409,0.18028,161.26,-10.509,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01643,-0.006,0,33.6,33.6
3.2280,0,0,0.2750,1,-0.10099,0.18333,161.82,-10.616,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01649,-0.005,0,33.6,33.6
3.2678,0,0,0.2750,1,-0.10700,0.18493,160.74,-10.778,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01709,-0.006,0,33.6,33.6
3.3084,0,0,0.2750,1,-0.10720,0.18881,160.70,-10.934,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01997,-0.006,0,33.6,33.6
3.3830,0,0,0.2750,1,-0.11280,0.19626,159.70,-11.194,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01548,-0.007,0,33.6,33.6
3.4178,0,0,0.2750,1,-0.11163,0.20972,159.91,-11.317,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.05631,-0.007,0,33.6,33.6
3.4510,0,0,0.2750,1,-0.10053,0.20735,161.91,-11.451,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.07413,-0.008,0,33.6,33.6
3.4826,0,0,0.2750,1,-0.08867,0.20750,164.04,-11.562,+0.00000,-17.80,+0.00000,1,+0.07942,+0.04440,0.08405,-0.008,0,33.6,33.6
3.5199,0,0,0.2750,1,-0.08313,0.21111,165.04,-11.669,+0.00000,-17.80,+0.00000,1,+0.07832,+0.05202,0.08735,-0.007,0,33.6,33.6
3.5567,0,0,0.2750,1,-0.09365,0.21545,163.14,-11.833,-0.00000,-17.80,+0.00000,1,+0.07774,+0.05991,0.08894,-0.355,0,33.6,33.6
3.5934,0,0,0.2750,1,-0.10085,0.22250,161.85,-11.938,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.08608,-0.911,0,33.6,33.6
3.6310,0,0,0.2750,1,-0.10715,0.23194,160.71,-12.046,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.08052,-1.373,0,33.6,33.6
3.6705,0,0,0.2750,1,-0.13170,0.25392,156.29,-12.158,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.08074,-1.431,0,33.6,33.6
3.7121,0,0,0.2750,1,-0.09830,0.27347,162.31,-12.298,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.05970,-1.055,0,33.6,33.6
3.7501,0,0,0.2750,1,-0.09830,0.27347,162.31,-12.388,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.05970,-0.853,0,33.6,33.6
3.7915,0,0,0.2750,1,-0.11394,0.29339,159.49,-12.531,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02803,-0.651,0,33.6,33.6
3.8313,0,0,0.2750,1,-0.12280,0.30812,157.90,-12.637,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02865,-0.518,0,33.6,33.6
3.8767,0,0,0.2750,1,-0.12290,0.32045,157.88,-12.780,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.03193,-0.380,0,33.6,33.6
3.9220,0,0,0.2750,1,-0.12033,0.33287,158.34,-12.919,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.03723,-0.281,0,33.6,33.6
3.9653,0,0,0.2750,1,-0.13162,0.36150,156.31,-13.037,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.06052,-0.205,0,33.6,33.6
4.0168,0,0,0.2750,1,-0.14449,0.37757,153.99,-13.189,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.05904,-0.138,0,33.6,33.6
4.0713,0,0,0.2750,1,-0.15691,0.41418,151.76,-13.294,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.03204,-0.096,0,24.8,24.8
4.1288,1,0,0.2750,1,-0.16697,0.43653,149.95,-13.481,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.03687,-0.055,0,24.8,24.8
4.1881,1,0,0.2750,1,-0.20336,0.51935,143.39,-13.647,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.06291,-0.026,0,24.8,24.8
4.2664,1,0,0.2750,0,+0.00000,0.00000,0.00,-13.794,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.06160,-0.014,0,24.8,24.8
4.3075,1,0,0.2750,0,+0.00000,0.00000,0.00,-13.896,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.04155,-0.006,0,24.8,24.8
4.3581,1,0,0.2750,0,+0.00000,0.00000,0.00,-14.019,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.03023,-0.000,0,24.8,24.8
4.4081,1,0,0.2750,0,+0.00000,0.00000,0.00,-14.147,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02887,+0.007,0,24.8,24.8
4.4617,1,0,0.2750,0,+0.00000,0.00000,0.00,-14.262,-0.00000,-17.80,+0.00000,1,+0.64894,+0.00440,0.03848,+0.010,0,24.8,24.8
4.5160,1,0,0.2750,0,+0.00000,0.00000,0.00,-14.362,-0.00000,-17.80,+0.00000,1,+0.67629,+0.00000,0.04762,+0.010,0,24.8,24.8
4.5662,1,0,0.2750,0,+0.00000,0.00000,0.00,-14.458,-0.00000,-17.80,+0.00000,1,+0.65534,+0.00000,0.04871,-1.016,0,24.8,24.8
4.6251,1,0,0.2750,0,+0.00000,0.00000,0.00,-11.707,+1.81691,-17.80,+0.00000,1,+0.65538,+0.00000,0.04772,-0.753,0,24.8,24.8
4.6925,1,0,0.2750,0,+0.00000,0.00000,0.00,-10.698,-0.00792,-17.80,+0.00000,1,+0.60104,+0.00000,0.05608,-2.908,0,24.8,24.8
4.7585,1,0,0.2750,0,+0.00000,0.00000,0.00,-9.345,-0.05522,-17.80,+0.00000,1,+0.62459,+0.00000,0.09356,-4.468,0,24.8,24.8
4.8197,1,0,0.2750,0,+0.00000,0.00000,0.00,-8.326,-0.03027,-17.80,+0.00000,1,+0.61989,+0.00000,0.11230,-5.625,0,24.8,24.8
4.8778,1,0,0.2750,0,+0.00000,0.00000,0.00,-7.170,-0.02408,-17.80,+0.00000,1,+0.60516,+0.00000,0.11487,-6.658,0,24.8,24.8
4.9375,1,0,0.2750,0,+0.00000,0.00000,0.00,-6.358,-0.01885,-17.80,+0.00000,1,+0.51478,+0.00000,0.08964,-7.058,0,24.8,24.8
4.9988,1,0,0.2750,0,+0.00000,0.00000,0.00,-5.597,-0.01461,-17.80,+0.00000,1,+0.43115,+0.00000,0.06541,-7.384,0,24.8,24.8
5.0545,1,0,0.2750,0,+0.00000,0.00000,0.00,-4.859,-0.01136,-17.80,+0.00000,1,+0.35350,+0.00000,0.04839,-7.572,0,24.8,24.8
5.1129,1,0,0.2750,0,+0.00000,0.00000,0.00,-4.265,-0.00867,-17.80,+0.00000,1,+0.31765,+0.00000,0.03774,-7.699,0,17.3,17.3
5.1669,1,0,0.2750,0,+0.00000,0.00000,0.00,-3.905,-0.00684,-17.80,+0.00000,1,+0.30479,+0.00000,0.03492,-7.703,0,17.3,17.3
5.2238,1,0,0.2750,0,+0.00000,0.00000,0.00,-3.470,-0.00529,-17.80,+0.00000,1,+0.27706,+0.00000,0.02985,-7.658,0,17.3,17.3
5.2766,1,0,0.2750,0,+0.00000,0.00000,0.00,-3.483,-0.00430,-17.80,+0.00000,1,+0.26850,+0.00000,0.02826,-7.367,0,17.3,17.3
5.3299,1,0,0.2750,0,+0.00000,0.00000,0.00,-3.145,-0.00341,-17.80,+0.00000,1,+0.25581,+0.00000,0.02795,-5.643,0,17.3,17.3
5.3795,1,0,0.2750,0,+0.00000,0.00000,0.00,-3.127,-0.00286,-17.80,+0.00000,1,+0.22225,+0.00000,0.02737,-3.665,0,17.3,17.3
5.4299,1,0,0.2750,0,+0.00000,0.00000,0.00,-2.891,-0.00215,-17.80,+0.00000,1,+0.14952,+0.00000,0.02760,-2.280,0,17.3,17.3
5.4808,1,0,0.2750,0,+0.00000,0.00000,0.00,-2.593,-0.00169,-17.80,+0.00000,1,+0.08819,+0.00000,0.02729,-1.431,0,17.3,17.3
5.5273,1,0,0.2750,0,+0.00000,0.00000,0.00,-2.444,-0.00141,-17.80,+0.00000,1,+0.05005,+0.00000,0.02608,-0.864,0,17.3,17.3
5.5714,1,0,0.2750,0,+0.00000,0.00000,0.00,-2.364,-0.00118,-17.80,+0.00000,1,+0.03591,+0.00000,0.02228,-0.421,0,17.3,17.3
5.6134,1,0,0.2750,0,+0.00000,0.00000,0.00,-2.266,-0.00095,-17.80,+0.00000,1,+0.01176,+0.00000,0.01458,-0.096,0,17.3,17.3
