t,seg,active_gate,thrust,thrust_cmd,base_thrust,vtrim,descent_on,desc_leg,descent_bias,gate_v_ok,gate_found,u_err,v_err,size_frac,cy,u_f,u_f2,du_lat,v_f,sz_f,sig_k,live,far_rej,tube_solid,rail_on,rail_auth,u_tube_f,curv_f,rail_k,rail_deg,gate_cmd_deg,gate_auth,committed,commit_k,steer,bank_seg,ff_bank_deg,trim_deg,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
13.835307,3,1,0.228929,0.228929,0.2490,-0.02007,1,1,0.0260,1,1,+0.47193,+0.07332,0.06136,193.20,+0.45874,+0.44773,-0.05506,+0.06271,0.06504,1.0000,1,0,0,0,0.0000,+0.05408,+0.05549,0.2864,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.01690,+10.202,+0.00000,+0.00,+0.00000,1,+0.29642,+0.28948,0.01173,+0.947,0,32.2,32.2
13.863933,3,1,0.227642,0.227642,0.2490,-0.02136,1,1,0.0260,1,1,+0.47874,+0.07892,0.06261,194.20,+0.46125,+0.44942,-0.05912,+0.06474,0.06474,1.0000,1,0,0,0,0.0000,+0.05107,+0.05240,0.2704,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.01710,+10.238,-0.00000,+0.00,+0.00000,1,+0.29960,+0.29288,0.01114,+0.899,0,32.2,32.2
13.896439,3,1,0.226569,0.226569,0.2490,-0.02243,1,1,0.0260,1,1,+0.48471,+0.07986,0.06161,194.37,+0.46453,+0.45154,-0.06496,+0.06685,0.06430,1.0000,1,0,0,0,0.0000,+0.04786,+0.04911,0.2534,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.01790,+10.277,-0.00000,+0.00,+0.00000,1,+0.30356,+0.29867,0.01037,+0.714,0,32.2,32.2
13.926581,3,1,0.225983,0.225983,0.2490,-0.02302,1,1,0.0260,1,1,+0.48471,+0.07986,0.06161,194.37,+0.46717,+0.45358,-0.06793,+0.06855,0.06395,1.0000,1,0,0,0,0.0000,+0.04506,+0.04623,0.2386,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.01811,+10.317,-0.00000,+0.00,+0.00000,1,+0.30356,+0.29867,0.01037,+0.663,0,32.2,32.2
13.954748,3,1,0.225630,0.225630,0.2490,-0.02337,1,1,0.0260,1,1,+0.48418,+0.08042,0.06236,194.48,+0.46927,+0.45552,-0.06875,+0.07002,0.06375,1.0000,1,0,0,0,0.0000,+0.04259,+0.04370,0.2255,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.01815,+10.373,-0.00000,+0.00,+0.00000,1,+0.30873,+0.30425,0.00995,+0.649,0,32.2,32.2
13.983403,3,1,0.224627,0.224627,0.2490,-0.02437,1,1,0.0260,1,1,+0.49098,+0.08611,0.06186,195.50,+0.47199,+0.45758,-0.07203,+0.07204,0.06352,1.0000,1,0,0,0,0.0000,+0.04022,+0.04127,0.2130,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.01849,+10.410,-0.00000,+0.00,+0.00000,1,+0.31464,+0.31183,0.00985,+0.563,0,32.2,32.2
14.013802,3,1,0.223827,0.223827,0.2490,-0.02517,1,1,0.0260,1,1,+0.49011,+0.08723,0.06261,195.70,+0.47438,+0.45980,-0.07290,+0.07404,0.06340,1.0000,1,0,0,0,0.0000,+0.03784,+0.03883,0.2004,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.01888,+10.456,-0.00000,+0.00,+0.00000,1,+0.32093,+0.31636,0.01001,+0.475,0,32.2,32.2
14.045799,3,1,0.222539,0.222539,0.2490,-0.02646,1,1,0.0260,1,1,+0.49755,+0.09236,0.06211,196.62,+0.47758,+0.46225,-0.07662,+0.07657,0.06322,1.0000,1,0,0,0,0.0000,+0.03550,+0.03642,0.1880,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.01926,+10.488,-0.00000,+0.00,+0.00000,1,+0.32587,+0.32113,0.01039,+0.385,0,32.2,32.2
14.072688,3,1,0.221179,0.221179,0.2490,-0.02782,1,1,0.0260,1,1,+0.49737,+0.09692,0.06060,197.45,+0.47992,+0.46435,-0.07788,+0.07898,0.06291,1.0000,1,0,0,0,0.0000,+0.03364,+0.03452,0.1781,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.01965,+10.520,-0.00000,+0.00,+0.00000,1,+0.33256,+0.31593,0.01075,+0.292,0,32.2,32.2
14.101962,3,1,0.219928,0.219928,0.2490,-0.02907,1,1,0.0260,1,1,+0.50239,+0.09896,0.06285,197.81,+0.48279,+0.46670,-0.08045,+0.08153,0.06290,1.0000,1,0,0,0,0.0000,+0.03173,+0.03255,0.1680,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.01980,+10.574,-0.00000,+0.00,+0.00000,1,+0.33611,+0.32279,0.01081,+0.252,0,32.2,32.2
14.129974,3,1,0.218504,0.218504,0.2490,-0.03050,1,1,0.0260,1,1,+0.50630,+0.10351,0.05932,198.63,+0.48568,+0.46903,-0.08324,+0.08423,0.06246,1.0000,1,0,0,0,0.0000,+0.03000,+0.03078,0.1589,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.01966,+10.594,-0.00000,+0.00,+0.00000,1,+0.34319,+0.32125,0.01079,+0.279,0,32.2,32.2
14.158496,3,1,0.217611,0.217611,0.2490,-0.03139,1,1,0.0260,1,1,+0.50630,+0.10351,0.05932,198.63,+0.48825,+0.47143,-0.08411,+0.08664,0.06207,1.0000,1,0,0,0,0.0000,+0.02833,+0.02907,0.1500,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.01945,+10.622,-0.00000,+0.00,+0.00000,1,+0.34319,+0.32125,0.01079,+0.327,0,32.2,32.2
14.186058,3,1,0.216491,0.216491,0.2490,-0.03251,1,1,0.0260,1,1,+0.50900,+0.10791,0.06035,199.42,+0.49077,+0.47377,-0.08497,+0.08921,0.06186,1.0000,1,0,0,0,0.0000,+0.02682,+0.02752,0.1420,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.01820,+10.637,-0.00000,+0.00,+0.00000,1,+0.34493,+0.32964,0.01053,+0.613,0,32.2,32.2
14.217364,3,1,0.215444,0.215444,0.2490,-0.03356,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.49417,+0.47653,-0.08816,+0.09204,0.06193,1.0000,1,0,0,0,0.0000,+0.02519,+0.02585,0.1334,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.01637,+10.638,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+1.033,0,32.2,32.2
14.246647,3,1,0.214959,0.214959,0.2490,-0.03404,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.49694,+0.47914,-0.08899,+0.09436,0.06198,1.0000,1,0,0,0,0.0000,+0.02376,+0.02437,0.1258,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.01491,+10.639,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+1.368,0,32.2,32.2
14.277215,3,1,0.214867,0.214867,0.2490,-0.03413,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.49945,+0.48183,-0.08808,+0.09645,0.06203,1.0000,1,0,0,0,0.0000,+0.02235,+0.02293,0.1183,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.01343,+10.641,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+1.708,0,32.2,32.2
14.304395,3,1,0.215039,0.215039,0.2490,-0.03396,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50141,+0.48417,-0.08619,+0.09809,0.06207,1.0000,1,0,0,0,0.0000,+0.02116,+0.02172,0.1121,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.01195,+10.643,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+2.047,0,32.2,32.2
14.309060,3,1,0.215076,0.215076,0.2490,-0.03392,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50174,+0.48457,-0.08584,+0.09836,0.06208,1.0000,1,0,0,0,0.0000,+0.02097,+0.02151,0.1110,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.01146,+10.644,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+2.159,0,34.9,34.0
14.313710,3,1,0.215119,0.215119,0.2490,-0.03388,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50206,+0.48497,-0.08546,+0.09863,0.06209,1.0000,1,0,0,0,0.0000,+0.02077,+0.02132,0.1100,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.01109,+10.644,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+2.245,0,34.9,34.0
14.318392,3,1,0.215170,0.215170,0.2490,-0.03383,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50238,+0.48537,-0.08505,+0.09889,0.06209,1.0000,1,0,0,0,0.0000,+0.02058,+0.02112,0.1090,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.01109,+10.644,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+2.245,0,34.9,34.0
14.323870,3,1,0.215237,0.215237,0.2490,-0.03376,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50274,+0.48583,-0.08453,+0.09919,0.06210,1.0000,1,0,0,0,0.0000,+0.02036,+0.02089,0.1078,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.01050,+10.645,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+2.378,0,34.9,34.0
14.331253,3,1,0.215342,0.215342,0.2490,-0.03366,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50321,+0.48645,-0.08377,+0.09958,0.06211,1.0000,1,0,0,0,0.0000,+0.02006,+0.02058,0.1062,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.01050,+10.645,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+2.378,0,34.9,34.0
14.335637,3,1,0.215409,0.215409,0.2490,-0.03359,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50348,+0.48682,-0.08331,+0.09981,0.06211,1.0000,1,0,0,0,0.0000,+0.01988,+0.02040,0.1053,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.01000,+10.646,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+2.494,0,34.9,34.0
14.340170,3,1,0.215483,0.215483,0.2490,-0.03352,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50375,+0.48719,-0.08280,+0.10004,0.06212,1.0000,1,0,0,0,0.0000,+0.01970,+0.02022,0.1043,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00957,+10.647,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+2.593,0,34.9,34.0
14.344929,3,1,0.215565,0.215565,0.2490,-0.03343,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50404,+0.48758,-0.08225,+0.10027,0.06213,1.0000,1,0,0,0,0.0000,+0.01952,+0.02003,0.1033,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00957,+10.647,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+2.593,0,34.9,34.0
14.349551,3,1,0.215650,0.215650,0.2490,-0.03335,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50430,+0.48796,-0.08170,+0.10050,0.06213,1.0000,1,0,0,0,0.0000,+0.01934,+0.01984,0.1024,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00904,+10.648,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+2.714,0,34.9,34.0
14.354000,3,1,0.215736,0.215736,0.2490,-0.03326,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50455,+0.48832,-0.08116,+0.10071,0.06214,1.0000,1,0,0,0,0.0000,+0.01917,+0.01967,0.1015,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00904,+10.648,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+2.714,0,34.9,34.0
14.358477,3,1,0.215826,0.215826,0.2490,-0.03317,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50480,+0.48868,-0.08059,+0.10091,0.06214,1.0000,1,0,0,0,0.0000,+0.01899,+0.01949,0.1006,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00850,+10.649,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+2.837,0,34.9,34.0
14.362821,3,1,0.215916,0.215916,0.2490,-0.03308,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50504,+0.48903,-0.08003,+0.10111,0.06215,1.0000,1,0,0,0,0.0000,+0.01883,+0.01932,0.0997,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00850,+10.649,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+2.837,0,34.9,34.0
14.367097,3,1,0.216008,0.216008,0.2490,-0.03299,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50526,+0.48937,-0.07947,+0.10130,0.06215,1.0000,1,0,0,0,0.0000,+0.01867,+0.01916,0.0989,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00796,+10.650,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+2.961,0,34.9,34.0
14.371791,3,1,0.216113,0.216113,0.2490,-0.03289,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50551,+0.48974,-0.07883,+0.10150,0.06215,1.0000,1,0,0,0,0.0000,+0.01850,+0.01898,0.0979,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00796,+10.650,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+2.961,0,34.9,34.0
14.376443,3,1,0.216220,0.216220,0.2490,-0.03278,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50574,+0.49010,-0.07819,+0.10170,0.06216,1.0000,1,0,0,0,0.0000,+0.01832,+0.01880,0.0970,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00746,+10.651,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+3.076,0,34.9,34.0
14.381027,3,1,0.216329,0.216329,0.2490,-0.03267,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50597,+0.49046,-0.07755,+0.10189,0.06216,1.0000,1,0,0,0,0.0000,+0.01816,+0.01863,0.0961,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00746,+10.651,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+3.076,0,34.9,34.0
14.385598,3,1,0.216440,0.216440,0.2490,-0.03256,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50619,+0.49081,-0.07690,+0.10207,0.06217,1.0000,1,0,0,0,0.0000,+0.01799,+0.01846,0.0953,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00701,+10.652,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+3.179,0,34.9,34.0
14.390415,3,1,0.216559,0.216559,0.2490,-0.03244,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50642,+0.49118,-0.07620,+0.10226,0.06217,1.0000,1,0,0,0,0.0000,+0.01782,+0.01828,0.0944,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00701,+10.652,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+3.179,0,34.9,34.0
14.395155,3,1,0.216679,0.216679,0.2490,-0.03232,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50664,+0.49154,-0.07551,+0.10244,0.06218,1.0000,1,0,0,0,0.0000,+0.01765,+0.01811,0.0935,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00653,+10.653,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+3.289,0,34.9,34.0
14.399957,3,1,0.216804,0.216804,0.2490,-0.03220,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50685,+0.49190,-0.07479,+0.10262,0.06218,1.0000,1,0,0,0,0.0000,+0.01748,+0.01794,0.0926,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00653,+10.653,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+3.289,0,34.9,34.0
14.404490,3,1,0.216923,0.216923,0.2490,-0.03208,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50705,+0.49223,-0.07411,+0.10279,0.06219,1.0000,1,0,0,0,0.0000,+0.01732,+0.01778,0.0917,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00592,+10.655,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+3.428,0,34.9,34.0
14.409103,3,1,0.217046,0.217046,0.2490,-0.03195,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50725,+0.49257,-0.07341,+0.10296,0.06219,1.0000,1,0,0,0,0.0000,+0.01717,+0.01761,0.0909,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00592,+10.655,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+3.428,0,34.9,34.0
14.413908,3,1,0.217177,0.217177,0.2490,-0.03182,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50746,+0.49292,-0.07268,+0.10312,0.06219,1.0000,1,0,0,0,0.0000,+0.01700,+0.01744,0.0900,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00546,+10.656,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+3.533,0,34.9,34.0
14.419100,3,1,0.217320,0.217320,0.2490,-0.03168,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50767,+0.49329,-0.07188,+0.10330,0.06220,1.0000,1,0,0,0,0.0000,+0.01683,+0.01726,0.0891,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00504,+10.657,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+3.629,0,34.9,34.0
14.423682,3,1,0.217447,0.217447,0.2490,-0.03155,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50785,+0.49362,-0.07117,+0.10345,0.06220,1.0000,1,0,0,0,0.0000,+0.01667,+0.01711,0.0883,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00504,+10.657,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+3.629,0,34.9,34.0
14.428159,3,1,0.217573,0.217573,0.2490,-0.03143,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50803,+0.49393,-0.07047,+0.10360,0.06220,1.0000,1,0,0,0,0.0000,+0.01652,+0.01695,0.0875,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00458,+10.658,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+3.735,0,34.9,34.0
14.432588,3,1,0.217699,0.217699,0.2490,-0.03130,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50820,+0.49424,-0.06977,+0.10374,0.06221,1.0000,1,0,0,0,0.0000,+0.01638,+0.01680,0.0867,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00458,+10.658,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+3.735,0,34.9,34.0
14.436857,3,1,0.217821,0.217821,0.2490,-0.03118,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50836,+0.49454,-0.06910,+0.10388,0.06221,1.0000,1,0,0,0,0.0000,+0.01624,+0.01666,0.0860,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00410,+10.659,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+3.846,0,34.9,34.0
14.441602,3,1,0.217958,0.217958,0.2490,-0.03104,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50853,+0.49486,-0.06835,+0.10402,0.06221,1.0000,1,0,0,0,0.0000,+0.01608,+0.01650,0.0852,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00410,+10.659,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+3.846,0,34.9,34.0
14.446414,3,1,0.218098,0.218098,0.2490,-0.03090,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50870,+0.49519,-0.06758,+0.10417,0.06222,1.0000,1,0,0,0,0.0000,+0.01593,+0.01635,0.0844,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00367,+10.661,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+3.945,0,34.9,34.0
14.450726,3,1,0.218224,0.218224,0.2490,-0.03078,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50886,+0.49548,-0.06690,+0.10429,0.06222,1.0000,1,0,0,0,0.0000,+0.01579,+0.01621,0.0836,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00367,+10.661,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+3.945,0,34.9,34.0
14.458158,3,1,0.218443,0.218443,0.2490,-0.03056,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50911,+0.49596,-0.06571,+0.10450,0.06223,1.0000,1,0,0,0,0.0000,+0.01556,+0.01597,0.0824,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00321,+10.662,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+4.050,0,34.9,34.0
14.462566,3,1,0.218573,0.218573,0.2490,-0.03043,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50925,+0.49625,-0.06501,+0.10462,0.06223,1.0000,1,0,0,0,0.0000,+0.01542,+0.01583,0.0817,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00275,+10.663,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+4.156,0,34.9,34.0
14.467300,3,1,0.218713,0.218713,0.2490,-0.03029,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50941,+0.49656,-0.06425,+0.10475,0.06223,1.0000,1,0,0,0,0.0000,+0.01528,+0.01568,0.0809,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00275,+10.663,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+4.156,0,34.9,34.0
14.473005,3,1,0.218883,0.218883,0.2490,-0.03012,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50959,+0.49692,-0.06334,+0.10490,0.06224,1.0000,1,0,0,0,0.0000,+0.01511,+0.01550,0.0800,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00224,+10.665,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+4.271,0,34.9,34.0
14.479689,3,1,0.219082,0.219082,0.2490,-0.02992,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50979,+0.49733,-0.06228,+0.10507,0.06224,1.0000,1,0,0,0,0.0000,+0.01491,+0.01529,0.0789,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00224,+10.665,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+4.271,0,34.9,34.0
14.483974,3,1,0.219209,0.219209,0.2490,-0.02979,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.50992,+0.49760,-0.06160,+0.10518,0.06224,1.0000,1,0,0,0,0.0000,+0.01478,+0.01516,0.0783,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00160,+10.667,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+4.419,0,34.9,34.0
14.488570,3,1,0.219347,0.219347,0.2490,-0.02965,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.51005,+0.49788,-0.06087,+0.10529,0.06225,1.0000,1,0,0,0,0.0000,+0.01464,+0.01502,0.0775,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00114,+10.668,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+4.525,0,34.9,34.0
14.493124,3,1,0.219482,0.219482,0.2490,-0.02952,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.51018,+0.49815,-0.06015,+0.10540,0.06225,1.0000,1,0,0,0,0.0000,+0.01451,+0.01489,0.0768,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00114,+10.668,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+4.525,0,34.9,34.0
14.497574,3,1,0.219615,0.219615,0.2490,-0.02939,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.51030,+0.49842,-0.05944,+0.10550,0.06225,1.0000,1,0,0,0,0.0000,+0.01438,+0.01476,0.0762,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00068,+10.670,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+4.630,0,34.9,34.0
14.502144,3,1,0.219751,0.219751,0.2490,-0.02925,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.51043,+0.49868,-0.05872,+0.10560,0.06225,1.0000,1,0,0,0,0.0000,+0.01425,+0.01462,0.0755,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00068,+10.670,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+4.630,0,34.9,34.0
14.506873,3,1,0.219891,0.219891,0.2490,-0.02911,1,1,0.0260,1,1,+0.51587,+0.11014,0.06236,199.83,+0.51055,+0.49896,-0.05798,+0.10571,0.06226,1.0000,1,0,0,0,0.0000,+0.01412,+0.01448,0.0748,+0.000,+0.000,1.0000,0,1.0000,0,1,+5.000,+0.000,+5.000,+0.00017,+10.672,-0.00000,+0.00,+0.00000,1,+0.34985,+0.32666,0.01065,+4.747,0,34.9,34.0
