t,seg,active_gate,thrust,thrust_cmd,base_thrust,vtrim,descent_on,desc_leg,descent_bias,gate_v_ok,gate_found,u_err,v_err,size_frac,cy,u_f,u_f2,du_lat,v_f,sz_f,sig_k,live,far_rej,gate_cmd_deg,committed,commit_k,steer,bank_seg,ff_bank_deg,trim_deg,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
0.148263,0,0,0.278065,0.278065,0.2750,+0.00307,0,0,0.0000,1,1,+0.02085,-0.00006,0.07718,179.99,+0.02065,+0.02055,+0.00000,+0.00722,0.07478,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.030,+0.00529,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.004,0,0.0,0.0
0.160130,0,0,0.278614,0.278614,0.2750,+0.00361,0,0,0.0000,1,1,+0.02004,-0.00324,0.07837,179.42,+0.02062,+0.02055,+0.00000,+0.00664,0.07499,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-15.763,+0.00558,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.004,0,0.0,0.0
0.172630,0,0,0.279115,0.279115,0.2750,+0.00412,0,0,0.0000,1,1,+0.02004,-0.00324,0.07837,179.42,+0.02058,+0.02055,+0.00000,+0.00606,0.07518,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-15.131,+0.00268,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.004,0,0.0,0.0
0.183728,0,0,0.279416,0.279416,0.2750,+0.00442,0,0,0.0000,1,1,+0.02044,-0.00198,0.07778,179.64,+0.02057,+0.02055,+0.00000,+0.00563,0.07532,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-14.879,+0.00177,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.004,0,0.0,0.0
0.195588,0,0,0.279690,0.279690,0.2750,+0.00469,0,0,0.0000,1,1,+0.02044,-0.00198,0.07778,179.64,+0.02057,+0.02056,+0.00000,+0.00521,0.07546,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-14.581,+0.00097,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.004,0,0.0,0.0
0.207654,0,0,0.279923,0.279923,0.2750,+0.00492,0,0,0.0000,1,1,+0.02044,-0.00198,0.07778,179.64,+0.02056,+0.02056,+0.00000,+0.00480,0.07559,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-13.958,+0.00056,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.004,0,0.0,0.0
0.219458,0,0,0.280394,0.280394,0.2750,+0.00539,0,0,0.0000,1,1,+0.02180,-0.00575,0.07954,178.97,+0.02063,+0.02056,+0.00000,+0.00421,0.07581,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-13.742,+0.00062,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.004,0,0.0,0.0
0.233508,0,0,0.280863,0.280863,0.2750,+0.00586,0,0,0.0000,1,1,+0.02180,-0.00575,0.07954,178.97,+0.02071,+0.02057,+0.00000,+0.00356,0.07606,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-13.441,+0.00080,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.004,0,0.0,0.0
0.244930,0,0,0.281208,0.281208,0.2750,+0.00621,0,0,0.0000,1,1,+0.02028,-0.00599,0.07935,178.92,+0.02068,+0.02058,+0.00000,+0.00304,0.07623,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-12.879,+0.00094,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.004,0,0.0,0.0
0.258252,0,0,0.281541,0.281541,0.2750,+0.00654,0,0,0.0000,1,1,+0.02028,-0.00599,0.07935,178.92,+0.02066,+0.02058,+0.00000,+0.00248,0.07643,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-12.666,+0.00102,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.004,0,0.0,0.0
0.269994,0,0,0.281786,0.281786,0.2750,+0.00679,0,0,0.0000,1,1,+0.02028,-0.00599,0.07935,178.92,+0.02064,+0.02058,+0.00000,+0.00201,0.07659,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-12.133,+0.00096,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.004,0,0.0,0.0
0.282846,0,0,0.282017,0.282017,0.2750,+0.00702,0,0,0.0000,1,1,+0.02024,-0.00618,0.07954,178.89,+0.02061,+0.02059,+0.00000,+0.00151,0.07677,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-11.875,+0.00087,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.004,0,0.0,0.0
0.295742,0,0,0.282199,0.282199,0.2750,+0.00720,0,0,0.0000,1,1,+0.02024,-0.00618,0.07954,178.89,+0.02059,+0.02059,+0.00000,+0.00105,0.07694,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-11.453,+0.00078,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.004,0,0.0,0.0
0.310605,0,0,0.282377,0.282377,0.2750,+0.00738,0,0,0.0000,1,1,+0.02036,-0.00647,0.07974,178.83,+0.02057,+0.02058,+0.00000,+0.00053,0.07713,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-10.936,+0.00069,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.004,0,0.0,0.0
0.323580,0,0,0.282492,0.282492,0.2750,+0.00749,0,0,0.0000,1,1,+0.02036,-0.00647,0.07974,178.83,+0.02056,+0.02058,+0.00000,+0.00010,0.07729,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-10.786,+0.00068,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.004,0,0.0,0.0
0.335514,0,0,0.282565,0.282565,0.2750,+0.00756,0,0,0.0000,1,1,+0.02036,-0.00647,0.07974,178.83,+0.02055,+0.02058,+0.00000,-0.00027,0.07743,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-10.231,+0.00064,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.004,0,0.0,0.0
0.347606,0,0,0.282844,0.282844,0.2750,+0.00784,0,0,0.0000,1,1,+0.02097,-0.00955,0.08127,178.28,+0.02057,+0.02058,+0.00000,-0.00080,0.07765,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-10.012,+0.00061,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.004,0,0.0,0.0
0.359145,0,0,0.283064,0.283064,0.2750,+0.00806,0,0,0.0000,1,1,+0.02097,-0.00955,0.08127,178.28,+0.02060,+0.02058,+0.00000,-0.00128,0.07784,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-9.843,+0.00059,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.004,0,0.0,0.0
0.371944,0,0,0.283256,0.283256,0.2750,+0.00826,0,0,0.0000,1,1,+0.02097,-0.00955,0.08127,178.28,+0.02062,+0.02058,+0.00000,-0.00177,0.07805,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-9.304,+0.00057,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.004,0,0.0,0.0
0.382961,0,0,0.283456,0.283456,0.2750,+0.00846,0,0,0.0000,1,1,+0.02205,-0.01055,0.08203,178.10,+0.02069,+0.02059,+0.00000,-0.00223,0.07826,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-9.189,+0.00052,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.004,0,0.0,0.0
0.396797,0,0,0.283647,0.283647,0.2750,+0.00865,0,0,0.0000,1,1,+0.02205,-0.01055,0.08203,178.10,+0.02078,+0.02060,+0.00000,-0.00277,0.07850,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-8.989,+0.00050,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.004,0,0.0,0.0
0.409866,0,0,0.283759,0.283759,0.2750,+0.00876,0,0,0.0000,1,1,+0.02153,-0.01030,0.08203,178.15,+0.02083,+0.02062,+0.00000,-0.00323,0.07872,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-8.534,+0.00048,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.004,0,0.0,0.0
0.421818,0,0,0.283828,0.283828,0.2750,+0.00883,0,0,0.0000,1,1,+0.02153,-0.01030,0.08203,178.15,+0.02087,+0.02063,+0.00000,-0.00363,0.07890,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-8.353,+0.00045,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.003,0,0.0,0.0
0.433460,0,0,0.283866,0.283866,0.2750,+0.00887,0,0,0.0000,1,1,+0.02153,-0.01030,0.08203,178.15,+0.02090,+0.02064,+0.00000,-0.00400,0.07908,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-8.028,+0.00042,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.003,0,0.0,0.0
0.446199,0,0,0.283877,0.283877,0.2750,+0.00888,0,0,0.0000,1,1,+0.02153,-0.01030,0.08203,178.15,+0.02094,+0.02066,+0.00000,-0.00437,0.07925,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-7.913,+0.00042,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.003,0,0.0,0.0
0.458396,0,0,0.283933,0.283933,0.2750,+0.00893,0,0,0.0000,1,1,+0.02186,-0.01121,0.08259,177.98,+0.02099,+0.02068,+0.00000,-0.00477,0.07944,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-7.628,+0.00038,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.003,0,0.0,0.0
0.471614,0,0,0.283959,0.283959,0.2750,+0.00896,0,0,0.0000,1,1,+0.02186,-0.01121,0.08259,177.98,+0.02105,+0.02070,+0.00000,-0.00517,0.07964,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-7.462,+0.00036,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.003,0,0.0,0.0
0.483600,0,0,0.284124,0.284124,0.2750,+0.00912,0,0,0.0000,1,1,+0.02218,-0.01342,0.08352,177.58,+0.02111,+0.02073,+0.00000,-0.00563,0.07986,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-7.147,+0.00034,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.003,0,0.0,0.0
0.495739,0,0,0.284250,0.284250,0.2750,+0.00925,0,0,0.0000,1,1,+0.02218,-0.01342,0.08352,177.58,+0.02117,+0.02075,+0.00000,-0.00608,0.08007,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-7.039,+0.00033,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.003,0,0.0,0.0
0.507585,0,0,0.284445,0.284445,0.2750,+0.00945,0,0,0.0000,1,1,+0.02133,-0.01486,0.08389,177.32,+0.02118,+0.02078,+0.00000,-0.00657,0.08028,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-6.786,+0.00030,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.003,0,0.0,0.0
0.521434,0,0,0.284616,0.284616,0.2750,+0.00962,0,0,0.0000,1,1,+0.02133,-0.01486,0.08389,177.32,+0.02119,+0.02080,+0.00000,-0.00711,0.08052,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-6.691,+0.00029,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.003,0,0.0,0.0
0.534122,0,0,0.284728,0.284728,0.2750,+0.00973,0,0,0.0000,1,1,+0.02133,-0.01486,0.08389,177.32,+0.02120,+0.02083,+0.00000,-0.00757,0.08072,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-6.452,+0.00027,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.003,0,0.0,0.0
0.545211,0,0,0.284870,0.284870,0.2750,+0.00987,0,0,0.0000,1,1,+0.02140,-0.01592,0.08444,177.13,+0.02121,+0.02085,+0.00000,-0.00801,0.08091,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-6.321,+0.00025,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.003,0,0.0,0.0
0.556995,0,0,0.284982,0.284982,0.2750,+0.00998,0,0,0.0000,1,1,+0.02140,-0.01592,0.08444,177.13,+0.02122,+0.02087,+0.00000,-0.00845,0.08111,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-6.184,+0.00025,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.003,0,0.0,0.0
0.569186,0,0,0.285061,0.285061,0.2750,+0.01006,0,0,0.0000,1,1,+0.02140,-0.01592,0.08444,177.13,+0.02123,+0.02089,+0.00000,-0.00888,0.08130,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-5.975,+0.00023,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.003,0,0.0,0.0
0.580848,0,0,0.285202,0.285202,0.2750,+0.01020,0,0,0.0000,1,1,+0.02171,-0.01724,0.08498,176.90,+0.02126,+0.02091,+0.00000,-0.00934,0.08150,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-5.856,+0.00022,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.003,0,0.0,0.0
0.593501,0,0,0.285312,0.285312,0.2750,+0.01031,0,0,0.0000,1,1,+0.02171,-0.01724,0.08498,176.90,+0.02128,+0.02093,+0.00000,-0.00981,0.08171,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-5.760,+0.00021,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.003,0,0.0,0.0
0.605066,0,0,0.285379,0.285379,0.2750,+0.01038,0,0,0.0000,1,1,+0.02171,-0.01724,0.08498,176.90,+0.02131,+0.02095,+0.00000,-0.01021,0.08189,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-5.493,+0.00020,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.003,0,0.0,0.0
0.616742,0,0,0.285449,0.285449,0.2750,+0.01045,0,0,0.0000,1,1,+0.02136,-0.01768,0.08517,176.82,+0.02131,+0.02097,+0.00000,-0.01063,0.08207,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-5.386,+0.00019,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.003,0,0.0,0.0
0.628278,0,0,0.285488,0.285488,0.2750,+0.01049,0,0,0.0000,1,1,+0.02136,-0.01768,0.08517,176.82,+0.02131,+0.02099,+0.00000,-0.01101,0.08224,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-5.287,+0.00018,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.003,0,0.0,0.0
0.642831,0,0,0.285496,0.285496,0.2750,+0.01050,0,0,0.0000,1,1,+0.02136,-0.01768,0.08517,176.82,+0.02132,+0.02101,+0.00000,-0.01146,0.08244,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-5.088,+0.00017,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.003,0,0.0,0.0
0.654024,0,0,0.285401,0.285401,0.2750,+0.01040,0,0,0.0000,1,1,+0.02174,-0.01657,0.08498,177.02,+0.02134,+0.02103,+0.00000,-0.01173,0.08257,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.992,+0.00016,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.002,0,0.0,0.0
0.666883,0,0,0.285276,0.285276,0.2750,+0.01028,0,0,0.0000,1,1,+0.02174,-0.01657,0.08498,177.02,+0.02136,+0.02105,+0.00000,-0.01203,0.08272,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.862,+0.00015,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.002,0,0.0,0.0
0.678168,0,0,0.285156,0.285156,0.2750,+0.01016,0,0,0.0000,1,1,+0.02174,-0.01657,0.08498,177.02,+0.02138,+0.02107,+0.00000,-0.01227,0.08284,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.756,+0.00015,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.002,0,0.0,0.0
0.690050,0,0,0.285067,0.285067,0.2750,+0.01007,0,0,0.0000,1,1,+0.02191,-0.01721,0.08517,176.90,+0.02141,+0.02109,+0.00000,-0.01255,0.08297,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.683,+0.00013,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.002,0,0.0,0.0
0.703353,0,0,0.284952,0.284952,0.2750,+0.00995,0,0,0.0000,1,1,+0.02191,-0.01721,0.08517,176.90,+0.02144,+0.02111,+0.00000,-0.01284,0.08311,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.570,+0.00013,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.002,0,0.0,0.0
0.715542,0,0,0.284385,0.284385,0.2750,+0.00939,0,0,0.0000,1,1,+0.02135,-0.01136,0.08221,177.95,+0.02144,+0.02113,+0.00000,-0.01275,0.08305,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.460,+0.00013,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.002,0,0.0,0.0
0.727232,0,0,0.283877,0.283877,0.2750,+0.00888,0,0,0.0000,1,1,+0.02135,-0.01136,0.08221,177.95,+0.02143,+0.02114,+0.00000,-0.01268,0.08301,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.335,+0.00011,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.002,0,0.0,0.0
0.739495,0,0,0.283380,0.283380,0.2750,+0.00838,0,0,0.0000,1,1,+0.02135,-0.01136,0.08221,177.95,+0.02143,+0.02116,+0.00000,-0.01260,0.08296,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.301,+0.00011,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.002,0,0.0,0.0
0.752328,0,0,0.281405,0.281405,0.2750,+0.00641,0,0,0.0000,1,1,+0.01886,+0.00717,0.07286,181.29,+0.02127,+0.02117,+0.00000,-0.01141,0.08235,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.269,+0.00010,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.002,0,0.0,0.0
0.763744,0,0,0.279811,0.279811,0.2750,+0.00481,0,0,0.0000,1,1,+0.01886,+0.00717,0.07286,181.29,+0.02114,+0.02117,+0.00000,-0.01041,0.08184,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.178,+0.00010,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.002,0,0.0,0.0
0.774954,0,0,0.277433,0.277433,0.2750,+0.00243,0,0,0.0000,1,1,+0.01805,+0.02060,0.06827,183.71,+0.02098,+0.02116,+0.00000,-0.00876,0.08112,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.089,+0.00010,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.002,0,0.0,0.0
0.787546,0,0,0.275048,0.275048,0.2750,+0.00005,0,0,0.0000,1,1,+0.01805,+0.02060,0.06827,183.71,+0.02081,+0.02114,+0.00000,-0.00702,0.08036,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.006,+0.00009,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.002,0,0.0,0.0
0.799007,0,0,0.273097,0.273097,0.2750,-0.00190,0,0,0.0000,1,1,+0.01805,+0.02060,0.06827,183.71,+0.02066,+0.02111,+0.00000,-0.00552,0.07970,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.919,+0.00008,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.002,0,0.0,0.0
0.811775,0,0,0.270380,0.270380,0.2750,-0.00462,0,0,0.0000,1,1,+0.02067,+0.03048,0.06573,185.49,+0.02066,+0.02108,+0.00000,-0.00336,0.07887,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.818,+0.00008,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.002,0,0.0,0.0
0.823961,0,0,0.268076,0.268076,0.2750,-0.00692,0,0,0.0000,1,1,+0.02067,+0.03048,0.06573,185.49,+0.02066,+0.02106,+0.00000,-0.00142,0.07811,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.815,+0.00007,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.002,0,0.0,0.0
0.835104,0,0,0.266191,0.266191,0.2750,-0.00881,0,0,0.0000,1,1,+0.02067,+0.03048,0.06573,185.49,+0.02066,+0.02104,+0.00000,+0.00026,0.07746,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.801,+0.00007,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.002,0,0.0,0.0
0.846986,0,0,0.265326,0.265326,0.2750,-0.00967,0,0,0.0000,1,1,+0.01917,+0.01832,0.06759,183.30,+0.02057,+0.02101,+0.00000,+0.00128,0.07690,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.787,+0.00007,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.002,0,0.0,0.0
0.860510,0,0,0.264489,0.264489,0.2750,-0.01051,0,0,0.0000,1,1,+0.01917,+0.01832,0.06759,183.30,+0.02049,+0.02098,+0.00000,+0.00236,0.07631,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.709,+0.00006,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.002,0,0.0,0.0
