t,seg,active_gate,thrust,thrust_cmd,base_thrust,vtrim,descent_on,gate_v_ok,gate_found,u_err,v_err,size_frac,cy,steer,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
0.005869,0,0,0.278960,0.278960,0.2750,+0.00396,0,1,1,+0.01921,-0.02475,0.08714,175.54,0,+0.000,+0.00000,-17.803,+0.00000,-17.80,+0.00000,1,-0.03754,+0.01042,0.03027,+0.016,0,0.0,0.0
0.048188,0,0,0.279369,0.279369,0.2750,+0.00437,0,1,1,+0.01949,-0.02512,0.08696,175.48,0,+0.000,+0.00000,-17.803,+0.00000,-17.80,+0.00000,1,-0.13077,+0.09776,0.05514,+0.016,0,0.0,0.0
0.077806,0,0,0.284071,0.284071,0.2750,+0.00907,0,1,1,+0.02029,-0.02922,0.08517,174.74,0,+0.000,+0.00000,-17.805,-0.01660,-17.80,+0.00000,1,-0.00220,-0.03402,0.14905,+0.016,0,0.0,0.0
0.107132,0,0,0.296781,0.296781,0.2750,+0.02178,0,1,1,+0.02034,-0.04076,0.07778,172.66,0,+0.000,+0.00000,-17.435,-0.00052,-17.80,+0.00000,1,-0.00003,-0.00352,0.18972,+0.025,0,0.0,0.0
0.134336,0,0,0.305000,0.305000,0.2750,+0.03000,0,1,1,+0.01509,-0.05807,0.07005,169.55,0,+0.000,+0.00000,-16.659,-0.00020,-17.80,+0.00000,1,+0.00011,-0.00067,0.19562,+0.025,0,0.0,0.0
0.160764,0,0,0.305000,0.305000,0.2750,+0.03000,0,1,1,+0.01509,-0.05807,0.07005,169.55,0,+0.000,+0.00000,-15.721,+0.00491,-17.80,+0.00000,1,+0.00011,-0.00067,0.19562,+0.025,0,0.0,0.0
0.188874,0,0,0.305000,0.305000,0.2750,+0.03000,0,1,1,+0.01359,-0.06151,0.06526,168.93,0,+0.000,+0.00000,-14.711,+0.00117,-17.80,+0.00000,1,-0.00089,+0.00160,0.19034,+0.024,0,0.0,0.0
0.216554,0,0,0.295544,0.295544,0.2750,+0.02054,0,1,1,+0.01499,-0.05242,0.06526,170.57,0,+0.000,+0.00000,-14.710,+0.00043,-17.80,+0.00000,1,-0.00427,+0.00496,0.17625,+0.024,0,0.0,0.0
0.243638,0,0,0.279466,0.279466,0.2750,+0.00447,0,1,1,+0.01582,-0.04033,0.07071,172.74,0,+0.000,+0.00000,-14.709,+0.00085,-17.80,+0.00000,1,-0.00469,+0.00434,0.15448,+0.024,0,0.0,0.0
0.272878,0,0,0.261921,0.258644,0.2750,-0.01636,0,1,1,+0.01597,-0.02217,0.07857,176.01,0,+0.000,+0.00000,-14.708,+0.00076,-17.80,+0.00000,1,-0.00641,+0.00254,0.12211,+0.024,0,0.0,0.0
0.300757,0,0,0.256154,0.256154,0.2750,-0.01885,0,1,1,+0.01606,-0.01738,0.08203,176.87,0,+0.000,+0.00000,-14.107,+0.00066,-17.80,+0.00000,1,-0.00109,-0.00371,0.11187,+0.024,0,0.0,0.0
0.329810,0,0,0.259663,0.259663,0.2750,-0.01534,0,1,1,+0.01606,-0.01738,0.08203,176.87,0,+0.000,+0.00000,-13.152,+0.00054,-17.80,+0.00000,1,-0.00109,-0.00371,0.11187,+0.022,0,0.0,0.0
0.356805,0,0,0.261003,0.261003,0.2750,-0.01400,0,1,1,+0.01730,-0.01617,0.08315,177.09,0,+0.000,+0.00000,-13.151,+0.00049,-17.80,+0.00000,1,-0.00335,-0.00225,0.10560,+0.022,0,0.0,0.0
0.386854,0,0,0.263771,0.263771,0.2750,-0.01123,0,1,1,+0.01730,-0.01617,0.08315,177.09,0,+0.000,+0.00000,-12.931,+0.00048,-17.80,+0.00000,1,-0.00335,-0.00225,0.10560,+0.022,0,0.0,0.0
0.413469,0,0,0.264409,0.264409,0.2750,-0.01059,0,1,1,+0.01961,-0.01495,0.08352,177.31,0,+0.000,+0.00000,-12.430,+0.00039,-17.80,+0.00000,1,-0.01087,-0.00043,0.09371,+0.021,0,0.0,0.0
0.440746,0,0,0.264322,0.264322,0.2750,-0.01068,0,1,1,+0.02093,-0.01317,0.08259,177.63,0,+0.000,+0.00000,-11.529,+0.00033,-17.80,+0.00000,1,-0.01778,-0.02217,0.07061,+0.019,0,0.0,0.0
0.469612,0,0,0.266385,0.266385,0.2750,-0.00861,0,1,1,+0.02093,-0.01317,0.08259,177.63,0,+0.000,+0.00000,-10.961,+0.00031,-17.80,+0.00000,1,-0.01778,-0.02217,0.07061,+0.018,0,0.0,0.0
0.505619,0,0,0.269906,0.269906,0.2750,-0.00509,0,1,1,+0.02030,-0.01445,0.08352,177.40,0,+0.000,+0.00000,-10.154,+0.00027,-17.80,+0.00000,1,-0.03159,+0.00168,0.05571,+0.017,0,0.0,0.0
0.535482,0,0,0.271136,0.271136,0.2750,-0.00386,0,1,1,+0.02030,-0.01445,0.08352,177.40,0,+0.000,+0.00000,-9.410,+0.00023,-17.80,+0.00000,1,-0.03159,+0.00168,0.05571,+0.016,0,0.0,0.0
0.565226,0,0,0.272973,0.272973,0.2750,-0.00203,0,1,1,+0.02086,-0.01516,0.08389,177.27,0,+0.000,+0.00000,-8.984,+0.00020,-17.80,+0.00000,1,-0.04187,+0.02407,0.05124,+0.015,0,0.0,0.0
0.592894,0,0,0.273666,0.273666,0.2750,-0.00133,0,1,1,+0.02086,-0.01516,0.08389,177.27,0,+0.000,+0.00000,-8.423,+0.00017,-17.80,+0.00000,1,-0.04187,+0.02407,0.05124,+0.014,0,0.0,0.0
0.621414,0,0,0.273815,0.273815,0.2750,-0.00119,0,1,1,+0.02058,-0.01477,0.08660,177.34,0,+0.000,+0.00000,-8.019,+0.00015,-17.80,+0.00000,1,-0.04943,+0.03760,0.05241,+0.013,0,0.0,0.0
0.649852,0,0,0.276151,0.276151,0.2750,+0.00115,0,1,1,+0.02042,-0.01628,0.08731,177.07,0,+0.000,+0.00000,-7.743,+0.00014,-17.80,+0.00000,1,-0.05545,+0.03896,0.05257,+0.013,0,0.0,0.0
0.680892,0,0,0.277634,0.277634,0.2750,+0.00263,0,1,1,+0.01997,-0.01735,0.08802,176.88,0,+0.000,+0.00000,-7.111,+0.00011,-17.80,+0.00000,1,-0.08012,+0.06177,0.04935,+0.012,0,0.0,0.0
0.713651,0,0,0.273825,0.273825,0.2750,-0.00117,0,1,1,+0.02009,-0.01400,0.08642,177.48,0,+0.000,+0.00000,-6.925,+0.00010,-17.80,+0.00000,1,-0.11238,+0.09021,0.04333,+0.011,0,0.0,0.0
0.742323,0,0,0.287590,0.287590,0.2750,+0.01259,0,1,1,+0.02017,-0.02532,0.09044,175.44,0,+0.000,+0.00000,-6.598,+0.00009,-17.80,+0.00000,1,-0.12771,+0.10253,0.03441,+0.010,0,0.0,0.0
0.774509,0,0,0.286294,0.286294,0.2750,+0.01129,0,1,1,+0.01999,-0.02551,0.09078,175.41,0,+0.000,+0.00000,-6.185,+0.00008,-17.80,+0.00000,1,-0.11803,+0.08614,0.01504,+0.010,0,0.0,0.0
0.802167,0,0,0.286001,0.286001,0.2750,+0.01100,0,1,1,+0.02004,-0.02622,0.09078,175.28,0,+0.000,+0.00000,-5.883,+0.00007,-17.80,+0.00000,0,+0.00000,+0.00000,0.00392,+0.009,0,0.0,0.0
0.829642,0,0,0.284947,0.284947,0.2750,+0.00995,0,1,1,+0.02004,-0.02622,0.09078,175.28,0,+0.000,+0.00000,-5.516,+0.00006,-17.80,+0.00000,0,+0.00000,+0.00000,0.00392,+0.008,0,0.0,0.0
0.857907,0,0,0.292665,0.292665,0.2750,+0.01766,0,1,1,+0.01983,-0.03359,0.08872,173.95,0,+0.000,+0.00000,-5.257,+0.00005,-17.80,+0.00000,0,+0.00000,+0.00000,0.00204,+0.008,0,0.0,0.0
0.887500,0,0,0.288979,0.288979,0.2750,+0.01398,0,1,1,+0.01912,-0.03217,0.08571,174.21,0,+0.000,+0.00000,-5.125,+0.00005,-17.80,+0.00000,0,+0.00000,+0.00000,0.00191,+0.007,0,0.0,0.0
0.915132,0,0,0.286867,0.286867,0.2750,+0.01187,0,1,1,+0.01902,-0.03154,0.08517,174.32,0,+0.000,+0.00000,-4.944,+0.00004,-17.80,+0.00000,0,+0.00000,+0.00000,0.00158,+0.007,0,0.0,0.0
0.941999,0,0,0.284594,0.284594,0.2750,+0.00959,0,1,1,+0.01715,-0.03049,0.08642,174.51,0,+0.000,+0.00000,-4.694,+0.00004,-17.80,+0.00000,0,+0.00000,+0.00000,0.00145,+0.007,0,0.0,0.0
0.968383,0,0,0.286095,0.286095,0.2750,+0.01109,0,1,1,+0.01523,-0.03236,0.08784,174.18,0,+0.000,+0.00000,-4.545,+0.00003,-17.80,+0.00000,0,+0.00000,+0.00000,0.00148,+0.006,0,0.0,0.0
0.994382,0,0,0.285221,0.285221,0.2750,+0.01022,0,1,1,+0.01523,-0.03236,0.08784,174.18,0,+0.000,+0.00000,-4.492,+0.00003,-17.80,+0.00000,0,+0.00000,+0.00000,0.00148,+0.006,0,0.0,0.0
1.020779,0,0,0.283040,0.283040,0.2750,+0.00804,0,1,1,+0.01629,-0.03115,0.08678,174.39,0,+0.000,+0.00000,-4.427,+0.00003,-17.80,+0.00000,0,+0.00000,+0.00000,0.00145,+0.006,0,35.4,34.5
1.047181,0,0,0.291671,0.291671,0.2750,+0.01667,0,1,1,+0.01615,-0.03885,0.09027,173.01,0,+0.000,+0.00000,-4.295,+0.00002,-17.80,+0.00000,0,+0.00000,+0.00000,0.00154,+0.005,0,35.4,34.5
1.079052,0,0,0.289037,0.289037,0.2750,+0.01404,0,1,1,+0.01602,-0.03815,0.09010,173.13,0,+0.000,+0.00000,-4.386,+0.00002,-17.80,+0.00000,0,+0.00000,+0.00000,0.00161,+0.005,0,35.4,34.5
1.105368,0,0,0.287853,0.287853,0.2750,+0.01285,0,1,1,+0.01602,-0.03815,0.09010,173.13,0,+0.000,+0.00000,-4.328,+0.00002,-17.80,+0.00000,0,+0.00000,+0.00000,0.00161,+0.005,0,35.4,34.5
1.134369,0,0,0.287260,0.287260,0.2750,+0.01226,0,1,1,+0.01501,-0.03858,0.09112,173.06,0,+0.000,+0.00000,-4.173,+0.00002,-17.80,+0.00000,0,+0.00000,+0.00000,0.00247,+0.005,0,35.4,34.5
1.164115,0,0,0.287203,0.287203,0.2750,+0.01220,0,1,1,+0.01426,-0.03940,0.09179,172.91,0,+0.000,+0.00000,-4.076,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.04029,+0.004,0,35.4,34.5
1.190169,0,0,0.286330,0.286330,0.2750,+0.01133,0,1,1,+0.01426,-0.03940,0.09179,172.91,0,+0.000,+0.00000,-4.056,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.04029,+0.004,0,35.4,34.5
1.219500,0,0,0.284370,0.284370,0.2750,+0.00937,0,1,1,+0.01664,-0.03842,0.09362,173.08,0,+0.000,+0.00000,-3.985,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.05956,+0.004,0,35.4,34.5
1.246689,0,0,0.285505,0.285505,0.2750,+0.01050,0,1,1,+0.01695,-0.03981,0.09379,172.84,0,+0.000,+0.00000,-3.871,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.07115,+0.004,0,35.4,34.5
1.275968,0,0,0.283584,0.283584,0.2750,+0.00858,0,1,1,+0.01847,-0.03874,0.09461,173.03,0,+0.000,+0.00000,-3.825,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.07016,+0.003,0,35.4,34.5
1.303721,0,0,0.280989,0.280989,0.2750,+0.00599,0,1,1,+0.01877,-0.03684,0.09329,173.37,0,+0.000,+0.00000,-3.863,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.06473,+0.003,0,35.4,34.5
1.331210,0,0,0.280974,0.280974,0.2750,+0.00597,0,1,1,+0.01877,-0.03684,0.09329,173.37,0,+0.000,+0.00000,-3.847,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.06473,+0.003,0,35.4,34.5
