t,seg,active_gate,thrust,thrust_cmd,base_thrust,vtrim,descent_on,desc_leg,descent_bias,gate_v_ok,gate_found,u_err,v_err,size_frac,cy,u_f,u_f2,du_lat,v_f,sz_f,sig_k,live,far_rej,gate_cmd_deg,committed,commit_k,steer,bank_seg,ff_bank_deg,trim_deg,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
0.017001,0,0,0.276753,0.276753,0.2750,+0.00175,0,0,0.0000,1,1,+0.02161,-0.01096,0.08127,178.03,+0.02161,+0.02161,+0.00000,-0.01096,0.08127,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-17.800,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.016,0,0.0,0.0
0.033608,0,0,0.276753,0.276753,0.2750,+0.00175,0,0,0.0000,1,1,+0.02161,-0.01096,0.08127,178.03,+0.02161,+0.02161,+0.00000,-0.01096,0.08127,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-17.800,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.016,0,0.0,0.0
0.046237,0,0,0.276859,0.276859,0.2750,+0.00186,0,0,0.0000,1,1,+0.02138,-0.01229,0.08165,177.79,+0.02160,+0.02161,+0.00000,-0.01103,0.08129,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-17.800,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.016,0,0.0,0.0
0.059107,0,0,0.276974,0.276974,0.2750,+0.00197,0,0,0.0000,1,1,+0.02210,-0.01253,0.08240,177.75,+0.02163,+0.02161,+0.00000,-0.01112,0.08136,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-17.825,-0.02999,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.028,0,0.0,0.0
0.072128,0,0,0.277076,0.277076,0.2750,+0.00208,0,0,0.0000,1,1,+0.02210,-0.01253,0.08240,177.75,+0.02166,+0.02162,+0.00000,-0.01121,0.08142,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-17.784,-0.00644,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.025,0,0.0,0.0
0.084368,0,0,0.277161,0.277161,0.2750,+0.00216,0,0,0.0000,1,1,+0.02210,-0.01253,0.08240,177.75,+0.02168,+0.02162,+0.00000,-0.01129,0.08148,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-17.660,-0.00230,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.019,0,0.0,0.0
0.097028,0,0,0.277238,0.277238,0.2750,+0.00224,0,0,0.0000,1,1,+0.02210,-0.01253,0.08240,177.75,+0.02171,+0.02162,+0.00000,-0.01136,0.08154,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-17.349,-0.00061,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.015,0,0.0,0.0
0.112037,0,0,0.277382,0.277382,0.2750,+0.00238,0,0,0.0000,1,1,+0.02179,-0.01323,0.08240,177.62,+0.02171,+0.02163,+0.00000,-0.01149,0.08160,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-17.078,-0.00436,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.015,0,0.0,0.0
0.125480,0,0,0.277494,0.277494,0.2750,+0.00249,0,0,0.0000,1,1,+0.02179,-0.01323,0.08240,177.62,+0.02172,+0.02164,+0.00000,-0.01160,0.08165,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.494,+0.00009,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.015,0,0.0,0.0
0.137754,0,0,0.277847,0.277847,0.2750,+0.00285,0,0,0.0000,1,1,+0.02200,-0.01664,0.08444,177.00,+0.02173,+0.02164,+0.00000,-0.01189,0.08181,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.181,+0.00345,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.015,0,0.0,0.0
0.150567,0,0,0.278172,0.278172,0.2750,+0.00317,0,0,0.0000,1,1,+0.02200,-0.01664,0.08444,177.00,+0.02175,+0.02165,+0.00000,-0.01218,0.08197,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-15.600,+0.00652,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.015,0,0.0,0.0
0.164792,0,0,0.278505,0.278505,0.2750,+0.00351,0,0,0.0000,1,1,+0.02227,-0.01688,0.08444,176.96,+0.02179,+0.02166,+0.00000,-0.01249,0.08213,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-14.960,+0.00303,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.015,0,0.0,0.0
0.177473,0,0,0.278765,0.278765,0.2750,+0.00377,0,0,0.0000,1,1,+0.02227,-0.01688,0.08444,176.96,+0.02181,+0.02167,+0.00000,-0.01275,0.08227,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-14.726,+0.00197,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.015,0,0.0,0.0
0.190323,0,0,0.278994,0.278994,0.2750,+0.00399,0,0,0.0000,1,1,+0.02227,-0.01688,0.08444,176.96,+0.02184,+0.02168,+0.00000,-0.01300,0.08240,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-14.390,+0.00100,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.015,0,0.0,0.0
0.202638,0,0,0.279341,0.279341,0.2750,+0.00434,0,0,0.0000,1,1,+0.02190,-0.01891,0.08571,176.60,+0.02184,+0.02169,+0.00000,-0.01334,0.08259,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-13.809,+0.00054,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.014,0,0.0,0.0
0.216172,0,0,0.279670,0.279670,0.2750,+0.00467,0,0,0.0000,1,1,+0.02190,-0.01891,0.08571,176.60,+0.02185,+0.02170,+0.00000,-0.01370,0.08279,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-13.519,+0.00082,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.014,0,0.0,0.0
0.229975,0,0,0.279958,0.279958,0.2750,+0.00496,0,0,0.0000,1,1,+0.02190,-0.01891,0.08571,176.60,+0.02185,+0.02171,+0.00000,-0.01403,0.08298,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-13.319,+0.00091,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.014,0,0.0,0.0
0.242332,0,0,0.280237,0.280237,0.2750,+0.00524,0,0,0.0000,1,1,+0.02169,-0.01965,0.08571,176.46,+0.02184,+0.02172,+0.00000,-0.01436,0.08314,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-13.038,+0.00112,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.014,0,0.0,0.0
0.255519,0,0,0.280492,0.280492,0.2750,+0.00549,0,0,0.0000,1,1,+0.02169,-0.01965,0.08571,176.46,+0.02183,+0.02172,+0.00000,-0.01469,0.08329,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-12.560,+0.00110,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.013,0,0.0,0.0
0.268121,0,0,0.280718,0.280718,0.2750,+0.00572,0,0,0.0000,1,1,+0.02178,-0.01990,0.08589,176.42,+0.02183,+0.02173,+0.00000,-0.01500,0.08345,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-12.293,+0.00097,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.013,0,0.0,0.0
0.281017,0,0,0.280913,0.280913,0.2750,+0.00591,0,0,0.0000,1,1,+0.02178,-0.01990,0.08589,176.42,+0.02183,+0.02173,+0.00000,-0.01529,0.08360,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-11.794,+0.00084,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.013,0,0.0,0.0
0.293896,0,0,0.281075,0.281075,0.2750,+0.00608,0,0,0.0000,1,1,+0.02178,-0.01990,0.08589,176.42,+0.02182,+0.02174,+0.00000,-0.01557,0.08373,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-11.543,+0.00084,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.012,0,0.0,0.0
0.306758,0,0,0.281212,0.281212,0.2750,+0.00621,0,0,0.0000,1,1,+0.02148,-0.01995,0.08607,176.41,+0.02180,+0.02174,+0.00000,-0.01584,0.08388,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-11.119,+0.00077,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.012,0,0.0,0.0
0.321548,0,0,0.281334,0.281334,0.2750,+0.00633,0,0,0.0000,1,1,+0.02148,-0.01995,0.08607,176.41,+0.02178,+0.02175,+0.00000,-0.01612,0.08403,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-10.652,+0.00072,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.012,0,0.0,0.0
0.332836,0,0,0.281408,0.281408,0.2750,+0.00641,0,0,0.0000,1,1,+0.02148,-0.01995,0.08607,176.41,+0.02177,+0.02175,+0.00000,-0.01633,0.08414,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-10.425,+0.00069,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.012,0,0.0,0.0
0.345327,0,0,0.281466,0.281466,0.2750,+0.00647,0,0,0.0000,1,1,+0.02171,-0.01990,0.08589,176.42,+0.02176,+0.02175,+0.00000,-0.01654,0.08424,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-10.190,+0.00066,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.011,0,0.0,0.0
0.358290,0,0,0.281506,0.281506,0.2750,+0.00651,0,0,0.0000,1,1,+0.02171,-0.01990,0.08589,176.42,+0.02176,+0.02175,+0.00000,-0.01674,0.08434,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-9.895,+0.00064,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.011,0,0.0,0.0
0.372546,0,0,0.281483,0.281483,0.2750,+0.00648,0,0,0.0000,1,1,+0.02052,-0.01936,0.08553,176.51,+0.02168,+0.02174,+0.00000,-0.01691,0.08442,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-9.685,+0.00060,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.011,0,0.0,0.0
0.385952,0,0,0.281451,0.281451,0.2750,+0.00645,0,0,0.0000,1,1,+0.02052,-0.01936,0.08553,176.51,+0.02160,+0.02174,+0.00000,-0.01707,0.08449,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-9.279,+0.00055,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.011,0,0.0,0.0
0.398699,0,0,0.281247,0.281247,0.2750,+0.00625,0,0,0.0000,1,1,+0.01890,-0.01731,0.08146,176.88,+0.02144,+0.02172,+0.00000,-0.01708,0.08431,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-9.084,+0.00052,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.010,0,0.0,0.0
0.411446,0,0,0.281055,0.281055,0.2750,+0.00606,0,0,0.0000,1,1,+0.01890,-0.01731,0.08146,176.88,+0.02129,+0.02169,+0.00000,-0.01710,0.08414,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-8.697,+0.00048,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.010,0,0.0,0.0
0.426080,0,0,0.280848,0.280848,0.2750,+0.00585,0,0,0.0000,1,1,+0.01890,-0.01731,0.08146,176.88,+0.02113,+0.02165,+0.00000,-0.01711,0.08395,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-8.336,+0.00047,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.010,0,0.0,0.0
0.437368,0,0,0.279718,0.279718,0.2750,+0.00472,0,0,0.0000,1,1,+0.01668,-0.00368,0.07158,179.34,+0.02089,+0.02161,+0.00000,-0.01639,0.08329,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-8.162,+0.00044,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.009,0,0.0,0.0
0.449628,0,0,0.278615,0.278615,0.2750,+0.00362,0,0,0.0000,1,1,+0.01668,-0.00368,0.07158,179.34,+0.02064,+0.02156,+0.00000,-0.01566,0.08262,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-7.987,+0.00042,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.009,0,0.0,0.0
0.461410,0,0,0.274850,0.274850,0.2750,-0.00015,0,0,0.0000,1,1,+0.01344,+0.03400,0.05556,186.12,+0.02024,+0.02148,+0.00000,-0.01290,0.08111,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-7.821,+0.00040,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.009,0,0.0,0.0
0.474323,0,0,0.271190,0.271190,0.2750,-0.00381,0,0,0.0000,1,1,+0.01344,+0.03400,0.05556,186.12,+0.01983,+0.02138,+0.00000,-0.01005,0.07956,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-7.551,+0.00037,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.009,0,0.0,0.0
0.486652,0,0,0.268083,0.268083,0.2750,-0.00692,0,0,0.0000,1,1,+0.01344,+0.03400,0.05556,186.12,+0.01946,+0.02127,+0.00000,-0.00749,0.07817,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-7.401,+0.00035,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.009,0,0.0,0.0
0.498850,0,0,0.265550,0.265550,0.2750,-0.00945,0,0,0.0000,1,1,+0.01578,+0.03150,0.05638,185.67,+0.01925,+0.02116,+0.00000,-0.00525,0.07691,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-7.116,+0.00033,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.008,0,0.0,0.0
0.513315,0,0,0.262958,0.262958,0.2750,-0.01204,0,0,0.0000,1,1,+0.01578,+0.03150,0.05638,185.67,+0.01901,+0.02101,+0.00000,-0.00277,0.07553,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-6.901,+0.00031,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.008,0,0.0,0.0
0.526212,0,0,0.260944,0.260944,0.2750,-0.01406,0,0,0.0000,1,1,+0.01578,+0.03150,0.05638,185.67,+0.01882,+0.02088,+0.00000,-0.00070,0.07437,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-6.780,+0.00030,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.008,0,0.0,0.0
0.538281,0,0,0.260606,0.260606,0.2750,-0.01439,0,0,0.0000,1,1,+0.01880,+0.01432,0.06285,182.58,+0.01882,+0.02076,+0.00000,+0.00016,0.07371,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-6.645,+0.00027,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.008,0,0.0,0.0
0.550496,0,0,0.260342,0.260342,0.2750,-0.01466,0,0,0.0000,1,1,+0.01880,+0.01432,0.06285,182.58,+0.01882,+0.02065,+0.00000,+0.00097,0.07309,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-6.538,+0.00026,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.008,0,0.0,0.0
0.563446,0,0,0.260544,0.260544,0.2750,-0.01446,0,0,0.0000,1,1,+0.02159,+0.00936,0.06849,181.68,+0.01898,+0.02055,+0.00000,+0.00148,0.07281,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-6.433,+0.00026,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.008,0,0.0,0.0
0.577126,0,0,0.260784,0.260784,0.2750,-0.01422,0,0,0.0000,1,1,+0.02159,+0.00936,0.06849,181.68,+0.01915,+0.02046,+0.00000,+0.00199,0.07253,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-6.243,+0.00024,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.007,0,0.0,0.0
0.589650,0,0,0.261022,0.261022,0.2750,-0.01398,0,0,0.0000,1,1,+0.02159,+0.00936,0.06849,181.68,+0.01929,+0.02039,+0.00000,+0.00242,0.07230,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-6.145,+0.00022,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.007,0,0.0,0.0
0.602900,0,0,0.261638,0.261638,0.2750,-0.01336,0,0,0.0000,1,1,+0.02113,+0.00518,0.07093,180.93,+0.01941,+0.02033,+0.00000,+0.00259,0.07221,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-5.953,+0.00021,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.007,0,0.0,0.0
0.615435,0,0,0.262198,0.262198,0.2750,-0.01280,0,0,0.0000,1,1,+0.02113,+0.00518,0.07093,180.93,+0.01951,+0.02028,+0.00000,+0.00274,0.07213,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-5.905,+0.00020,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.007,0,0.0,0.0
0.628862,0,0,0.262771,0.262771,0.2750,-0.01223,0,0,0.0000,1,1,+0.02113,+0.00518,0.07093,180.93,+0.01961,+0.02024,+0.00000,+0.00290,0.07206,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-5.485,+0.00019,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.007,0,0.0,0.0
0.642521,0,0,0.263168,0.263168,0.2750,-0.01183,0,0,0.0000,1,1,+0.02387,+0.00708,0.07265,181.27,+0.01988,+0.02022,+0.00000,+0.00317,0.07210,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-5.320,+0.00017,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.006,0,0.0,0.0
0.656932,0,0,0.263580,0.263580,0.2750,-0.01142,0,0,0.0000,1,1,+0.02387,+0.00708,0.07265,181.27,+0.02015,+0.02021,+0.00000,+0.00343,0.07213,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-5.260,+0.00017,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.006,0,0.0,0.0
0.670002,0,0,0.263912,0.263912,0.2750,-0.01109,0,0,0.0000,1,1,+0.02136,+0.00752,0.07638,181.35,+0.02023,+0.02021,+0.00000,+0.00368,0.07239,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-5.118,+0.00016,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.006,0,0.0,0.0
0.682252,0,0,0.264221,0.264221,0.2750,-0.01078,0,0,0.0000,1,1,+0.02136,+0.00752,0.07638,181.35,+0.02029,+0.02022,+0.00000,+0.00390,0.07262,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-5.036,+0.00015,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.006,0,0.0,0.0
0.695477,0,0,0.264843,0.264843,0.2750,-0.01016,0,0,0.0000,1,1,+0.02097,+0.00400,0.07857,180.72,+0.02033,+0.02022,+0.00000,+0.00391,0.07299,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.877,+0.00014,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.006,0,0.0,0.0
0.707890,0,0,0.265392,0.265392,0.2750,-0.00961,0,0,0.0000,1,1,+0.02097,+0.00400,0.07857,180.72,+0.02037,+0.02023,+0.00000,+0.00391,0.07332,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.801,+0.00013,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.006,0,0.0,0.0
0.721032,0,0,0.265939,0.265939,0.2750,-0.00906,0,0,0.0000,1,1,+0.02097,+0.00400,0.07857,180.72,+0.02041,+0.02024,+0.00000,+0.00392,0.07364,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.653,+0.00013,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.005,0,0.0,0.0
0.735162,0,0,0.266707,0.266707,0.2750,-0.00829,0,0,0.0000,1,1,+0.02035,+0.00150,0.07993,180.27,+0.02040,+0.02025,+0.00000,+0.00376,0.07406,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.582,+0.00012,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.005,0,0.0,0.0
0.748442,0,0,0.267373,0.267373,0.2750,-0.00763,0,0,0.0000,1,1,+0.02035,+0.00150,0.07993,180.27,+0.02040,+0.02026,+0.00000,+0.00362,0.07442,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.513,+0.00011,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.005,0,0.0,0.0
0.763037,0,0,0.268155,0.268155,0.2750,-0.00685,0,0,0.0000,1,1,+0.02054,+0.00026,0.08051,180.05,+0.02041,+0.02027,+0.00000,+0.00339,0.07484,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.380,+0.00010,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.005,0,0.0,0.0
0.776413,0,0,0.268811,0.268811,0.2750,-0.00619,0,0,0.0000,1,1,+0.02054,+0.00026,0.08051,180.05,+0.02042,+0.02028,+0.00000,+0.00319,0.07519,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.292,+0.00010,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.005,0,0.0,0.0
0.789390,0,0,0.269395,0.269395,0.2750,-0.00560,0,0,0.0000,1,1,+0.02054,+0.00026,0.08051,180.05,+0.02042,+0.02029,+0.00000,+0.00302,0.07552,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.253,+0.00009,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.005,0,0.0,0.0
0.802777,0,0,0.270512,0.270512,0.2750,-0.00449,0,0,0.0000,1,1,+0.02066,-0.00651,0.08278,178.83,+0.02044,+0.02030,+0.00000,+0.00242,0.07597,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.926,+0.00009,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.004,0,0.0,0.0
0.814581,0,0,0.271407,0.271407,0.2750,-0.00359,0,0,0.0000,1,1,+0.02066,-0.00651,0.08278,178.83,+0.02045,+0.02031,+0.00000,+0.00192,0.07635,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.034,+0.00008,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.005,0,0.0,0.0
0.828461,0,0,0.272910,0.272910,0.2750,-0.00209,0,0,0.0000,1,1,+0.02053,-0.01304,0.08333,177.65,+0.02046,+0.02032,+0.00000,+0.00095,0.07680,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.083,+0.00008,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.005,0,0.0,0.0
0.840761,0,0,0.274107,0.274107,0.2750,-0.00089,0,0,0.0000,1,1,+0.02053,-0.01304,0.08333,177.65,+0.02046,+0.02033,+0.00000,+0.00014,0.07718,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.083,+0.00008,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.005,0,0.0,0.0
0.853574,0,0,0.275218,0.275218,0.2750,+0.00022,0,0,0.0000,1,1,+0.02053,-0.01304,0.08333,177.65,+0.02047,+0.02033,+0.00000,-0.00065,0.07755,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.029,+0.00007,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.004,0,0.0,0.0
0.869401,0,0,0.276609,0.276609,0.2750,+0.00161,0,0,0.0000,1,1,+0.01981,-0.01513,0.08315,177.28,+0.02042,+0.02034,+0.00000,-0.00171,0.07796,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.070,+0.00007,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.004,0,0.0,0.0
0.883134,0,0,0.277669,0.277669,0.2750,+0.00267,0,0,0.0000,1,1,+0.01981,-0.01513,0.08315,177.28,+0.02038,+0.02034,+0.00000,-0.00258,0.07830,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.972,+0.00006,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.004,0,0.0,0.0
0.896635,0,0,0.278583,0.278583,0.2750,+0.00358,0,0,0.0000,1,1,+0.01981,-0.01513,0.08315,177.28,+0.02034,+0.02034,+0.00000,-0.00337,0.07860,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.872,+0.00006,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.004,0,0.0,0.0
0.912064,0,0,0.280403,0.280403,0.2750,+0.00540,0,0,0.0000,1,1,+0.01918,-0.02492,0.08203,175.51,+0.02026,+0.02034,+0.00000,-0.00491,0.07885,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.841,+0.00006,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.004,0,0.0,0.0
0.923907,0,0,0.281645,0.281645,0.2750,+0.00664,0,0,0.0000,1,1,+0.01918,-0.02492,0.08203,175.51,+0.02020,+0.02033,+0.00000,-0.00603,0.07903,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.748,+0.00005,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,+0.004,0,0.0,0.0
