t,seg,active_gate,thrust,thrust_cmd,base_thrust,vtrim,descent_on,desc_leg,descent_bias,gate_v_ok,gate_found,u_err,v_err,size_frac,cy,u_f,u_f2,du_lat,v_f,sz_f,sig_k,live,far_rej,tube_solid,u_tube_f,curv_f,rail_k,gate_cmd_deg,committed,commit_k,steer,bank_seg,ff_bank_deg,trim_deg,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
16.655922,3,1,0.248627,0.248627,0.2490,-0.00037,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02310,+28.193,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.526,0,193.5,0.0
16.660285,3,1,0.248628,0.248628,0.2490,-0.00037,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02309,+28.193,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.523,0,193.5,0.0
16.664928,3,1,0.248629,0.248629,0.2490,-0.00037,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02309,+28.193,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.523,0,193.5,0.0
16.669383,3,1,0.248630,0.248630,0.2490,-0.00037,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02314,+28.193,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.533,0,193.5,0.0
16.673999,3,1,0.248631,0.248631,0.2490,-0.00037,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02314,+28.193,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.533,0,193.5,0.0
16.678454,3,1,0.248633,0.248633,0.2490,-0.00037,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02315,+28.194,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.537,0,193.5,0.0
16.683038,3,1,0.248634,0.248634,0.2490,-0.00037,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02315,+28.194,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.537,0,193.5,0.0
16.687321,3,1,0.248635,0.248635,0.2490,-0.00037,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02318,+28.194,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.544,0,193.5,0.0
16.692179,3,1,0.248636,0.248636,0.2490,-0.00036,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02318,+28.194,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.544,0,193.5,0.0
16.696627,3,1,0.248637,0.248637,0.2490,-0.00036,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02320,+28.194,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.547,0,193.5,0.0
16.701420,3,1,0.248638,0.248638,0.2490,-0.00036,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02328,+28.195,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.566,0,193.5,0.0
16.706076,3,1,0.248639,0.248639,0.2490,-0.00036,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02328,+28.195,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.566,0,193.5,0.0
16.710595,3,1,0.248640,0.248640,0.2490,-0.00036,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02339,+28.196,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.592,0,193.5,0.0
16.715185,3,1,0.248641,0.248641,0.2490,-0.00036,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02339,+28.196,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.592,0,193.5,0.0
16.719714,3,1,0.248643,0.248643,0.2490,-0.00036,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02341,+28.196,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.595,0,193.5,0.0
16.724269,3,1,0.248644,0.248644,0.2490,-0.00036,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02341,+28.196,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.595,0,193.5,0.0
16.728906,3,1,0.248645,0.248645,0.2490,-0.00036,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02348,+28.197,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.612,0,193.5,0.0
16.733112,3,1,0.248646,0.248646,0.2490,-0.00035,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02348,+28.197,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.612,0,193.5,0.0
16.738085,3,1,0.248647,0.248647,0.2490,-0.00035,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02345,+28.196,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.605,0,193.5,0.0
16.745860,3,1,0.248649,0.248649,0.2490,-0.00035,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02347,+28.196,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.609,0,193.5,0.0
16.750229,3,1,0.248650,0.248650,0.2490,-0.00035,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02347,+28.196,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.609,0,193.5,0.0
16.754785,3,1,0.248651,0.248651,0.2490,-0.00035,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02353,+28.197,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.625,0,193.5,0.0
16.759862,3,1,0.248652,0.248652,0.2490,-0.00035,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02353,+28.197,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.625,0,193.5,0.0
16.764565,3,1,0.248653,0.248653,0.2490,-0.00035,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02360,+28.198,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.639,0,193.5,0.0
16.769209,3,1,0.248654,0.248654,0.2490,-0.00035,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02360,+28.198,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.639,0,193.5,0.0
16.773845,3,1,0.248655,0.248655,0.2490,-0.00034,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02360,+28.198,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.640,0,193.5,0.0
16.778431,3,1,0.248656,0.248656,0.2490,-0.00034,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02360,+28.198,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.640,0,193.5,0.0
16.782973,3,1,0.248657,0.248657,0.2490,-0.00034,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02371,+28.198,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.664,0,193.5,0.0
16.787310,3,1,0.248658,0.248658,0.2490,-0.00034,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02379,+28.199,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.684,0,193.5,0.0
16.791528,3,1,0.248659,0.248659,0.2490,-0.00034,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02379,+28.199,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.684,0,193.5,0.0
16.796200,3,1,0.248660,0.248660,0.2490,-0.00034,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02379,+28.199,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.684,0,193.5,0.0
16.800720,3,1,0.248661,0.248661,0.2490,-0.00034,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02376,+28.199,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.676,0,193.5,0.0
16.805495,3,1,0.248662,0.248662,0.2490,-0.00034,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02382,+28.199,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.690,0,193.5,0.0
16.810078,3,1,0.248663,0.248663,0.2490,-0.00034,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02382,+28.199,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.690,0,193.5,0.0
16.814682,3,1,0.248664,0.248664,0.2490,-0.00034,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02389,+28.200,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.707,0,193.5,0.0
16.819334,3,1,0.248665,0.248665,0.2490,-0.00033,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02389,+28.200,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.707,0,193.5,0.0
16.824244,3,1,0.248667,0.248667,0.2490,-0.00033,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02398,+28.201,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.727,0,193.5,0.0
16.828964,3,1,0.248668,0.248668,0.2490,-0.00033,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02398,+28.201,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.727,0,193.5,0.0
16.833486,3,1,0.248669,0.248669,0.2490,-0.00033,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02388,+28.200,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.705,0,193.5,0.0
16.837770,3,1,0.248670,0.248670,0.2490,-0.00033,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02388,+28.200,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.705,0,193.5,0.0
16.842481,3,1,0.248671,0.248671,0.2490,-0.00033,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02387,+28.199,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.701,0,193.5,0.0
16.847167,3,1,0.248672,0.248672,0.2490,-0.00033,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02387,+28.199,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.701,0,193.5,0.0
16.851690,3,1,0.248673,0.248673,0.2490,-0.00033,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02403,+28.201,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.737,0,193.5,0.0
16.856614,3,1,0.248674,0.248674,0.2490,-0.00033,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02403,+28.201,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.737,0,193.5,0.0
16.861134,3,1,0.248675,0.248675,0.2490,-0.00033,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02399,+28.200,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.728,0,193.5,0.0
16.865747,3,1,0.248676,0.248676,0.2490,-0.00032,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02399,+28.200,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.728,0,193.5,0.0
16.869966,3,1,0.248677,0.248677,0.2490,-0.00032,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02405,+28.201,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.743,0,193.5,0.0
16.874532,3,1,0.248678,0.248678,0.2490,-0.00032,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02414,+28.201,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.764,0,193.5,0.0
16.878737,3,1,0.248678,0.248678,0.2490,-0.00032,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0002,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02414,+28.201,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.764,0,193.5,0.0
16.883428,3,1,0.248679,0.248679,0.2490,-0.00032,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0001,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02414,+28.201,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.764,0,193.5,0.0
16.887966,3,1,0.248680,0.248680,0.2490,-0.00032,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0001,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02412,+28.201,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.758,0,193.5,0.0
16.892731,3,1,0.248681,0.248681,0.2490,-0.00032,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0001,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02419,+28.202,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.774,0,193.5,0.0
16.897415,3,1,0.248682,0.248682,0.2490,-0.00032,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0001,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02419,+28.202,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.774,0,193.5,0.0
16.901818,3,1,0.248683,0.248683,0.2490,-0.00032,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0001,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02419,+28.202,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.774,0,193.5,0.0
16.906535,3,1,0.248684,0.248684,0.2490,-0.00032,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0001,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02413,+28.201,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.761,0,193.5,0.0
16.910847,3,1,0.248685,0.248685,0.2490,-0.00031,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0001,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02421,+28.201,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.779,0,193.5,0.0
16.915601,3,1,0.248686,0.248686,0.2490,-0.00031,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0001,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02421,+28.201,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.779,0,193.5,0.0
16.920147,3,1,0.248687,0.248687,0.2490,-0.00031,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0001,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02421,+28.201,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.779,0,193.5,0.0
16.924836,3,1,0.248688,0.248688,0.2490,-0.00031,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0001,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02411,+28.200,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.757,0,193.5,0.0
16.929481,3,1,0.248689,0.248689,0.2490,-0.00031,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0001,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02411,+28.200,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.757,0,193.5,0.0
16.933805,3,1,0.248690,0.248690,0.2490,-0.00031,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0001,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02411,+28.200,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.756,0,193.5,0.0
16.938917,3,1,0.248691,0.248691,0.2490,-0.00031,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0001,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02415,+28.200,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.765,0,193.5,0.0
16.943530,3,1,0.248692,0.248692,0.2490,-0.00031,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0001,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02415,+28.200,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.765,0,193.5,0.0
16.948038,3,1,0.248693,0.248693,0.2490,-0.00031,1,1,0.0260,0,1,-0.17531,+0.59759,0.04303,287.57,+0.00000,-0.00000,-0.00001,+0.00000,0.00000,0.0001,0,1,0,+0.00000,+0.00000,0.0000,+0.000,0,1.0000,0,1,+0.000,+0.000,+0.000,-0.02423,+28.201,+0.00000,+0.00,+0.00000,1,-0.14762,+0.02530,0.00707,+5.784,0,193.5,0.0
