t,seg,active_gate,thrust,thrust_cmd,base_thrust,vtrim,descent_on,desc_leg,descent_bias,gate_v_ok,gate_found,u_err,v_err,size_frac,cy,u_f,u_f2,du_lat,v_f,sz_f,sig_k,live,far_rej,tube_solid,u_tube_f,curv_f,rail_k,gate_cmd_deg,committed,commit_k,steer,bank_seg,ff_bank_deg,trim_deg,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
0.001596,0,0,0.277446,0.277446,0.2750,+0.00245,0,0,0.0000,1,1,+0.02110,-0.01529,0.08352,177.25,+0.02110,+0.02110,+0.00000,-0.01529,0.08352,1.0000,1,0,1,-0.02241,+0.00017,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-17.801,+0.00000,+0.00,+0.00000,1,-0.02241,+0.00017,0.01801,+0.016,0,0.0,0.0
0.034217,0,0,0.277764,0.277764,0.2750,+0.00276,0,0,0.0000,1,1,+0.02037,-0.01712,0.08444,176.92,+0.02100,+0.02109,+0.00000,-0.01555,0.08365,1.0000,1,0,1,-0.02276,+0.00036,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-17.801,+0.00000,+0.00,+0.00000,1,-0.02494,+0.00153,0.01892,+0.016,0,0.0,0.0
0.063401,0,0,0.277980,0.277980,0.2750,+0.00298,0,0,0.0000,1,1,+0.02037,-0.01712,0.08444,176.92,+0.02092,+0.02107,+0.00000,-0.01575,0.08375,1.0000,1,0,1,-0.02304,+0.00051,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-17.847,-0.01689,+0.00,+0.00000,1,-0.02494,+0.00153,0.01892,+0.000,0,0.0,0.0
0.094127,0,0,0.278161,0.278161,0.2750,+0.00316,0,0,0.0000,1,1,+0.01925,-0.01721,0.08315,176.90,+0.02070,+0.02102,+0.00000,-0.01594,0.08367,1.0000,1,0,1,-0.02162,-0.00563,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-17.515,-0.00221,+0.00,+0.00000,1,-0.01235,-0.04557,0.10917,+0.016,0,0.0,0.0
0.125468,0,0,0.278292,0.278292,0.2750,+0.00329,0,0,0.0000,1,1,+0.01925,-0.01721,0.08315,176.90,+0.02050,+0.02095,+0.00000,-0.01611,0.08360,1.0000,1,0,1,-0.02036,-0.01104,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.748,-0.00462,+0.00,+0.00000,1,-0.01235,-0.04557,0.10917,+0.020,0,0.0,0.0
0.153571,0,0,0.278507,0.278507,0.2750,+0.00351,0,0,0.0000,1,1,+0.01725,-0.01808,0.08032,176.75,+0.02010,+0.02084,+0.00000,-0.01636,0.08319,1.0000,1,0,1,-0.01829,-0.00961,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-15.575,+0.00521,+0.00,+0.00000,1,-0.00352,+0.00060,0.16403,+0.020,0,0.0,0.0
0.187490,0,0,0.278125,0.278125,0.2750,+0.00313,0,0,0.0000,1,1,+0.01594,-0.01494,0.07454,177.31,+0.01950,+0.02065,+0.00000,-0.01615,0.08194,1.0000,1,0,1,-0.01589,-0.00799,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-14.408,+0.00158,+0.00,+0.00000,1,-0.00175,+0.00155,0.17342,+0.019,0,0.0,0.0
0.217389,0,0,0.278125,0.278125,0.2750,+0.00313,0,0,0.0000,1,1,+0.01332,+0.04896,0.05300,188.81,+0.01950,+0.02050,+0.00000,-0.01615,0.08194,1.0000,0,1,1,-0.01424,-0.00652,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-13.691,+0.00047,+0.00,+0.00000,1,-0.00323,+0.00327,0.16393,+0.018,0,0.0,0.0
0.242910,0,0,0.278125,0.278125,0.2750,+0.00313,0,0,0.0000,1,1,+0.01224,+0.01170,0.05415,182.11,+0.01950,+0.02038,+0.00000,-0.01615,0.08194,1.0000,0,1,1,-0.01333,-0.00504,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-12.873,+0.00092,+0.00,+0.00000,1,-0.00617,+0.00660,0.14618,+0.017,0,0.0,0.0
0.271321,0,0,0.272843,0.272843,0.2750,-0.00216,0,0,0.0000,1,1,+0.01374,+0.01727,0.05583,183.11,+0.01878,+0.02019,+0.00000,-0.01199,0.07869,1.0000,1,0,1,-0.01315,-0.00309,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-12.095,+0.00080,+0.00,+0.00000,1,-0.01192,+0.01059,0.10985,+0.016,0,0.0,0.0
0.298271,0,0,0.270859,0.270859,0.2750,-0.00414,0,0,0.0000,1,1,+0.01452,+0.00448,0.06186,180.81,+0.01827,+0.01996,+0.00000,-0.01004,0.07669,1.0000,1,0,1,-0.01327,-0.00148,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-11.424,+0.00067,+0.00,+0.00000,1,-0.01414,+0.01048,0.08282,+0.016,0,0.0,0.0
0.328462,0,0,0.270395,0.270395,0.2750,-0.00460,0,0,0.0000,1,1,+0.01973,-0.00259,0.06713,179.53,+0.01847,+0.01976,+0.00000,-0.00906,0.07544,1.0000,1,0,1,-0.01516,+0.00173,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-10.822,+0.00058,+0.00,+0.00000,1,-0.02765,+0.02305,0.06429,+0.015,0,0.0,0.0
0.357527,0,0,0.270136,0.270136,0.2750,-0.00486,0,0,0.0000,1,1,+0.01973,-0.00259,0.06713,179.53,+0.01863,+0.01962,+0.00000,-0.00824,0.07438,1.0000,1,0,1,-0.01674,+0.00444,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-10.251,+0.00052,+0.00,+0.00000,1,-0.02765,+0.02305,0.06429,+0.014,0,0.0,0.0
0.385205,0,0,0.270577,0.270577,0.2750,-0.00442,0,0,0.0000,1,1,+0.01891,-0.00621,0.07049,178.88,+0.01866,+0.01950,+0.00000,-0.00799,0.07391,1.0000,1,0,1,-0.02163,+0.01006,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-9.730,+0.00047,+0.00,+0.00000,1,-0.05695,+0.05072,0.04817,+0.013,0,0.0,0.0
0.411201,0,0,0.270478,0.270478,0.2750,-0.00452,0,0,0.0000,1,1,+0.02007,-0.00281,0.07158,179.49,+0.01882,+0.01942,+0.00000,-0.00740,0.07364,1.0000,1,0,1,-0.02289,+0.01183,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-9.283,+0.00042,+0.00,+0.00000,1,-0.03255,+0.02545,0.04024,+0.013,0,0.0,0.0
0.441694,0,0,0.270153,0.270153,0.2750,-0.00485,0,0,0.0000,1,1,+0.02017,-0.00084,0.07286,179.85,+0.01900,+0.01937,+0.00000,-0.00653,0.07354,1.0000,1,0,1,-0.02371,+0.01275,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-8.816,+0.00036,+0.00,+0.00000,1,-0.02911,+0.01873,0.03484,+0.012,0,0.0,0.0
0.472390,0,0,0.269032,0.269032,0.2750,-0.00597,0,0,0.0000,1,1,+0.02117,+0.00498,0.07136,180.90,+0.01929,+0.01936,+0.00000,-0.00500,0.07325,1.0000,1,0,1,-0.02479,+0.01353,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-8.151,+0.00030,+0.00,+0.00000,1,-0.03183,+0.01866,0.03252,+0.011,0,0.0,0.0
0.502337,0,0,0.268973,0.268973,0.2750,-0.00603,0,0,0.0000,1,1,+0.02270,+0.00079,0.07495,180.14,+0.01973,+0.01941,+0.00000,-0.00424,0.07347,1.0000,1,0,1,-0.02613,+0.01397,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-7.989,+0.00027,+0.00,+0.00000,1,-0.03506,+0.01687,0.03077,+0.011,0,0.0,0.0
0.530800,0,0,0.269127,0.269127,0.2750,-0.00587,0,0,0.0000,1,1,+0.02251,+0.00012,0.07577,180.02,+0.02008,+0.01949,+0.00000,-0.00370,0.07376,1.0000,1,0,1,-0.02783,+0.01426,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-7.695,+0.00024,+0.00,+0.00000,1,-0.03978,+0.01628,0.03007,+0.010,0,0.0,0.0
0.559756,0,0,0.269410,0.269410,0.2750,-0.00559,0,0,0.0000,1,1,+0.02227,-0.00033,0.07935,179.94,+0.02036,+0.01960,+0.00000,-0.00327,0.07446,1.0000,1,0,1,-0.03229,+0.01655,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-7.407,+0.00021,+0.00,+0.00000,1,-0.06312,+0.03240,0.02927,+0.010,0,0.0,0.0
0.590778,0,0,0.269740,0.269740,0.2750,-0.00526,0,0,0.0000,1,1,+0.02227,-0.00033,0.07935,179.94,+0.02061,+0.01974,+0.00000,-0.00288,0.07512,1.0000,1,0,1,-0.03643,+0.01868,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-7.074,+0.00019,+0.00,+0.00000,1,-0.06312,+0.03240,0.02927,+0.009,0,0.0,0.0
0.621349,0,0,0.270743,0.270743,0.2750,-0.00426,0,0,0.0000,1,1,+0.02199,-0.00436,0.08127,179.21,+0.02080,+0.01988,+0.00000,-0.00307,0.07594,1.0000,1,0,1,-0.03796,+0.01801,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-6.690,+0.00016,+0.00,+0.00000,1,-0.04793,+0.01366,0.02870,+0.009,0,0.0,0.0
0.650927,0,0,0.272185,0.272185,0.2750,-0.00281,0,0,0.0000,1,1,+0.02062,-0.00823,0.08315,178.52,+0.02077,+0.01999,+0.00000,-0.00374,0.07686,1.0000,1,0,1,-0.03954,+0.01691,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-6.241,+0.00014,+0.00,+0.00000,1,-0.05026,+0.00946,0.02634,+0.008,0,0.0,0.0
0.680280,0,0,0.272374,0.272374,0.2750,-0.00263,0,0,0.0000,1,1,+0.02139,-0.00219,0.08108,179.61,+0.02085,+0.02010,+0.00000,-0.00354,0.07740,1.0000,1,0,1,-0.04267,+0.01830,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-5.947,+0.00013,+0.00,+0.00000,1,-0.06397,+0.02779,0.02260,+0.008,0,0.0,0.0
0.707178,0,0,0.272646,0.272646,0.2750,-0.00235,0,0,0.0000,1,1,+0.02020,-0.00283,0.08165,179.49,+0.02078,+0.02018,+0.00000,-0.00346,0.07791,1.0000,1,0,1,-0.05281,+0.02736,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-5.626,+0.00011,+0.00,+0.00000,1,-0.12822,+0.09465,0.01908,+0.007,0,0.0,0.0
0.736695,0,0,0.274204,0.274204,0.2750,-0.00080,0,0,0.0000,1,1,+0.01985,-0.01082,0.08462,178.05,+0.02066,+0.02024,+0.00000,-0.00440,0.07877,1.0000,1,0,1,-0.06017,+0.03397,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-5.252,+0.00010,+0.00,+0.00000,1,-0.11006,+0.07875,0.01562,+0.007,0,0.0,0.0
0.765548,0,0,0.276044,0.276044,0.2750,+0.00104,0,0,0.0000,1,1,+0.02124,-0.01486,0.08660,177.33,+0.02073,+0.02031,+0.00000,-0.00572,0.07976,1.0000,1,0,0,-0.06017,+0.03397,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-5.058,+0.00009,+0.00,+0.00000,1,-0.16358,+0.13242,0.01311,+0.007,0,0.0,0.0
0.794125,0,0,0.278702,0.278702,0.2750,+0.00370,0,0,0.0000,1,1,+0.01945,-0.02278,0.08941,175.90,+0.02057,+0.02034,+0.00000,-0.00785,0.08096,1.0000,1,0,0,-0.06017,+0.03397,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.797,+0.00007,+0.00,+0.00000,0,+0.00000,+0.00000,0.01095,+0.006,0,0.0,0.0
0.821887,0,0,0.280692,0.280692,0.2750,+0.00569,0,0,0.0000,1,1,+0.01945,-0.02278,0.08941,175.90,+0.02043,+0.02035,+0.00000,-0.00967,0.08199,1.0000,1,0,0,-0.06017,+0.03397,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.601,+0.00007,+0.00,+0.00000,0,+0.00000,+0.00000,0.01095,+0.006,0,0.0,0.0
0.850337,0,0,0.282462,0.282462,0.2750,+0.00746,0,0,0.0000,1,1,+0.01990,-0.02431,0.09061,175.62,+0.02037,+0.02035,+0.00000,-0.01150,0.08307,1.0000,1,0,0,-0.06017,+0.03397,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.354,+0.00006,+0.00,+0.00000,0,+0.00000,+0.00000,0.00918,+0.005,0,0.0,0.0
0.878710,0,0,0.285259,0.285259,0.2750,+0.01026,0,0,0.0000,1,1,+0.01908,-0.03392,0.08731,173.89,+0.02021,+0.02033,+0.00000,-0.01428,0.08359,1.0000,1,0,0,-0.06017,+0.03397,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.163,+0.00005,+0.00,+0.00000,0,+0.00000,+0.00000,0.00857,+0.005,0,0.0,0.0
0.905520,0,0,0.286941,0.286941,0.2750,+0.01194,0,0,0.0000,1,1,+0.01886,-0.03187,0.08535,174.26,+0.02005,+0.02030,+0.00000,-0.01636,0.08380,1.0000,1,0,0,-0.06017,+0.03397,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.989,+0.00005,+0.00,+0.00000,0,+0.00000,+0.00000,0.00664,+0.005,0,0.0,0.0
0.933138,0,0,0.287980,0.287980,0.2750,+0.01298,0,0,0.0000,1,1,+0.01778,-0.03058,0.08571,174.50,+0.01977,+0.02024,+0.00000,-0.01809,0.08403,1.0000,1,0,0,-0.06017,+0.03397,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.851,+0.00004,+0.00,+0.00000,0,+0.00000,+0.00000,0.00328,+0.004,0,0.0,0.0
0.957332,0,0,0.288867,0.288867,0.2750,+0.01387,0,0,0.0000,1,1,+0.01554,-0.03244,0.08767,174.16,+0.01932,+0.02014,+0.00000,-0.01964,0.08442,1.0000,1,0,0,-0.06017,+0.03397,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.731,+0.00004,+0.00,+0.00000,0,+0.00000,+0.00000,0.00141,+0.004,0,0.0,0.0
0.983439,0,0,0.289500,0.289500,0.2750,+0.01450,0,0,0.0000,1,1,+0.01554,-0.03244,0.08767,174.16,+0.01888,+0.01999,+0.00000,-0.02111,0.08480,1.0000,1,0,0,-0.06017,+0.03397,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.760,+0.00003,+0.00,+0.00000,0,+0.00000,+0.00000,0.00141,+0.004,0,0.0,0.0
1.007764,0,0,0.289824,0.289824,0.2750,+0.01482,0,0,0.0000,1,1,+0.01700,-0.03219,0.08660,174.21,+0.01868,+0.01985,+0.00000,-0.02232,0.08499,1.0000,1,0,0,-0.06017,+0.03397,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.822,+0.00003,+0.00,+0.00000,0,+0.00000,+0.00000,0.00140,+0.004,0,35.8,34.8
1.035021,0,0,0.289835,0.289835,0.2750,+0.01484,0,0,0.0000,1,1,+0.01530,-0.03132,0.08749,174.36,+0.01827,+0.01966,+0.00000,-0.02340,0.08529,1.0000,1,0,0,-0.06017,+0.03397,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.731,+0.00003,+0.00,+0.00000,0,+0.00000,+0.00000,0.00149,+0.004,0,35.8,34.8
1.061308,0,0,0.290748,0.290748,0.2750,+0.01575,0,0,0.0000,1,1,+0.01625,-0.03838,0.08992,173.09,+0.01804,+0.01947,+0.00000,-0.02514,0.08583,1.0000,1,0,0,-0.06017,+0.03397,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.629,+0.00002,+0.00,+0.00000,0,+0.00000,+0.00000,0.00148,+0.003,0,35.8,34.8
1.087816,0,0,0.291257,0.291257,0.2750,+0.01626,0,0,0.0000,1,1,+0.01483,-0.03785,0.09095,173.19,+0.01766,+0.01926,+0.00000,-0.02662,0.08643,1.0000,1,0,0,-0.06017,+0.03397,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.583,+0.00002,+0.00,+0.00000,0,+0.00000,+0.00000,0.00161,+0.003,0,35.8,34.8
1.113880,0,0,0.291512,0.291512,0.2750,+0.01651,0,0,0.0000,1,1,+0.01483,-0.03785,0.09095,173.19,+0.01733,+0.01904,+0.00000,-0.02792,0.08695,1.0000,1,0,0,-0.06017,+0.03397,1.0000,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.490,+0.00002,+0.00,+0.00000,0,+0.00000,+0.00000,0.00161,+0.003,0,35.8,34.8
1.140478,0,0,0.291819,0.291819,0.2750,+0.01682,0,0,0.0000,1,1,+0.01424,-0.03952,0.09179,172.89,+0.01697,+0.01879,+0.00000,-0.02928,0.08752,1.0000,1,0,0,-0.05972,+0.03371,0.9925,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.562,+0.00002,+0.00,+0.00000,0,+0.00000,+0.00000,0.00270,+0.003,0,35.8,34.8
1.165325,0,0,0.291923,0.291923,0.2750,+0.01692,0,0,0.0000,1,1,+0.01426,-0.03956,0.09179,172.88,+0.01667,+0.01856,+0.00000,-0.03042,0.08799,1.0000,1,0,0,-0.05682,+0.03207,0.9443,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.477,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.02212,+0.003,0,35.8,34.8
1.194082,0,0,0.291626,0.291626,0.2750,+0.01663,0,0,0.0000,1,1,+0.01653,-0.03816,0.09313,173.13,+0.01665,+0.01832,+0.00000,-0.03139,0.08864,1.0000,1,0,0,-0.05365,+0.03028,0.8916,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.455,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.05548,+0.003,0,35.8,34.8
1.226463,0,0,0.291175,0.291175,0.2750,+0.01617,0,0,0.0000,1,1,+0.01653,-0.03816,0.09313,173.13,+0.01664,+0.01809,+0.00000,-0.03233,0.08926,1.0000,1,0,0,-0.05028,+0.02838,0.8357,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.428,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.05548,+0.003,0,35.8,34.8
1.256034,0,0,0.291036,0.291036,0.2750,+0.01604,0,0,0.0000,1,1,+0.01727,-0.04028,0.09428,172.75,+0.01672,+0.01791,+0.00000,-0.03336,0.08991,1.0000,1,0,0,-0.04740,+0.02675,0.7877,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.407,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.07561,+0.002,0,35.8,34.8
1.287657,0,0,0.290604,0.290604,0.2750,+0.01560,0,0,0.0000,1,1,+0.01854,-0.03944,0.09510,172.90,+0.01697,+0.01778,+0.00000,-0.03419,0.09062,1.0000,1,0,0,-0.04449,+0.02511,0.7394,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.378,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.08412,+0.002,0,35.8,34.8
1.321211,0,0,0.290013,0.290013,0.2750,+0.01501,0,0,0.0000,1,1,+0.01866,-0.03908,0.09493,172.97,+0.01721,+0.01770,+0.00000,-0.03489,0.09124,1.0000,1,0,0,-0.04160,+0.02348,0.6914,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.345,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.07158,+0.002,0,35.8,34.8
1.352784,0,0,0.289436,0.289436,0.2750,+0.01444,0,0,0.0000,1,1,+0.01866,-0.03908,0.09493,172.97,+0.01741,+0.01766,+0.00000,-0.03546,0.09174,1.0000,1,0,0,-0.03906,+0.02205,0.6491,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.310,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.07158,+0.002,0,35.8,34.8
1.384672,0,0,0.288526,0.288526,0.2750,+0.01353,0,0,0.0000,1,1,+0.01904,-0.03719,0.09329,173.30,+0.01763,+0.01766,+0.00000,-0.03570,0.09195,1.0000,1,0,0,-0.03664,+0.02068,0.6090,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.414,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.05737,+0.002,0,35.8,34.8
1.412374,0,0,0.287752,0.287752,0.2750,+0.01275,0,0,0.0000,1,1,+0.01917,-0.03685,0.09313,173.37,+0.01782,+0.01768,+0.00000,-0.03584,0.09210,1.0000,1,0,0,-0.03467,+0.01957,0.5762,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.429,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.04574,+0.002,0,35.8,34.8
1.438837,0,0,0.286794,0.286794,0.2750,+0.01179,0,0,0.0000,1,1,+0.01914,-0.03490,0.09461,173.72,+0.01797,+0.01771,+0.00000,-0.03573,0.09239,1.0000,1,0,0,-0.03288,+0.01856,0.5465,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.392,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.03087,+0.002,0,35.8,34.8
1.464848,0,0,0.285186,0.285186,0.2750,+0.01019,0,0,0.0000,1,1,+0.01841,-0.02949,0.09213,174.69,+0.01802,+0.01775,+0.00000,-0.03501,0.09236,1.0000,1,0,0,-0.03121,+0.01762,0.5188,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.272,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.02471,+0.001,0,35.8,34.8
1.496192,0,0,0.281732,0.281732,0.2750,+0.00673,0,0,0.0000,1,1,+0.01772,-0.01816,0.09095,176.73,+0.01798,+0.01778,+0.00000,-0.03273,0.09217,1.0000,1,0,0,-0.02932,+0.01655,0.4872,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.327,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.02068,+0.001,0,35.8,34.8
1.525261,0,0,0.278827,0.278827,0.2750,+0.00383,0,0,0.0000,1,1,+0.01804,-0.01563,0.09010,177.19,+0.01799,+0.01781,+0.00000,-0.03056,0.09191,1.0000,1,0,0,-0.02766,+0.01561,0.4597,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.402,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.01816,+0.001,0,35.8,34.8
1.553123,0,0,0.276662,0.276662,0.2750,+0.00166,0,0,0.0000,1,1,+0.01804,-0.01563,0.09010,177.19,+0.01800,+0.01783,+0.00000,-0.02873,0.09168,1.0000,1,0,0,-0.02616,+0.01477,0.4348,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.479,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.01816,+0.001,0,35.8,34.8
1.579949,0,0,0.274742,0.274742,0.2750,-0.00026,0,0,0.0000,1,1,+0.01738,-0.01354,0.08889,177.56,+0.01792,+0.01784,+0.00000,-0.02694,0.09135,1.0000,1,0,0,-0.02480,+0.01400,0.4121,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.521,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.01514,+0.001,0,35.8,34.8
1.612651,0,0,0.273217,0.273217,0.2750,-0.00178,0,0,0.0000,1,1,+0.01925,-0.01445,0.09010,177.40,+0.01811,+0.01788,+0.00000,-0.02518,0.09118,1.0000,1,0,0,-0.02323,+0.01311,0.3860,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.610,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.01392,+0.001,0,35.8,34.8
1.643067,0,0,0.272658,0.272658,0.2750,-0.00234,0,0,0.0000,1,1,+0.02015,-0.01711,0.09010,176.92,+0.01838,+0.01794,+0.00000,-0.02412,0.09103,1.0000,1,0,0,-0.02186,+0.01234,0.3632,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.765,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.01309,+0.001,0,35.8,34.8
1.674278,0,0,0.273249,0.273249,0.2750,-0.00175,0,0,0.0000,1,1,+0.02343,-0.02265,0.09395,175.92,+0.01906,+0.01809,+0.00000,-0.02392,0.09143,1.0000,1,0,0,-0.02053,+0.01159,0.3412,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.880,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.01252,+0.001,0,35.8,34.8
1.704238,0,0,0.274341,0.274341,0.2750,-0.00066,0,0,0.0000,1,1,+0.02316,-0.02616,0.09558,175.29,+0.01960,+0.01829,+0.00000,-0.02421,0.09197,1.0000,1,0,0,-0.01934,+0.01092,0.3214,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-3.940,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.01161,+0.001,0,35.8,34.8
1.733225,0,0,0.275924,0.275924,0.2750,+0.00092,0,0,0.0000,1,1,+0.01992,-0.03058,0.10046,174.50,+0.01964,+0.01846,+0.00000,-0.02502,0.09304,1.0000,1,0,0,-0.01825,+0.01030,0.3033,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.033,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.01099,+0.001,0,35.8,34.8
1.762300,0,0,0.277741,0.277741,0.2750,+0.00274,0,0,0.0000,1,1,+0.01935,-0.03400,0.10153,173.88,+0.01960,+0.01861,+0.00000,-0.02616,0.09412,1.0000,1,0,0,-0.01722,+0.00972,0.2862,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.182,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.01080,+0.001,0,35.8,34.8
1.792484,0,0,0.278166,0.278166,0.2750,+0.00317,0,0,0.0000,1,1,+0.01877,-0.02760,0.10289,175.03,+0.01949,+0.01872,+0.00000,-0.02635,0.09527,1.0000,1,0,0,-0.01621,+0.00915,0.2694,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.296,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.01066,+0.001,0,35.8,34.8
1.825225,0,0,0.278531,0.278531,0.2750,+0.00353,0,0,0.0000,1,1,+0.01877,-0.02760,0.10289,175.03,+0.01939,+0.01882,+0.00000,-0.02652,0.09634,1.0000,1,0,0,-0.01518,+0.00857,0.2523,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-4.405,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.01066,+0.001,0,35.8,34.8
