t,seg,active_gate,thrust,base_thrust,vtrim,gate_v_ok,gate_found,u_err,v_err,size_frac,cy,steer,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
0.0106,0,0,0.2725,0.2750,-0.00255,1,1,+0.02004,+0.01591,0.07222,182.86,0,+0.000,+0.00000,-17.801,+0.00000,-17.80,+0.00000,1,-0.02249,+0.00361,0.02705,+0.016,0,0.0,0.0
0.0434,0,0,0.2749,0.2750,-0.00013,1,1,+0.02076,+0.00954,0.07391,181.72,0,+0.000,+0.00000,-17.801,+0.00000,-17.80,+0.00000,1,-0.02081,+0.00010,0.02389,+0.016,0,0.0,0.0
0.0746,0,0,0.2769,0.2750,+0.00192,1,1,+0.02083,+0.00352,0.07577,180.63,0,+0.000,+0.00000,-17.769,-0.00652,-17.80,+0.00000,1,-0.01779,-0.00089,0.02229,+0.012,0,0.0,0.0
0.1040,0,0,0.2772,0.2750,+0.00220,1,1,+0.01995,+0.00172,0.07597,180.31,0,+0.000,+0.00000,-17.454,-0.00133,-17.80,+0.00000,1,-0.01680,+0.00106,0.02134,+0.020,0,0.0,0.0
0.1331,0,0,0.2777,0.2750,+0.00266,1,1,+0.01954,-0.00053,0.07658,179.91,0,+0.000,+0.00000,-16.479,-0.00188,-17.80,+0.00000,1,-0.01636,+0.00089,0.02046,+0.021,0,0.0,0.0
0.1612,0,0,0.2782,0.2750,+0.00320,1,1,+0.01948,-0.00299,0.07798,179.46,0,+0.000,+0.00000,-15.508,+0.00336,-17.80,+0.00000,1,-0.01707,+0.00042,0.01997,+0.021,0,0.0,0.0
0.1879,0,0,0.2776,0.2750,+0.00259,1,1,+0.01964,-0.00248,0.07798,179.55,0,+0.000,+0.00000,-14.638,+0.00091,-17.80,+0.00000,1,-0.01802,+0.00329,0.01966,+0.021,0,0.0,0.0
0.2151,0,0,0.2773,0.2750,+0.00226,1,1,+0.01964,-0.00248,0.07798,179.55,0,+0.000,+0.00000,-13.793,+0.00027,-17.80,+0.00000,1,-0.01802,+0.00329,0.01966,+0.020,0,0.0,0.0
0.2478,0,0,0.2774,0.2750,+0.00239,1,1,+0.02100,-0.00372,0.07857,179.33,0,+0.000,+0.00000,-12.947,+0.00061,-17.80,+0.00000,1,-0.01867,+0.00208,0.01942,+0.019,0,0.0,0.0
0.2740,0,0,0.2774,0.2750,+0.00239,1,1,+0.02073,-0.00440,0.07896,179.21,0,+0.000,+0.00000,-12.209,+0.00057,-17.80,+0.00000,1,-0.00403,-0.01358,0.01918,+0.018,0,0.0,0.0
0.3008,0,0,0.2781,0.2750,+0.00308,1,1,+0.02100,-0.00684,0.08012,178.77,0,+0.000,+0.00000,-11.659,+0.00046,-17.80,+0.00000,1,-0.01845,-0.00064,0.01901,+0.017,0,0.0,0.0
0.3263,0,0,0.2776,0.2750,+0.00260,1,1,+0.02008,-0.00636,0.07974,178.85,0,+0.000,+0.00000,-10.870,+0.00040,-17.80,+0.00000,1,-0.01041,-0.00753,0.01890,+0.016,0,0.0,0.0
0.3564,0,0,0.2782,0.2750,+0.00315,1,1,+0.02084,-0.00849,0.08089,178.47,0,+0.000,+0.00000,-10.267,+0.00038,-17.80,+0.00000,1,-0.01574,-0.00121,0.01897,+0.016,0,0.0,0.0
0.3831,0,0,0.2779,0.2750,+0.00288,1,1,+0.02084,-0.00849,0.08089,178.47,0,+0.000,+0.00000,-9.474,+0.00033,-17.80,+0.00000,1,-0.01574,-0.00121,0.01897,+0.014,0,0.0,0.0
0.4122,0,0,0.2784,0.2750,+0.00340,1,1,+0.02160,-0.01050,0.08221,178.11,0,+0.000,+0.00000,-9.072,+0.00028,-17.80,+0.00000,1,-0.02518,+0.00614,0.01889,+0.014,0,0.0,0.0
0.4414,0,0,0.2780,0.2750,+0.00297,1,1,+0.02190,-0.01009,0.08203,178.18,0,+0.000,+0.00000,-8.564,+0.00024,-17.80,+0.00000,1,-0.03300,+0.01255,0.01863,+0.013,0,0.0,0.0
0.4712,0,0,0.2766,0.2750,+0.00158,1,1,+0.02230,-0.00704,0.08108,178.73,0,+0.000,+0.00000,-8.166,+0.00021,-17.80,+0.00000,1,-0.02988,+0.00977,0.01875,+0.012,0,0.0,0.0
0.4973,0,0,0.2774,0.2750,+0.00244,1,1,+0.02180,-0.00944,0.08221,178.30,0,+0.000,+0.00000,-7.813,+0.00019,-17.80,+0.00000,1,-0.03414,+0.01502,0.01858,+0.012,0,0.0,0.0
0.5264,0,0,0.2772,0.2750,+0.00216,1,1,+0.02172,-0.00911,0.08184,178.36,0,+0.000,+0.00000,-7.430,+0.00017,-17.80,+0.00000,1,-0.04505,+0.01843,0.01905,+0.011,0,0.0,0.0
0.5585,0,0,0.2786,0.2750,+0.00364,1,1,+0.02129,-0.01332,0.08352,177.60,0,+0.000,+0.00000,-6.962,+0.00015,-17.80,+0.00000,1,-0.05200,+0.02628,0.01884,+0.011,0,0.0,0.0
0.5881,0,0,0.2784,0.2750,+0.00339,1,1,+0.02129,-0.01332,0.08352,177.60,0,+0.000,+0.00000,-6.772,+0.00013,-17.80,+0.00000,1,-0.05200,+0.02628,0.01884,+0.010,0,0.0,0.0
0.6216,0,0,0.2777,0.2750,+0.00274,1,1,+0.02143,-0.01220,0.08315,177.80,0,+0.000,+0.00000,-6.315,+0.00011,-17.80,+0.00000,1,-0.05123,+0.02362,0.02049,+0.009,0,0.0,0.0
0.6521,0,0,0.2776,0.2750,+0.00260,1,1,+0.02143,-0.01220,0.08315,177.80,0,+0.000,+0.00000,-5.979,+0.00010,-17.80,+0.00000,1,-0.05123,+0.02362,0.02049,+0.009,0,0.0,0.0
0.6821,0,0,0.2778,0.2750,+0.00277,1,1,+0.02124,-0.01293,0.08352,177.67,0,+0.000,+0.00000,-5.636,+0.00008,-17.80,+0.00000,1,-0.08468,+0.05093,0.02163,+0.008,0,0.0,0.0
0.7143,0,0,0.2780,0.2750,+0.00296,1,1,+0.02064,-0.01374,0.08389,177.53,0,+0.000,+0.00000,-5.369,+0.00008,-17.80,+0.00000,1,-0.28973,+0.19486,0.05895,+0.008,0,0.0,0.0
0.7437,0,0,0.2767,0.2750,+0.00165,1,1,+0.02062,-0.01066,0.08259,178.08,0,+0.000,+0.00000,-5.054,+0.00007,-17.80,+0.00000,1,-0.03104,+0.02838,0.16414,+0.007,0,0.0,0.0
0.7714,0,0,0.2741,0.2750,-0.00093,1,1,+0.02087,-0.00394,0.07915,179.29,0,+0.000,+0.00000,-4.882,+0.00006,-17.80,+0.00000,1,-0.02299,+0.02650,0.17467,+0.007,0,0.0,0.0
0.8004,0,0,0.2736,0.2750,-0.00137,1,1,+0.01801,-0.00212,0.07738,179.62,0,+0.000,+0.00000,-4.682,+0.00005,-17.80,+0.00000,1,-0.07491,+0.07784,0.15850,+0.006,0,0.0,0.0
0.8271,0,0,0.2754,0.2750,+0.00043,1,1,+0.02072,-0.00611,0.08032,178.90,0,+0.000,+0.00000,-4.495,+0.00005,-17.80,+0.00000,1,-0.09825,+0.09995,0.11750,+0.006,0,0.0,0.0
0.8568,0,0,0.2774,0.2750,+0.00239,1,1,+0.02039,-0.01101,0.08259,178.02,0,+0.000,+0.00000,-4.344,+0.00004,-17.80,+0.00000,1,-0.25297,+0.25138,0.08191,+0.006,0,0.0,0.0
0.8876,0,0,0.2795,0.2750,+0.00447,1,1,+0.01678,-0.01673,0.08802,176.99,0,+0.000,+0.00000,-4.226,+0.00004,-17.80,+0.00000,0,+0.00000,+0.00000,0.05414,+0.005,0,0.0,0.0
0.9126,0,0,0.2792,0.2750,+0.00421,1,1,+0.01678,-0.01673,0.08802,176.99,0,+0.000,+0.00000,-4.141,+0.00003,-17.80,+0.00000,0,+0.00000,+0.00000,0.05414,+0.005,0,0.0,0.0
0.9405,0,0,0.2806,0.2750,+0.00563,1,1,+0.01451,-0.02106,0.09078,176.21,0,+0.000,+0.00000,-4.023,+0.00003,-17.80,+0.00000,0,+0.00000,+0.00000,0.03099,+0.005,0,0.0,0.0
0.9656,0,0,0.2798,0.2750,+0.00484,1,1,+0.01455,-0.01986,0.09095,176.43,0,+0.000,+0.00000,-3.954,+0.00003,-17.80,+0.00000,0,+0.00000,+0.00000,0.01863,+0.005,0,0.0,0.0
0.9931,0,0,0.2796,0.2750,+0.00455,1,1,+0.01517,-0.01978,0.08784,176.44,0,+0.000,+0.00000,-3.817,+0.00002,-17.80,+0.00000,0,+0.00000,+0.00000,0.01113,+0.004,0,0.0,0.0
1.0180,0,0,0.2794,0.2750,+0.00436,1,1,+0.01517,-0.01978,0.08784,176.44,0,+0.000,+0.00000,-3.804,+0.00002,-17.80,+0.00000,0,+0.00000,+0.00000,0.01113,+0.004,0,35.7,34.7
1.0456,0,0,0.2781,0.2750,+0.00313,1,1,+0.01641,-0.01709,0.08571,176.92,0,+0.000,+0.00000,-3.641,+0.00002,-17.80,+0.00000,0,+0.00000,+0.00000,0.00563,+0.004,0,35.7,34.7
1.0727,0,0,0.2759,0.2750,+0.00088,1,1,+0.01603,-0.01140,0.08462,177.95,0,+0.000,+0.00000,-3.532,+0.00002,-17.80,+0.00000,0,+0.00000,+0.00000,0.00329,+0.004,0,35.7,34.7
1.0987,0,0,0.2765,0.2750,+0.00151,1,1,+0.01434,-0.01267,0.08517,177.72,0,+0.000,+0.00000,-3.454,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.00336,+0.003,0,35.7,34.7
1.1254,0,0,0.2766,0.2750,+0.00163,1,1,+0.01400,-0.01278,0.08480,177.70,0,+0.000,+0.00000,-3.441,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.00335,+0.003,0,35.7,34.7
1.1517,0,0,0.2767,0.2750,+0.00169,1,1,+0.01400,-0.01278,0.08480,177.70,0,+0.000,+0.00000,-3.427,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.00335,+0.003,0,35.7,34.7
1.1778,0,0,0.2766,0.2750,+0.00158,1,1,+0.01398,-0.01236,0.08462,177.78,0,+0.000,+0.00000,-3.422,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.00322,+0.003,0,35.7,34.7
1.2020,0,0,0.2762,0.2750,+0.00120,1,1,+0.01730,-0.01125,0.08714,177.98,0,+0.000,+0.00000,-3.411,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.00304,+0.003,0,35.7,34.7
1.2270,0,0,0.2777,0.2750,+0.00267,1,1,+0.01717,-0.01480,0.08784,177.34,0,+0.000,+0.00000,-3.380,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.00268,+0.003,0,35.7,34.7
1.2553,0,0,0.2776,0.2750,+0.00262,1,1,+0.01717,-0.01480,0.08784,177.34,0,+0.000,+0.00000,-3.404,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.00268,+0.002,0,35.7,34.7
1.2824,0,0,0.2787,0.2750,+0.00370,1,1,+0.01967,-0.01769,0.09044,176.82,0,+0.000,+0.00000,-3.421,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.00271,+0.002,0,35.7,34.7
1.3085,0,0,0.2798,0.2750,+0.00480,1,1,+0.01983,-0.02087,0.09162,176.24,0,+0.000,+0.00000,-3.436,+0.00001,-17.80,+0.00000,0,+0.00000,+0.00000,0.00267,+0.002,0,35.7,34.7
1.3338,0,0,0.2834,0.2750,+0.00838,1,1,+0.01890,-0.03062,0.09542,174.49,0,+0.000,+0.00000,-3.452,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00271,+0.002,0,35.7,34.7
1.3604,0,0,0.2827,0.2750,+0.00766,1,1,+0.01929,-0.03014,0.09606,174.58,0,+0.000,+0.00000,-3.438,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00335,+0.002,0,35.7,34.7
1.3910,0,0,0.2829,0.2750,+0.00789,1,1,+0.01846,-0.03200,0.09623,174.24,0,+0.000,+0.00000,-3.467,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00576,+0.002,0,35.7,34.7
1.4226,0,0,0.2817,0.2750,+0.00674,1,1,+0.01859,-0.03025,0.09718,174.56,0,+0.000,+0.00000,-3.529,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00784,+0.002,0,35.7,34.7
1.4529,0,0,0.2814,0.2750,+0.00642,1,1,+0.01859,-0.03025,0.09718,174.56,0,+0.000,+0.00000,-3.496,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00784,+0.002,0,35.7,34.7
1.4850,0,0,0.2817,0.2750,+0.00674,1,1,+0.01873,-0.03182,0.09750,174.27,0,+0.000,+0.00000,-3.525,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00884,+0.002,0,35.7,34.7
1.5157,0,0,0.2816,0.2750,+0.00657,1,1,+0.01861,-0.03211,0.09782,174.22,0,+0.000,+0.00000,-3.534,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00908,+0.001,0,35.7,34.7
1.5438,0,0,0.2813,0.2750,+0.00630,1,1,+0.01810,-0.03199,0.09718,174.24,0,+0.000,+0.00000,-3.944,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00957,+0.002,0,35.7,34.7
1.5711,0,0,0.2812,0.2750,+0.00625,1,1,+0.01813,-0.03233,0.09623,174.18,0,+0.000,+0.00000,-4.004,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00968,+0.002,0,35.7,34.7
1.6031,0,0,0.2806,0.2750,+0.00565,1,1,+0.01998,-0.03125,0.09686,174.38,0,+0.000,+0.00000,-4.061,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00988,+0.001,0,35.7,34.7
1.6326,0,0,0.2814,0.2750,+0.00641,1,1,+0.02168,-0.03352,0.09702,173.97,0,+0.000,+0.00000,-4.124,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00967,+0.001,0,35.7,34.7
1.6594,0,0,0.2822,0.2750,+0.00718,1,1,+0.02313,-0.03593,0.10153,173.53,1,-1.325,-0.00579,-4.149,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00945,+0.001,0,35.7,34.7
1.6871,0,0,0.2814,0.2750,+0.00642,1,1,+0.02274,-0.03452,0.10077,173.79,1,-1.303,-0.00569,-4.244,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00937,+0.001,0,35.7,34.7
1.7186,0,0,0.2813,0.2750,+0.00626,1,1,+0.02274,-0.03452,0.10077,173.79,1,-1.303,-0.00518,-4.348,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00937,-0.055,0,35.7,34.7
1.7486,0,0,0.2804,0.2750,+0.00538,1,1,+0.01984,-0.03254,0.10214,174.14,1,-1.137,-0.00400,-4.461,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00924,-0.153,0,35.7,34.7
1.7742,0,0,0.2795,0.2750,+0.00451,1,1,+0.01927,-0.03035,0.10393,174.54,1,-1.104,-0.00356,-4.577,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00933,-0.233,0,35.7,34.7
1.8035,0,0,0.2797,0.2750,+0.00471,1,1,+0.01864,-0.03074,0.10408,174.47,1,-1.068,-0.00322,-4.624,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.00952,-0.287,0,35.7,34.7
1.8327,0,0,0.2799,0.2750,+0.00488,1,1,+0.01871,-0.03109,0.10423,174.40,1,-1.072,-0.00304,-4.760,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01032,-0.339,0,35.7,34.7
1.8628,0,0,0.2799,0.2750,+0.00492,1,1,+0.01857,-0.03116,0.10423,174.39,1,-1.064,-0.00285,-4.824,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02301,-0.376,0,35.7,34.7
1.8922,0,0,0.2801,0.2750,+0.00513,1,1,+0.01862,-0.03168,0.10393,174.30,1,-1.067,-0.00275,-4.973,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.04254,-0.404,0,35.7,34.7
1.9197,0,0,0.2801,0.2750,+0.00512,1,1,+0.01862,-0.03168,0.10393,174.30,1,-1.067,-0.00266,-5.037,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.04254,-0.427,0,35.7,34.7
1.9497,0,0,0.2812,0.2750,+0.00619,1,1,+0.01651,-0.03450,0.10701,173.79,1,-0.946,-0.00205,-5.218,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.05407,-0.446,0,35.7,34.7
1.9763,0,0,0.2825,0.2750,+0.00747,1,1,+0.01493,-0.03807,0.11027,173.15,1,-0.855,-0.00160,-5.334,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.06055,-0.460,0,35.7,34.7
2.0023,0,0,0.2819,0.2750,+0.00688,1,1,+0.01460,-0.03708,0.10957,173.33,1,-0.837,-0.00150,-5.450,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.06372,-0.470,0,35.7,34.7
2.0288,0,0,0.2805,0.2750,+0.00554,1,1,+0.01450,-0.03396,0.10929,173.89,1,-0.831,-0.00147,-5.500,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.06528,-0.474,0,35.6,35.6
2.0573,0,0,0.2805,0.2750,+0.00552,1,1,+0.01450,-0.03396,0.10929,173.89,1,-0.831,-0.00155,-5.772,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.06528,-0.460,0,35.6,35.6
2.0859,0,0,0.2750,0.2750,-0.00003,1,1,+0.01611,-0.01954,0.10672,176.48,1,-0.923,-0.00200,-5.900,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.05479,-0.447,0,35.6,35.6
2.1145,0,0,0.2755,0.2750,+0.00048,1,1,+0.01611,-0.01954,0.10672,176.48,1,-0.923,-0.00201,-6.000,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.05479,-0.444,0,35.6,35.6
2.1414,0,0,0.2708,0.2750,-0.00417,1,1,+0.01801,-0.00648,0.10438,178.83,1,-1.032,-0.00248,-6.130,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.04683,-0.444,0,35.6,35.6
2.1669,0,0,0.2709,0.2750,-0.00415,1,1,+0.01566,-0.00458,0.10423,179.18,1,-0.897,-0.00184,-6.192,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.03588,-0.452,0,35.6,35.6
2.1972,0,0,0.2716,0.2750,-0.00337,1,1,+0.01462,-0.00447,0.10585,179.20,1,-0.838,-0.00152,-6.367,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.03095,-0.462,0,35.6,35.6
2.2279,0,0,0.2741,0.2750,-0.00088,1,1,+0.01424,-0.00917,0.10730,178.35,1,-0.816,-0.00141,-6.496,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02560,-0.470,0,35.6,35.6
2.2607,0,0,0.2750,0.2750,+0.00004,1,1,+0.01359,-0.01050,0.10816,178.11,1,-0.779,-0.00130,-6.700,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02163,-0.464,0,35.6,35.6
2.2892,0,0,0.2753,0.2750,+0.00030,1,1,+0.01359,-0.01050,0.10816,178.11,1,-0.779,-0.00134,-6.851,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02163,-0.456,0,35.6,35.6
2.3168,0,0,0.2785,0.2750,+0.00353,1,1,+0.01531,-0.01833,0.11453,176.70,1,-0.877,-0.00180,-6.978,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01668,-0.448,0,35.6,35.6
2.3469,0,0,0.2784,0.2750,+0.00343,1,1,+0.01531,-0.01833,0.11453,176.70,1,-0.877,-0.00186,-7.113,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01668,-0.436,0,35.6,35.6
2.3750,0,0,0.2798,0.2750,+0.00480,1,1,+0.01621,-0.02208,0.11889,176.03,1,-0.929,-0.00210,-7.279,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01466,-0.429,0,35.6,35.6
2.4035,0,0,0.2826,0.2750,+0.00758,1,1,+0.01712,-0.02984,0.12247,174.63,1,-0.981,-0.00228,-7.333,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01395,-0.438,0,35.6,35.6
2.4338,0,0,0.2836,0.2750,+0.00857,1,1,+0.01669,-0.03367,0.12423,173.94,1,-0.956,-0.00214,-7.415,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01333,-0.443,0,35.6,35.6
2.4657,0,0,0.2832,0.2750,+0.00817,1,1,+0.01502,-0.03409,0.12608,173.86,1,-0.861,-0.00167,-7.542,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01277,-0.453,0,35.6,35.6
2.4977,0,0,0.2821,0.2750,+0.00714,1,1,+0.01427,-0.03263,0.12729,174.13,1,-0.818,-0.00146,-7.647,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01248,-0.460,0,35.6,35.6
2.5252,0,0,0.2821,0.2750,+0.00709,1,1,+0.01482,-0.03327,0.12898,174.01,1,-0.849,-0.00162,-7.747,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01223,-0.457,0,35.6,35.6
2.5562,0,0,0.2806,0.2750,+0.00557,1,1,+0.01533,-0.03007,0.13333,174.59,1,-0.878,-0.00176,-7.828,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01215,-0.458,0,35.6,35.6
2.5857,0,0,0.2804,0.2750,+0.00544,1,1,+0.01533,-0.03007,0.13333,174.59,1,-0.878,-0.00184,-7.999,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01215,-0.441,0,35.6,35.6
2.6136,0,0,0.2807,0.2750,+0.00573,1,1,+0.01587,-0.03107,0.13608,174.41,1,-0.910,-0.00199,-8.144,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01211,-0.433,0,35.6,35.6
2.6454,0,0,0.2810,0.2750,+0.00600,1,1,+0.01541,-0.03215,0.13608,174.21,1,-0.883,-0.00186,-8.251,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01202,-0.436,0,35.6,35.6
2.6740,0,0,0.2807,0.2750,+0.00571,1,1,+0.01378,-0.03175,0.13563,174.29,1,-0.789,-0.00146,-8.393,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01220,-0.435,0,35.6,35.6
2.7033,0,0,0.2804,0.2750,+0.00539,1,1,+0.01335,-0.03117,0.13911,174.39,1,-0.765,-0.00135,-8.495,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01211,-0.435,0,35.6,35.6
2.7305,0,0,0.2796,0.2750,+0.00460,1,1,+0.01455,-0.02929,0.14186,174.73,1,-0.834,-0.00169,-8.611,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01228,-0.430,0,35.6,35.6
2.7584,0,0,0.2796,0.2750,+0.00462,1,1,+0.01455,-0.02929,0.14186,174.73,1,-0.834,-0.00171,-8.690,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01228,-0.428,0,35.6,35.6
2.7887,0,0,0.2788,0.2750,+0.00384,1,1,+0.01508,-0.02722,0.14251,175.10,1,-0.864,-0.00186,-8.800,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01220,-0.422,0,35.6,35.6
2.8174,0,0,0.2788,0.2750,+0.00377,1,1,+0.01259,-0.02683,0.14487,175.17,1,-0.721,-0.00120,-8.891,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01233,-0.427,0,35.6,35.6
2.8462,0,0,0.2773,0.2750,+0.00231,1,1,+0.01221,-0.02281,0.14476,175.89,1,-0.700,-0.00114,-9.050,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01241,-0.419,0,35.6,35.6
2.8752,0,0,0.2773,0.2750,+0.00226,1,1,+0.01292,-0.02211,0.14772,176.02,1,-0.740,-0.00137,-9.186,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01219,-0.409,0,35.6,35.6
2.9080,0,0,0.2525,0.2750,-0.02254,1,1,+0.01700,+0.04397,0.16648,187.92,1,-0.974,-0.00245,-9.312,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01240,-0.400,0,35.6,35.6
2.9381,0,0,0.2550,0.2750,-0.02003,1,1,+0.01545,+0.04418,0.16750,187.95,1,-0.885,-0.00208,-9.429,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01253,-0.393,0,35.6,35.6
2.9710,0,0,0.2797,0.2750,+0.00466,1,1,+0.01034,-0.01486,0.15506,177.32,1,-0.593,-0.00059,-9.447,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01273,-0.430,0,35.6,35.6
3.0060,0,0,0.2577,0.2750,-0.01729,1,1,+0.01513,+0.04233,0.17141,187.62,1,-0.867,-0.00178,-9.684,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01323,-0.437,0,35.6,35.6
3.0377,0,0,0.2587,0.2750,-0.01633,1,1,+0.01461,+0.04463,0.17356,188.03,1,-0.837,-0.00166,-9.791,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01454,-0.445,0,33.7,33.7
3.0700,0,0,0.2643,0.2750,-0.01070,1,1,+0.01342,+0.03409,0.18011,186.14,1,-0.769,-0.00142,-9.942,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.01727,-0.430,0,33.7,33.7
3.1019,0,0,0.2698,0.2750,-0.00522,1,1,+0.01231,+0.02208,0.18215,183.97,1,-0.705,-0.00104,-10.087,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.02858,-0.447,0,33.7,33.7
3.1345,0,0,0.2694,0.2750,-0.00565,1,1,+0.01488,+0.02401,0.18659,184.32,1,-0.853,-0.00177,-10.338,-0.00000,-17.80,+0.00000,1,+0.04682,-0.05467,0.08431,-0.431,0,33.7,33.7
3.1667,0,0,0.2667,0.2750,-0.00826,1,1,+0.01430,+0.03172,0.18782,185.71,1,-0.820,-0.00168,-10.491,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.12609,-0.424,0,33.7,33.7
3.2014,0,0,0.2595,0.2750,-0.01550,1,1,+0.01756,+0.05256,0.17873,189.46,1,-1.006,-0.00249,-10.645,+0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.15792,-0.416,0,33.7,33.7
3.2411,0,0,0.2530,0.2750,-0.02201,1,1,+0.01371,+0.07409,0.17231,193.34,1,-0.785,-0.00160,-10.843,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.17419,-0.400,0,33.7,33.7
3.3132,0,0,0.2351,0.2750,-0.03988,1,1,+0.01316,+0.13634,0.15889,204.54,1,-0.754,-0.00131,-11.233,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.18451,-0.427,0,33.7,33.7
3.3462,0,0,0.2670,0.2750,-0.00798,1,1,+0.01067,+0.06069,0.18401,190.92,1,-0.611,-0.00070,-11.457,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.16880,-0.432,0,33.7,33.7
3.3802,0,0,0.2713,0.2750,-0.00367,1,1,+0.00935,+0.04841,0.19508,188.71,1,-0.536,-0.00039,-11.564,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.13547,-0.434,0,33.7,33.7
3.4128,0,0,0.2806,0.2750,+0.00558,1,1,+0.00795,+0.02210,0.21016,183.98,1,-0.455,-0.00010,-11.718,-0.00000,-17.80,+0.00000,0,+0.00000,+0.00000,0.08075,-0.423,0,33.7,33.7
