t,seg,active_gate,thrust,thrust_cmd,base_thrust,vtrim,descent_on,gate_v_ok,gate_found,u_err,v_err,size_frac,cy,steer,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
0.018052,0,0,0.277208,0.277208,0.2750,+0.00221,0,1,1,+0.02178,-0.01380,0.08296,177.52,0,+0.000,+0.00000,-17.800,+0.00000,-17.80,+0.00000,1,-0.01468,-0.00443,0.01812,+0.016,0,0.0,0.0
0.058311,0,0,0.277314,0.277314,0.2750,+0.00231,0,1,1,+0.02172,-0.01388,0.08259,177.50,0,+0.000,+0.00000,-17.800,+0.00000,-17.80,+0.00000,1,-0.01577,-0.00370,0.01803,+0.016,0,0.0,0.0
0.095546,0,0,0.280304,0.280304,0.2750,+0.00530,0,1,1,+0.02213,-0.01596,0.08407,177.13,0,+0.000,+0.00000,-17.780,-0.00339,-17.80,+0.00000,1,-0.01745,-0.00244,0.01783,-0.003,0,0.0,0.0
0.130481,0,0,0.277506,0.277506,0.2750,+0.00251,0,1,1,+0.02068,-0.01440,0.08296,177.41,0,+0.000,+0.00000,-17.326,-0.00336,-17.80,+0.00000,1,-0.01915,+0.00063,0.01776,-0.006,0,0.0,0.0
0.161449,0,0,0.279014,0.279014,0.2750,+0.00401,0,1,1,+0.02055,-0.01544,0.08352,177.22,0,+0.000,+0.00000,-16.187,+0.00338,-17.80,+0.00000,1,-0.01911,+0.00036,0.01766,-0.002,0,0.0,0.0
0.197731,0,0,0.280353,0.280353,0.2750,+0.00535,0,1,1,+0.02027,-0.01657,0.08425,177.02,0,+0.000,+0.00000,-14.938,+0.00179,-17.80,+0.00000,1,-0.01794,-0.00166,0.01755,-0.001,0,0.0,0.0
0.231810,0,0,0.281286,0.281286,0.2750,+0.00629,0,1,1,+0.02095,-0.01755,0.08480,176.84,0,+0.000,+0.00000,-13.584,+0.00024,-17.80,+0.00000,1,-0.02666,+0.00259,0.01823,-0.000,0,0.0,0.0
0.266921,0,0,0.282673,0.282673,0.2750,+0.00767,0,1,1,+0.02159,-0.01895,0.08571,176.59,0,+0.000,+0.00000,-12.475,+0.00058,-17.80,+0.00000,1,-0.02788,+0.00367,0.01916,+0.000,0,0.0,0.0
0.295709,0,0,0.282360,0.282360,0.2750,+0.00736,0,1,1,+0.02149,-0.01924,0.08517,176.54,0,+0.000,+0.00000,-11.696,+0.00051,-17.80,+0.00000,1,-0.16341,+0.13636,0.03355,+0.001,0,0.0,0.0
0.328642,0,0,0.281975,0.281975,0.2750,+0.00697,0,1,1,+0.02011,-0.01951,0.08407,176.49,0,+0.000,+0.00000,-11.000,+0.00039,-17.80,+0.00000,1,-0.01228,-0.04127,0.11773,+0.001,0,0.0,0.0
