t,seg,active_gate,thrust,thrust_cmd,base_thrust,vtrim,descent_on,desc_leg,descent_bias,gate_v_ok,gate_found,u_err,v_err,size_frac,cy,u_f,u_f2,du_lat,v_f,sz_f,sig_k,live,far_rej,tube_solid,rail_on,u_tube_f,curv_f,rail_k,rail_deg,gate_fine_deg,steer,bank_seg,ff_bank_deg,trim_deg,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
12.551861,2,0,0.275117,0.275117,0.2750,+0.00012,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00249,+0.00000,+0.00000,0.00000,0.0027,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.556414,2,0,0.275117,0.275117,0.2750,+0.00012,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00246,+0.00000,+0.00000,0.00000,0.0027,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.560852,2,0,0.275117,0.275117,0.2750,+0.00012,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00244,+0.00000,+0.00000,0.00000,0.0027,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.565175,2,0,0.275116,0.275116,0.2750,+0.00012,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00242,+0.00000,+0.00000,0.00000,0.0027,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.569773,2,0,0.275116,0.275116,0.2750,+0.00012,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00240,+0.00000,+0.00000,0.00000,0.0026,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.573918,2,0,0.275116,0.275116,0.2750,+0.00012,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00238,+0.00000,+0.00000,0.00000,0.0026,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.578297,2,0,0.275115,0.275115,0.2750,+0.00012,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00236,+0.00000,+0.00000,0.00000,0.0026,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.583173,2,0,0.275115,0.275115,0.2750,+0.00011,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00234,+0.00000,+0.00000,0.00000,0.0026,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.588235,2,0,0.275114,0.275114,0.2750,+0.00011,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00231,+0.00000,+0.00000,0.00000,0.0026,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.592980,2,0,0.275114,0.275114,0.2750,+0.00011,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00229,+0.00000,+0.00000,0.00000,0.0025,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.597879,2,0,0.275114,0.275114,0.2750,+0.00011,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00227,+0.00000,+0.00000,0.00000,0.0025,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.602429,2,0,0.275113,0.275113,0.2750,+0.00011,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00225,+0.00000,+0.00000,0.00000,0.0025,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.607203,2,0,0.275113,0.275113,0.2750,+0.00011,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00223,+0.00000,+0.00000,0.00000,0.0025,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.612041,2,0,0.275113,0.275113,0.2750,+0.00011,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00220,+0.00000,+0.00000,0.00000,0.0024,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.616785,2,0,0.275112,0.275112,0.2750,+0.00011,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00218,+0.00000,+0.00000,0.00000,0.0024,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.621375,2,0,0.275112,0.275112,0.2750,+0.00011,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00216,+0.00000,+0.00000,0.00000,0.0024,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.625961,2,0,0.275112,0.275112,0.2750,+0.00011,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00214,+0.00000,+0.00000,0.00000,0.0024,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.630642,2,0,0.275111,0.275111,0.2750,+0.00011,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00212,+0.00000,+0.00000,0.00000,0.0023,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.635282,2,0,0.275111,0.275111,0.2750,+0.00011,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00210,+0.00000,+0.00000,0.00000,0.0023,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.639522,2,0,0.275111,0.275111,0.2750,+0.00011,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00209,+0.00000,+0.00000,0.00000,0.0023,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.644566,2,0,0.275110,0.275110,0.2750,+0.00011,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00207,+0.00000,+0.00000,0.00000,0.0023,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.649381,2,0,0.275110,0.275110,0.2750,+0.00011,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00205,+0.00000,+0.00000,0.00000,0.0023,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.654312,2,0,0.275110,0.275110,0.2750,+0.00011,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00203,+0.00000,+0.00000,0.00000,0.0022,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.658676,2,0,0.275109,0.275109,0.2750,+0.00011,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00201,+0.00000,+0.00000,0.00000,0.0022,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.663658,2,0,0.275109,0.275109,0.2750,+0.00011,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00199,+0.00000,+0.00000,0.00000,0.0022,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.668467,2,0,0.275108,0.275108,0.2750,+0.00011,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00197,+0.00000,+0.00000,0.00000,0.0022,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.673250,2,0,0.275108,0.275108,0.2750,+0.00011,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00195,+0.00000,+0.00000,0.00000,0.0022,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.678757,2,0,0.275108,0.275108,0.2750,+0.00011,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00193,+0.00000,+0.00000,0.00000,0.0021,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.682971,2,0,0.275107,0.275107,0.2750,+0.00011,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00191,+0.00000,+0.00000,0.00000,0.0021,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.688025,2,0,0.275107,0.275107,0.2750,+0.00011,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00189,+0.00000,+0.00000,0.00000,0.0021,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.692774,2,0,0.275107,0.275107,0.2750,+0.00011,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00188,+0.00000,+0.00000,0.00000,0.0021,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.697428,2,0,0.275106,0.275106,0.2750,+0.00011,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00186,+0.00000,+0.00000,0.00000,0.0021,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.702044,2,0,0.275106,0.275106,0.2750,+0.00011,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00184,+0.00000,+0.00000,0.00000,0.0020,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.706775,2,0,0.275106,0.275106,0.2750,+0.00011,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00182,+0.00000,+0.00000,0.00000,0.0020,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.711332,2,0,0.275105,0.275105,0.2750,+0.00011,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00181,+0.00000,+0.00000,0.00000,0.0020,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.715635,2,0,0.275105,0.275105,0.2750,+0.00011,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00179,+0.00000,+0.00000,0.00000,0.0020,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.720353,2,0,0.275105,0.275105,0.2750,+0.00010,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00178,+0.00000,+0.00000,0.00000,0.0020,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.724893,2,0,0.275104,0.275104,0.2750,+0.00010,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00176,+0.00000,+0.00000,0.00000,0.0019,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.729518,2,0,0.275104,0.275104,0.2750,+0.00010,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00174,+0.00000,+0.00000,0.00000,0.0019,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.734572,2,0,0.275104,0.275104,0.2750,+0.00010,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00173,+0.00000,+0.00000,0.00000,0.0019,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.740119,2,0,0.275103,0.275103,0.2750,+0.00010,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00171,+0.00000,+0.00000,0.00000,0.0019,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.746302,2,0,0.275103,0.275103,0.2750,+0.00010,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00169,+0.00000,+0.00000,0.00000,0.0019,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.751292,2,0,0.275103,0.275103,0.2750,+0.00010,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00167,+0.00000,+0.00000,0.00000,0.0018,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.756007,2,0,0.275102,0.275102,0.2750,+0.00010,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00165,+0.00000,+0.00000,0.00000,0.0018,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.760536,2,0,0.275102,0.275102,0.2750,+0.00010,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00164,+0.00000,+0.00000,0.00000,0.0018,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.765258,2,0,0.275102,0.275102,0.2750,+0.00010,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00162,+0.00000,+0.00000,0.00000,0.0018,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.769979,2,0,0.275101,0.275101,0.2750,+0.00010,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00161,+0.00000,+0.00000,0.00000,0.0018,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.775035,2,0,0.275101,0.275101,0.2750,+0.00010,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00159,+0.00000,+0.00000,0.00000,0.0018,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.779803,2,0,0.275101,0.275101,0.2750,+0.00010,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00158,+0.00000,+0.00000,0.00000,0.0017,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.784296,2,0,0.275100,0.275100,0.2750,+0.00010,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00156,+0.00000,+0.00000,0.00000,0.0017,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.789539,2,0,0.275100,0.275100,0.2750,+0.00010,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00155,+0.00000,+0.00000,0.00000,0.0017,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.794061,2,0,0.275100,0.275100,0.2750,+0.00010,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00153,+0.00000,+0.00000,0.00000,0.0017,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.804552,2,0,0.275099,0.275099,0.2750,+0.00010,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00150,+0.00000,+0.00000,0.00000,0.0017,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.810367,2,0,0.275099,0.275099,0.2750,+0.00010,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00148,+0.00000,+0.00000,0.00000,0.0016,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.814899,2,0,0.275098,0.275098,0.2750,+0.00010,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00147,+0.00000,+0.00000,0.00000,0.0016,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.822953,2,0,0.275098,0.275098,0.2750,+0.00010,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00145,+0.00000,+0.00000,0.00000,0.0016,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.831299,2,0,0.275097,0.275097,0.2750,+0.00010,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00142,+0.00000,+0.00000,0.00000,0.0016,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.836419,2,0,0.275097,0.275097,0.2750,+0.00010,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00141,+0.00000,+0.00000,0.00000,0.0016,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.840997,2,0,0.275097,0.275097,0.2750,+0.00010,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00139,+0.00000,+0.00000,0.00000,0.0015,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.846021,2,0,0.275096,0.275096,0.2750,+0.00010,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00138,+0.00000,+0.00000,0.00000,0.0015,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.851565,2,0,0.275096,0.275096,0.2750,+0.00010,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00137,+0.00000,+0.00000,0.00000,0.0015,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.857881,2,0,0.275096,0.275096,0.2750,+0.00010,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00135,+0.00000,+0.00000,0.00000,0.0015,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.863180,2,0,0.275095,0.275095,0.2750,+0.00010,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00133,+0.00000,+0.00000,0.00000,0.0015,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
12.868982,2,0,0.275095,0.275095,0.2750,+0.00009,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00132,+0.00000,+0.00000,0.00000,0.0015,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,208.7,0.0
