t,seg,active_gate,thrust,thrust_cmd,base_thrust,vtrim,descent_on,desc_leg,descent_bias,gate_v_ok,gate_found,u_err,v_err,size_frac,cy,u_f,u_f2,du_lat,v_f,sz_f,sig_k,live,far_rej,tube_solid,rail_on,u_tube_f,curv_f,rail_k,rail_deg,gate_fine_deg,steer,bank_seg,ff_bank_deg,trim_deg,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
9.812732,2,0,0.282426,0.282426,0.2750,+0.00743,0,0,0.0000,1,1,+0.56205,+0.47859,0.04120,266.15,+0.60299,+0.59544,+0.00000,+0.18240,0.05459,0.6569,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.824,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.245,0,36.0,36.0
9.839583,2,0,0.282038,0.282038,0.2750,+0.00704,0,0,0.0000,1,1,+0.56205,+0.47859,0.04120,266.15,+0.57146,+0.56430,+0.00000,+0.17286,0.05174,0.6225,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.824,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.245,0,36.0,36.0
9.862766,2,0,0.281719,0.281719,0.2750,+0.00672,0,0,0.0000,1,1,+0.56808,+0.47817,0.04157,266.07,+0.54557,+0.53874,+0.00000,+0.16503,0.04939,0.5943,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.796,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.245,0,36.0,36.0
9.886668,2,0,0.281405,0.281405,0.2750,+0.00641,0,0,0.0000,1,1,+0.56808,+0.47817,0.04157,266.07,+0.52010,+0.51359,+0.00000,+0.15733,0.04709,0.5666,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.765,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.243,0,36.0,36.0
9.912169,2,0,0.281087,0.281087,0.2750,+0.00609,0,0,0.0000,1,1,+0.57455,+0.47859,0.04120,266.15,+0.49424,+0.48805,+0.00000,+0.14950,0.04474,0.5384,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.765,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.243,0,36.0,36.0
9.935577,2,0,0.280808,0.280808,0.2750,+0.00581,0,0,0.0000,1,1,+0.58125,+0.47778,0.04157,266.00,+0.47163,+0.46573,+0.00000,+0.14267,0.04270,0.5138,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.738,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.242,0,36.0,36.0
9.960423,2,0,0.280527,0.280527,0.2750,+0.00553,0,0,0.0000,1,1,+0.58650,+0.47917,0.04157,266.25,+0.44877,+0.44315,+0.00000,+0.13575,0.04063,0.4889,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.711,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.241,0,36.0,36.0
9.984087,2,0,0.280271,0.280271,0.2750,+0.00527,0,0,0.0000,1,1,+0.58650,+0.47917,0.04157,266.25,+0.42802,+0.42267,+0.00000,+0.12947,0.03875,0.4663,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.665,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.242,0,36.0,36.0
10.007413,2,0,0.280031,0.280031,0.2750,+0.00503,0,0,0.0000,1,1,+0.59311,+0.48004,0.04267,266.41,+0.40852,+0.40340,+0.00000,+0.12357,0.03698,0.4450,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.594,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.241,0,36.0,36.0
10.032871,2,0,0.279781,0.279781,0.2750,+0.00478,0,0,0.0000,1,1,+0.59727,+0.48212,0.04444,266.78,+0.38824,+0.38338,+0.00000,+0.11744,0.03515,0.4229,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.558,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.244,0,36.0,36.0
10.058106,2,0,0.279546,0.279546,0.2750,+0.00455,0,0,0.0000,1,1,+0.60331,+0.48148,0.04513,266.67,+0.36913,+0.36451,+0.00000,+0.11166,0.03342,0.4021,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.497,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.243,0,36.0,36.0
10.081217,2,0,0.279341,0.279341,0.2750,+0.00434,0,0,0.0000,1,1,+0.60331,+0.48148,0.04513,266.67,+0.35245,+0.34804,+0.00000,+0.10661,0.03191,0.3840,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.463,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.245,0,36.0,36.0
10.113796,2,0,0.279067,0.279067,0.2750,+0.00407,0,0,0.0000,1,1,+0.61011,+0.48154,0.04581,266.68,+0.33022,+0.32609,+0.00000,+0.09989,0.02990,0.3597,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.408,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.244,0,36.0,36.0
10.136771,2,0,0.278884,0.278884,0.2750,+0.00388,0,0,0.0000,1,1,+0.61687,+0.48286,0.04648,266.91,+0.31539,+0.31144,+0.00000,+0.09540,0.02855,0.3436,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.356,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.243,0,40.4,40.4
10.161034,2,0,0.278700,0.278700,0.2750,+0.00370,0,0,0.0000,1,1,+0.62219,+0.47971,0.04615,266.35,+0.30045,+0.29669,+0.00000,+0.09088,0.02720,0.3273,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.312,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.244,0,40.4,40.4
10.186919,2,0,0.278514,0.278514,0.2750,+0.00351,0,0,0.0000,1,1,+0.62219,+0.47971,0.04615,266.35,+0.28529,+0.28172,+0.00000,+0.08630,0.02583,0.3108,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.291,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.254,0,40.4,40.4
10.212255,2,0,0.278340,0.278340,0.2750,+0.00334,0,0,0.0000,1,1,+0.62870,+0.48372,0.04681,267.07,+0.27120,+0.26780,+0.00000,+0.08204,0.02455,0.2954,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.267,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.255,0,40.4,40.4
10.236593,2,0,0.278181,0.278181,0.2750,+0.00318,0,0,0.0000,1,1,+0.63524,+0.48196,0.04615,266.75,+0.25831,+0.25508,+0.00000,+0.07814,0.02339,0.2814,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.235,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.258,0,40.4,40.4
10.262146,2,0,0.278023,0.278023,0.2750,+0.00302,0,0,0.0000,1,1,+0.64101,+0.48280,0.04747,266.90,+0.24544,+0.24237,+0.00000,+0.07424,0.02222,0.2674,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.243,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.279,0,40.4,40.4
10.285651,2,0,0.277884,0.277884,0.2750,+0.00288,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.23417,+0.23124,+0.00000,+0.07084,0.02120,0.2551,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.217,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.282,0,40.4,40.4
10.308674,2,0,0.277754,0.277754,0.2750,+0.00275,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.22363,+0.22083,+0.00000,+0.06765,0.02025,0.2436,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.201,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.289,0,40.4,40.4
10.333207,2,0,0.277622,0.277622,0.2750,+0.00262,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.21293,+0.21026,+0.00000,+0.06441,0.01928,0.2320,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.188,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.297,0,40.4,40.4
10.356902,2,0,0.277501,0.277501,0.2750,+0.00250,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.20307,+0.20053,+0.00000,+0.06143,0.01838,0.2212,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.180,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.302,0,40.4,40.4
10.377570,2,0,0.277400,0.277400,0.2750,+0.00240,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.19485,+0.19241,+0.00000,+0.05894,0.01764,0.2123,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.169,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.309,0,40.4,40.4
10.399096,2,0,0.277299,0.277299,0.2750,+0.00230,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.18664,+0.18430,+0.00000,+0.05646,0.01690,0.2033,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.162,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.314,0,40.4,40.4
10.403619,2,0,0.277278,0.277278,0.2750,+0.00228,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.18496,+0.18264,+0.00000,+0.05595,0.01674,0.2015,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.162,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.314,0,40.4,40.4
10.408133,2,0,0.277257,0.277257,0.2750,+0.00226,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.18329,+0.18100,+0.00000,+0.05545,0.01659,0.1997,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.159,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.316,0,40.4,40.4
10.412724,2,0,0.277237,0.277237,0.2750,+0.00224,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.18162,+0.17934,+0.00000,+0.05494,0.01644,0.1978,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.155,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.318,0,40.4,40.4
10.416874,2,0,0.277218,0.277218,0.2750,+0.00222,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.18012,+0.17786,+0.00000,+0.05448,0.01631,0.1962,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.155,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.318,0,40.4,40.4
10.421152,2,0,0.277199,0.277199,0.2750,+0.00220,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.17858,+0.17635,+0.00000,+0.05402,0.01617,0.1945,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.152,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.320,0,40.4,40.4
10.431875,2,0,0.277153,0.277153,0.2750,+0.00215,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.17479,+0.17261,+0.00000,+0.05287,0.01582,0.1904,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.152,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.320,0,40.4,40.4
10.437921,2,0,0.277127,0.277127,0.2750,+0.00213,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.17269,+0.17053,+0.00000,+0.05224,0.01563,0.1881,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.149,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.322,0,40.4,40.4
10.442449,2,0,0.277108,0.277108,0.2750,+0.00211,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.17114,+0.16899,+0.00000,+0.05177,0.01549,0.1864,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.146,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.324,0,40.4,40.4
10.447111,2,0,0.277088,0.277088,0.2750,+0.00209,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.16955,+0.16742,+0.00000,+0.05129,0.01535,0.1847,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.146,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.324,0,40.4,40.4
10.451611,2,0,0.277069,0.277069,0.2750,+0.00207,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.16803,+0.16592,+0.00000,+0.05083,0.01521,0.1830,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.143,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.326,0,40.4,40.4
10.456206,2,0,0.277050,0.277050,0.2750,+0.00205,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.16649,+0.16441,+0.00000,+0.05036,0.01507,0.1814,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.143,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.326,0,40.4,40.4
10.460736,2,0,0.277032,0.277032,0.2750,+0.00203,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.16499,+0.16292,+0.00000,+0.04991,0.01494,0.1797,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.140,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.328,0,40.4,40.4
10.464994,2,0,0.277015,0.277015,0.2750,+0.00201,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.16359,+0.16154,+0.00000,+0.04948,0.01481,0.1782,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.140,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.328,0,40.4,40.4
10.469397,2,0,0.276997,0.276997,0.2750,+0.00200,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.16216,+0.16013,+0.00000,+0.04905,0.01468,0.1766,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.137,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.330,0,40.4,40.4
10.473984,2,0,0.276979,0.276979,0.2750,+0.00198,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.16068,+0.15866,+0.00000,+0.04860,0.01455,0.1750,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.137,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.330,0,40.4,40.4
10.478617,2,0,0.276961,0.276961,0.2750,+0.00196,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.15919,+0.15720,+0.00000,+0.04815,0.01441,0.1734,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.134,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.331,0,40.4,40.4
10.484408,2,0,0.276938,0.276938,0.2750,+0.00194,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.15736,+0.15539,+0.00000,+0.04760,0.01425,0.1714,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.134,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.331,0,40.4,40.4
10.488689,2,0,0.276921,0.276921,0.2750,+0.00192,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.15602,+0.15407,+0.00000,+0.04719,0.01412,0.1700,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.131,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.333,0,40.4,40.4
10.499066,2,0,0.276882,0.276882,0.2750,+0.00188,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.15281,+0.15090,+0.00000,+0.04623,0.01383,0.1665,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.131,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.333,0,40.4,40.4
10.515249,2,0,0.276822,0.276822,0.2750,+0.00182,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.14795,+0.14610,+0.00000,+0.04475,0.01339,0.1612,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.128,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.335,0,40.4,40.4
10.520779,2,0,0.276802,0.276802,0.2750,+0.00180,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.14632,+0.14449,+0.00000,+0.04426,0.01325,0.1594,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.123,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.338,0,40.4,40.4
10.525618,2,0,0.276785,0.276785,0.2750,+0.00178,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.14491,+0.14310,+0.00000,+0.04383,0.01312,0.1579,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.121,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.340,0,40.4,40.4
10.530108,2,0,0.276769,0.276769,0.2750,+0.00177,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.14362,+0.14182,+0.00000,+0.04344,0.01300,0.1565,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.118,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.341,0,40.4,40.4
10.534778,2,0,0.276752,0.276752,0.2750,+0.00175,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.14228,+0.14050,+0.00000,+0.04304,0.01288,0.1550,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.118,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.341,0,40.4,40.4
10.539356,2,0,0.276736,0.276736,0.2750,+0.00174,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.14098,+0.13922,+0.00000,+0.04265,0.01276,0.1536,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.116,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.343,0,40.4,40.4
10.543969,2,0,0.276720,0.276720,0.2750,+0.00172,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.13969,+0.13794,+0.00000,+0.04225,0.01265,0.1522,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.116,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.343,0,40.4,40.4
10.548835,2,0,0.276704,0.276704,0.2750,+0.00170,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.13834,+0.13660,+0.00000,+0.04185,0.01252,0.1507,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.113,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.344,0,40.4,40.4
10.553397,2,0,0.276688,0.276688,0.2750,+0.00169,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.13708,+0.13536,+0.00000,+0.04147,0.01241,0.1493,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.113,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.344,0,40.4,40.4
10.557969,2,0,0.276673,0.276673,0.2750,+0.00167,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.13583,+0.13413,+0.00000,+0.04109,0.01230,0.1480,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.111,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.346,0,40.4,40.4
10.562558,2,0,0.276658,0.276658,0.2750,+0.00166,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.13459,+0.13291,+0.00000,+0.04071,0.01218,0.1466,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.111,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.346,0,40.4,40.4
10.567620,2,0,0.276641,0.276641,0.2750,+0.00164,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.13324,+0.13157,+0.00000,+0.04030,0.01206,0.1451,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.109,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.347,0,40.4,40.4
10.572070,2,0,0.276626,0.276626,0.2750,+0.00163,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.13205,+0.13040,+0.00000,+0.03995,0.01196,0.1439,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.109,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.347,0,40.4,40.4
10.576627,2,0,0.276612,0.276612,0.2750,+0.00161,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.13086,+0.12922,+0.00000,+0.03958,0.01185,0.1426,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.107,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.349,0,40.4,40.4
10.580919,2,0,0.276598,0.276598,0.2750,+0.00160,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.12974,+0.12811,+0.00000,+0.03924,0.01175,0.1413,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.107,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.349,0,40.4,40.4
10.585155,2,0,0.276584,0.276584,0.2750,+0.00158,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.12864,+0.12703,+0.00000,+0.03891,0.01165,0.1401,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.104,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.350,0,40.4,40.4
10.589715,2,0,0.276570,0.276570,0.2750,+0.00157,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.12748,+0.12588,+0.00000,+0.03856,0.01154,0.1389,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.104,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.350,0,40.4,40.4
10.598795,2,0,0.276542,0.276542,0.2750,+0.00154,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.12518,+0.12361,+0.00000,+0.03787,0.01133,0.1364,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.100,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.353,0,40.4,40.4
10.603132,2,0,0.276528,0.276528,0.2750,+0.00153,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.12410,+0.12255,+0.00000,+0.03754,0.01124,0.1352,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.100,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.353,0,40.4,40.4
10.608596,2,0,0.276512,0.276512,0.2750,+0.00151,0,0,0.0000,1,1,+0.64731,+0.48380,0.04714,267.08,+0.12275,+0.12121,+0.00000,+0.03713,0.01111,0.1337,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.098,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.354,0,40.4,40.4
