t,seg,active_gate,thrust,thrust_cmd,base_thrust,vtrim,descent_on,gate_v_ok,gate_found,u_err,v_err,size_frac,cy,steer,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
0.006186,0,0,0.270874,0.270874,0.2750,-0.00413,0,1,1,+0.01418,+0.02579,0.06431,184.64,0,+0.000,+0.00000,-17.797,+0.00000,-17.80,+0.00000,1,-0.00950,+0.00970,0.19661,+0.011,0,0.0,0.0
0.039826,0,0,0.262015,0.262015,0.2750,-0.01298,0,1,1,+0.01431,+0.03486,0.06186,186.27,0,+0.000,+0.00000,-17.797,+0.00000,-17.80,+0.00000,1,-0.02074,+0.02107,0.17498,+0.011,0,0.0,0.0
0.067234,0,0,0.267484,0.267484,0.2750,-0.00752,0,1,1,+0.01581,+0.03056,0.06383,185.50,0,+0.000,+0.00000,-17.856,-0.00452,-17.80,+0.00000,1,-0.03744,+0.03590,0.12809,-0.023,0,0.0,0.0
0.093864,0,0,0.271773,0.271773,0.2750,-0.00323,0,1,1,+0.01754,+0.02670,0.06550,184.81,0,+0.000,+0.00000,-17.512,-0.00124,-17.80,+0.00000,1,-0.04635,+0.04321,0.09144,-0.017,0,0.0,0.0
0.122610,0,0,0.281883,0.281883,0.2750,+0.00688,0,1,1,+0.01883,+0.01641,0.06872,182.95,0,+0.000,+0.00000,-16.800,-0.00183,-17.80,+0.00000,1,-0.06587,+0.06114,0.06282,-0.007,0,0.0,0.0
0.150955,0,0,0.280371,0.280371,0.2750,+0.00537,0,1,1,+0.01883,+0.01641,0.06872,182.95,0,+0.000,+0.00000,-15.825,-0.00039,-17.80,+0.00000,1,-0.06587,+0.06114,0.06282,-0.006,0,0.0,0.0
0.179836,0,0,0.280863,0.280863,0.2750,+0.00586,0,1,1,+0.01930,+0.01463,0.06983,182.63,0,+0.000,+0.00000,-14.969,+0.00197,-17.80,+0.00000,1,-0.05885,+0.05076,0.03438,-0.003,0,0.0,0.0
0.208011,0,0,0.287130,0.287130,0.2750,+0.01213,0,1,1,+0.01789,+0.00708,0.07201,181.27,0,+0.000,+0.00000,-13.837,+0.00001,-17.80,+0.00000,1,-0.02034,+0.00467,0.02771,-0.001,0,0.0,0.0
0.238043,0,0,0.288478,0.288478,0.2750,+0.01348,0,1,1,+0.01657,+0.00349,0.07349,180.63,0,+0.000,+0.00000,-13.008,+0.00002,-17.80,+0.00000,1,-0.01503,-0.00130,0.02555,-0.000,0,0.0,0.0
0.268856,0,0,0.288805,0.288805,0.2750,+0.01380,0,1,1,+0.01704,+0.00074,0.07433,180.13,0,+0.000,+0.00000,-12.268,+0.00016,-17.80,+0.00000,1,-0.01011,-0.00729,0.02420,+0.001,0,0.0,0.0
