t,seg,active_gate,thrust,thrust_cmd,base_thrust,vtrim,descent_on,desc_leg,descent_bias,gate_v_ok,gate_found,u_err,v_err,size_frac,cy,u_f,u_f2,du_lat,v_f,sz_f,sig_k,live,far_rej,tube_solid,rail_on,rail_auth,u_tube_f,curv_f,rail_k,rail_deg,gate_cmd_deg,gate_auth,committed,commit_k,steer,bank_seg,ff_bank_deg,trim_deg,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
0.394621,0,0,0.269078,0.269078,0.2750,-0.00592,0,0,0.0000,1,1,+0.02639,-0.00368,0.07158,179.34,+0.02084,+0.01966,-0.00590,-0.00214,0.07326,1.0000,1,0,1,1,0.8282,-0.04596,+0.03651,1.0000,+1.587,+0.000,0.1718,0,1.0000,0,0,+0.000,+1.314,+1.314,+0.00276,-9.323,+0.00043,+0.00,+0.00000,1,-0.02188,+0.01466,0.03159,+0.644,0,0.0,0.0
0.424119,0,0,0.269823,0.269823,0.2750,-0.00518,0,0,0.0000,1,1,+0.02621,-0.00176,0.07244,179.68,+0.02153,+0.01990,-0.00815,-0.00209,0.07315,1.0000,1,0,1,1,0.8503,-0.04464,+0.03491,1.0000,+1.557,+0.000,0.1497,0,1.0000,0,0,+0.000,+1.324,+1.324,+0.00270,-8.630,+0.00037,+0.00,+0.00000,1,-0.03567,+0.02404,0.02957,+0.671,0,0.0,0.0
0.453705,0,0,0.270481,0.270481,0.2750,-0.00452,0,0,0.0000,1,1,+0.02621,-0.00176,0.07244,179.68,+0.02213,+0.02019,-0.00973,-0.00205,0.07306,1.0000,1,0,1,1,0.8696,-0.04348,+0.03351,1.0000,+1.531,+0.000,0.1304,0,1.0000,0,0,+0.000,+1.332,+1.332,+0.00270,-8.165,+0.00033,+0.00,+0.00000,1,-0.03567,+0.02404,0.02957,+0.681,0,0.0,0.0
0.481404,0,0,0.270592,0.270592,0.2750,-0.00441,0,0,0.0000,1,1,+0.02740,+0.00108,0.07556,180.19,+0.02277,+0.02050,-0.01136,-0.00167,0.07336,1.0000,1,0,1,1,0.8854,-0.04487,+0.03421,1.0000,+1.591,+0.000,0.1146,0,1.0000,0,0,+0.000,+1.409,+1.409,+0.00305,-7.752,+0.00029,+0.00,+0.00000,1,-0.05491,+0.03929,0.02824,+0.680,0,0.0,0.0
0.508899,0,0,0.271114,0.271114,0.2750,-0.00389,0,0,0.0000,1,1,+0.02772,-0.00138,0.07718,179.75,+0.02337,+0.02085,-0.01261,-0.00163,0.07382,1.0000,1,0,1,1,0.8993,-0.04721,+0.03573,1.0000,+1.681,+0.000,0.1007,0,1.0000,0,0,+0.000,+1.512,+1.512,+0.00349,-7.232,+0.00026,+0.00,+0.00000,1,-0.06421,+0.04679,0.02778,+0.681,0,0.0,0.0
0.539508,0,0,0.271932,0.271932,0.2750,-0.00307,0,0,0.0000,1,1,+0.02720,-0.00325,0.07954,179.41,+0.02388,+0.02125,-0.01314,-0.00185,0.07458,1.0000,1,0,1,1,0.9127,-0.04967,+0.03638,1.0000,+1.804,+0.000,0.0873,0,1.0000,0,0,+0.000,+1.646,+1.646,+0.00401,-6.789,+0.00023,+0.00,+0.00000,1,-0.06577,+0.04060,0.02729,+0.693,0,0.0,0.0
0.568317,0,0,0.272425,0.272425,0.2750,-0.00257,0,0,0.0000,1,1,+0.02797,-0.00229,0.07935,179.59,+0.02439,+0.02165,-0.01374,-0.00190,0.07518,1.0000,1,0,1,1,0.9237,-0.05155,+0.03647,1.0000,+1.909,+0.000,0.0763,0,1.0000,0,0,+0.000,+1.763,+1.763,+0.00453,-6.594,+0.00020,+0.00,+0.00000,1,-0.06458,+0.03712,0.02706,+0.687,0,0.0,0.0
0.599257,0,0,0.273093,0.273093,0.2750,-0.00191,0,0,0.0000,1,1,+0.02805,-0.00360,0.07993,179.35,+0.02488,+0.02208,-0.01402,-0.00213,0.07582,1.0000,1,0,1,1,0.9339,-0.05530,+0.03787,1.0000,+2.084,+0.000,0.0661,0,1.0000,0,0,+0.000,+1.946,+1.946,+0.00521,-6.270,+0.00018,+0.00,+0.00000,1,-0.07958,+0.04690,0.02614,+0.707,0,0.0,0.0
0.631788,0,0,0.273455,0.273455,0.2750,-0.00154,0,0,0.0000,1,1,+0.02749,-0.00241,0.07915,179.57,+0.02525,+0.02252,-0.01363,-0.00217,0.07629,1.0000,1,0,1,1,0.9431,-0.06171,+0.04220,1.0000,+2.327,+0.000,0.0569,0,1.0000,0,0,+0.000,+2.194,+2.194,+0.00610,-5.813,+0.00015,+0.00,+0.00000,1,-0.10108,+0.06885,0.02287,+0.747,0,0.0,0.0
0.661360,0,0,0.273738,0.273738,0.2750,-0.00126,0,0,0.0000,1,1,+0.02749,-0.00241,0.07915,179.57,+0.02554,+0.02291,-0.01313,-0.00220,0.07666,1.0000,1,0,1,1,0.9505,-0.06678,+0.04564,1.0000,+2.519,+0.000,0.0495,0,1.0000,0,0,+0.000,+2.394,+2.394,+0.00681,-5.560,+0.00013,+0.00,+0.00000,1,-0.10108,+0.06885,0.02287,+0.777,0,0.0,0.0
0.692770,0,0,0.276086,0.276086,0.2750,+0.00109,0,0,0.0000,1,1,+0.02634,-0.01485,0.08407,177.33,+0.02565,+0.02328,-0.01182,-0.00392,0.07766,1.0000,1,0,1,1,0.9572,-0.08484,+0.06349,1.0000,+3.042,+0.000,0.0428,0,1.0000,0,0,+0.000,+2.912,+2.912,+0.00884,-5.322,+0.00011,+0.00,+0.00000,1,-0.19986,+0.17718,0.01672,+0.819,0,0.0,0.0
0.722517,0,0,0.278920,0.278920,0.2750,+0.00392,0,0,0.0000,1,1,+0.02901,-0.02182,0.08749,176.07,+0.02608,+0.02365,-0.01218,-0.00623,0.07893,1.0000,1,0,0,1,0.9627,-0.08484,+0.06349,1.0000,+3.042,+0.000,0.0373,0,1.0000,0,0,+0.000,+2.929,+2.929,+0.00868,-5.127,+0.00011,+0.00,+0.00000,1,-0.32718,+0.30637,0.01320,+0.869,0,0.0,0.0
0.752685,0,0,0.281082,0.281082,0.2750,+0.00608,0,0,0.0000,1,1,+0.02901,-0.02182,0.08749,176.07,+0.02647,+0.02402,-0.01225,-0.00828,0.08006,1.0000,1,0,0,1,0.9676,-0.08484,+0.06349,1.0000,+3.042,+0.000,0.0324,0,1.0000,0,0,+0.000,+2.944,+2.944,+0.00823,-4.797,+0.00009,+0.00,+0.00000,1,-0.32718,+0.30637,0.01320,+0.961,0,0.0,0.0
0.783882,0,0,0.283526,0.283526,0.2750,+0.00853,0,0,0.0000,1,1,+0.03125,-0.02670,0.08924,175.19,+0.02711,+0.02443,-0.01339,-0.01076,0.08129,1.0000,1,0,0,1,0.9720,-0.08484,+0.06349,1.0000,+3.042,+0.000,0.0280,0,1.0000,0,0,+0.000,+2.957,+2.957,+0.00793,-4.571,+0.00008,+0.00,+0.00000,0,+0.00000,+0.00000,0.01013,+1.045,0,0.0,0.0
0.810584,0,0,0.285485,0.285485,0.2750,+0.01048,0,0,0.0000,1,1,+0.03240,-0.02932,0.08767,174.72,+0.02773,+0.02482,-0.01456,-0.01295,0.08204,1.0000,1,0,0,1,0.9753,-0.08484,+0.06349,1.0000,+3.042,+0.000,0.0247,0,1.0000,0,0,+0.000,+2.967,+2.967,+0.00759,-4.242,+0.00007,+0.00,+0.00000,0,+0.00000,+0.00000,0.00808,+1.139,0,0.0,0.0
0.837168,0,0,0.287417,0.287417,0.2750,+0.01242,0,0,0.0000,1,1,+0.03350,-0.03264,0.08924,174.12,+0.02841,+0.02524,-0.01584,-0.01526,0.08289,1.0000,1,0,0,1,0.9782,-0.08484,+0.06349,1.0000,+3.042,+0.000,0.0218,0,1.0000,0,0,+0.000,+2.976,+2.976,+0.00752,-4.260,+0.00006,+0.00,+0.00000,0,+0.00000,+0.00000,0.00668,+1.165,0,0.0,0.0
0.862059,0,0,0.288560,0.288560,0.2750,+0.01356,0,0,0.0000,1,1,+0.03515,-0.03122,0.08924,174.38,+0.02916,+0.02568,-0.01740,-0.01703,0.08359,1.0000,1,0,0,1,0.9806,-0.08484,+0.06349,1.0000,+3.042,+0.000,0.0194,0,1.0000,0,0,+0.000,+2.983,+2.983,+0.00740,-4.121,+0.00006,+0.00,+0.00000,0,+0.00000,+0.00000,0.00505,+1.204,0,0.0,0.0
0.886214,0,0,0.289343,0.289343,0.2750,+0.01434,0,0,0.0000,1,1,+0.03515,-0.03122,0.08924,174.38,+0.02980,+0.02612,-0.01841,-0.01856,0.08420,1.0000,1,0,0,1,0.9827,-0.08484,+0.06349,1.0000,+3.042,+0.000,0.0173,0,1.0000,0,0,+0.000,+2.990,+2.990,+0.00727,-4.097,+0.00005,+0.00,+0.00000,0,+0.00000,+0.00000,0.00505,+1.240,0,0.0,0.0
0.914578,0,0,0.289538,0.289538,0.2750,+0.01454,0,0,0.0000,1,1,+0.03639,-0.02887,0.08941,174.80,+0.03062,+0.02668,-0.01971,-0.01984,0.08485,1.0000,1,0,0,1,0.9848,-0.08484,+0.06349,1.0000,+3.042,+0.000,0.0152,0,1.0000,0,0,+0.000,+2.996,+2.996,+0.00727,-4.115,+0.00005,+0.00,+0.00000,0,+0.00000,+0.00000,0.00242,+1.248,0,0.0,0.0
0.940448,0,0,0.289363,0.289363,0.2750,+0.01436,0,0,0.0000,1,1,+0.03682,-0.02760,0.08784,175.03,+0.03133,+0.02721,-0.02060,-0.02073,0.08519,1.0000,1,0,0,1,0.9866,-0.08484,+0.06349,1.0000,+3.042,+0.000,0.0134,0,1.0000,0,0,+0.000,+3.001,+3.001,+0.00700,-3.966,+0.00004,+0.00,+0.00000,0,+0.00000,+0.00000,0.00138,+1.318,0,0.0,0.0
0.967817,0,0,0.289898,0.289898,0.2750,+0.01490,0,0,0.0000,1,1,+0.03824,-0.03303,0.08872,174.05,+0.03216,+0.02781,-0.02177,-0.02221,0.08561,1.0000,1,0,0,1,0.9882,-0.08484,+0.06349,1.0000,+3.042,+0.000,0.0118,0,1.0000,0,0,+0.000,+3.006,+3.006,+0.00676,-3.862,+0.00003,+0.00,+0.00000,0,+0.00000,+0.00000,0.00140,+1.378,0,0.0,0.0
0.997221,0,0,0.290178,0.290178,0.2750,+0.01518,0,0,0.0000,1,1,+0.03824,-0.03303,0.08872,174.05,+0.03294,+0.02847,-0.02237,-0.02359,0.08601,1.0000,1,0,0,1,0.9897,-0.08484,+0.06349,1.0000,+3.042,+0.000,0.0103,0,1.0000,0,0,+0.000,+3.011,+3.011,+0.00666,-3.719,+0.00003,+0.00,+0.00000,0,+0.00000,+0.00000,0.00140,+1.406,0,0.0,0.0
1.026281,0,0,0.290197,0.290197,0.2750,+0.01520,0,0,0.0000,1,1,+0.04097,-0.03283,0.09044,174.09,+0.03396,+0.02916,-0.02398,-0.02477,0.08657,1.0000,1,0,0,1,0.9910,-0.08484,+0.06349,1.0000,+3.042,+0.000,0.0090,0,1.0000,0,0,+0.000,+3.015,+3.015,+0.00663,-3.587,+0.00003,+0.00,+0.00000,0,+0.00000,+0.00000,0.00145,+1.421,0,35.6,34.7
1.055210,0,0,0.290054,0.290054,0.2750,+0.01505,0,0,0.0000,1,1,+0.04097,-0.03283,0.09044,174.09,+0.03484,+0.02988,-0.02482,-0.02578,0.08706,1.0000,1,0,0,1,0.9921,-0.08484,+0.06349,1.0000,+3.042,+0.000,0.0079,0,1.0000,0,0,+0.000,+3.018,+3.018,+0.00663,-3.511,+0.00002,+0.00,+0.00000,0,+0.00000,+0.00000,0.00145,+1.424,0,35.6,34.7
1.083954,0,0,0.289909,0.289909,0.2750,+0.01491,0,0,0.0000,1,1,+0.04111,-0.03359,0.09010,173.95,+0.03563,+0.03060,-0.02514,-0.02677,0.08744,1.0000,1,0,0,1,0.9931,-0.08484,+0.06349,1.0000,+3.042,+0.000,0.0069,0,1.0000,0,0,+0.000,+3.021,+3.021,+0.00660,-3.459,+0.00002,+0.00,+0.00000,0,+0.00000,+0.00000,0.00314,+1.435,0,35.6,34.7
1.110745,0,0,0.289841,0.289841,0.2750,+0.01484,0,0,0.0000,1,1,+0.04345,-0.03473,0.09146,173.75,+0.03656,+0.03131,-0.02624,-0.02771,0.08792,1.0000,1,0,0,0,0.8758,-0.08185,+0.06125,0.9647,+2.935,+0.000,0.1242,0,1.0000,0,0,+0.000,+2.570,+2.570,+0.00464,-3.387,+0.00002,+0.00,+0.00000,0,+0.00000,+0.00000,0.02904,+1.434,0,35.6,34.7
1.139588,0,0,0.289613,0.289613,0.2750,+0.01461,0,0,0.0000,1,1,+0.04474,-0.03457,0.09263,173.78,+0.03759,+0.03210,-0.02744,-0.02857,0.08851,1.0000,1,0,0,0,0.7654,-0.07726,+0.05782,0.9106,+2.770,+0.000,0.2346,0,1.0000,0,0,+0.000,+2.120,+2.120,+0.00263,-3.333,+0.00002,+0.00,+0.00000,0,+0.00000,+0.00000,0.05266,+1.445,0,35.6,34.7
1.168921,0,0,0.289045,0.289045,0.2750,+0.01405,0,0,0.0000,1,1,+0.04674,-0.03305,0.09263,174.05,+0.03876,+0.03295,-0.02904,-0.02914,0.08904,1.0000,1,0,0,0,0.6675,-0.07286,+0.05452,0.8587,+2.612,+0.000,0.3325,0,1.0000,0,0,+0.000,+1.744,+1.744,+0.00119,-3.406,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.06938,+1.416,0,35.6,34.7
1.201094,0,0,0.288759,0.288759,0.2750,+0.01376,0,0,0.0000,1,1,+0.04851,-0.03506,0.09246,173.69,+0.04011,+0.03394,-0.03084,-0.02996,0.08951,1.0000,1,0,0,0,0.5750,-0.06832,+0.05112,0.8052,+2.450,+0.000,0.4250,0,1.0000,0,0,+0.000,+1.409,+1.409,+0.00010,-3.397,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.07387,+1.355,0,35.6,34.7
1.230244,0,0,0.288429,0.288429,0.2750,+0.01343,0,0,0.0000,1,1,+0.04851,-0.03506,0.09246,173.69,+0.04118,+0.03486,-0.03158,-0.03061,0.08989,1.0000,1,0,0,0,0.5019,-0.06445,+0.04823,0.7596,+2.311,+0.000,0.4981,0,1.0000,0,0,+0.000,+1.160,+1.160,-0.00053,-3.486,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.07387,+1.265,0,35.6,34.7
1.260737,0,0,0.288055,0.288055,0.2750,+0.01306,0,0,0.0000,1,1,+0.04950,-0.03520,0.09395,173.66,+0.04228,+0.03584,-0.03217,-0.03122,0.09043,1.0000,1,0,0,0,0.4355,-0.06063,+0.04537,0.7147,+2.174,+0.000,0.5645,0,1.0000,0,0,+0.000,+0.947,+0.947,-0.00113,-3.420,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.06359,+1.200,0,35.6,34.7
1.289637,0,0,0.287761,0.287761,0.2750,+0.01276,0,0,0.0000,1,1,+0.05074,-0.03579,0.09444,173.56,+0.04335,+0.03679,-0.03278,-0.03180,0.09093,1.0000,1,0,0,0,0.3805,-0.05723,+0.04283,0.6745,+2.052,+0.000,0.6195,0,1.0000,0,0,+0.000,+0.781,+0.781,-0.00136,-3.374,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.05438,+1.094,0,35.6,34.7
1.316960,0,0,0.287366,0.287366,0.2750,+0.01237,0,0,0.0000,1,1,+0.05090,-0.03528,0.09395,173.65,+0.04425,+0.03769,-0.03283,-0.03221,0.09130,1.0000,1,0,0,0,0.3348,-0.05419,+0.04055,0.6387,+1.943,+0.000,0.6652,0,1.0000,0,0,+0.000,+0.650,+0.650,-0.00150,-3.380,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.04360,+1.003,0,35.6,34.7
1.345646,0,0,0.286558,0.286558,0.2750,+0.01156,0,0,0.0000,1,1,+0.05221,-0.03283,0.09428,174.09,+0.04525,+0.03864,-0.03308,-0.03229,0.09167,1.0000,1,0,0,0,0.2928,-0.05116,+0.03829,0.6031,+1.835,+0.000,0.7072,0,1.0000,0,0,+0.000,+0.537,+0.537,-0.00155,-3.410,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.03484,+0.905,0,35.6,34.7
1.375755,0,0,0.285685,0.285685,0.2750,+0.01069,0,0,0.0000,1,1,+0.05162,-0.03207,0.09313,174.23,+0.04609,+0.03961,-0.03237,-0.03226,0.09186,1.0000,1,0,0,0,0.2545,-0.04817,+0.03605,0.5678,+1.727,+0.000,0.7455,0,1.0000,0,0,+0.000,+0.440,+0.440,-0.00159,-3.425,+0.00001,+0.00,+0.00000,0,+0.00000,+0.00000,0.02425,+0.818,0,35.6,34.7
1.404175,0,0,0.284412,0.284412,0.2750,+0.00941,0,0,0.0000,1,1,+0.05217,-0.02851,0.09196,174.87,+0.04684,+0.04051,-0.03166,-0.03180,0.09187,1.0000,1,0,0,0,0.2228,-0.04551,+0.03406,0.5364,+1.632,+0.000,0.7772,0,1.0000,0,0,+0.000,+0.364,+0.364,-0.00142,-3.488,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.02003,+0.703,0,35.6,34.7
1.433410,0,0,0.282212,0.282212,0.2750,+0.00721,0,0,0.0000,1,1,+0.05117,-0.02146,0.08992,176.14,+0.04739,+0.04139,-0.03003,-0.03048,0.09162,1.0000,1,0,0,0,0.1944,-0.04293,+0.03212,0.5060,+1.539,+0.000,0.8056,0,1.0000,0,0,+0.000,+0.299,+0.299,-0.00138,-3.499,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.01707,+0.630,0,35.6,34.7
1.461015,0,0,0.280552,0.280552,0.2750,+0.00555,0,0,0.0000,1,1,+0.05117,-0.02146,0.08992,176.14,+0.04785,+0.04217,-0.02840,-0.02938,0.09142,1.0000,1,0,0,0,0.1708,-0.04062,+0.03040,0.4788,+1.457,+0.000,0.8292,0,1.0000,0,0,+0.000,+0.249,+0.249,-0.00123,-3.584,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.01707,+0.546,0,35.6,34.7
1.491019,0,0,0.278430,0.278430,0.2750,+0.00343,0,0,0.0000,1,1,+0.05030,-0.01702,0.08819,176.94,+0.04817,+0.04296,-0.02608,-0.02777,0.09100,1.0000,1,0,0,0,0.1485,-0.03826,+0.02863,0.4509,+1.372,+0.000,0.8515,0,1.0000,0,0,+0.000,+0.204,+0.204,-0.00105,-3.662,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.01483,+0.458,0,35.6,34.7
1.517219,0,0,0.276742,0.276742,0.2750,+0.00174,0,0,0.0000,1,1,+0.05073,-0.01545,0.08889,177.22,+0.04847,+0.04359,-0.02437,-0.02634,0.09075,1.0000,1,0,0,0,0.1313,-0.03630,+0.02717,0.4279,+1.302,+0.000,0.8687,0,1.0000,0,0,+0.000,+0.171,+0.171,-0.00106,-3.673,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.01406,+0.425,0,35.6,34.7
1.546789,0,0,0.275248,0.275248,0.2750,+0.00025,0,0,0.0000,1,1,+0.05162,-0.01508,0.08872,177.29,+0.04887,+0.04427,-0.02300,-0.02489,0.09049,1.0000,1,0,0,0,0.1144,-0.03422,+0.02561,0.4033,+1.227,+0.000,0.8856,0,1.0000,0,0,+0.000,+0.140,+0.140,-0.00074,-3.893,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.01371,+0.320,0,35.6,34.7
1.573913,0,0,0.274417,0.274417,0.2750,-0.00058,0,0,0.0000,1,1,+0.05240,-0.01641,0.08958,177.05,+0.04930,+0.04487,-0.02211,-0.02388,0.09038,1.0000,1,0,0,0,0.1007,-0.03241,+0.02425,0.3820,+1.162,+0.000,0.8993,0,1.0000,0,0,+0.000,+0.117,+0.117,-0.00053,-4.047,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.01305,+0.249,0,35.6,34.7
1.601608,0,0,0.274015,0.274015,0.2750,-0.00098,0,0,0.0000,1,1,+0.05439,-0.01775,0.09061,176.80,+0.04992,+0.04549,-0.02214,-0.02313,0.09041,1.0000,1,0,0,0,0.0885,-0.03066,+0.02295,0.3614,+1.100,+0.000,0.9115,0,1.0000,0,0,+0.000,+0.097,+0.097,-0.00039,-4.167,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.01280,+0.195,0,35.6,34.7
1.630677,0,0,0.273755,0.273755,0.2750,-0.00124,0,0,0.0000,1,1,+0.05439,-0.01775,0.09061,176.80,+0.05048,+0.04612,-0.02181,-0.02245,0.09043,1.0000,1,0,0,0,0.0773,-0.02893,+0.02165,0.3410,+1.037,+0.000,0.9227,0,1.0000,0,0,+0.000,+0.080,+0.080,-0.00005,-4.458,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.01280,+0.096,0,35.6,34.7
1.660173,0,0,0.275232,0.275232,0.2750,+0.00023,0,0,0.0000,1,1,+0.05970,-0.02778,0.09782,175.00,+0.05167,+0.04683,-0.02417,-0.02314,0.09138,1.0000,1,0,0,0,0.0673,-0.02728,+0.02041,0.3215,+0.978,+0.000,0.9327,0,1.0000,0,0,+0.000,+0.066,+0.066,-0.00002,-4.505,+0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.01235,+0.075,0,35.6,34.7
