t,seg,active_gate,thrust,thrust_cmd,base_thrust,vtrim,descent_on,gate_v_ok,gate_found,u_err,v_err,size_frac,cy,u_f,u_f2,du_lat,v_f,sz_f,sig_k,live,far_rej,steer,bank_seg,ff_bank_deg,trim_deg,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
0.439167,0,0,0.284758,0.284758,0.2750,+0.00976,0,1,1,+0.01947,-0.02274,0.08498,175.91,+0.01951,+0.01926,+0.00000,-0.01778,0.08024,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-8.098,+0.00047,0.00,+0.00000,1,-0.02918,+0.00241,0.02777,+0.008,0,0.0,0.0
0.466971,0,0,0.284631,0.284631,0.2750,+0.00963,0,1,1,+0.01815,-0.02246,0.08571,175.96,+0.01935,+0.01927,+0.00000,-0.01835,0.08091,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-7.610,+0.00042,0.00,+0.00000,1,-0.03680,+0.01021,0.02797,+0.008,0,0.0,0.0
0.497563,0,0,0.284527,0.284527,0.2750,+0.00953,0,1,1,+0.01857,-0.02310,0.08607,175.84,+0.01924,+0.01927,+0.00000,-0.01898,0.08159,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-7.221,+0.00036,0.00,+0.00000,1,-0.04101,+0.01338,0.02781,+0.007,0,0.0,0.0
0.525492,0,0,0.284521,0.284521,0.2750,+0.00952,0,1,1,+0.02020,-0.02410,0.08642,175.66,+0.01936,+0.01928,+0.00000,-0.01961,0.08218,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-6.779,+0.00033,0.00,+0.00000,1,-0.04485,+0.01673,0.02599,+0.007,0,0.0,0.0
0.553561,0,0,0.284316,0.284316,0.2750,+0.00932,0,1,1,+0.02047,-0.02337,0.08660,175.79,+0.01950,+0.01930,+0.00000,-0.02007,0.08273,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-6.371,+0.00029,0.00,+0.00000,1,-0.04394,+0.01630,0.02519,+0.007,0,0.0,0.0
0.584762,0,0,0.284044,0.284044,0.2750,+0.00904,0,1,1,+0.02047,-0.02337,0.08660,175.79,+0.01963,+0.01935,+0.00000,-0.02052,0.08325,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-5.933,+0.00026,0.00,+0.00000,1,-0.04394,+0.01630,0.02519,+0.006,0,0.0,0.0
0.615045,0,0,0.283957,0.283957,0.2750,+0.00896,0,1,1,+0.02069,-0.02461,0.08642,175.57,+0.01977,+0.01940,+0.00000,-0.02105,0.08367,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-5.468,+0.00021,0.00,+0.00000,1,-0.04690,+0.01607,0.02491,+0.006,0,0.0,0.0
0.645326,0,0,0.284020,0.284020,0.2750,+0.00902,0,1,1,+0.02057,-0.02593,0.08553,175.33,+0.01987,+0.01947,+0.00000,-0.02170,0.08391,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-5.171,+0.00019,0.00,+0.00000,1,-0.05318,+0.02342,0.02579,+0.006,0,0.0,0.0
0.677367,0,0,0.284121,0.284121,0.2750,+0.00912,0,1,1,+0.02099,-0.02677,0.08553,175.18,+0.02003,+0.01954,+0.00000,-0.02240,0.08413,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.784,+0.00016,0.00,+0.00000,1,-0.06816,+0.03989,0.02744,+0.005,0,0.0,0.0
0.705299,0,0,0.283332,0.283332,0.2750,+0.00833,0,1,1,+0.01992,-0.02168,0.08714,176.10,+0.02001,+0.01960,+0.00000,-0.02231,0.08450,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.528,+0.00015,0.00,+0.00000,1,-0.10324,+0.06303,0.03351,+0.005,0,0.0,0.0
0.732579,0,0,0.282706,0.282706,0.2750,+0.00771,0,1,1,+0.01992,-0.02195,0.08714,176.05,+0.02000,+0.01965,+0.00000,-0.02227,0.08482,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.321,+0.00013,0.00,+0.00000,1,-0.08024,-0.00259,0.13331,+0.005,0,0.0,0.0
0.761425,0,0,0.282300,0.282300,0.2750,+0.00730,0,1,1,+0.01970,-0.02300,0.08660,175.86,+0.01996,+0.01969,+0.00000,-0.02236,0.08504,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.161,+0.00011,0.00,+0.00000,1,-0.01305,+0.00889,0.22057,+0.004,0,0.0,0.0
0.786468,0,0,0.281813,0.281813,0.2750,+0.00681,0,1,1,+0.02058,-0.02185,0.08535,176.07,+0.02003,+0.01973,+0.00000,-0.02230,0.08508,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.968,+0.00011,0.00,+0.00000,1,-0.00803,+0.01148,0.24464,+0.004,0,0.0,0.0
0.814026,0,0,0.281351,0.281351,0.2750,+0.00635,0,1,1,+0.02058,-0.02185,0.08535,176.07,+0.02010,+0.01977,+0.00000,-0.02225,0.08511,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.804,+0.00009,0.00,+0.00000,1,-0.00803,+0.01148,0.24464,+0.004,0,0.0,0.0
0.851300,0,0,0.279951,0.279951,0.2750,+0.00495,0,1,1,+0.01861,-0.01720,0.08389,176.90,+0.01987,+0.01979,+0.00000,-0.02145,0.08492,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.591,+0.00008,0.00,+0.00000,1,-0.00499,+0.00900,0.23862,+0.004,0,0.0,0.0
0.881521,0,0,0.278964,0.278964,0.2750,+0.00396,0,1,1,+0.01830,-0.01664,0.08259,177.00,+0.01966,+0.01977,+0.00000,-0.02082,0.08461,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.383,+0.00007,0.00,+0.00000,1,-0.00416,+0.00735,0.22203,+0.003,0,0.0,0.0
0.911967,0,0,0.278218,0.278218,0.2750,+0.00322,0,1,1,+0.02048,-0.01679,0.08259,176.98,+0.01977,+0.01977,+0.00000,-0.02029,0.08434,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.264,+0.00006,0.00,+0.00000,1,-0.06027,+0.05838,0.19428,+0.003,0,0.0,0.0
0.941682,0,0,0.277747,0.277747,0.2750,+0.00275,0,1,1,+0.01883,-0.01735,0.08389,176.88,+0.01965,+0.01975,+0.00000,-0.01991,0.08429,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.155,+0.00005,0.00,+0.00000,1,-0.13499,+0.12407,0.14236,+0.003,0,0.0,0.0
0.970027,0,0,0.277056,0.277056,0.2750,+0.00206,0,1,1,+0.01434,-0.01513,0.08571,177.28,+0.01899,+0.01966,+0.00000,-0.01932,0.08446,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.070,+0.00005,0.00,+0.00000,1,-0.29856,+0.27733,0.06401,+0.003,0,0.0,0.0
1.001253,0,0,0.276184,0.276184,0.2750,+0.00118,0,1,1,+0.01443,-0.01328,0.08535,177.61,+0.01837,+0.01949,+0.00000,-0.01850,0.08458,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.149,+0.00004,0.00,+0.00000,0,+0.00000,+0.00000,0.01662,+0.003,0,0.0,0.0
1.028324,0,0,0.274004,0.274004,0.2750,-0.00100,0,1,1,+0.01443,-0.00259,0.08607,179.53,+0.01790,+0.01930,+0.00000,-0.01660,0.08476,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.102,+0.00003,0.00,+0.00000,0,+0.00000,+0.00000,0.00458,+0.003,0,34.7,33.7
1.059517,0,0,0.271795,0.271795,0.2750,-0.00321,0,1,1,+0.01475,-0.00047,0.08535,179.92,+0.01748,+0.01905,+0.00000,-0.01443,0.08484,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.038,+0.00003,0.00,+0.00000,0,+0.00000,+0.00000,0.00221,+0.002,0,34.7,33.7
1.089668,0,0,0.270239,0.270239,0.2750,-0.00476,0,1,1,+0.01475,-0.00047,0.08535,179.92,+0.01712,+0.01880,+0.00000,-0.01260,0.08490,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-2.967,+0.00003,0.00,+0.00000,0,+0.00000,+0.00000,0.00221,+0.002,0,34.7,33.7
1.122698,0,0,0.268450,0.268450,0.2750,-0.00655,0,1,1,+0.01410,+0.00313,0.08498,180.56,+0.01669,+0.01850,+0.00000,-0.01037,0.08492,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.000,+0.00002,0.00,+0.00000,0,+0.00000,+0.00000,0.00220,+0.002,0,34.7,33.7
1.151180,0,0,0.267370,0.267370,0.2750,-0.00763,0,1,1,+0.01424,+0.00309,0.08498,180.56,+0.01639,+0.01824,+0.00000,-0.00869,0.08492,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.034,+0.00002,0.00,+0.00000,0,+0.00000,+0.00000,0.00220,+0.002,0,34.7,33.7
1.178217,0,0,0.266675,0.266675,0.2750,-0.00832,0,1,1,+0.01424,+0.00309,0.08498,180.56,+0.01613,+0.01799,+0.00000,-0.00729,0.08493,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.035,+0.00002,0.00,+0.00000,0,+0.00000,+0.00000,0.00220,+0.002,0,34.7,33.7
1.206462,0,0,0.266586,0.266586,0.2750,-0.00841,0,1,1,+0.01702,+0.00085,0.08767,180.15,+0.01624,+0.01777,+0.00000,-0.00628,0.08527,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.066,+0.00002,0.00,+0.00000,0,+0.00000,+0.00000,0.00211,+0.002,0,34.7,33.7
1.232564,0,0,0.268224,0.268224,0.2750,-0.00678,0,1,1,+0.01703,-0.01005,0.09179,178.19,+0.01633,+0.01760,+0.00000,-0.00672,0.08602,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.028,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00204,+0.002,0,34.7,33.7
1.260921,0,0,0.269859,0.269859,0.2750,-0.00514,0,1,1,+0.01873,-0.01095,0.09313,178.03,+0.01663,+0.01748,+0.00000,-0.00724,0.08690,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.082,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00223,+0.002,0,34.7,33.7
1.284960,0,0,0.271043,0.271043,0.2750,-0.00396,0,1,1,+0.01873,-0.01095,0.09313,178.03,+0.01685,+0.01741,+0.00000,-0.00764,0.08757,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.345,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00223,+0.002,0,34.7,33.7
1.311630,0,0,0.272593,0.272593,0.2750,-0.00241,0,1,1,+0.01954,-0.01397,0.09477,177.48,+0.01717,+0.01739,+0.00000,-0.00839,0.08842,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.358,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00217,+0.002,0,34.7,33.7
1.338542,0,0,0.274384,0.274384,0.2750,-0.00062,0,1,1,+0.01939,-0.01738,0.09670,176.87,+0.01743,+0.01739,+0.00000,-0.00945,0.08940,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.410,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00209,+0.002,0,34.7,33.7
1.366702,0,0,0.275993,0.275993,0.2750,+0.00099,0,1,1,+0.01871,-0.01814,0.09702,176.73,+0.01759,+0.01742,+0.00000,-0.01053,0.09034,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.593,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00220,+0.002,0,34.7,33.7
1.394310,0,0,0.277497,0.277497,0.2750,+0.00250,0,1,1,+0.01851,-0.01983,0.09797,176.43,+0.01770,+0.01745,+0.00000,-0.01165,0.09127,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.639,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00222,+0.002,0,34.7,33.7
1.421072,0,0,0.278709,0.278709,0.2750,+0.00371,0,1,1,+0.01841,-0.02029,0.09782,176.35,+0.01779,+0.01749,+0.00000,-0.01267,0.09204,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.886,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00216,+0.002,0,34.7,33.7
1.449858,0,0,0.279584,0.279584,0.2750,+0.00458,0,1,1,+0.01877,-0.01957,0.09782,176.48,+0.01791,+0.01754,+0.00000,-0.01354,0.09277,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.896,+0.00001,0.00,+0.00000,0,+0.00000,+0.00000,0.00202,+0.002,0,34.7,33.7
1.476804,0,0,0.280200,0.280200,0.2750,+0.00520,0,1,1,+0.01877,-0.01957,0.09782,176.48,+0.01801,+0.01760,+0.00000,-0.01426,0.09337,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.899,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00202,+0.002,0,34.7,33.7
1.504360,0,0,0.280661,0.280661,0.2750,+0.00566,0,1,1,+0.01809,-0.01960,0.09702,176.47,+0.01802,+0.01765,+0.00000,-0.01490,0.09381,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.925,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00230,+0.002,0,34.7,33.7
1.534373,0,0,0.281036,0.281036,0.2750,+0.00604,0,1,1,+0.01814,-0.01983,0.09734,176.43,+0.01804,+0.01770,+0.00000,-0.01555,0.09427,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-3.972,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00295,+0.001,0,34.7,33.7
1.562830,0,0,0.281234,0.281234,0.2750,+0.00623,0,1,1,+0.01824,-0.01964,0.09718,176.46,+0.01806,+0.01775,+0.00000,-0.01606,0.09463,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.017,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00485,+0.001,0,34.7,33.7
1.592520,0,0,0.281889,0.281889,0.2750,+0.00689,0,1,1,+0.02001,-0.02305,0.09969,175.85,+0.01831,+0.01782,+0.00000,-0.01696,0.09529,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.038,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00748,+0.001,0,34.7,33.7
1.620386,0,0,0.282547,0.282547,0.2750,+0.00755,0,1,1,+0.02026,-0.02456,0.09985,175.58,+0.01855,+0.01791,+0.00000,-0.01789,0.09584,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.111,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00869,+0.001,0,34.7,33.7
1.649215,0,0,0.283009,0.283009,0.2750,+0.00801,0,1,1,+0.02026,-0.02456,0.09985,175.58,+0.01877,+0.01802,+0.00000,-0.01873,0.09635,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.173,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00869,+0.001,0,34.7,33.7
1.679949,0,0,0.283304,0.283304,0.2750,+0.00830,0,1,1,+0.02262,-0.02454,0.09954,175.58,+0.01928,+0.01819,+0.00000,-0.01950,0.09677,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.193,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00944,+0.001,0,34.7,33.7
1.709563,0,0,0.283447,0.283447,0.2750,+0.00845,0,1,1,+0.02262,-0.02454,0.09954,175.58,+0.01971,+0.01838,+0.00000,-0.02015,0.09713,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.306,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00944,+0.001,0,34.7,33.7
1.740226,0,0,0.283451,0.283451,0.2750,+0.00845,0,1,1,+0.02294,-0.02438,0.09923,175.61,+0.02014,+0.01862,+0.00000,-0.02072,0.09741,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.491,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00967,+0.001,0,34.7,33.7
1.769765,0,0,0.283600,0.283600,0.2750,+0.00860,0,1,1,+0.01877,-0.02575,0.10244,175.36,+0.01996,+0.01879,+0.00000,-0.02136,0.09806,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.553,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.00997,+0.001,0,34.7,33.7
1.801080,0,0,0.283556,0.283556,0.2750,+0.00856,0,1,1,+0.01908,-0.02528,0.10214,175.45,+0.01985,+0.01893,+0.00000,-0.02189,0.09861,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.645,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01028,+0.001,0,34.7,33.7
1.830381,0,0,0.282754,0.282754,0.2750,+0.00775,0,1,1,+0.01910,-0.02092,0.10497,176.24,+0.01975,+0.01904,+0.00000,-0.02177,0.09942,1.0000,1,0,0,0,+0.000,+0.000,+0.000,+0.00000,-4.724,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01050,+0.001,0,34.7,33.7
1.860128,0,0,0.283142,0.283142,0.2750,+0.00814,0,1,1,+0.01838,-0.02759,0.10901,175.03,+0.01957,+0.01911,-0.00233,-0.02252,0.10066,1.0000,1,0,1,0,+0.000,-1.081,-1.081,-0.00472,-4.905,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.01115,+0.001,0,34.7,33.7
1.889599,0,0,0.282891,0.282891,0.2750,+0.00789,0,1,1,+0.02061,-0.02459,0.11027,175.57,+0.01971,+0.01918,-0.00261,-0.02279,0.10190,1.0000,1,0,1,0,+0.000,-1.084,-1.084,-0.00474,-5.170,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.02459,+0.001,0,34.7,33.7
1.920312,0,0,0.282652,0.282652,0.2750,+0.00765,0,1,1,+0.02148,-0.02476,0.11027,175.54,+0.01994,+0.01928,-0.00328,-0.02305,0.10301,1.0000,1,0,1,0,+0.000,-1.086,-1.086,-0.00440,-5.281,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.05431,-0.036,0,34.7,33.7
1.950019,0,0,0.282415,0.282415,0.2750,+0.00742,0,1,1,+0.02148,-0.02476,0.11027,175.54,+0.02014,+0.01939,-0.00373,-0.02327,0.10395,1.0000,1,0,1,0,+0.000,-1.090,-1.090,-0.00400,-5.334,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.05431,-0.117,0,34.7,33.7
1.978715,0,0,0.282303,0.282303,0.2750,+0.00730,0,1,1,+0.02265,-0.02551,0.11055,175.41,+0.02045,+0.01953,-0.00463,-0.02355,0.10478,1.0000,1,0,1,0,+0.000,-1.092,-1.092,-0.00371,-5.442,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.06535,-0.195,0,34.7,33.7
2.009657,0,0,0.282487,0.282487,0.2750,+0.00749,0,1,1,+0.02369,-0.02750,0.11139,175.05,+0.02089,+0.01971,-0.00589,-0.02408,0.10567,1.0000,1,0,1,0,+0.000,-1.096,-1.096,-0.00351,-5.500,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.07159,-0.250,0,34.7,33.7
2.040564,0,0,0.282407,0.282407,0.2750,+0.00741,0,1,1,+0.02308,-0.02652,0.10971,175.23,+0.02118,+0.01991,-0.00637,-0.02441,0.10621,1.0000,1,0,1,0,+0.000,-1.104,-1.104,-0.00332,-5.603,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.07340,-0.304,0,34.6,34.6
2.069911,0,0,0.281586,0.281586,0.2750,+0.00659,0,1,1,+0.01899,-0.02208,0.10971,176.03,+0.02090,+0.02003,-0.00433,-0.02411,0.10666,1.0000,1,0,1,0,+0.000,-1.123,-1.123,-0.00323,-5.684,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.07247,-0.344,0,34.6,34.6
2.106183,0,0,0.279847,0.279847,0.2750,+0.00485,0,1,1,+0.01807,-0.01705,0.10801,176.93,+0.02047,+0.02010,-0.00183,-0.02303,0.10686,1.0000,1,0,1,0,+0.000,-1.141,-1.141,-0.00312,-5.799,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.06693,-0.389,0,34.6,34.6
2.134888,0,0,0.277518,0.277518,0.2750,+0.00252,0,1,1,+0.01663,-0.00914,0.10482,178.35,+0.01998,+0.02009,+0.00051,-0.02128,0.10661,1.0000,1,0,1,0,+0.000,-1.154,-1.154,-0.00303,-5.902,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.06023,-0.424,0,34.6,34.6
2.163981,0,0,0.273842,0.273842,0.2750,-0.00116,0,1,1,+0.01573,+0.00256,0.10229,180.46,+0.01944,+0.02000,+0.00280,-0.01826,0.10606,1.0000,1,0,1,0,+0.000,-1.162,-1.162,-0.00296,-5.982,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.04806,-0.450,0,34.6,34.6
2.191784,0,0,0.270295,0.270295,0.2750,-0.00471,0,1,1,+0.01544,+0.00810,0.10184,181.46,+0.01896,+0.01988,+0.00461,-0.01504,0.10554,1.0000,1,0,1,0,+0.000,-1.165,-1.165,-0.00287,-6.105,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.03937,-0.476,0,34.6,34.6
2.223563,0,0,0.265522,0.265522,0.2750,-0.00948,0,1,1,+0.01683,+0.01881,0.09923,183.39,+0.01866,+0.01971,+0.00523,-0.01040,0.10468,1.0000,1,0,1,0,+0.000,-1.159,-1.159,-0.00274,-6.249,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.03299,-0.498,0,34.6,34.6
2.253597,0,0,0.265115,0.265115,0.2750,-0.00989,0,1,1,+0.01631,+0.00104,0.10599,180.19,+0.01836,+0.01953,+0.00588,-0.00891,0.10485,1.0000,1,0,1,0,+0.000,-1.153,-1.153,-0.00264,-6.412,+0.00000,0.00,+0.00000,0,+0.00000,+0.00000,0.02757,-0.516,0,34.6,34.6
