308,102.7,38.0,38.0,7.83,38.0,11,0.41,+0.447,+0.085,0.461,+0.000,0
309,99.5,67.5,42.8,9.78,67.5,186,3.12,-0.280,+0.332,0.549,-0.600,0
311,75.6,76.9,45.8,21.65,76.9,741,9.23,-0.285,+0.822,0.114,-0.600,0
313,67.9,66.9,47.6,10.71,66.9,449,6.76,+0.482,-0.049,0.448,-0.600,0
315,93.1,65.2,42.6,10.81,65.2,182,3.12,-0.037,+0.253,0.553,-0.600,1
317,97.3,65.3,44.8,9.08,65.3,183,3.14,+0.269,+0.075,0.559,-0.600,0
318,105.5,68.8,46.2,9.32,68.8,191,3.10,-0.173,+0.355,0.529,-0.600,0
320,110.5,68.0,49.0,8.50,68.0,194,3.19,-0.195,+0.233,0.567,-0.600,0
321,71.9,66.3,46.6,8.94,66.3,189,3.13,-0.328,+0.350,0.533,-0.600,0
322,77.7,67.2,45.4,10.96,67.2,194,3.18,-0.088,+0.266,0.543,-0.600,1
325,103.2,66.9,45.8,8.36,66.9,191,3.13,-0.316,+0.295,0.578,-0.600,0
327,107.4,68.0,45.7,8.92,68.0,191,3.14,-0.119,+0.240,0.566,-0.600,0
328,103.4,103.7,46.0,12.28,103.7,2716,26.98,-0.025,+0.868,0.099,-0.600,0
329,80.0,67.2,45.9,9.88,67.2,188,3.11,-0.009,+0.124,0.573,-0.600,1
330,69.8,69.5,45.6,12.80,69.5,459,6.66,+0.504,-0.030,0.440,-0.600,0
331,104.3,68.1,46.9,10.30,68.1,191,3.09,-0.052,+0.362,0.527,-0.600,1
333,104.0,67.0,43.8,11.78,67.0,189,3.10,-0.254,+0.284,0.547,-0.600,0
334,96.8,67.3,46.5,11.10,67.3,195,3.18,-0.120,+0.190,0.567,-0.600,0
335,77.0,70.0,40.5,14.52,70.0,543,7.84,+0.519,+0.062,0.388,-0.600,0
336,64.7,64.6,42.5,12.50,64.6,424,6.61,+0.480,-0.031,0.505,-0.600,0
337,67.8,64.8,43.2,13.28,64.8,442,6.63,+0.508,+0.033,0.445,-0.600,0
338,68.9,68.1,44.6,12.36,68.1,438,6.57,+0.431,-0.088,0.568,-0.600,0
340,76.5,64.6,46.0,11.73,64.6,414,6.15,-0.585,+0.073,0.523,-0.600,0
341,105.4,106.1,51.9,13.20,106.1,2650,26.72,-0.094,+0.807,0.101,-0.600,0
343,72.4,62.9,43.5,12.03,62.9,430,6.62,+0.488,+0.004,0.498,-0.600,0
345,101.2,101.2,44.6,16.34,101.2,2602,26.96,-0.448,+0.580,0.349,-0.600,0
346,101.3,67.6,45.5,11.25,67.6,193,3.14,+0.343,+0.013,0.538,-0.600,0
347,76.3,63.4,42.9,12.36,63.4,402,6.09,-0.611,+0.139,0.475,-0.600,0
348,108.5,108.7,32.3,19.15,108.7,1419,13.43,-0.479,+0.410,0.390,-0.600,0
351,103.7,106.5,48.9,17.81,106.5,2509,26.97,+0.590,+0.548,0.322,-0.600,0
353,105.0,69.3,46.8,12.97,69.3,453,6.42,+0.551,+0.066,0.523,-0.600,1
356,102.0,68.3,43.9,14.00,68.3,440,6.36,+0.508,+0.130,0.527,-0.600,1
357,103.0,67.4,46.9,8.84,67.4,190,3.15,-0.207,+0.310,0.537,-0.600,0
359,104.3,67.5,43.9,11.10,67.5,189,3.09,-0.294,+0.164,0.593,-0.600,0
360,71.1,69.0,45.5,12.04,69.0,421,6.13,-0.621,+0.086,0.501,-0.600,0
369,72.4,69.3,40.8,13.90,69.3,561,8.19,+0.556,+0.095,0.351,-0.600,0
371,101.1,101.2,44.8,11.05,101.2,2684,26.97,-0.180,+0.868,0.102,-0.600,0
372,108.3,108.5,47.3,16.71,108.5,2708,26.97,-0.531,+0.581,0.335,-0.600,0
373,102.3,65.7,47.8,8.99,65.7,188,3.11,-0.136,+0.273,0.549,-0.600,0
377,101.6,64.0,44.6,9.65,64.0,179,3.05,+0.099,+0.300,0.500,-0.600,1
379,76.8,76.8,44.0,17.34,76.8,902,11.51,+0.565,+0.085,0.350,-0.600,0
380,100.0,62.3,44.0,9.83,62.3,181,3.14,+0.206,+0.139,0.547,-0.600,1
382,73.4,66.7,41.8,13.33,66.7,458,6.73,+0.474,-0.074,0.470,-0.600,0
383,100.1,65.9,47.8,9.38,65.9,192,3.15,-0.006,+0.291,0.548,-0.600,1
385,71.5,65.1,43.7,12.40,65.1,190,3.10,-0.339,+0.295,0.574,-0.600,0
386,110.5,70.7,45.1,12.22,70.7,423,6.13,-0.626,+0.131,0.478,-0.600,0
387,68.4,66.4,46.4,9.71,66.4,188,3.13,-0.324,+0.248,0.561,-0.600,0
388,107.5,65.3,45.7,9.07,65.3,192,3.16,+0.103,+0.273,0.553,-0.600,1
390,103.5,65.6,48.4,9.59,65.6,178,2.99,+0.303,+0.242,0.571,-0.600,1
