t,seg,active_gate,thrust,thrust_cmd,base_thrust,vtrim,descent_on,desc_leg,descent_bias,descent_gain,v_up_auth,v_down_auth,gate_v_ok,v_committed,floor_on,gate_found,u_err,v_err,size_frac,cy,u_f,u_f2,du_lat,v_f,sz_f,sig_k,live,far_rej,gate_cmd_deg,committed,commit_k,steer,bank_seg,ff_bank_deg,trim_deg,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,tube_solid,u_tube_f,curv_f,rail_k,rail_auth,rail_cmd_deg,v_converge,rail_sep,fit_rms,rail_rows,rail_ylook,rail_merged,rail_ok,rail_v_f,rail_v_tgt,rail_v_trim,rail_v_auth,rail_v_live,loop_hz,det_hz,encap_hex,post_gate_hold_active,hold_bank_cmd,gate2_size_frac,ag2_auth,gate2_exit_k,leg2_arrest,commit_latched,commit_align_count,gate3_flare_on,gate3_flare_thr,gate3_flare_uncl,gate3_desc_on,gate3_desc_raw,du_f,rate_ok,align_ok,commit_stable_s,g3hold_armed,g3hold_on,g3hold_elapsed,g3_last_vf,g3_last_sz,g3_loss_t,g3_delta_app,race_fin
0.009651,0,0,0.281866,0.281866,0.2800,+0.00187,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01631,-0.01166,0.07896,177.90,+0.01631,+0.01631,+0.00000,-0.01166,0.07896,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-17.802,+0.00000,+0.00,+0.00000,1,+0.00051,+0.00285,0.03170,-0.013,0,1,+0.00051,+0.00285,1.0000,0.0000,+0.000,-0.35182,0.44178,0.451,87,135.0,0,1,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,012b0e000000000000db0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.07896,1.0000,1.0000,0.00000,0,0,0,0.285,0.003,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.029605,0,0,0.281847,0.281847,0.2800,+0.00185,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01655,-0.01133,0.07896,177.96,+0.01633,+0.01631,+0.00000,-0.01163,0.07896,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-17.802,+0.00000,+0.00,+0.00000,1,+0.00039,+0.00309,0.02720,-0.013,0,1,+0.00050,+0.00287,1.0000,0.0000,+0.000,-0.35125,0.44195,0.454,86,135.0,0,1,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,012b0e000000000000db0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.07896,1.0000,1.0000,0.00000,0,0,0,0.285,0.003,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.044909,0,0,0.281926,0.281926,0.2800,+0.00193,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01669,-0.01338,0.07974,177.59,+0.01635,+0.01631,+0.00000,-0.01176,0.07901,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-17.738,+0.00143,+0.00,+0.00000,1,+0.00039,+0.00344,0.02509,-0.014,0,1,+0.00049,+0.00291,1.0000,0.0000,+0.000,-0.35017,0.44191,0.488,87,135.0,0,1,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,012b0e000000000000db0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.07974,1.0000,1.0000,0.00000,0,0,0,0.285,0.003,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.060890,0,0,0.281997,0.281997,0.2800,+0.00200,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01669,-0.01338,0.07974,177.59,+0.01638,+0.01632,+0.00000,-0.01188,0.07907,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-17.727,+0.00697,+0.00,+0.00000,1,+0.00039,+0.00344,0.02509,-0.016,0,1,+0.00049,+0.00295,1.0000,0.0000,+0.000,-0.35017,0.44191,0.488,87,135.0,0,1,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,012b0e000000000000db0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.07974,1.0000,1.0000,0.00000,0,0,0,0.285,0.003,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.076073,0,0,0.282057,0.282057,0.2800,+0.00206,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01669,-0.01338,0.07974,177.59,+0.01640,+0.01632,+0.00000,-0.01198,0.07912,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-17.632,-0.00288,+0.00,+0.00000,1,+0.00039,+0.00344,0.02509,-0.017,0,1,+0.00048,+0.00299,1.0000,0.0000,+0.000,-0.35017,0.44191,0.488,87,135.0,0,1,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,012b0e000000000000db0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.07974,1.0000,1.0000,0.00000,0,0,0,0.285,0.003,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.090669,0,0,0.282164,0.282164,0.2800,+0.00216,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01621,-0.01473,0.08032,177.35,+0.01639,+0.01633,+0.00000,-0.01217,0.07920,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-17.262,-0.00206,+0.00,+0.00000,1,+0.00059,+0.00316,0.02441,-0.019,0,1,+0.00049,+0.00300,1.0000,0.0000,+0.000,-0.35123,0.44167,0.471,91,135.0,0,1,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,012b0e000000000000db0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.08032,1.0000,1.0000,0.00000,0,0,0,0.285,0.003,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.104591,0,0,0.282254,0.282254,0.2800,+0.00225,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01621,-0.01473,0.08032,177.35,+0.01638,+0.01633,+0.00000,-0.01233,0.07927,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.753,-0.00015,+0.00,+0.00000,1,+0.00059,+0.00316,0.02441,-0.019,0,1,+0.00049,+0.00301,1.0000,0.0000,+0.000,-0.35123,0.44167,0.471,91,135.0,0,1,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,012b0e000000000000db0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.08032,1.0000,1.0000,0.00000,0,0,0,0.285,0.003,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.119616,0,0,0.282369,0.282369,0.2800,+0.00237,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01654,-0.01541,0.08089,177.23,+0.01639,+0.01633,+0.00000,-0.01255,0.07938,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.441,-0.00015,+0.00,+0.00000,1,+0.00064,+0.00288,0.02340,-0.019,0,1,+0.00050,+0.00300,1.0000,0.0000,+0.000,-0.35583,0.44247,0.412,88,135.0,0,1,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,012b0e000000000000db0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.08089,1.0000,1.0000,0.00000,0,0,0,0.285,0.003,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.134085,0,0,0.282465,0.282465,0.2800,+0.00247,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01654,-0.01541,0.08089,177.23,+0.01640,+0.01634,+0.00000,-0.01274,0.07948,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-15.813,+0.00218,+0.00,+0.00000,1,+0.00064,+0.00288,0.02340,-0.018,0,1,+0.00051,+0.00299,1.0000,0.0000,+0.000,-0.35583,0.44247,0.412,88,135.0,0,1,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,012b0e000000000000db0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.08089,1.0000,1.0000,0.00000,0,0,0,0.285,0.003,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
0.149111,0,0,0.282679,0.282679,0.2800,+0.00268,0,0,-0.0050,1.0000,0.0600,0.0450,1,0,0,1,+0.01627,-0.01832,0.08221,176.70,+0.01639,+0.01634,+0.00000,-0.01313,0.07968,1.0000,1,0,+0.000,0,1.0000,0,0,+0.000,+0.000,+0.000,+0.00000,-15.174,+0.00165,+0.00,+0.00000,1,+0.00043,+0.00324,0.02304,-0.017,0,1,+0.00051,+0.00301,1.0000,0.0000,+0.000,-0.35724,0.44531,0.377,78,135.0,0,1,+0.00000,+0.0000,+0.00000,0.0000,0,0.0,0.0,012b0e000000000000db0c000000000000ffffffffffffffff00000000ffffffffffffffff00000000000000000000fbb55b9b00000018b50a39fd7f45240f0040204000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088136d4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,+0.000,0.08221,1.0000,1.0000,0.00000,0,0,0,0.285,0.002,0,+0.000,+0.0000,1,0,0.000,0,0,0.000,+0.000,0.000,0.000,+0.0000,0
